point,min,state
8,0.7084176328267738,NY
9,0.7084176328267738,NY
21,0.8995558889582331,NY
22,0.8995558889582331,NY
25,0.45559140962769507,NY
26,0.7825178882155409,NY
27,0.45559140962769507,NY
28,0.2341833278348761,NY
29,0.2341833278348761,NY
32,0.6172335681331574,NY
33,0.6172335681331574,NY
34,0.5327243125280993,NY
35,0.5327243125280993,NY
38,0.6599787909705768,NY
39,0.6599787909705768,NY
40,0.5348478652508754,NY
41,0.23320152545885953,NY
42,0.23320152545885953,NY
43,0.3513404683612964,NY
45,0.3646040024014079,NY
46,0.3646040024014079,NY
47,0.6832409617005849,NY
50,0.2859951441940236,NY
51,0.2859951441940236,NY
52,0.9484132869233859,NY
53,0.4167718036242801,NY
54,0.4167718036242801,NY
60,0.16954298355908037,NY
61,0.16954298355908037,NY
62,0.6993322151197479,NY
63,0.6232257087542058,NY
64,0.8063505772480595,NY
65,0.6232257087542058,NY
67,0.639356676798291,NY
68,0.7289291007134916,NY
69,0.3688219852783109,NY
70,0.3688219852783109,NY
86,0.2838055129281281,NY
87,0.2838055129281281,NY
99,0.035747044897217424,NY
100,0.035747044897217424,NY
101,0.6638809851653382,NY
103,0.18106576422321427,NY
104,0.18106576422321427,NY
107,0.061012713618948985,NY
108,0.061012713618948985,NY
109,0.23205535504947833,NY
114,0.8046578074366193,NY
115,0.8046578074366193,NY
116,0.5732913956081009,NY
117,0.5732913956081009,NY
118,0.8039135147906908,NY
123,0.6842202626057395,NY
124,0.6842202626057395,NY
130,0.4322716826595656,NY
131,0.4322716826595656,NY
132,0.9241483310993116,NY
133,0.8540848629230676,NY
134,0.8540848629230676,NY
137,0.4454765703027821,NY
138,0.4454765703027821,NY
140,0.27873366809198885,NY
141,0.27873366809198885,NY
142,0.1894589470221681,NY
143,0.1894589470221681,NY
144,0.20064776713226345,NY
145,0.14552759649644084,NY
146,0.14552759649644084,NY
147,0.7507400886323017,NY
148,0.7507400886323017,NY
160,0.8501471601921111,NY
161,0.8501471601921111,NY
165,0.09938990034880327,NY
166,0.09938990034880327,NY
174,0.5248688686283073,NY
175,0.5248688686283073,NY
176,0.6978242234775882,NY
177,0.6978242234775882,NY
178,0.9612795434892978,NY
179,0.749281762827889,NY
180,0.749281762827889,NY
181,0.4991110042557201,NY
182,0.4991110042557201,NY
184,0.47324965786465956,NY
185,0.47324965786465956,NY
186,0.8657537844904101,NY
197,0.3718127763531431,NY
198,0.3718127763531431,NY
221,0.5589740492055629,NY
222,0.5589740492055629,NY
224,0.7389790084487513,NY
225,0.7389790084487513,NY
227,0.8272527488843924,NY
228,0.8272527488843924,NY
230,0.957454910392248,NY
231,0.957454910392248,NY
232,0.9362324143510237,NY
233,0.9362324143510237,NY
234,0.595494836561285,NY
235,0.595494836561285,NY
239,0.32291244845107503,NY
240,0.32291244845107503,NY
241,0.818147301821053,NY
244,0.8735354526965364,NY
245,0.37824888102655785,NY
246,0.37824888102655785,NY
247,0.7553679050420109,NY
251,0.3975574537825623,NY
252,0.3975574537825623,NY
253,0.6666569202956473,NY
255,0.23244058960440703,NY
256,0.23244058960440703,NY
265,0.5858572072160574,NY
266,0.5858572072160574,NY
278,0.732034097537621,NY
279,0.6230260154048999,NY
280,0.6230260154048999,NY
302,0,NY
303,0,NY
305,0.4725610460940951,NY
306,0.4725610460940951,NY
307,0.47256104609185223,NY
308,0.47256104609185223,NY
309,0.47256104609035715,NY
310,0.4725609934879022,NY
311,0.4725609934879022,NY
312,0.9451220909545152,NY
314,0.4693400233276464,NY
315,0.4693400233276464,NY
321,0.3391394450893901,NY
322,0.3391394450893901,NY
323,0.6690793392415291,NY
326,0.08067883845374972,NY
327,0.08067883845374972,NY
328,0.12830628303057673,NY
329,0.24387801593515104,NY
330,0.24387801593515104,NY
334,0.41052665159825746,NY
335,0.14323277021156305,NY
336,0.14323277021156305,NY
338,0.17013142130828163,NY
339,0.17013142130828163,NY
344,0.3809632510095871,NY
345,0.3809632510095871,NY
348,0.34096180466472753,NY
349,0.34096180466472753,NY
350,0.5311132473265989,NY
357,0.6104280430702049,NY
358,0.6104280430702049,NY
359,0.9679227262034968,NY
369,0.42108758451158923,NY
370,0.42108758451158923,NY
373,0.6828699700423697,NY
374,0.6828699700423697,NY
375,0.7098698270453772,NY
376,0.6856951501656243,NY
377,0.6856951501656243,NY
378,0.5323774737148903,NY
379,0.5323774737148903,NY
381,0.5778098336395027,NY
382,0.5778098336395027,NY
383,0.3854832902861186,NY
384,0.3854832902861186,NY
385,0.5743489964189282,NY
387,0.6965197176326363,NY
388,0.2819335946434808,NY
389,0.2819335946434808,NY
393,0.2783540192520493,NY
394,0.2783540192520493,NY
395,0.5058606287735483,NY
397,0.7022841252765809,NY
398,0.5617088284841598,NY
399,0.5617088284841598,NY
408,0.782408794362352,NY
409,0.782408794362352,NY
410,0.818911079889473,NY
411,0.6394427587924633,NY
412,0.6394427587924633,NY
420,0.9500251315396842,NY
421,0.6054888591590067,NY
422,0.6054888591590067,NY
424,0.39815789792615075,NY
425,0.39815789792615075,NY
429,0.37498836780604744,NY
430,0.37498836780604744,NY
431,0.08310520450623249,NY
432,0.08310520450623249,NY
433,0.5539258015266092,NY
434,0.2709171365691081,NY
435,0.2709171365691081,NY
437,0.4100895873875004,NY
438,0.17247320927246093,NY
439,0.17247320927246093,NY
441,0.5634152758356216,NY
442,0.5634152758356216,NY
447,0.8631596498937837,NY
448,0.3979259247783815,NY
449,0.3979259247783815,NY
452,0.08220844113107449,NY
453,0.08220844113107449,NY
455,0.925558079115347,NY
456,0.925558079115347,NY
461,0.9158238608862255,NY
462,0.6086941939067891,NY
463,0.6086941939067891,NY
476,0.5228196759451952,NY
477,0.5228196759451952,NY
478,0.6268945624208352,NY
479,0.6268945624208352,NY
480,0.09411707860044338,NY
481,0.09411707860044338,NY
482,0.8232626851076524,NY
483,0.4091898876165063,NY
484,0.15796126732729876,NY
485,0.15796126732729876,NY
486,0.5663589168132194,NY
487,0.7812251043118575,NY
488,0.5126073530384713,NY
489,0.5126073530384713,NY
491,0.34142742563360706,NY
492,0.34142742563360706,NY
493,0.9376357463350198,NY
506,0.4244396795135471,NY
507,0.25856400476732816,NY
508,0.25856400476732816,NY
511,0.3443080036143979,NY
512,0.3427404691645504,NY
513,0.3427404691645504,NY
515,0.9299546860954393,NY
516,0.43378487897598006,NY
517,0.43378487897598006,NY
518,0.9900224697487121,NY
519,0.8915898323556638,NY
520,0.8915898323556638,NY
521,0.4282085782526153,NY
522,0.4282085782526153,NY
523,0.5167065274895348,NY
524,0.3361507663305768,NY
525,0.3361507663305768,NY
526,0.8657597027798786,NY
527,0.8657597027798786,NY
531,0.5719294354942832,NY
532,0.5719294354942832,NY
533,0.6780545805463666,NY
534,0.6466903831971818,NY
547,0.9371644278279442,NY
548,0.9371644278279442,NY
554,0.39966390469996677,NY
555,0.5477105220810832,NY
556,0.39966390469996677,NY
559,0.854958493474691,NY
560,0.854958493474691,NY
586,0.8478328890958441,NY
587,0.8478328890958441,NY
589,0.9517884913860583,NY
590,0.9517884913860583,NY
595,0.3808367995331447,NY
596,0.3808367995331447,NY
598,0.737844164616174,NY
599,0.737844164616174,NY
602,0.2693554934533721,NY
603,0.2693554934533721,NY
604,0.33534387139421995,NY
610,0.5764916795995086,NY
611,0.5764916795995086,NY
623,0.24877082791928068,NY
624,0.24877082791928068,NY
630,0.6511434904969741,NY
631,0.6511434904969741,NY
673,0.49074671051386426,NY
674,0.33067460717562636,NY
675,0.1194841498502495,NY
676,0.1194841498502495,NY
677,0.3989164474282185,NY
678,0.45603247262517443,NY
679,0.48778066764028577,NY
680,0.48778066764028577,NY
681,0.5793846509931443,NY
