point,min,state
3,0.0610045287741207,MA
4,0.11275446714186096,MA
5,0.2917584598843908,MA
6,0.09906803346330913,MA
7,0.09525350912592619,MA
8,0.09525350912592619,MA
9,0.07728194888779129,MA
10,0.0610045287741207,MA
11,0.0016268050146604994,MA
12,0.0016268050146604994,MA
18,0.20455707906559334,MA
19,0.11849193039741289,MA
20,0.111995439332384,MA
21,0.056164111393119116,MA
22,0.0518479404249742,MA
23,0.0518479404249742,MA
24,0.42992488472823376,MA
28,0.07951474391444463,MA
29,0.07951474391444463,MA
30,0.6457185033369374,MA
31,0.022438068184743944,MA
32,0.022438068184743944,MA
34,0.6955768726280366,MA
35,0.6955768726280366,MA
39,0.4731408537722602,MA
40,0.4731408537722602,MA
43,0.26541923920573524,MA
44,0.26541923920573524,MA
48,0.34970093194210794,MA
49,0.34970093194210794,MA
50,0.6785486259042041,MA
54,0.7331459098237627,MA
55,0.7331459098237627,MA
61,0.39233813105877297,MA
62,0.6626548678329033,MA
63,0.7701735462452388,MA
64,0.39233813105877297,MA
66,0.9280478109193091,MA
67,0.9280478109193091,MA
72,0.009335729532015868,MA
73,0.009335729532015868,MA
75,0.0257510144733076,MA
76,0.0257510144733076,MA
81,0.26093221701243413,MA
82,0.26093221701243413,MA
83,0.02933133656529836,MA
84,0.02933133656529836,MA
88,0.7384411733007272,MA
89,0.05887638705076187,MA
90,0.05887638705076187,MA
97,0.31563689613933127,MA
98,0.1206118738230733,MA
99,0.1206118738230733,MA
106,0.3776217039171846,MA
107,0.3776217039171846,MA
108,0.09087322236308323,MA
109,0.09087322236308323,MA
110,0.45363382407063735,MA
111,0.45363382407063735,MA
112,0.5959781020721632,MA
113,0.7903254892092917,MA
115,0.9360316475475595,MA
116,0.39504194789140845,MA
117,0.39504194789140845,MA
118,0.47075266102215746,MA
119,0.777386482925002,MA
120,0.777386482925002,MA
121,0.801392726140425,MA
122,0.801392726140425,MA
123,0.9533762524464654,MA
124,0.20364922385747738,MA
125,0.20364922385747738,MA
128,0.4206049098955832,MA
129,0.24821101103846174,MA
130,0.24821101103846174,MA
136,0.15149765431915788,MA
137,0.15149765431915788,MA
138,0.20209632443213552,MA
139,0.20209632443213552,MA
140,0.10122294682821509,MA
141,0.10122294682821509,MA
142,0.10412823438001136,MA
143,0.09424095355764148,MA
144,0.3855168469305415,MA
145,0.09424095355764148,MA
149,0.3916443977732911,MA
150,0.3916443977732911,MA
152,0.06859483286532633,MA
153,0.06859483286532633,MA
160,0.2442828357257729,MA
161,0.2442828357257729,MA
162,0.24095458357520463,MA
163,0.3075253871889431,MA
164,0.24095458357520463,MA
166,0.23528552406310096,MA
167,0.23528552406310096,MA
168,0.13704329918365118,MA
169,0.03324382916517228,MA
170,0.03324382916517228,MA
175,0.893809806769151,MA
176,0.893809806769151,MA
183,0.15443152608631078,MA
184,0.36896685597704976,MA
185,0.15443152608631078,MA
191,0.956064333074267,MA
192,0.3768680185010224,MA
193,0.3768680185010224,MA
195,0.1004836348822808,MA
196,0.1004836348822808,MA
197,0.10151121814808725,MA
198,0.15796317276563784,MA
199,0.15796317276563784,MA
200,0.2983585896541505,MA
201,0.499536467809442,MA
202,0.26348345845497967,MA
203,0.26348345845497967,MA
204,0.3024060466236296,MA
205,0.3704253696673962,MA
206,0.19190423501493223,MA
207,0.24661141047205276,MA
208,0.043407008384243835,MA
209,0.043407008384243835,MA
210,0.9718233350753713,MA
211,0.2851378543036106,MA
224,0.7446471274864054,MA
225,0.7446471274864054,MA
228,0.10636165328155256,MA
229,0.10636165328155256,MA
230,0.1158004420834343,MA
231,0.1158004420834343,MA
236,0.5954424061262991,MA
237,0.5954424061262991,MA
239,0.12562782120341012,MA
240,0.18383675200005845,MA
241,0.12562782120341012,MA
242,0.13818156417869726,MA
243,0.11321523923898591,MA
244,0.11321523923898591,MA
245,0.09954577669418448,MA
246,0.09954577669418448,MA
247,0.23037926027534167,MA
248,0.23037926027534167,MA
249,0.27099075126380406,MA
252,0.021473929185823585,MA
253,0.021473929185823585,MA
254,0.0651336641277948,MA
255,0.0651336641277948,MA
259,0.17176704965222145,MA
260,0.17176704965222145,MA
261,0.22772587518419002,MA
262,0.22772587518419002,MA
272,0.6739071831969268,MA
273,0.33008218150162516,MA
274,0.18534267550284955,MA
275,0.18534267550284955,MA
276,0.2088094999817939,MA
277,0.2088094999817939,MA
279,0.9977380360031032,MA
280,0.9977380360031032,MA
281,0.3101165226225101,MA
282,0.3101165226225101,MA
283,0.1812977638572494,MA
284,0.1812977638572494,MA
285,0.06877840830415294,MA
286,0.03722707271612213,MA
287,0.03722707271612213,MA
288,0.1966961490032539,MA
289,0.4461226398333326,MA
290,0.10646130184614307,MA
291,0.10646130184614307,MA
292,0.33978698072970653,MA
293,0.7511679691568842,MA
294,0.3557617716954864,MA
295,0.8289457922546892,MA
298,0.6735697933577218,MA
299,0.3787516499934065,MA
300,0.3787516499934065,MA
301,0.1893610276615577,MA
302,0.17237601357627297,MA
303,0.17237601357627297,MA
304,0.36437175858548027,MA
305,0.1893610276615577,MA
306,0.25101822265763984,MA
307,0.8766108300322403,MA
309,0.7485392059119728,MA
310,0.7485392059119728,MA
311,0.4248774945897155,MA
312,0.4173685131738009,MA
313,0.4173685131738009,MA
317,0.38093986691361714,MA
318,0.38093986691361714,MA
319,0.08060758326921248,MA
320,0.08060758326921248,MA
321,0,MA
322,0,MA
323,0.10182634971615025,MA
324,0.10101730600961793,MA
325,0.10101730600961793,MA
326,0.08180401970882822,MA
327,0.08180401970882822,MA
331,0.41825546422730125,MA
332,0.24581513211666925,MA
333,0.11025056398858514,MA
334,0.2262976924410583,MA
335,0.26180954305943344,MA
336,0.14795451359435102,MA
337,0.11025056398858514,MA
338,0.14795451359435102,MA
339,0.5512779683721051,MA
340,0.1677245792077633,MA
345,0.1831374024198893,MA
346,0.1831374024198893,MA
348,0.4071810630328192,MA
349,0.4071810630328192,MA
350,0.5861480581387704,MA
351,0.26570340803337084,MA
352,0.26570340803337084,MA
353,0.675857204734723,MA
354,0.6182312333868389,MA
355,0.6182312333868389,MA
360,0.380633552171557,MA
361,0.2810987607305981,MA
362,0.2810987607305981,MA
363,0.09977363473148189,MA
364,0.09977363473148189,MA
365,0.2319464578527049,MA
367,0.18053998630678225,MA
368,0.18053998630678225,MA
371,0.2619586670804206,MA
372,0.2619586670804206,MA
373,0.3908678976277247,MA
375,0.6552998515822677,MA
376,0.1264172416243343,MA
377,0.10204717117703363,MA
378,0.10204717117703363,MA
379,0.11752372513778961,MA
380,0.5580599561136184,MA
381,0.9086191991065853,MA
382,0.43844216899699945,MA
383,0.43844216899699945,MA
389,0.1095837576473871,MA
390,0.1095837576473871,MA
391,0.8190340859654069,MA
392,0.8190340859654069,MA
395,0.5692968877921447,MA
396,0.5692968877921447,MA
398,0.2669143462689801,MA
399,0.2669143462689801,MA
404,0.38714264791875214,MA
405,0.38714264791875214,MA
407,0.09790546153322072,MA
408,0.09790546153322072,MA
409,0.18133038689738976,MA
410,0.29717615668276687,MA
414,0.17955999897566768,MA
415,0.17955999897566768,MA
416,0.12919063962608304,MA
417,0.12919063962608304,MA
419,0.9361031131206071,MA
420,0.4366217042777122,MA
421,0.4366217042777122,MA
424,0.7562861037212756,MA
425,0.7562861037212756,MA
426,0.6913602182763416,MA
427,0.6913602182763416,MA
429,0.0893653043607114,MA
430,0.0893653043607114,MA
431,0.18570871951643256,MA
432,0.3237301710106297,MA
433,0.26549517586900795,MA
434,0.2778248289010706,MA
435,0.2778248289010706,MA
439,0.29157756919538874,MA
440,0.29157756919538874,MA
443,0.08681333824704214,MA
444,0.08681333824704214,MA
445,0.184160005845618,MA
446,0.1160628501770558,MA
447,0.7501449664020675,MA
448,0.7501449664020675,MA
450,0.29438694782940816,MA
451,0.02156167409317296,MA
452,0.02156167409317296,MA
455,0.1853403536403976,MA
456,0.14348767576817364,MA
457,0.1700754264170766,MA
458,0.14348767576817364,MA
460,0.05853246320019852,MA
461,0.37211163940994924,MA
462,0.05853246320019852,MA
463,0.4638318924533684,MA
464,0.37211163940994924,MA
465,0.4222122574532414,MA
466,0.4222122574532414,MA
467,0.3537516531939639,MA
468,0.25676461717122606,MA
469,0.25676461717122606,MA
470,0.1798051861763909,MA
471,0.1798051861763909,MA
473,0.2598876195144647,MA
474,0.2598876195144647,MA
481,0.1532290849786452,MA
482,0.1532290849786452,MA
484,0.38848754321464973,MA
485,0.38848754321464973,MA
489,0.9938884632046634,MA
490,0.12332461782616753,MA
491,0.12332461782616753,MA
492,0.18190477321759105,MA
493,0.7326923237171088,MA
494,0.7326923237171088,MA
496,0.15694888597794432,MA
497,0.15694888597794432,MA
498,0.2551197819759951,MA
499,0.8070748077625429,MA
500,0.09226359917069957,MA
501,0.09226359917069957,MA
502,0.20193749701199193,MA
503,0.1761819044615515,MA
504,0.06360190544353414,MA
505,0.034122928335010745,MA
506,0.034122928335010745,MA
507,0.06320388815875334,MA
508,0.20193749701199193,MA
528,0.08335251444484156,MA
529,0.08335251444484156,MA
535,0.2678592704102304,MA
536,0.5700487634547043,MA
537,0.2678592704102304,MA
538,0.03256841769541049,MA
539,0.03256841769541049,MA
540,0.7847304179731767,MA
541,0.7847304179731767,MA
542,0.04274692914662586,MA
543,0.04274692914662586,MA
544,0.10827223379062785,MA
545,0.10827223379062785,MA
546,0.6688786911678941,MA
