"","year","compliance_score","enforcement_score","rgn_id","rgn_name"
"99",2013,NA,0.818273891340519,"11","Rhode Island"
"100",2014,NA,0.793479578232941,"1","Offshore"
"101",2014,NA,0.793479578232941,"2","Georges Bank"
"102",2014,NA,0.793479578232941,"3","Gulf of Maine"
"103",2014,NA,0.793479578232941,"4","Mid-Atlantic Bight"
"104",2014,NA,0.793479578232941,"5","Connecticut"
"105",2014,NA,0.793479578232941,"6","Maine"
"106",2014,NA,0.793479578232941,"7","Massachusetts-North"
"107",2014,NA,0.793479578232941,"8","Massachusetts-South"
"108",2014,NA,0.793479578232941,"9","New Hampshire"
"109",2014,NA,0.793479578232941,"10","New York"
"110",2014,NA,0.793479578232941,"11","Rhode Island"
"111",2015,0.513708513708514,0.86370541340491,"1","Offshore"
"112",2015,0.513708513708514,0.86370541340491,"2","Georges Bank"
"113",2015,0.513708513708514,0.86370541340491,"3","Gulf of Maine"
"114",2015,0.513708513708514,0.86370541340491,"4","Mid-Atlantic Bight"
"115",2015,0.513708513708514,0.86370541340491,"5","Connecticut"
"116",2015,0.513708513708514,0.86370541340491,"6","Maine"
"117",2015,0.513708513708514,0.86370541340491,"7","Massachusetts-North"
"118",2015,0.513708513708514,0.86370541340491,"8","Massachusetts-South"
"119",2015,0.513708513708514,0.86370541340491,"9","New Hampshire"
"120",2015,0.513708513708514,0.86370541340491,"10","New York"
"121",2015,0.513708513708514,0.86370541340491,"11","Rhode Island"
"122",2016,0.766620498614959,0.838921740220723,"1","Offshore"
"123",2016,0.766620498614959,0.838921740220723,"2","Georges Bank"
"124",2016,0.766620498614959,0.838921740220723,"3","Gulf of Maine"
"125",2016,0.766620498614959,0.838921740220723,"4","Mid-Atlantic Bight"
"126",2016,0.766620498614959,0.838921740220723,"5","Connecticut"
"127",2016,0.766620498614959,0.838921740220723,"6","Maine"
"128",2016,0.766620498614959,0.838921740220723,"7","Massachusetts-North"
"129",2016,0.766620498614959,0.838921740220723,"8","Massachusetts-South"
"130",2016,0.766620498614959,0.838921740220723,"9","New Hampshire"
"131",2016,0.766620498614959,0.838921740220723,"10","New York"
"132",2016,0.766620498614959,0.838921740220723,"11","Rhode Island"
"133",2017,0.503567181926278,0.914095483044665,"1","Offshore"
"134",2017,0.503567181926278,0.914095483044665,"2","Georges Bank"
"135",2017,0.503567181926278,0.914095483044665,"3","Gulf of Maine"
"136",2017,0.503567181926278,0.914095483044665,"4","Mid-Atlantic Bight"
"137",2017,0.503567181926278,0.914095483044665,"5","Connecticut"
"138",2017,0.503567181926278,0.914095483044665,"6","Maine"
"139",2017,0.503567181926278,0.914095483044665,"7","Massachusetts-North"
"140",2017,0.503567181926278,0.914095483044665,"8","Massachusetts-South"
"141",2017,0.503567181926278,0.914095483044665,"9","New Hampshire"
"142",2017,0.503567181926278,0.914095483044665,"10","New York"
"143",2017,0.503567181926278,0.914095483044665,"11","Rhode Island"
