"","year","rgn_id","rgn_name","assessed","nmfs_original_species","catch","binary_assessed","weighted_assessed"
"12111",2007,12,"Northeast","no","SHRIMP (PANDALID)",6190481.81192427,0,0
"12112",2007,12,"Northeast","no","SILVERSIDES, ATLANTIC",6227.43656787333,0,0
"12113",2007,12,"Northeast","yes","SKATE WINGS, LITTLE (SUMMER)",164296.85181326,1,164296.85181326
"12114",2007,12,"Northeast","yes","SKATE WINGS, WINTER (BIG)",2026110.88228394,1,2026110.88228394
"12115",2007,12,"Northeast","yes","SKATE, BARNDOOR",4004.84883325682,1,4004.84883325682
"12116",2007,12,"Northeast","yes","SKATE, CLEARNOSE",8469.57012048749,1,8469.57012048749
"12117",2007,12,"Northeast","yes","SKATE, LITTLE (SUMMER)",5249852.4108764,1,5249852.4108764
"12118",2007,12,"Northeast","yes","SKATE, WINTER (BIG)",1043739.38550843,1,1043739.38550843
"12119",2007,12,"Northeast","no","SQUID / ILLEX",12903.8999503728,0,0
"12120",2007,12,"Northeast","yes","SQUID / LOLIGO",19814297.2669487,1,19814297.2669487
"12121",2007,12,"Northeast","yes","STRIPED BASS",618861.514558226,1,618861.514558226
"12122",2007,12,"Northeast","yes","SWORDFISH",458.833226437017,1,458.833226437017
"12123",2007,12,"Northeast","no","TAUTOG",168672.334882935,0,0
"12124",2007,12,"Northeast","yes","TILEFISH",6036.5131233887,1,6036.5131233887
"12125",2007,12,"Northeast","yes","TILEFISH, BLUELINE",251.457992837607,1,251.457992837607
"12126",2007,12,"Northeast","yes","TILEFISH, GOLDEN",1071682.54039779,1,1071682.54039779
"12127",2007,12,"Northeast","no","TOADFISH, OYSTER",294.420758152002,0,0
"12128",2007,12,"Northeast","no","TRIGGERFISH",3118.70983457932,0,0
"12129",2007,12,"Northeast","yes","TUNA, ALBACORE",4947.05060532497,1,4947.05060532497
"12130",2007,12,"Northeast","yes","TUNA, BIG EYE",266.980091160917,1,266.980091160917
"12131",2007,12,"Northeast","yes","TUNA, BLUEFIN",103903.368847719,1,103903.368847719
"12132",2007,12,"Northeast","no","TUNA, LITTLE",37318.9234754671,0,0
"12133",2007,12,"Northeast","yes","TUNA, YELLOWFIN",14564.8653440243,1,14564.8653440243
"12134",2007,12,"Northeast","no","WAHOO",326.987906085916,0,0
"12135",2007,12,"Northeast","yes","WEAKFISH / SQUETEAGUE / GRAY SEA TROUT",98476.2445540179,1,98476.2445540179
"12136",2007,12,"Northeast","no","WEAKFISH, SPOTTED / SPOTTED SEA TROUT",58049.4866403756,0,0
"12137",2007,12,"Northeast","no","WHELK, CHANNELED",695191.152913263,0,0
"12138",2007,12,"Northeast","no","WHELK, KNOBBED",62701.6481766475,0,0
"12139",2007,12,"Northeast","no","WHELK, LIGHTNING",6140.06533808213,0,0
"12140",2007,12,"Northeast","no","WHITING, KING / KINGFISH",163769.768591324,0,0
"12141",2007,12,"Northeast","yes","FLOUNDER, WITCH / GRAY SOLE",2249920.56972986,1,2249920.56972986
"12142",2007,12,"Northeast","yes","WOLFFISH / OCEAN CATFISH",85819.2676623668,1,85819.2676623668
"12143",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",912823.516376435,1,912823.516376435
"12144",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",912823.516376435,1,912823.516376435
"12145",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",912823.516376435,1,912823.516376435
"12146",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2450659.96424012,1,2450659.96424012
"12147",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2450659.96424012,1,2450659.96424012
"12148",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2450659.96424012,1,2450659.96424012
"12149",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",348531.803051801,1,348531.803051801
"12150",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",348531.803051801,1,348531.803051801
"12151",2007,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",348531.803051801,1,348531.803051801
"12152",2008,12,"Northeast","yes","BLACK SEA BASS",314664.625865136,1,314664.625865136
"12153",2008,12,"Northeast","yes","BLUEFISH",751656.191498878,1,751656.191498878
"12154",2008,12,"Northeast","no","BONITO",11492.964507779,0,0
"12155",2008,12,"Northeast","yes","BUTTERFISH",742280.476335324,1,742280.476335324
"12156",2008,12,"Northeast","yes","CLAM, SURF",3710721.41692646,1,3710721.41692646
"12157",2008,12,"Northeast","yes","COD",435789.624968008,1,435789.624968008
"12158",2008,12,"Northeast","yes","COD",435789.624968008,1,435789.624968008
"12159",2008,12,"Northeast","yes","COD",435789.624968008,1,435789.624968008
"12160",2008,12,"Northeast","yes","COD",5556934.14723051,1,5556934.14723051
"12161",2008,12,"Northeast","yes","COD",5556934.14723051,1,5556934.14723051
"12162",2008,12,"Northeast","yes","COD",5556934.14723051,1,5556934.14723051
"12163",2008,12,"Northeast","yes","COD",9603723.02575254,1,9603723.02575254
"12164",2008,12,"Northeast","yes","COD",9603723.02575254,1,9603723.02575254
"12165",2008,12,"Northeast","yes","COD",9603723.02575254,1,9603723.02575254
"12166",2008,12,"Northeast","no","CRAB, BLUE",330671.212109564,0,0
"12167",2008,12,"Northeast","no","CRAB, HORSESHOE",31400.2859788656,0,0
"12168",2008,12,"Northeast","no","CRAB, JONAH",8395357.6574845,0,0
"12169",2008,12,"Northeast","yes","CRAB, RED",601708.497978242,1,601708.497978242
"12170",2008,12,"Northeast","no","CRAB, ROCK",819882.96470872,0,0
"12171",2008,12,"Northeast","yes","CROAKER, ATLANTIC",45.0113832857268,1,45.0113832857268
"12172",2008,12,"Northeast","no","CUNNER",8622.04991565597,0,0
"12173",2008,12,"Northeast","no","CUSK",74585.7317413591,0,0
"12174",2008,12,"Northeast","no","DOGFISH, SMOOTH",97987.9205086567,0,0
"12175",2008,12,"Northeast","yes","DOGFISH, SPINY",2573844.22763492,1,2573844.22763492
"12176",2008,12,"Northeast","no","EEL, CONGER",3459.48994124595,0,0
"12177",2008,12,"Northeast","yes","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL",119328.966635256,1,119328.966635256
"12178",2008,12,"Northeast","yes","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL",119328.966635256,1,119328.966635256
"12179",2008,12,"Northeast","yes","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL",101373.495115673,1,101373.495115673
"12180",2008,12,"Northeast","yes","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL",101373.495115673,1,101373.495115673
"12181",2008,12,"Northeast","no","FLOUNDER, FOURSPOT",15770.8754278578,0,0
"12182",2008,12,"Northeast","yes","FLOUNDER, SUMMER / FLUKE",2172548.30022756,1,2172548.30022756
"12183",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",2060914.93588984,1,2060914.93588984
"12184",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",2060914.93588984,1,2060914.93588984
"12185",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",2060914.93588984,1,2060914.93588984
"12186",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",557444.168853861,1,557444.168853861
"12187",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",557444.168853861,1,557444.168853861
"12188",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",557444.168853861,1,557444.168853861
"12189",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",2105598.8426698,1,2105598.8426698
"12190",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",2105598.8426698,1,2105598.8426698
"12191",2008,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",2105598.8426698,1,2105598.8426698
"12192",2008,12,"Northeast","yes","HADDOCK",2346502.57204078,1,2346502.57204078
"12193",2008,12,"Northeast","yes","HADDOCK",2346502.57204078,1,2346502.57204078
"12194",2008,12,"Northeast","yes","HADDOCK",2346502.57204078,1,2346502.57204078
"12195",2008,12,"Northeast","yes","HADDOCK",8514624.26391439,1,8514624.26391439
"12196",2008,12,"Northeast","yes","HADDOCK",8514624.26391439,1,8514624.26391439
"12197",2008,12,"Northeast","yes","HADDOCK",8514624.26391439,1,8514624.26391439
"12198",2008,12,"Northeast","yes","HADDOCK",760249.277820343,1,760249.277820343
"12199",2008,12,"Northeast","yes","HADDOCK",760249.277820343,1,760249.277820343
"12200",2008,12,"Northeast","yes","HADDOCK",760249.277820343,1,760249.277820343
"12201",2008,12,"Northeast","no","HAGFISH",2437700.30907877,0,0
"12202",2008,12,"Northeast","yes","HALIBUT, ATLANTIC",14655.6755744293,1,14655.6755744293
"12203",2008,12,"Northeast","no","HALIBUT, GREENLAND",30.8650204197087,0,0
"12204",2008,12,"Northeast","yes","HERRING, ATLANTIC",165106112.204744,1,165106112.204744
"12205",2008,12,"Northeast","yes","HAKE, RED / LING",249925.814695862,1,249925.814695862
"12206",2008,12,"Northeast","yes","HAKE, RED / LING",249925.814695862,1,249925.814695862
"12207",2008,12,"Northeast","yes","HAKE, RED / LING",1261396.23813595,1,1261396.23813595
"12208",2008,12,"Northeast","yes","HAKE, RED / LING",1261396.23813595,1,1261396.23813595
"12209",2008,12,"Northeast","yes","HAKE, SILVER / WHITING",1796699.27450086,1,1796699.27450086
"12210",2008,12,"Northeast","yes","HAKE, SILVER / WHITING",1796699.27450086,1,1796699.27450086
"12211",2008,12,"Northeast","no","WHITING, BLACK",362533.752687448,0,0
"12212",2008,12,"Northeast","yes","HAKE, SILVER / WHITING",10550712.7225064,1,10550712.7225064
"12213",2008,12,"Northeast","yes","HAKE, SILVER / WHITING",10550712.7225064,1,10550712.7225064
"12214",2008,12,"Northeast","yes","HAKE, WHITE",1588839.92065882,1,1588839.92065882
"12215",2008,12,"Northeast","no","JOHN DORY",28748.2781199316,0,0
"12216",2008,12,"Northeast","yes","MACKEREL, ATLANTIC",26013263.770746,1,26013263.770746
"12217",2008,12,"Northeast","no","MACKEREL, SPANISH",805.142399983679,0,0
"12218",2008,12,"Northeast","yes","MENHADEN",5635109.68023739,1,5635109.68023739
"12219",2008,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",283857.102317007,1,283857.102317007
"12220",2008,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",283857.102317007,1,283857.102317007
"12221",2008,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2266588.1310975,1,2266588.1310975
"12222",2008,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",2266588.1310975,1,2266588.1310975
"12223",2008,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6256290.92579517,1,6256290.92579517
"12224",2008,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",6256290.92579517,1,6256290.92579517
"12225",2008,12,"Northeast","yes","OCEAN QUAHOG",20577008.8260399,1,20577008.8260399
"12226",2008,12,"Northeast","yes","OCEAN POUT",17776.7367379292,1,17776.7367379292
"12227",2008,12,"Northeast","yes","FLOUNDER, AMERICAN PLAICE /DAB",2219970.20765945,1,2219970.20765945
"12228",2008,12,"Northeast","yes","POLLOCK",17974884.211923,1,17974884.211923
"12229",2008,12,"Northeast","yes","REDFISH / OCEAN PERCH",2272734.93783963,1,2272734.93783963
"12230",2008,12,"Northeast","yes","SCALLOP, SEA",4936652.82596897,1,4936652.82596897
"12231",2008,12,"Northeast","no","SCALLOP, SEA",1050111.75600642,0,0
"12232",2008,12,"Northeast","no","SCULPINS",810.164652564952,0,0
"12233",2008,12,"Northeast","yes","SCUP / PORGY",2474361.33164587,1,2474361.33164587
"12234",2008,12,"Northeast","no","SEA RAVEN",9423.48984556803,0,0
"12235",2008,12,"Northeast","no","SEA ROBINS",11945.2982136953,0,0
"12236",2008,12,"Northeast","no","SEA URCHINS",7924.05709560507,0,0
"12237",2008,12,"Northeast","no","SHAD, AMERICAN",1737.23666972572,0,0
"12238",2008,12,"Northeast","no","SHAD, HICKORY",1114.60391492283,0,0
"12239",2008,12,"Northeast","no","SHARK, BLUE",199.870841751272,0,0
"12240",2008,12,"Northeast","no","SHARK, PORBEAGLE",497.232855081661,0,0
"12241",2008,12,"Northeast","no","SHRIMP (PANDALID)",6774389.2973408,0,0
"12242",2008,12,"Northeast","yes","SKATE WINGS, LITTLE (SUMMER)",71253.9247520966,1,71253.9247520966
"12243",2008,12,"Northeast","yes","SKATE WINGS, WINTER (BIG)",1294191.96589161,1,1294191.96589161
"12244",2008,12,"Northeast","yes","SKATE, BARNDOOR",174.917426872208,1,174.917426872208
"12245",2008,12,"Northeast","yes","SKATE, LITTLE (SUMMER)",4532618.4491581,1,4532618.4491581
"12246",2008,12,"Northeast","yes","SKATE, WINTER (BIG)",1164250.17631571,1,1164250.17631571
"12247",2008,12,"Northeast","no","SQUID / ILLEX",1457657.04599434,0,0
"12248",2008,12,"Northeast","yes","SQUID / LOLIGO",17531441.5960569,1,17531441.5960569
"12249",2008,12,"Northeast","yes","STRIPED BASS",419369.678897487,1,419369.678897487
"12250",2008,12,"Northeast","yes","SWORDFISH",283.989496417126,1,283.989496417126
"12251",2008,12,"Northeast","no","TAUTOG",72900.038487456,0,0
"12252",2008,12,"Northeast","yes","TILEFISH",1522.92865974018,1,1522.92865974018
"12253",2008,12,"Northeast","yes","TILEFISH, BLUELINE",210.992196281738,1,210.992196281738
"12254",2008,12,"Northeast","yes","TILEFISH, GOLDEN",881521.093493065,1,881521.093493065
"12255",2008,12,"Northeast","no","TRIGGERFISH",994.578661056649,0,0
"12256",2008,12,"Northeast","yes","TUNA, ALBACORE",588.962506721714,1,588.962506721714
"12257",2008,12,"Northeast","yes","TUNA, BLUEFIN",87252.105593007,1,87252.105593007
"12258",2008,12,"Northeast","no","TUNA, LITTLE",7745.68516418841,0,0
"12259",2008,12,"Northeast","yes","TUNA, YELLOWFIN",1159.95709804178,1,1159.95709804178
"12260",2008,12,"Northeast","yes","WEAKFISH / SQUETEAGUE / GRAY SEA TROUT",24174.522267451,1,24174.522267451
"12261",2008,12,"Northeast","no","WEAKFISH, SPOTTED / SPOTTED SEA TROUT",13633.7281200381,0,0
"12262",2008,12,"Northeast","no","WHELK, CHANNELED",776260.009401732,0,0
"12263",2008,12,"Northeast","no","WHELK, KNOBBED",29318.0871971677,0,0
"12264",2008,12,"Northeast","no","WHELK, LIGHTNING",3221.55801962512,0,0
"12265",2008,12,"Northeast","no","WHITING, KING / KINGFISH",360138.883018548,0,0
"12266",2008,12,"Northeast","yes","FLOUNDER, WITCH / GRAY SOLE",2080560.76001902,1,2080560.76001902
"12267",2008,12,"Northeast","yes","WOLFFISH / OCEAN CATFISH",67632.8242329778,1,67632.8242329778
"12268",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",1107580.48194818,1,1107580.48194818
"12269",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",1107580.48194818,1,1107580.48194818
"12270",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",1107580.48194818,1,1107580.48194818
"12271",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2046265.69556306,1,2046265.69556306
"12272",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2046265.69556306,1,2046265.69556306
"12273",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2046265.69556306,1,2046265.69556306
"12274",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",440814.828250006,1,440814.828250006
"12275",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",440814.828250006,1,440814.828250006
"12276",2008,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",440814.828250006,1,440814.828250006
"12277",2009,12,"Northeast","yes","BLACK SEA BASS",170227.190223961,1,170227.190223961
"12278",2009,12,"Northeast","yes","BLUEFISH",858279.532603278,1,858279.532603278
"12279",2009,12,"Northeast","no","BONITO",36417.3853828812,0,0
"12280",2009,12,"Northeast","yes","BUTTERFISH",813522.968330878,1,813522.968330878
"12281",2009,12,"Northeast","yes","CLAM, SURF",6732977.0106471,1,6732977.0106471
"12282",2009,12,"Northeast","yes","COD",822595.290528203,1,822595.290528203
"12283",2009,12,"Northeast","yes","COD",822595.290528203,1,822595.290528203
"12284",2009,12,"Northeast","yes","COD",822595.290528203,1,822595.290528203
"12285",2009,12,"Northeast","yes","COD",4625983.47654671,1,4625983.47654671
"12286",2009,12,"Northeast","yes","COD",4625983.47654671,1,4625983.47654671
"12287",2009,12,"Northeast","yes","COD",4625983.47654671,1,4625983.47654671
"12288",2009,12,"Northeast","yes","COD",10665346.1618403,1,10665346.1618403
"12289",2009,12,"Northeast","yes","COD",10665346.1618403,1,10665346.1618403
"12290",2009,12,"Northeast","yes","COD",10665346.1618403,1,10665346.1618403
"12291",2009,12,"Northeast","no","CRAB, BLUE",2049.55369353724,0,0
"12292",2009,12,"Northeast","no","CRAB, GREEN",395.184687152653,0,0
"12293",2009,12,"Northeast","no","CRAB, HORSESHOE",27151.5882909882,0,0
"12294",2009,12,"Northeast","no","CRAB, JONAH",8848069.01094768,0,0
"12295",2009,12,"Northeast","yes","CRAB, RED",551609.700104561,1,551609.700104561
"12296",2009,12,"Northeast","no","CRAB, ROCK",349552.995581905,0,0
"12297",2009,12,"Northeast","yes","CROAKER, ATLANTIC",9.99443246992053,1,9.99443246992053
"12298",2009,12,"Northeast","no","CUNNER",7694.76712772163,0,0
"12299",2009,12,"Northeast","no","CUSK",52626.5806461264,0,0
"12300",2009,12,"Northeast","no","DOGFISH, SMOOTH",115691.312732782,0,0
"12301",2009,12,"Northeast","yes","DOGFISH, SPINY",6244495.45916385,1,6244495.45916385
"12302",2009,12,"Northeast","no","DOLPHIN FISH / MAHI-MAHI",396.985317174644,0,0
"12303",2009,12,"Northeast","no","EEL, CONGER",5691.37552769094,0,0
"12304",2009,12,"Northeast","yes","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL",85279.732346004,1,85279.732346004
"12305",2009,12,"Northeast","yes","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL",85279.732346004,1,85279.732346004
"12306",2009,12,"Northeast","yes","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL",55777.9478813068,1,55777.9478813068
"12307",2009,12,"Northeast","yes","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL",55777.9478813068,1,55777.9478813068
"12308",2009,12,"Northeast","no","FLOUNDER, FOURSPOT",8066.93448418866,0,0
"12309",2009,12,"Northeast","no","FLOUNDER, SOUTHERN",2085.32244397049,0,0
"12310",2009,12,"Northeast","yes","FLOUNDER, SUMMER / FLUKE",2677774.18819296,1,2677774.18819296
"12311",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",3390988.9334796,1,3390988.9334796
"12312",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",3390988.9334796,1,3390988.9334796
"12313",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",3390988.9334796,1,3390988.9334796
"12314",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",544719.674992622,1,544719.674992622
"12315",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",544719.674992622,1,544719.674992622
"12316",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",544719.674992622,1,544719.674992622
"12317",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",471836.816462181,1,471836.816462181
"12318",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",471836.816462181,1,471836.816462181
"12319",2009,12,"Northeast","yes","FLOUNDER, WINTER / BLACKBACK",471836.816462181,1,471836.816462181
"12320",2009,12,"Northeast","yes","HADDOCK",3925254.48152769,1,3925254.48152769
"12321",2009,12,"Northeast","yes","HADDOCK",3925254.48152769,1,3925254.48152769
"12322",2009,12,"Northeast","yes","HADDOCK",3925254.48152769,1,3925254.48152769
"12323",2009,12,"Northeast","yes","HADDOCK",6154385.33940056,1,6154385.33940056
"12324",2009,12,"Northeast","yes","HADDOCK",6154385.33940056,1,6154385.33940056
"12325",2009,12,"Northeast","yes","HADDOCK",6154385.33940056,1,6154385.33940056
"12326",2009,12,"Northeast","yes","HADDOCK",773780.886341633,1,773780.886341633
"12327",2009,12,"Northeast","yes","HADDOCK",773780.886341633,1,773780.886341633
"12328",2009,12,"Northeast","yes","HADDOCK",773780.886341633,1,773780.886341633
"12329",2009,12,"Northeast","no","HAGFISH",908578.204339383,0,0
"12330",2009,12,"Northeast","yes","HALIBUT, ATLANTIC",20863.4974846734,1,20863.4974846734
"12331",2009,12,"Northeast","yes","HERRING, ATLANTIC",201727044.189712,1,201727044.189712
"12332",2009,12,"Northeast","no","HERRING, BLUE BACK",0,0,0
"12333",2009,12,"Northeast","yes","HAKE, RED / LING",327721.371853969,1,327721.371853969
"12334",2009,12,"Northeast","yes","HAKE, RED / LING",327721.371853969,1,327721.371853969
"12335",2009,12,"Northeast","yes","HAKE, RED / LING",1275635.46975561,1,1275635.46975561
"12336",2009,12,"Northeast","yes","HAKE, RED / LING",1275635.46975561,1,1275635.46975561
"12337",2009,12,"Northeast","yes","HAKE, SILVER / WHITING",2488771.67424293,1,2488771.67424293
"12338",2009,12,"Northeast","yes","HAKE, SILVER / WHITING",2488771.67424293,1,2488771.67424293
"12339",2009,12,"Northeast","no","WHITING, BLACK",349109.19307166,0,0
"12340",2009,12,"Northeast","yes","HAKE, SILVER / WHITING",12052166.114409,1,12052166.114409
"12341",2009,12,"Northeast","yes","HAKE, SILVER / WHITING",12052166.114409,1,12052166.114409
"12342",2009,12,"Northeast","yes","HAKE, WHITE",1887891.71617756,1,1887891.71617756
"12343",2009,12,"Northeast","no","JOHN DORY",31361.1508397372,0,0
"12344",2009,12,"Northeast","yes","MACKEREL, ATLANTIC",29708697.0132994,1,29708697.0132994
"12345",2009,12,"Northeast","no","MACKEREL, SPANISH",2384.07864160101,0,0
"12346",2009,12,"Northeast","yes","MENHADEN",2492628.11258327,1,2492628.11258327
"12347",2009,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",232061.270785106,1,232061.270785106
"12348",2009,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",232061.270785106,1,232061.270785106
"12349",2009,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1884780.79712471,1,1884780.79712471
"12350",2009,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",1884780.79712471,1,1884780.79712471
"12351",2009,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5118183.3567243,1,5118183.3567243
"12352",2009,12,"Northeast","yes","MONKFISH / ANGLERFISH / GOOSEFISH",5118183.3567243,1,5118183.3567243
"12353",2009,12,"Northeast","yes","OCEAN QUAHOG",20021717.5161141,1,20021717.5161141
"12354",2009,12,"Northeast","yes","OCEAN POUT",7460.00811202711,1,7460.00811202711
"12355",2009,12,"Northeast","yes","FLOUNDER, AMERICAN PLAICE /DAB",2759795.46948925,1,2759795.46948925
"12356",2009,12,"Northeast","yes","POLLOCK",13587852.3947634,1,13587852.3947634
"12357",2009,12,"Northeast","yes","REDFISH / OCEAN PERCH",2844925.09855867,1,2844925.09855867
"12358",2009,12,"Northeast","yes","SCALLOP, SEA",16089148.6151992,1,16089148.6151992
"12359",2009,12,"Northeast","no","SCALLOP, SEA",2382635.83183562,0,0
"12360",2009,12,"Northeast","no","SCULPINS",832.53622474438,0,0
"12361",2009,12,"Northeast","yes","SCUP / PORGY",3734878.76919082,1,3734878.76919082
"12362",2009,12,"Northeast","no","SEA RAVEN",8586.23172847582,0,0
"12363",2009,12,"Northeast","no","SEA ROBINS",10998.6047848998,0,0
"12364",2009,12,"Northeast","no","SHAD, AMERICAN",3143.04499173588,0,0
"12365",2009,12,"Northeast","no","SHARK, BLUE",0,0,0
"12366",2009,12,"Northeast","no","SHARK, PORBEAGLE",1314.50512533159,0,0
"12367",2009,12,"Northeast","no","SHRIMP (PANAEID)",61304.9000742814,0,0
"12368",2009,12,"Northeast","no","SHRIMP (PANDALID)",3950406.81286723,0,0
"12369",2009,12,"Northeast","yes","SKATE WINGS, LITTLE (SUMMER)",117549.786903837,1,117549.786903837
"12370",2009,12,"Northeast","yes","SKATE WINGS, WINTER (BIG)",1263641.34277051,1,1263641.34277051
"12371",2009,12,"Northeast","yes","SKATE, BARNDOOR",2.99806262626908,1,2.99806262626908
"12372",2009,12,"Northeast","yes","SKATE, LITTLE (SUMMER)",3167582.05569765,1,3167582.05569765
"12373",2009,12,"Northeast","yes","SKATE, WINTER (BIG)",945964.99067825,1,945964.99067825
"12374",2009,12,"Northeast","no","SQUID / ILLEX",7146860.97793956,0,0
"12375",2009,12,"Northeast","yes","SQUID / LOLIGO",13140831.3420826,1,13140831.3420826
"12376",2009,12,"Northeast","yes","STRIPED BASS",424967.119193794,1,424967.119193794
"12377",2009,12,"Northeast","yes","SWORDFISH",2722.10846565252,1,2722.10846565252
"12378",2009,12,"Northeast","no","TAUTOG",63659.3271892118,0,0
"12379",2009,12,"Northeast","yes","TILEFISH",1871.59337106136,1,1871.59337106136
"12380",2009,12,"Northeast","yes","TILEFISH, BLUELINE",236.556778447231,1,236.556778447231
"12381",2009,12,"Northeast","yes","TILEFISH, GOLDEN",1038139.3694374,1,1038139.3694374
"12382",2009,12,"Northeast","no","TRIGGERFISH",3373.20666871823,0,0
"12383",2009,12,"Northeast","yes","TUNA, ALBACORE",51.1146216973508,1,51.1146216973508
"12384",2009,12,"Northeast","yes","TUNA, BIG EYE",947.994687750598,1,947.994687750598
"12385",2009,12,"Northeast","yes","TUNA, BLUEFIN",115424.810209806,1,115424.810209806
"12386",2009,12,"Northeast","no","TUNA, LITTLE",15247.2137651576,0,0
"12387",2009,12,"Northeast","yes","TUNA, YELLOWFIN",1489.16161198934,1,1489.16161198934
"12388",2009,12,"Northeast","yes","WEAKFISH / SQUETEAGUE / GRAY SEA TROUT",26422.5764682611,1,26422.5764682611
"12389",2009,12,"Northeast","no","WEAKFISH, SPOTTED / SPOTTED SEA TROUT",70735.4842895052,0,0
"12390",2009,12,"Northeast","no","WHELK, CHANNELED",725709.333588052,0,0
"12391",2009,12,"Northeast","no","WHELK, KNOBBED",53876.4438520695,0,0
"12392",2009,12,"Northeast","no","WHELK, LIGHTNING",11909.3657311573,0,0
"12393",2009,12,"Northeast","no","WHITING, KING / KINGFISH",162263.977415604,0,0
"12394",2009,12,"Northeast","yes","FLOUNDER, WITCH / GRAY SOLE",1979963.82900622,1,1979963.82900622
"12395",2009,12,"Northeast","yes","WOLFFISH / OCEAN CATFISH",48293.1497211464,1,48293.1497211464
"12396",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",876393.786159143,1,876393.786159143
"12397",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",876393.786159143,1,876393.786159143
"12398",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",876393.786159143,1,876393.786159143
"12399",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2200667.71678989,1,2200667.71678989
"12400",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2200667.71678989,1,2200667.71678989
"12401",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",2200667.71678989,1,2200667.71678989
"12402",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",430627.890717822,1,430627.890717822
"12403",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",430627.890717822,1,430627.890717822
"12404",2009,12,"Northeast","yes","FLOUNDER, YELLOWTAIL",430627.890717822,1,430627.890717822
"12405",2010,12,"Northeast","yes","BLACK SEA BASS",317089.599493158,1,317089.599493158
"12406",2010,12,"Northeast","yes","BLUEFISH",729604.151029962,1,729604.151029962
