"","rgn_id","rgn_name","year","prop_area","target","fish_area_score"
"76","10","New York",2011,0.0273808244472895,0.3,0.0912694148242982
"77","11","Rhode Island",2011,0.000184240985486145,0.3,0.00061413661828715
"78","1","Offshore",2010,0.00269136428243888,0.3,0.00897121427479626
"79","2","Georges Bank",2010,0.230418518456763,0.3,0.768061728189211
"80","3","Gulf of Maine",2010,0.00251393075472194,0.3,0.00837976918240646
"81","4","Mid-Atlantic Bight",2010,0.0367771395116194,0.3,0.122590465038731
"82","5","Connecticut",2010,0.000661428064251436,0.3,0.00220476021417145
"83","6","Maine",2010,0.000744489592499743,0.3,0.00248163197499914
"84","7","Massachusetts-North",2010,0.0154750842591867,0.3,0.0515836141972891
"85","8","Massachusetts-South",2010,0.0120505214741465,0.3,0.0401684049138217
"86","9","New Hampshire",2010,0.12538328651424,0.3,0.417944288380801
"87","10","New York",2010,0.0273808244472895,0.3,0.0912694148242982
"88","11","Rhode Island",2010,0.000184240985486145,0.3,0.00061413661828715
"89","1","Offshore",2009,0.00269136428243888,0.3,0.00897121427479626
"90","2","Georges Bank",2009,0.230418518456763,0.3,0.768061728189211
"91","3","Gulf of Maine",2009,0.00251393075472194,0.3,0.00837976918240646
"92","4","Mid-Atlantic Bight",2009,0.0367771395116194,0.3,0.122590465038731
"93","5","Connecticut",2009,0.000661428064251436,0.3,0.00220476021417145
"94","6","Maine",2009,0.000744489592499743,0.3,0.00248163197499914
"95","7","Massachusetts-North",2009,0.0154750842591867,0.3,0.0515836141972891
"96","8","Massachusetts-South",2009,0.0120505214741465,0.3,0.0401684049138217
"97","9","New Hampshire",2009,0.12538328651424,0.3,0.417944288380801
"98","10","New York",2009,0.0273808244472895,0.3,0.0912694148242982
"99","11","Rhode Island",2009,0.000184240985486145,0.3,0.00061413661828715
"100","1","Offshore",2008,0.00269136428243888,0.3,0.00897121427479626
"101","2","Georges Bank",2008,0.230418518456763,0.3,0.768061728189211
"102","3","Gulf of Maine",2008,0.00251393075472194,0.3,0.00837976918240646
"103","4","Mid-Atlantic Bight",2008,0.0367771395116194,0.3,0.122590465038731
"104","5","Connecticut",2008,0.000661428064251436,0.3,0.00220476021417145
"105","6","Maine",2008,0.000744489592499743,0.3,0.00248163197499914
"106","7","Massachusetts-North",2008,0.0154750842591867,0.3,0.0515836141972891
"107","8","Massachusetts-South",2008,0.0120505214741465,0.3,0.0401684049138217
"108","9","New Hampshire",2008,0.12538328651424,0.3,0.417944288380801
"109","10","New York",2008,0.0273808244472895,0.3,0.0912694148242982
"110","11","Rhode Island",2008,0.000184240985486145,0.3,0.00061413661828715
"111","1","Offshore",2007,0.00269132779212658,0.3,0.00897109264042195
"112","2","Georges Bank",2007,0.230418469332202,0.3,0.768061564440675
"113","3","Gulf of Maine",2007,0.00251393075472194,0.3,0.00837976918240646
"114","4","Mid-Atlantic Bight",2007,0.0367771395116194,0.3,0.122590465038731
"115","5","Connecticut",2007,0.000661428064251436,0.3,0.00220476021417145
"116","6","Maine",2007,0.000744489592499743,0.3,0.00248163197499914
"117","7","Massachusetts-North",2007,0.0154750842591867,0.3,0.0515836141972891
"118","8","Massachusetts-South",2007,0.0120505214741465,0.3,0.0401684049138217
"119","9","New Hampshire",2007,0.12538328651424,0.3,0.417944288380801
"120","10","New York",2007,0.0273808244472895,0.3,0.0912694148242982
"121","11","Rhode Island",2007,0.000184240985486145,0.3,0.00061413661828715
"122","1","Offshore",2006,0.00269132779212658,0.3,0.00897109264042195
"123","2","Georges Bank",2006,0.230418469332202,0.3,0.768061564440675
"124","3","Gulf of Maine",2006,0.00251393075472194,0.3,0.00837976918240646
"125","4","Mid-Atlantic Bight",2006,0.0367771395116194,0.3,0.122590465038731
"126","5","Connecticut",2006,0.000661428064251436,0.3,0.00220476021417145
"127","6","Maine",2006,0.000744489592499743,0.3,0.00248163197499914
"128","7","Massachusetts-North",2006,0.0154750842591867,0.3,0.0515836141972891
"129","8","Massachusetts-South",2006,0.0120505214741465,0.3,0.0401684049138217
"130","9","New Hampshire",2006,0.12538328651424,0.3,0.417944288380801
"131","10","New York",2006,0.0273808244472895,0.3,0.0912694148242982
"132","11","Rhode Island",2006,0.000184240985486145,0.3,0.00061413661828715
"133","1","Offshore",2005,0.00269132779212658,0.3,0.00897109264042195
"134","2","Georges Bank",2005,0.230418469332202,0.3,0.768061564440675
"135","3","Gulf of Maine",2005,0.00251393075472194,0.3,0.00837976918240646
"136","4","Mid-Atlantic Bight",2005,0.0367771395116194,0.3,0.122590465038731
"137","5","Connecticut",2005,0.000661428064251436,0.3,0.00220476021417145
"138","6","Maine",2005,0.000744489592499743,0.3,0.00248163197499914
"139","7","Massachusetts-North",2005,0.0154750842591867,0.3,0.0515836141972891
"140","8","Massachusetts-South",2005,0.0120505214741465,0.3,0.0401684049138217
"141","9","New Hampshire",2005,0.12538328651424,0.3,0.417944288380801
"142","10","New York",2005,0.0273808244472895,0.3,0.0912694148242982
"143","11","Rhode Island",2005,0.000184240985486145,0.3,0.00061413661828715
