"","rgn_id","area_km2","SID"
"1183",8,2675,16781124
"1184",9,180,16781124
"1185",10,4395,16781124
"1186",11,1119,16781124
"1187",1,85345,169958
"1188",2,27403,169958
"1189",3,3347,169958
"1190",4,42218,169958
"1191",5,1453,169958
"1192",7,2756,169958
"1193",8,2675,169958
"1194",10,4395,169958
"1195",11,1119,169958
"1196",1,233,169976
"1197",2,34391,169976
"1198",3,9576,169976
"1199",4,38208,169976
"1200",5,1453,169976
"1201",7,2814,169976
"1202",8,2675,169976
"1203",10,4395,169976
"1204",11,1119,169976
"1205",1,99807,17013
"1206",2,49938,17013
"1207",3,59638,17013
"1208",4,42218,17013
"1209",5,1453,17013
"1210",6,6675,17013
"1211",7,3399,17013
"1212",8,2675,17013
"1213",9,180,17013
"1214",10,4395,17013
"1215",11,1119,17013
"1216",4,169,170156
"1217",1,199,170190
"1218",2,42,170190
"1219",4,31292,170190
"1220",5,1453,170190
"1221",8,349,170190
"1222",10,4395,170190
"1223",11,1119,170190
"1224",1,249,170223
"1225",2,47647,170223
"1226",3,51016,170223
"1227",4,38206,170223
"1228",5,1453,170223
"1229",6,6673,170223
"1230",7,3397,170223
"1231",8,2675,170223
"1232",9,180,170223
"1233",10,4393,170223
"1234",11,1119,170223
"1235",1,2059,170307
"1236",2,23626,170307
"1237",4,41369,170307
"1238",5,1453,170307
"1239",8,2180,170307
"1240",10,4395,170307
"1241",11,1119,170307
"1242",1,105282,170310
"1243",2,45843,170310
"1244",3,1468,170310
"1245",4,42218,170310
"1246",5,1453,170310
"1247",8,2566,170310
"1248",10,4395,170310
"1249",11,1119,170310
"1250",1,97074,170314
"1251",2,26369,170314
"1252",4,2262,170314
"1253",1,105282,170322
"1254",2,49938,170322
"1255",3,59638,170322
"1256",4,42218,170322
"1257",5,1453,170322
"1258",6,6675,170322
"1259",7,3398,170322
"1260",8,2675,170322
"1261",9,180,170322
"1262",10,4395,170322
"1263",11,1119,170322
"1264",1,11075,170323
"1265",2,7067,170323
"1266",3,92,170323
"1267",4,38756,170323
"1268",5,1453,170323
"1269",7,1227,170323
"1270",8,2675,170323
"1271",10,4395,170323
"1272",11,1119,170323
"1273",1,56635,170327
"1274",2,49938,170327
"1275",3,59638,170327
"1276",4,42218,170327
"1277",5,1453,170327
"1278",6,6673,170327
"1279",7,3398,170327
"1280",8,2674,170327
"1281",9,180,170327
"1282",10,4394,170327
"1283",11,1118,170327
"1284",1,102850,170333
"1285",2,23767,170333
"1286",4,42218,170333
"1287",5,1453,170333
"1288",8,2180,170333
"1289",10,4395,170333
"1290",11,1119,170333
"1291",1,105282,170338
"1292",2,49938,170338
"1293",3,12383,170338
"1294",4,42218,170338
"1295",5,1453,170338
"1296",7,2169,170338
"1297",8,2675,170338
"1298",10,4395,170338
"1299",11,1119,170338
"1300",1,34782,170339
"1301",2,2044,170339
"1302",4,39254,170339
"1303",5,1453,170339
"1304",8,1552,170339
"1305",10,4395,170339
"1306",11,1119,170339
"1307",1,39252,170344
"1308",2,18029,170344
"1309",3,1129,170344
"1310",4,42218,170344
"1311",5,1453,170344
"1312",7,1033,170344
"1313",8,2674,170344
"1314",10,4394,170344
"1315",11,1118,170344
"1316",1,59669,170345
"1317",2,11931,170345
"1318",4,42218,170345
"1319",5,1453,170345
"1320",7,206,170345
"1321",8,2611,170345
"1322",10,4395,170345
"1323",11,1119,170345
"1324",1,84218,170350
"1325",4,284,170350
"1326",1,39252,170355
"1327",2,18029,170355
"1328",3,1129,170355
"1329",4,42218,170355
"1330",5,1453,170355
"1331",7,1033,170355
"1332",8,2674,170355
"1333",10,4394,170355
"1334",11,1118,170355
"1335",1,199,177953
"1336",4,22393,177953
"1337",5,1453,177953
"1338",10,4395,177953
"1339",11,505,177953
"1340",1,199,177982
"1341",2,6104,177982
"1342",4,35494,177982
"1343",5,1453,177982
"1344",7,6,177982
"1345",8,2671,177982
"1346",10,4395,177982
"1347",11,1119,177982
"1348",1,8968,180271
"1349",2,29,180271
"1350",1,38690,180365
"1351",4,68,180365
"1352",3,2800,180468
"1353",1,105282,18123632
"1354",2,49938,18123632
"1355",3,59638,18123632
"1356",4,42218,18123632
"1357",5,1453,18123632
"1358",6,6675,18123632
"1359",7,3398,18123632
"1360",8,2675,18123632
"1361",9,180,18123632
"1362",10,4395,18123632
"1363",11,1119,18123632
"1364",1,105282,18123960
"1365",2,49938,18123960
"1366",3,59638,18123960
"1367",4,42218,18123960
"1368",5,1453,18123960
"1369",6,6675,18123960
"1370",7,3398,18123960
"1371",8,2675,18123960
"1372",9,180,18123960
"1373",10,4395,18123960
"1374",11,1119,18123960
"1375",1,105282,18124015
"1376",2,49938,18124015
"1377",3,59638,18124015
"1378",4,42218,18124015
"1379",5,1453,18124015
"1380",6,6675,18124015
"1381",7,3398,18124015
"1382",8,2675,18124015
"1383",9,180,18124015
"1384",10,4395,18124015
"1385",11,1119,18124015
"1386",1,53945,18125776
"1387",2,9361,18125776
"1388",4,7291,18125776
"1389",1,105282,18127741
"1390",2,18531,18127741
"1391",4,15301,18127741
"1392",1,96010,18127809
"1393",2,1677,18127809
"1394",4,2261,18127809
"1395",1,79441,18127836
"1396",2,4549,18127836
"1397",1,105282,18127840
"1398",2,5795,18127840
"1399",3,50332,18127840
"1400",4,11725,18127840
"1401",6,4762,18127840
"1402",1,102979,18128749
"1403",2,600,18128749
"1404",4,2504,18128749
"1405",1,105282,18128938
"1406",2,49938,18128938
"1407",3,59638,18128938
"1408",4,42218,18128938
"1409",5,1453,18128938
"1410",6,6675,18128938
"1411",7,3398,18128938
"1412",8,2675,18128938
"1413",9,180,18128938
"1414",10,4395,18128938
"1415",11,1119,18128938
"1416",1,32420,18139045
"1417",2,125,18139045
"1418",4,1669,18139045
"1419",1,69672,18139074
"1420",2,169,18139074
"1421",4,478,18139074
"1422",1,87915,18140291
"1423",1,105282,18140358
"1424",2,49938,18140358
"1425",3,59638,18140358
"1426",4,42218,18140358
"1427",5,1453,18140358
"1428",6,6675,18140358
"1429",7,3398,18140358
"1430",8,2675,18140358
"1431",9,180,18140358
"1432",10,4395,18140358
"1433",11,1119,18140358
"1434",1,105034,18140736
"1435",2,16466,18140736
"1436",4,6052,18140736
"1437",1,4643,18155920
"1438",1,41980,18155946
"1439",2,6990,18155946
"1440",1,105282,18155949
"1441",2,49938,18155949
"1442",3,59638,18155949
"1443",4,42218,18155949
"1444",5,1453,18155949
"1445",6,6675,18155949
"1446",7,3398,18155949
"1447",8,2675,18155949
"1448",9,180,18155949
"1449",10,4395,18155949
"1450",11,1119,18155949
"1451",1,105282,18158583
"1452",2,10269,18158583
"1453",4,10959,18158583
"1454",1,77846,18180983
"1455",2,361,18180983
"1456",4,478,18180983
"1457",1,96481,18227109
"1458",2,45712,18227109
"1459",3,6395,18227109
"1460",4,8477,18227109
"1461",1,105282,18227119
"1462",2,30277,18227119
"1463",4,10050,18227119
"1464",1,105282,18252612
"1465",2,49938,18252612
"1466",3,59613,18252612
"1467",4,42218,18252612
"1468",5,1453,18252612
"1469",6,6559,18252612
"1470",7,3398,18252612
"1471",8,2675,18252612
"1472",9,180,18252612
"1473",10,4395,18252612
"1474",11,1119,18252612
"1475",1,105282,18252619
"1476",2,49938,18252619
"1477",3,59638,18252619
"1478",4,42218,18252619
"1479",5,1453,18252619
"1480",6,6675,18252619
"1481",7,3398,18252619
"1482",8,2675,18252619
"1483",9,180,18252619
"1484",10,4395,18252619
"1485",11,1119,18252619
"1486",1,101854,18252629
"1487",2,915,18252629
"1488",4,478,18252629
"1489",1,105279,18253276
"1490",2,6282,18253276
"1491",4,5737,18253276
"1492",1,103547,18253282
"1493",2,26345,18253282
"1494",3,4239,18253282
"1495",4,2318,18253282
"1496",1,105282,18256447
"1497",2,49938,18256447
"1498",3,59638,18256447
"1499",4,42218,18256447
"1500",5,1453,18256447
"1501",6,6675,18256447
"1502",7,3398,18256447
"1503",8,2675,18256447
"1504",9,180,18256447
"1505",10,4395,18256447
"1506",11,1119,18256447
"1507",1,105112,18256458
"1508",2,11677,18256458
"1509",4,17627,18256458
"1510",1,105282,18256490
"1511",2,49661,18256490
"1512",3,8679,18256490
"1513",4,42218,18256490
"1514",5,1453,18256490
"1515",8,1959,18256490
"1516",10,4395,18256490
"1517",11,1119,18256490
"1518",1,105033,18256560
"1519",2,2283,18256560
"1520",4,3614,18256560
"1521",1,105282,18256943
"1522",2,19466,18256943
"1523",4,40220,18256943
"1524",8,13,18256943
"1525",10,223,18256943
"1526",11,135,18256943
"1527",1,105282,18256992
"1528",2,49938,18256992
"1529",3,59567,18256992
"1530",4,42218,18256992
"1531",5,1453,18256992
"1532",6,6165,18256992
"1533",7,3398,18256992
"1534",8,2675,18256992
"1535",9,180,18256992
"1536",10,4395,18256992
"1537",11,1119,18256992
"1538",1,204,183364
"1539",2,14994,183364
"1540",3,12949,183364
"1541",4,38207,183364
"1542",5,1453,183364
"1543",6,310,183364
"1544",7,3398,183364
"1545",8,2675,183364
"1546",9,180,183364
"1547",10,4393,183364
"1548",11,1119,183364
"1549",1,52555,185000
"1550",2,49938,185000
"1551",3,59638,185000
"1552",4,42218,185000
"1553",5,1453,185000
"1554",6,6675,185000
"1555",7,3398,185000
"1556",8,2675,185000
"1557",9,180,185000
"1558",10,4395,185000
"1559",11,1119,185000
"1560",1,104870,185012
"1561",2,2048,185012
"1562",3,6899,185012
"1563",4,4103,185012
"1564",1,66304,185015
"1565",2,2438,185015
"1566",4,796,185015
"1567",1,52555,185026
"1568",2,49938,185026
"1569",3,59638,185026
"1570",4,42218,185026
"1571",5,1453,185026
"1572",6,6675,185026
"1573",7,3398,185026
"1574",8,2675,185026
"1575",9,180,185026
"1576",10,4395,185026
"1577",11,1119,185026
"1578",1,205,185924
"1579",4,16234,185924
"1580",10,1383,185924
"1581",4,4694,186005
"1582",1,199,186010
"1583",2,16313,186010
"1584",3,10935,186010
"1585",4,38144,186010
"1586",5,1453,186010
"1587",7,3101,186010
"1588",8,2675,186010
"1589",10,4395,186010
"1590",11,1119,186010
"1591",1,199,186012
"1592",4,22072,186012
"1593",5,1445,186012
"1594",10,4395,186012
"1595",11,36,186012
"1596",1,105282,189818
"1597",2,46877,189818
"1598",3,1280,189818
"1599",4,42218,189818
"1600",5,1453,189818
"1601",8,2586,189818
"1602",10,4395,189818
"1603",11,1113,189818
"1604",1,204,189823
"1605",2,16701,189823
"1606",3,5998,189823
"1607",4,38208,189823
"1608",5,1453,189823
"1609",7,2415,189823
"1610",8,2675,189823
"1611",10,4395,189823
"1612",11,1119,189823
"1613",1,249,189824
"1614",2,47647,189824
"1615",3,51016,189824
"1616",4,38208,189824
"1617",5,1453,189824
"1618",6,6675,189824
"1619",7,3398,189824
"1620",8,2675,189824
"1621",9,180,189824
"1622",10,4395,189824
"1623",11,1119,189824
"1624",1,210,190066
"1625",2,19254,190066
"1626",3,11389,190066
"1627",4,38214,190066
"1628",5,1453,190066
"1629",7,3145,190066
"1630",8,2675,190066
"1631",10,4395,190066
"1632",11,1119,190066
"1633",1,105282,190067
"1634",2,8370,190067
"1635",3,50697,190067
"1636",4,8665,190067
"1637",5,15,190067
"1638",6,61,190067
"1639",7,16,190067
"1640",8,12,190067
"1641",10,22,190067
"1642",11,14,190067
"1643",1,25750,190069
"1644",4,3621,190069
"1645",1,14517,190073
"1646",2,48244,190073
"1647",3,55184,190073
"1648",4,42218,190073
"1649",5,1453,190073
"1650",6,4699,190073
"1651",7,3398,190073
"1652",8,2675,190073
"1653",9,180,190073
"1654",10,4395,190073
"1655",11,1119,190073
"1656",1,93536,190080
"1657",2,2255,190080
"1658",4,28791,190080
"1659",10,841,190080
"1660",1,23073,190089
"1661",1,211,190091
"1662",2,14083,190091
"1663",3,20640,190091
"1664",4,27033,190091
"1665",6,23,190091
"1666",7,451,190091
"1667",9,16,190091
"1668",1,105282,190099
"1669",2,49938,190099
"1670",3,59638,190099
"1671",4,42218,190099
"1672",5,1453,190099
"1673",6,6675,190099
"1674",7,3398,190099
"1675",8,2675,190099
"1676",9,180,190099
"1677",10,4395,190099
"1678",11,1119,190099
"1679",1,105282,190100
"1680",2,49938,190100
"1681",3,59638,190100
"1682",4,42218,190100
"1683",5,1453,190100
"1684",6,6673,190100
"1685",7,3398,190100
"1686",8,2675,190100
"1687",9,180,190100
"1688",10,4393,190100
"1689",11,1119,190100
"1690",1,105282,190101
"1691",2,49938,190101
"1692",3,28137,190101
"1693",4,42218,190101
"1694",5,1453,190101
"1695",7,3308,190101
"1696",8,2675,190101
"1697",10,4395,190101
"1698",11,1119,190101
"1699",1,14521,190116
"1700",2,1719,190116
"1701",1,291,190117
"1702",2,47932,190117
"1703",3,52979,190117
"1704",4,38803,190117
"1705",5,1453,190117
"1706",6,6675,190117
"1707",7,3398,190117
"1708",8,2675,190117
"1709",9,180,190117
"1710",10,4395,190117
"1711",11,1119,190117
"1712",1,105251,190118
"1713",2,34756,190118
"1714",4,10685,190118
"1715",1,642,190123
"1716",4,11557,190123
"1717",1,104100,190133
"1718",2,6094,190133
"1719",4,1969,190133
"1720",1,105282,190137
"1721",2,49938,190137
"1722",3,55226,190137
"1723",4,42218,190137
"1724",5,1453,190137
"1725",6,1897,190137
"1726",7,3398,190137
"1727",8,2675,190137
"1728",9,180,190137
"1729",10,4395,190137
"1730",11,1119,190137
"1731",1,213,190139
"1732",2,21086,190139
"1733",3,9074,190139
"1734",4,38207,190139
"1735",5,1453,190139
"1736",7,3139,190139
"1737",8,2675,190139
"1738",10,4393,190139
"1739",11,1119,190139
"1740",1,101647,190146
"1741",2,35525,190146
"1742",3,2813,190146
"1743",4,42218,190146
"1744",5,1437,190146
"1745",7,706,190146
"1746",8,2675,190146
"1747",10,4381,190146
"1748",11,1118,190146
"1749",1,59558,190154
"1750",1,103312,190157
"1751",2,1237,190157
"1752",4,2182,190157
"1753",1,105282,190163
"1754",2,34198,190163
"1755",4,42218,190163
"1756",5,1453,190163
"1757",8,1872,190163
"1758",10,4395,190163
"1759",11,1119,190163
"1760",1,204,190168
"1761",2,14966,190168
"1762",3,26,190168
"1763",4,38208,190168
"1764",5,1453,190168
"1765",7,40,190168
"1766",8,2674,190168
"1767",10,4395,190168
"1768",11,1119,190168
"1769",1,105027,190176
"1770",2,2283,190176
"1771",3,2800,190176
"1772",4,3619,190176
"1773",1,256,190183
"1774",2,47646,190183
"1775",3,53079,190183
"1776",4,38214,190183
"1777",5,1453,190183
"1778",6,6675,190183
"1779",7,3398,190183
"1780",8,2675,190183
"1781",9,180,190183
"1782",10,4395,190183
"1783",11,1119,190183
"1784",1,205,190190
"1785",2,7876,190190
"1786",3,57,190190
"1787",4,37574,190190
"1788",5,1453,190190
"1789",8,2616,190190
"1790",10,4395,190190
"1791",11,1119,190190
"1792",1,255,190193
"1793",2,47647,190193
"1794",3,53078,190193
"1795",4,38214,190193
"1796",5,1453,190193
"1797",6,6675,190193
"1798",7,3398,190193
"1799",8,2675,190193
"1800",9,180,190193
"1801",10,4395,190193
"1802",11,1119,190193
"1803",1,54287,190196
"1804",2,1204,190196
"1805",4,27939,190196
"1806",1,105282,190197
"1807",2,49938,190197
"1808",3,58501,190197
"1809",4,42218,190197
"1810",5,1453,190197
"1811",6,6225,190197
"1812",7,3398,190197
"1813",8,2675,190197
"1814",9,180,190197
"1815",10,4395,190197
"1816",11,1119,190197
"1817",1,82990,190198
"1818",2,3497,190198
"1819",1,105282,190203
"1820",2,49938,190203
"1821",3,20681,190203
"1822",4,42218,190203
"1823",5,1453,190203
"1824",7,3098,190203
"1825",8,2675,190203
"1826",10,4395,190203
"1827",11,1119,190203
"1828",1,105282,190211
"1829",2,49938,190211
"1830",3,59638,190211
"1831",4,42218,190211
"1832",5,1453,190211
"1833",6,6675,190211
"1834",7,3398,190211
"1835",8,2675,190211
"1836",9,180,190211
"1837",10,4395,190211
"1838",11,1119,190211
"1839",1,199,190213
"1840",4,18865,190213
"1841",10,1702,190213
"1842",1,204,190221
"1843",2,19406,190221
"1844",3,9551,190221
"1845",4,38205,190221
"1846",5,1453,190221
"1847",7,3131,190221
"1848",8,2675,190221
"1849",10,4393,190221
"1850",11,1119,190221
"1851",1,104836,190229
"1852",2,4362,190229
"1853",4,17440,190229
"1854",10,753,190229
"1855",1,103776,190232
"1856",2,715,190232
"1857",4,1153,190232
"1858",1,89554,190243
"1859",2,1282,190243
"1860",4,2228,190243
"1861",1,14051,190252
"1862",4,1585,190252
"1863",1,256,190255
"1864",2,47646,190255
"1865",3,53078,190255
"1866",4,38211,190255
"1867",5,1453,190255
"1868",6,6675,190255
"1869",7,3398,190255
"1870",8,2675,190255
"1871",9,180,190255
"1872",10,4395,190255
"1873",11,1119,190255
"1874",1,105282,190260
"1875",2,49938,190260
"1876",3,59638,190260
"1877",4,42218,190260
"1878",5,1453,190260
"1879",6,6675,190260
"1880",7,3398,190260
"1881",8,2675,190260
"1882",9,180,190260
"1883",10,4395,190260
"1884",11,1119,190260
"1885",1,105282,190261
"1886",2,49938,190261
"1887",3,59638,190261
"1888",4,42218,190261
"1889",5,1453,190261
"1890",6,6675,190261
"1891",7,3398,190261
"1892",8,2675,190261
"1893",9,180,190261
"1894",10,4395,190261
"1895",11,1119,190261
"1896",1,103163,190264
"1897",2,1192,190264
"1898",4,7022,190264
"1899",1,95726,190265
"1900",2,1012,190265
"1901",4,1,190265
"1902",1,1988,190276
"1903",2,46263,190276
"1904",3,56208,190276
"1905",4,41369,190276
"1906",5,1453,190276
"1907",6,6122,190276
"1908",7,3398,190276
"1909",8,2675,190276
"1910",9,180,190276
"1911",10,4395,190276
"1912",11,1119,190276
"1913",1,99523,190278
"1914",2,4201,190278
"1915",4,1712,190278
"1916",1,95726,190282
"1917",2,1012,190282
"1918",4,1,190282
"1919",1,52299,190287
"1920",2,2283,190287
"1921",3,2800,190287
"1922",4,3620,190287
"1923",1,98510,190292
"1924",2,35702,190292
"1925",4,6709,190292
"1926",1,99219,190296
"1927",2,40055,190296
"1928",3,2741,190296
"1929",4,6214,190296
"1930",1,99295,190298
"1931",2,418,190298
"1932",4,18,190298
"1933",1,105282,190300
"1934",2,49938,190300
"1935",3,59638,190300
"1936",4,42218,190300
"1937",5,1453,190300
"1938",6,6675,190300
"1939",7,3398,190300
"1940",8,2675,190300
"1941",9,180,190300
"1942",10,4395,190300
"1943",11,1119,190300
"1944",1,105282,190310
"1945",2,13932,190310
"1946",4,11940,190310
"1947",1,105282,190311
"1948",2,49938,190311
"1949",3,43556,190311
"1950",4,42218,190311
"1951",5,1336,190311
"1952",7,3178,190311
"1953",8,2675,190311
"1954",10,4225,190311
"1955",11,1119,190311
"1956",1,105282,190314
"1957",2,49938,190314
"1958",3,23980,190314
"1959",4,42167,190314
"1960",5,1351,190314
"1961",7,3005,190314
"1962",8,2675,190314
"1963",10,4035,190314
"1964",11,1119,190314
"1965",1,105282,190316
"1966",2,49938,190316
"1967",3,59638,190316
"1968",4,42218,190316
"1969",5,1453,190316
"1970",6,6675,190316
"1971",7,3398,190316
"1972",8,2675,190316
"1973",9,180,190316
"1974",10,4395,190316
"1975",11,1119,190316
"1976",1,105282,190317
"1977",2,45317,190317
"1978",3,881,190317
"1979",4,20126,190317
"1980",1,57985,190321
"1981",4,1365,190321
"1982",1,105282,190324
"1983",2,5263,190324
"1984",4,10534,190324
"1985",1,52555,190330
"1986",2,49938,190330
"1987",3,59638,190330
"1988",4,42218,190330
"1989",5,1453,190330
"1990",6,6675,190330
"1991",7,3398,190330
"1992",8,2675,190330
"1993",9,180,190330
"1994",10,4395,190330
"1995",11,1119,190330
"1996",1,81996,190331
"1997",4,45,190331
"1998",1,105282,190346
"1999",2,49938,190346
"2000",3,59638,190346
"2001",4,42218,190346
"2002",5,1453,190346
"2003",6,6675,190346
"2004",7,3398,190346
"2005",8,2675,190346
"2006",9,180,190346
"2007",10,4395,190346
"2008",11,1119,190346
"2009",1,105167,190349
"2010",2,26116,190349
"2011",4,40042,190349
"2012",5,91,190349
"2013",10,2839,190349
"2014",1,105282,190353
"2015",2,49938,190353
"2016",3,59638,190353
"2017",4,42218,190353
"2018",5,1453,190353
"2019",6,6675,190353
"2020",7,3398,190353
"2021",8,2675,190353
"2022",9,180,190353
"2023",10,4395,190353
"2024",11,1119,190353
"2025",1,24854,190356
"2026",2,6458,190356
"2027",4,8898,190356
"2028",1,105282,190361
"2029",2,49938,190361
"2030",3,59638,190361
"2031",4,42218,190361
"2032",5,1453,190361
"2033",6,6675,190361
"2034",7,3398,190361
"2035",8,2675,190361
"2036",9,180,190361
"2037",10,4395,190361
"2038",11,1119,190361
"2039",1,199,190362
"2040",2,13365,190362
"2041",3,7349,190362
"2042",4,36415,190362
"2043",5,1453,190362
"2044",7,2226,190362
"2045",8,2675,190362
"2046",10,4395,190362
"2047",11,1119,190362
"2048",1,105282,190369
"2049",2,49938,190369
"2050",3,59638,190369
"2051",4,42218,190369
"2052",5,1453,190369
"2053",6,6672,190369
"2054",7,3398,190369
"2055",8,2675,190369
"2056",9,180,190369
"2057",10,4395,190369
"2058",11,1119,190369
"2059",1,105282,190378
"2060",2,49938,190378
"2061",3,59638,190378
"2062",4,42218,190378
"2063",5,1453,190378
"2064",6,6673,190378
"2065",7,3398,190378
"2066",8,2675,190378
"2067",9,180,190378
"2068",10,4393,190378
"2069",11,1119,190378
"2070",1,200,190380
"2071",2,1487,190380
"2072",4,33824,190380
"2073",5,1453,190380
"2074",8,1498,190380
"2075",10,4395,190380
"2076",11,1120,190380
"2077",1,105027,190385
"2078",2,2291,190385
"2079",4,4010,190385
"2080",1,250,190388
"2081",2,47648,190388
"2082",3,51015,190388
"2083",4,38209,190388
"2084",5,1453,190388
"2085",6,6674,190388
"2086",7,3397,190388
"2087",8,2675,190388
"2088",9,180,190388
"2089",10,4392,190388
"2090",11,1119,190388
"2091",1,105282,190389
"2092",2,49938,190389
"2093",3,59638,190389
"2094",4,42218,190389
"2095",5,1453,190389
"2096",6,6675,190389
"2097",7,3398,190389
"2098",8,2675,190389
"2099",9,180,190389
"2100",10,4395,190389
"2101",11,1119,190389
"2102",1,105282,190390
"2103",2,49938,190390
"2104",3,59638,190390
"2105",4,42218,190390
"2106",5,1453,190390
"2107",6,6675,190390
"2108",7,3398,190390
"2109",8,2675,190390
"2110",9,180,190390
"2111",10,4395,190390
"2112",11,1119,190390
"2113",1,2249,190391
"2114",2,2057,190391
"2115",3,1460,190391
"2116",4,2787,190391
"2117",1,105122,190393
"2118",2,43151,190393
"2119",3,18553,190393
"2120",4,42218,190393
"2121",5,1453,190393
"2122",6,499,190393
"2123",7,3398,190393
"2124",8,2675,190393
"2125",9,180,190393
"2126",10,4395,190393
"2127",11,1119,190393
"2128",1,105282,190394
"2129",2,49938,190394
"2130",3,59638,190394
"2131",4,42218,190394
"2132",5,1453,190394
"2133",6,6675,190394
"2134",7,3398,190394
"2135",8,2675,190394
"2136",9,180,190394
"2137",10,4395,190394
"2138",11,1119,190394
"2139",1,205,190399
"2140",2,7276,190399
"2141",3,2,190399
"2142",4,37536,190399
"2143",5,1453,190399
"2144",8,2623,190399
"2145",10,4395,190399
"2146",11,1119,190399
"2147",1,101568,190402
"2148",2,4602,190402
"2149",4,1183,190402
"2150",1,101977,190403
"2151",2,8258,190403
"2152",4,1072,190403
"2153",1,199,190407
"2154",2,12527,190407
"2155",3,9612,190407
"2156",4,37765,190407
"2157",5,1453,190407
"2158",7,3397,190407
"2159",8,2675,190407
"2160",9,46,190407
"2161",10,4393,190407
"2162",11,1119,190407
"2163",1,105244,190414
"2164",2,7603,190414
"2165",4,19537,190414
"2166",1,105282,190425
"2167",2,49938,190425
"2168",3,59638,190425
"2169",4,42218,190425
"2170",5,1453,190425
"2171",6,6673,190425
"2172",7,3398,190425
"2173",8,2675,190425
"2174",9,180,190425
"2175",10,4393,190425
"2176",11,1119,190425
"2177",1,34162,190432
"2178",2,49938,190432
"2179",3,59638,190432
"2180",4,42218,190432
"2181",5,1453,190432
"2182",6,6675,190432
"2183",7,3398,190432
"2184",8,2675,190432
"2185",9,180,190432
"2186",10,4395,190432
"2187",11,1119,190432
"2188",1,104890,190433
"2189",2,2516,190433
"2190",4,7361,190433
"2191",1,105282,190447
"2192",2,6793,190447
"2193",4,11624,190447
"2194",1,249,190452
"2195",2,47647,190452
"2196",3,51014,190452
"2197",4,38207,190452
"2198",5,1452,190452
"2199",6,6673,190452
"2200",7,3398,190452
"2201",8,2675,190452
"2202",9,180,190452
"2203",10,4393,190452
"2204",11,1119,190452
"2205",1,105282,190453
"2206",2,49938,190453
"2207",3,59638,190453
"2208",4,42218,190453
"2209",5,1453,190453
"2210",6,6675,190453
"2211",7,3398,190453
"2212",8,2675,190453
"2213",9,180,190453
"2214",10,4395,190453
"2215",11,1119,190453
"2216",1,249,190458
"2217",2,47647,190458
"2218",3,51013,190458
"2219",4,38207,190458
"2220",5,1453,190458
"2221",6,6675,190458
"2222",7,3398,190458
"2223",8,2675,190458
"2224",9,180,190458
"2225",10,4395,190458
"2226",11,1119,190458
"2227",1,101042,190461
"2228",2,21975,190461
"2229",4,42214,190461
"2230",5,1082,190461
"2231",8,1051,190461
"2232",10,4395,190461
"2233",11,565,190461
"2234",1,105282,190464
"2235",2,49938,190464
"2236",3,59638,190464
"2237",4,42218,190464
"2238",5,1453,190464
"2239",6,6675,190464
"2240",7,3398,190464
"2241",8,2675,190464
"2242",9,180,190464
"2243",10,4395,190464
"2244",11,1119,190464
"2245",1,105282,190465
"2246",2,49938,190465
"2247",3,13392,190465
"2248",4,41686,190465
"2249",7,289,190465
"2250",8,2425,190465
"2251",10,1310,190465
"2252",11,390,190465
"2253",1,105282,190466
"2254",2,49938,190466
"2255",3,59638,190466
"2256",4,42218,190466
"2257",5,1453,190466
"2258",6,6675,190466
"2259",7,3398,190466
"2260",8,2675,190466
"2261",9,180,190466
"2262",10,4395,190466
"2263",11,1119,190466
"2264",1,100149,190477
"2265",2,3643,190477
"2266",4,1064,190477
"2267",4,1809,190478
"2268",10,136,190478
"2269",1,105282,190485
"2270",2,49938,190485
"2271",3,59638,190485
"2272",4,42218,190485
"2273",5,1453,190485
"2274",6,6675,190485
"2275",7,3398,190485
"2276",8,2675,190485
"2277",9,180,190485
"2278",10,4395,190485
"2279",11,1119,190485
"2280",1,17744,190486
"2281",4,254,190486
"2282",1,105282,190488
"2283",2,29465,190488
"2284",4,22679,190488
"2285",1,4508,190489
"2286",4,250,190489
"2287",4,3134,190721
"2288",10,481,190721
"2289",2,8580,191197
"2290",3,21704,191197
"2291",4,16814,191197
"2292",5,1453,191197
"2293",6,6675,191197
"2294",7,3398,191197
"2295",8,2675,191197
"2296",9,180,191197
"2297",10,4395,191197
"2298",11,1119,191197
"2299",1,199,191214
"2300",4,21194,191214
"2301",5,1453,191214
"2302",10,4395,191214
"2303",11,196,191214
"2304",1,199,191368
"2305",2,10564,191368
"2306",3,10,191368
"2307",4,37532,191368
"2308",5,1453,191368
"2309",7,23,191368
"2310",8,2675,191368
"2311",10,4395,191368
"2312",11,1119,191368
"2313",1,196,191829
"2314",4,5551,191829
"2315",1,203,192941
"2316",2,15840,192941
"2317",3,7734,192941
"2318",4,38206,192941
"2319",5,1453,192941
"2320",7,3131,192941
"2321",8,2675,192941
"2322",10,4393,192941
"2323",11,1119,192941
"2324",1,204,193264
"2325",2,13657,193264
"2326",3,52,193264
"2327",4,38208,193264
"2328",5,1453,193264
"2329",7,41,193264
"2330",8,2675,193264
"2331",10,4395,193264
"2332",11,1119,193264
"2333",1,5,193266
"2334",4,7206,193266
"2335",10,891,193266
"2336",1,249,193269
"2337",2,47647,193269
"2338",3,51016,193269
"2339",4,38208,193269
"2340",5,1453,193269
"2341",6,6675,193269
"2342",7,3398,193269
"2343",8,2675,193269
"2344",9,180,193269
