"","SID","rgn_id","rgn_name"
"732",15601872,6,"Maine"
"733",15601872,3,"Gulf of Maine"
"734",15601872,9,"New Hampshire"
"735",15601872,2,"Georges Bank"
"736",15601872,7,"Massachusetts-Gulf of Maine"
"737",15601872,1,"Offshore"
"738",15601872,8,"Massachusetts-Virginian"
"739",15601872,11,"Rhode Island"
"740",15601872,4,"Mid-Atlantic Bight"
"741",15601872,5,"Connecticut"
"742",15601872,10,"New York"
"743",15601902,3,"Gulf of Maine"
"744",15601902,6,"Maine"
"745",15601902,9,"New Hampshire"
"746",15601902,2,"Georges Bank"
"747",15601902,7,"Massachusetts-Gulf of Maine"
"748",15601902,1,"Offshore"
"749",15601902,8,"Massachusetts-Virginian"
"750",15601902,11,"Rhode Island"
"751",15601902,4,"Mid-Atlantic Bight"
"752",15601902,5,"Connecticut"
"753",15601902,10,"New York"
"754",15601962,3,"Gulf of Maine"
"755",15601962,1,"Offshore"
"756",15601962,2,"Georges Bank"
"757",15601962,4,"Mid-Atlantic Bight"
"758",15873,11,"Rhode Island"
"759",15873,4,"Mid-Atlantic Bight"
"760",15873,5,"Connecticut"
"761",15873,10,"New York"
"762",15873,1,"Offshore"
"763",161366,2,"Georges Bank"
"764",161366,1,"Offshore"
"765",161366,4,"Mid-Atlantic Bight"
"766",161371,2,"Georges Bank"
"767",161371,1,"Offshore"
"768",161371,4,"Mid-Atlantic Bight"
"769",161491,2,"Georges Bank"
"770",161491,1,"Offshore"
"771",161491,4,"Mid-Atlantic Bight"
"772",161521,3,"Gulf of Maine"
"773",161521,2,"Georges Bank"
"774",161521,1,"Offshore"
"775",161521,7,"Massachusetts-Gulf of Maine"
"776",161521,8,"Massachusetts-Virginian"
"777",161521,11,"Rhode Island"
"778",161521,4,"Mid-Atlantic Bight"
"779",161521,5,"Connecticut"
"780",161521,10,"New York"
"781",161524,5,"Connecticut"
"782",161524,10,"New York"
"783",161524,4,"Mid-Atlantic Bight"
"784",161524,1,"Offshore"
"785",161568,7,"Massachusetts-Gulf of Maine"
"786",161568,3,"Gulf of Maine"
"787",161568,2,"Georges Bank"
"788",161568,8,"Massachusetts-Virginian"
"789",161568,11,"Rhode Island"
"790",161568,4,"Mid-Atlantic Bight"
"791",161568,5,"Connecticut"
"792",161568,10,"New York"
"793",161580,6,"Maine"
"794",161580,3,"Gulf of Maine"
"795",161580,9,"New Hampshire"
"796",161580,2,"Georges Bank"
"797",161580,7,"Massachusetts-Gulf of Maine"
"798",161580,1,"Offshore"
"799",161580,8,"Massachusetts-Virginian"
"800",161580,11,"Rhode Island"
"801",161580,4,"Mid-Atlantic Bight"
"802",161580,5,"Connecticut"
"803",161580,10,"New York"
"804",161587,2,"Georges Bank"
"805",161587,1,"Offshore"
"806",161696,6,"Maine"
"807",161696,3,"Gulf of Maine"
"808",161696,9,"New Hampshire"
"809",161696,2,"Georges Bank"
"810",161696,7,"Massachusetts-Gulf of Maine"
"811",161696,1,"Offshore"
"812",161696,8,"Massachusetts-Virginian"
"813",161696,11,"Rhode Island"
"814",161696,4,"Mid-Atlantic Bight"
"815",161696,5,"Connecticut"
"816",161696,10,"New York"
"817",161731,3,"Gulf of Maine"
"818",161731,2,"Georges Bank"
"819",161731,1,"Offshore"
"820",161731,4,"Mid-Atlantic Bight"
"821",16407002,6,"Maine"
"822",16407002,3,"Gulf of Maine"
"823",16407002,9,"New Hampshire"
"824",16407002,2,"Georges Bank"
"825",16407002,7,"Massachusetts-Gulf of Maine"
"826",16407002,1,"Offshore"
"827",16407002,8,"Massachusetts-Virginian"
"828",16407002,11,"Rhode Island"
"829",16407002,4,"Mid-Atlantic Bight"
"830",16407002,5,"Connecticut"
"831",16407002,10,"New York"
"832",16407132,3,"Gulf of Maine"
"833",16407132,2,"Georges Bank"
"834",16407132,7,"Massachusetts-Gulf of Maine"
"835",16407132,1,"Offshore"
"836",16407132,8,"Massachusetts-Virginian"
"837",16407132,11,"Rhode Island"
"838",16407132,4,"Mid-Atlantic Bight"
"839",16407132,5,"Connecticut"
"840",16407132,10,"New York"
"841",16407217,6,"Maine"
"842",16407217,3,"Gulf of Maine"
"843",16407217,9,"New Hampshire"
"844",16407217,2,"Georges Bank"
"845",16407217,7,"Massachusetts-Gulf of Maine"
"846",16407217,1,"Offshore"
"847",16407217,8,"Massachusetts-Virginian"
"848",16407217,11,"Rhode Island"
"849",16407217,4,"Mid-Atlantic Bight"
"850",16407217,5,"Connecticut"
"851",16407217,10,"New York"
"852",16407630,6,"Maine"
"853",16407630,3,"Gulf of Maine"
"854",16407630,9,"New Hampshire"
"855",16407630,2,"Georges Bank"
"856",16407630,7,"Massachusetts-Gulf of Maine"
"857",16407630,1,"Offshore"
"858",16407630,8,"Massachusetts-Virginian"
"859",16407630,11,"Rhode Island"
"860",16407630,4,"Mid-Atlantic Bight"
"861",16407630,5,"Connecticut"
"862",16407630,10,"New York"
"863",16425314,5,"Connecticut"
"864",16425314,10,"New York"
"865",16425314,11,"Rhode Island"
"866",16425314,4,"Mid-Atlantic Bight"
"867",16425314,1,"Offshore"
"868",16425354,3,"Gulf of Maine"
"869",16425354,6,"Maine"
"870",16425354,9,"New Hampshire"
"871",16425354,2,"Georges Bank"
"872",16425354,7,"Massachusetts-Gulf of Maine"
"873",16425354,1,"Offshore"
"874",16425354,8,"Massachusetts-Virginian"
"875",16425354,11,"Rhode Island"
"876",16425354,4,"Mid-Atlantic Bight"
"877",16425354,5,"Connecticut"
"878",16425354,10,"New York"
"879",16431725,3,"Gulf of Maine"
"880",16431725,6,"Maine"
"881",16431725,9,"New Hampshire"
"882",16431725,7,"Massachusetts-Gulf of Maine"
"883",16431725,2,"Georges Bank"
"884",16431725,8,"Massachusetts-Virginian"
"885",16431725,11,"Rhode Island"
"886",16431725,4,"Mid-Atlantic Bight"
"887",16431725,5,"Connecticut"
"888",16431725,10,"New York"
"889",16431725,1,"Offshore"
"890",16431737,4,"Mid-Atlantic Bight"
"891",16435530,3,"Gulf of Maine"
"892",16435530,7,"Massachusetts-Gulf of Maine"
"893",16435530,2,"Georges Bank"
"894",16435530,8,"Massachusetts-Virginian"
"895",16435530,11,"Rhode Island"
"896",16435530,4,"Mid-Atlantic Bight"
"897",16435530,5,"Connecticut"
"898",16435530,10,"New York"
"899",16435530,1,"Offshore"
"900",16437187,7,"Massachusetts-Gulf of Maine"
"901",16437187,3,"Gulf of Maine"
"902",16437187,2,"Georges Bank"
"903",16437187,8,"Massachusetts-Virginian"
"904",16437187,11,"Rhode Island"
"905",16437187,4,"Mid-Atlantic Bight"
"906",16437187,5,"Connecticut"
"907",16437187,10,"New York"
"908",16437187,1,"Offshore"
"909",16439367,6,"Maine"
"910",16439367,3,"Gulf of Maine"
"911",16439367,9,"New Hampshire"
"912",16439367,2,"Georges Bank"
"913",16439367,7,"Massachusetts-Gulf of Maine"
"914",16439367,1,"Offshore"
"915",16439367,8,"Massachusetts-Virginian"
"916",16439367,11,"Rhode Island"
"917",16439367,4,"Mid-Atlantic Bight"
"918",16439367,5,"Connecticut"
"919",16439367,10,"New York"
"920",16439848,3,"Gulf of Maine"
"921",16439848,2,"Georges Bank"
"922",16439848,7,"Massachusetts-Gulf of Maine"
"923",16439848,1,"Offshore"
"924",16439848,8,"Massachusetts-Virginian"
"925",16439848,11,"Rhode Island"
"926",16439848,4,"Mid-Atlantic Bight"
"927",16439848,5,"Connecticut"
"928",16439848,10,"New York"
"929",16440016,3,"Gulf of Maine"
"930",16440016,6,"Maine"
"931",16440016,9,"New Hampshire"
"932",16440016,2,"Georges Bank"
"933",16440016,7,"Massachusetts-Gulf of Maine"
"934",16440016,1,"Offshore"
"935",16440016,8,"Massachusetts-Virginian"
"936",16440016,11,"Rhode Island"
"937",16440016,4,"Mid-Atlantic Bight"
"938",16440016,5,"Connecticut"
"939",16440016,10,"New York"
"940",16440027,3,"Gulf of Maine"
"941",16440027,7,"Massachusetts-Gulf of Maine"
"942",16440027,2,"Georges Bank"
"943",16440027,8,"Massachusetts-Virginian"
"944",16440027,11,"Rhode Island"
"945",16440027,4,"Mid-Atlantic Bight"
"946",16440027,5,"Connecticut"
"947",16440027,10,"New York"
"948",16440027,1,"Offshore"
"949",16440083,3,"Gulf of Maine"
"950",16440083,7,"Massachusetts-Gulf of Maine"
"951",16440083,2,"Georges Bank"
"952",16440083,8,"Massachusetts-Virginian"
"953",16440083,11,"Rhode Island"
"954",16440083,4,"Mid-Atlantic Bight"
"955",16440083,5,"Connecticut"
"956",16440083,10,"New York"
"957",16440083,1,"Offshore"
"958",16441575,6,"Maine"
"959",16441575,3,"Gulf of Maine"
"960",16441575,9,"New Hampshire"
"961",16441575,2,"Georges Bank"
"962",16441575,7,"Massachusetts-Gulf of Maine"
"963",16441575,1,"Offshore"
"964",16441575,8,"Massachusetts-Virginian"
"965",16441575,11,"Rhode Island"
"966",16441575,4,"Mid-Atlantic Bight"
"967",16441575,5,"Connecticut"
"968",16441575,10,"New York"
"969",16441698,4,"Mid-Atlantic Bight"
"970",16441698,1,"Offshore"
"971",16441738,6,"Maine"
"972",16441738,3,"Gulf of Maine"
"973",16441738,9,"New Hampshire"
"974",16441738,7,"Massachusetts-Gulf of Maine"
"975",16441738,2,"Georges Bank"
"976",16441738,8,"Massachusetts-Virginian"
"977",16441738,11,"Rhode Island"
"978",16441738,4,"Mid-Atlantic Bight"
"979",16441738,5,"Connecticut"
"980",16441738,10,"New York"
"981",16441738,1,"Offshore"
"982",16443217,11,"Rhode Island"
"983",16443217,4,"Mid-Atlantic Bight"
"984",16443217,5,"Connecticut"
"985",16443217,10,"New York"
"986",16443217,1,"Offshore"
"987",16449531,3,"Gulf of Maine"
"988",16449531,2,"Georges Bank"
"989",16449531,7,"Massachusetts-Gulf of Maine"
"990",16449531,1,"Offshore"
"991",16449531,8,"Massachusetts-Virginian"
"992",16449531,11,"Rhode Island"
"993",16449531,4,"Mid-Atlantic Bight"
"994",16449531,5,"Connecticut"
"995",16449531,10,"New York"
"996",16466100,6,"Maine"
"997",16466100,3,"Gulf of Maine"
"998",16466100,9,"New Hampshire"
"999",16466100,2,"Georges Bank"
"1000",16466100,7,"Massachusetts-Gulf of Maine"
"1001",16466100,1,"Offshore"
"1002",16466100,8,"Massachusetts-Virginian"
"1003",16466100,11,"Rhode Island"
"1004",16466100,4,"Mid-Atlantic Bight"
"1005",16466100,5,"Connecticut"
"1006",16466100,10,"New York"
"1007",16466377,3,"Gulf of Maine"
"1008",16466377,6,"Maine"
"1009",16466377,2,"Georges Bank"
"1010",16466377,7,"Massachusetts-Gulf of Maine"
"1011",16466377,1,"Offshore"
"1012",16466377,4,"Mid-Atlantic Bight"
"1013",16467178,10,"New York"
"1014",16467178,4,"Mid-Atlantic Bight"
"1015",16467178,1,"Offshore"
"1016",16501868,4,"Mid-Atlantic Bight"
"1017",16501868,1,"Offshore"
"1018",16502093,6,"Maine"
"1019",16502093,3,"Gulf of Maine"
"1020",16502093,9,"New Hampshire"
"1021",16502093,2,"Georges Bank"
"1022",16502093,7,"Massachusetts-Gulf of Maine"
"1023",16502093,1,"Offshore"
"1024",16502093,8,"Massachusetts-Virginian"
"1025",16502093,11,"Rhode Island"
"1026",16502093,4,"Mid-Atlantic Bight"
"1027",16502093,5,"Connecticut"
"1028",16502093,10,"New York"
"1029",16506725,6,"Maine"
"1030",16506725,3,"Gulf of Maine"
"1031",16506725,9,"New Hampshire"
"1032",16506725,2,"Georges Bank"
"1033",16506725,7,"Massachusetts-Gulf of Maine"
"1034",16506725,1,"Offshore"
"1035",16506725,8,"Massachusetts-Virginian"
"1036",16506725,11,"Rhode Island"
"1037",16506725,4,"Mid-Atlantic Bight"
"1038",16506725,5,"Connecticut"
"1039",16506725,10,"New York"
"1040",16506931,6,"Maine"
"1041",16506931,3,"Gulf of Maine"
"1042",16506931,9,"New Hampshire"
"1043",16506931,2,"Georges Bank"
"1044",16506931,7,"Massachusetts-Gulf of Maine"
"1045",16506931,1,"Offshore"
"1046",16506931,8,"Massachusetts-Virginian"
"1047",16506931,11,"Rhode Island"
"1048",16506931,4,"Mid-Atlantic Bight"
"1049",16506931,5,"Connecticut"
"1050",16506931,10,"New York"
"1051",16507307,6,"Maine"
"1052",16507307,3,"Gulf of Maine"
"1053",16507307,9,"New Hampshire"
"1054",16507307,2,"Georges Bank"
"1055",16507307,7,"Massachusetts-Gulf of Maine"
"1056",16507307,1,"Offshore"
"1057",16507307,8,"Massachusetts-Virginian"
"1058",16507307,11,"Rhode Island"
"1059",16507307,4,"Mid-Atlantic Bight"
"1060",16507307,5,"Connecticut"
"1061",16507307,10,"New York"
"1062",16507347,3,"Gulf of Maine"
"1063",16507347,2,"Georges Bank"
"1064",16507347,7,"Massachusetts-Gulf of Maine"
"1065",16507347,8,"Massachusetts-Virginian"
"1066",16507347,11,"Rhode Island"
"1067",16507347,4,"Mid-Atlantic Bight"
"1068",16507347,5,"Connecticut"
"1069",16507347,10,"New York"
"1070",16507347,1,"Offshore"
"1071",16507442,6,"Maine"
"1072",16507442,3,"Gulf of Maine"
"1073",16507442,9,"New Hampshire"
"1074",16507442,2,"Georges Bank"
"1075",16507442,7,"Massachusetts-Gulf of Maine"
"1076",16507442,1,"Offshore"
"1077",16507442,8,"Massachusetts-Virginian"
"1078",16507442,11,"Rhode Island"
"1079",16507442,4,"Mid-Atlantic Bight"
"1080",16507442,5,"Connecticut"
"1081",16507442,10,"New York"
"1082",16507646,6,"Maine"
"1083",16507646,9,"New Hampshire"
"1084",16507646,3,"Gulf of Maine"
"1085",16507646,7,"Massachusetts-Gulf of Maine"
"1086",16507646,2,"Georges Bank"
"1087",16507646,8,"Massachusetts-Virginian"
"1088",16507646,11,"Rhode Island"
"1089",16507646,4,"Mid-Atlantic Bight"
"1090",16507646,5,"Connecticut"
"1091",16507646,10,"New York"
"1092",16507646,1,"Offshore"
"1093",16509126,3,"Gulf of Maine"
"1094",16509126,2,"Georges Bank"
"1095",16509126,1,"Offshore"
"1096",16509126,4,"Mid-Atlantic Bight"
"1097",16509242,3,"Gulf of Maine"
"1098",16509242,2,"Georges Bank"
"1099",16509242,1,"Offshore"
"1100",16509242,4,"Mid-Atlantic Bight"
"1101",16509297,6,"Maine"
"1102",16509297,3,"Gulf of Maine"
"1103",16509297,9,"New Hampshire"
"1104",16509297,2,"Georges Bank"
"1105",16509297,7,"Massachusetts-Gulf of Maine"
"1106",16509297,1,"Offshore"
"1107",16509297,8,"Massachusetts-Virginian"
"1108",16509297,11,"Rhode Island"
"1109",16509297,4,"Mid-Atlantic Bight"
"1110",16509297,5,"Connecticut"
"1111",16509297,10,"New York"
"1112",16545072,8,"Massachusetts-Virginian"
"1113",16545072,11,"Rhode Island"
"1114",16545072,2,"Georges Bank"
"1115",16545072,4,"Mid-Atlantic Bight"
"1116",16545072,5,"Connecticut"
"1117",16545072,10,"New York"
"1118",16545072,1,"Offshore"
"1119",16545086,4,"Mid-Atlantic Bight"
"1120",16545086,1,"Offshore"
"1121",16545183,6,"Maine"
"1122",16545183,3,"Gulf of Maine"
"1123",16545183,9,"New Hampshire"
"1124",16545183,2,"Georges Bank"
"1125",16545183,7,"Massachusetts-Gulf of Maine"
"1126",16545183,1,"Offshore"
"1127",16545183,8,"Massachusetts-Virginian"
"1128",16545183,11,"Rhode Island"
"1129",16545183,4,"Mid-Atlantic Bight"
"1130",16545183,5,"Connecticut"
"1131",16545183,10,"New York"
"1132",16545253,7,"Massachusetts-Gulf of Maine"
"1133",16545253,3,"Gulf of Maine"
"1134",16545253,2,"Georges Bank"
"1135",16545253,8,"Massachusetts-Virginian"
"1136",16545253,11,"Rhode Island"
"1137",16545253,4,"Mid-Atlantic Bight"
"1138",16545253,5,"Connecticut"
"1139",16545253,10,"New York"
"1140",16545253,1,"Offshore"
"1141",16545256,6,"Maine"
"1142",16545256,3,"Gulf of Maine"
"1143",16545256,9,"New Hampshire"
"1144",16545256,2,"Georges Bank"
"1145",16545256,7,"Massachusetts-Gulf of Maine"
"1146",16545256,1,"Offshore"
"1147",16545256,8,"Massachusetts-Virginian"
"1148",16545256,11,"Rhode Island"
"1149",16545256,4,"Mid-Atlantic Bight"
"1150",16545256,5,"Connecticut"
"1151",16545256,10,"New York"
"1152",165611,6,"Maine"
"1153",165611,3,"Gulf of Maine"
"1154",165611,9,"New Hampshire"
"1155",165611,2,"Georges Bank"
"1156",165611,7,"Massachusetts-Gulf of Maine"
"1157",165611,1,"Offshore"
"1158",165611,8,"Massachusetts-Virginian"
"1159",165611,11,"Rhode Island"
"1160",165611,4,"Mid-Atlantic Bight"
"1161",165611,5,"Connecticut"
"1162",165611,10,"New York"
"1163",165695,7,"Massachusetts-Gulf of Maine"
"1164",165695,3,"Gulf of Maine"
"1165",165695,8,"Massachusetts-Virginian"
"1166",165695,2,"Georges Bank"
"1167",165695,11,"Rhode Island"
"1168",165695,4,"Mid-Atlantic Bight"
"1169",165695,5,"Connecticut"
"1170",165695,10,"New York"
"1171",165695,1,"Offshore"
"1172",16750054,4,"Mid-Atlantic Bight"
"1173",16750054,1,"Offshore"
"1174",16781113,7,"Massachusetts-Gulf of Maine"
"1175",16781113,8,"Massachusetts-Virginian"
"1176",16781113,2,"Georges Bank"
"1177",16781113,11,"Rhode Island"
"1178",16781113,4,"Mid-Atlantic Bight"
"1179",16781113,5,"Connecticut"
"1180",16781113,10,"New York"
"1181",16781113,1,"Offshore"
"1182",16781124,6,"Maine"
"1183",16781124,3,"Gulf of Maine"
"1184",16781124,9,"New Hampshire"
"1185",16781124,2,"Georges Bank"
"1186",16781124,7,"Massachusetts-Gulf of Maine"
"1187",16781124,1,"Offshore"
"1188",16781124,8,"Massachusetts-Virginian"
"1189",16781124,11,"Rhode Island"
"1190",16781124,4,"Mid-Atlantic Bight"
"1191",16781124,5,"Connecticut"
"1192",16781124,10,"New York"
"1193",169958,7,"Massachusetts-Gulf of Maine"
"1194",169958,3,"Gulf of Maine"
"1195",169958,2,"Georges Bank"
"1196",169958,8,"Massachusetts-Virginian"
"1197",169958,11,"Rhode Island"
"1198",169958,4,"Mid-Atlantic Bight"
"1199",169958,5,"Connecticut"
"1200",169958,10,"New York"
"1201",169958,1,"Offshore"
"1202",169976,3,"Gulf of Maine"
"1203",169976,7,"Massachusetts-Gulf of Maine"
"1204",169976,2,"Georges Bank"
"1205",169976,8,"Massachusetts-Virginian"
"1206",169976,11,"Rhode Island"
"1207",169976,4,"Mid-Atlantic Bight"
"1208",169976,5,"Connecticut"
"1209",169976,10,"New York"
"1210",169976,1,"Offshore"
"1211",17013,6,"Maine"
"1212",17013,3,"Gulf of Maine"
"1213",17013,9,"New Hampshire"
"1214",17013,2,"Georges Bank"
"1215",17013,7,"Massachusetts-Gulf of Maine"
"1216",17013,1,"Offshore"
"1217",17013,8,"Massachusetts-Virginian"
"1218",17013,11,"Rhode Island"
"1219",17013,4,"Mid-Atlantic Bight"
"1220",17013,5,"Connecticut"
"1221",17013,10,"New York"
"1222",170156,4,"Mid-Atlantic Bight"
"1223",170190,11,"Rhode Island"
"1224",170190,8,"Massachusetts-Virginian"
"1225",170190,4,"Mid-Atlantic Bight"
"1226",170190,2,"Georges Bank"
"1227",170190,5,"Connecticut"
"1228",170190,10,"New York"
"1229",170190,1,"Offshore"
"1230",170223,6,"Maine"
"1231",170223,3,"Gulf of Maine"
"1232",170223,9,"New Hampshire"
"1233",170223,2,"Georges Bank"
"1234",170223,7,"Massachusetts-Gulf of Maine"
"1235",170223,1,"Offshore"
"1236",170223,8,"Massachusetts-Virginian"
"1237",170223,11,"Rhode Island"
"1238",170223,4,"Mid-Atlantic Bight"
"1239",170223,5,"Connecticut"
"1240",170223,10,"New York"
"1241",170307,8,"Massachusetts-Virginian"
"1242",170307,11,"Rhode Island"
"1243",170307,2,"Georges Bank"
"1244",170307,1,"Offshore"
"1245",170307,4,"Mid-Atlantic Bight"
"1246",170307,5,"Connecticut"
"1247",170307,10,"New York"
"1248",170310,2,"Georges Bank"
"1249",170310,3,"Gulf of Maine"
"1250",170310,1,"Offshore"
"1251",170310,8,"Massachusetts-Virginian"
"1252",170310,11,"Rhode Island"
"1253",170310,4,"Mid-Atlantic Bight"
"1254",170310,5,"Connecticut"
"1255",170310,10,"New York"
"1256",170314,2,"Georges Bank"
"1257",170314,1,"Offshore"
"1258",170314,4,"Mid-Atlantic Bight"
"1259",170322,6,"Maine"
"1260",170322,3,"Gulf of Maine"
"1261",170322,9,"New Hampshire"
"1262",170322,2,"Georges Bank"
"1263",170322,7,"Massachusetts-Gulf of Maine"
"1264",170322,1,"Offshore"
"1265",170322,8,"Massachusetts-Virginian"
"1266",170322,11,"Rhode Island"
"1267",170322,4,"Mid-Atlantic Bight"
"1268",170322,5,"Connecticut"
"1269",170322,10,"New York"
"1270",170323,7,"Massachusetts-Gulf of Maine"
"1271",170323,3,"Gulf of Maine"
"1272",170323,2,"Georges Bank"
"1273",170323,8,"Massachusetts-Virginian"
"1274",170323,11,"Rhode Island"
"1275",170323,4,"Mid-Atlantic Bight"
"1276",170323,5,"Connecticut"
"1277",170323,10,"New York"
"1278",170323,1,"Offshore"
"1279",170327,6,"Maine"
"1280",170327,3,"Gulf of Maine"
"1281",170327,9,"New Hampshire"
"1282",170327,2,"Georges Bank"
"1283",170327,7,"Massachusetts-Gulf of Maine"
"1284",170327,1,"Offshore"
"1285",170327,8,"Massachusetts-Virginian"
"1286",170327,11,"Rhode Island"
"1287",170327,4,"Mid-Atlantic Bight"
"1288",170327,5,"Connecticut"
"1289",170327,10,"New York"
"1290",170333,8,"Massachusetts-Virginian"
"1291",170333,1,"Offshore"
"1292",170333,11,"Rhode Island"
"1293",170333,2,"Georges Bank"
"1294",170333,4,"Mid-Atlantic Bight"
"1295",170333,5,"Connecticut"
"1296",170333,10,"New York"
"1297",170338,3,"Gulf of Maine"
"1298",170338,2,"Georges Bank"
"1299",170338,7,"Massachusetts-Gulf of Maine"
"1300",170338,1,"Offshore"
"1301",170338,8,"Massachusetts-Virginian"
"1302",170338,11,"Rhode Island"
"1303",170338,4,"Mid-Atlantic Bight"
"1304",170338,5,"Connecticut"
"1305",170338,10,"New York"
"1306",170339,8,"Massachusetts-Virginian"
"1307",170339,11,"Rhode Island"
"1308",170339,2,"Georges Bank"
"1309",170339,4,"Mid-Atlantic Bight"
"1310",170339,5,"Connecticut"
"1311",170339,10,"New York"
"1312",170339,1,"Offshore"
"1313",170344,3,"Gulf of Maine"
"1314",170344,7,"Massachusetts-Gulf of Maine"
"1315",170344,2,"Georges Bank"
"1316",170344,8,"Massachusetts-Virginian"
"1317",170344,11,"Rhode Island"
"1318",170344,4,"Mid-Atlantic Bight"
"1319",170344,5,"Connecticut"
"1320",170344,10,"New York"
"1321",170344,1,"Offshore"
"1322",170345,7,"Massachusetts-Gulf of Maine"
"1323",170345,8,"Massachusetts-Virginian"
"1324",170345,2,"Georges Bank"
"1325",170345,11,"Rhode Island"
"1326",170345,4,"Mid-Atlantic Bight"
"1327",170345,5,"Connecticut"
"1328",170345,10,"New York"
"1329",170345,1,"Offshore"
"1330",170350,1,"Offshore"
"1331",170350,4,"Mid-Atlantic Bight"
"1332",170355,3,"Gulf of Maine"
"1333",170355,7,"Massachusetts-Gulf of Maine"
"1334",170355,2,"Georges Bank"
"1335",170355,8,"Massachusetts-Virginian"
"1336",170355,11,"Rhode Island"
"1337",170355,4,"Mid-Atlantic Bight"
"1338",170355,5,"Connecticut"
"1339",170355,10,"New York"
"1340",170355,1,"Offshore"
"1341",177953,11,"Rhode Island"
"1342",177953,4,"Mid-Atlantic Bight"
"1343",177953,5,"Connecticut"
"1344",177953,10,"New York"
"1345",177953,1,"Offshore"
"1346",177982,7,"Massachusetts-Gulf of Maine"
"1347",177982,8,"Massachusetts-Virginian"
"1348",177982,2,"Georges Bank"
"1349",177982,11,"Rhode Island"
"1350",177982,4,"Mid-Atlantic Bight"
"1351",177982,5,"Connecticut"
"1352",177982,10,"New York"
"1353",177982,1,"Offshore"
"1354",180271,1,"Offshore"
"1355",180271,2,"Georges Bank"
"1356",180365,1,"Offshore"
"1357",180365,4,"Mid-Atlantic Bight"
"1358",180468,3,"Gulf of Maine"
"1359",18123632,6,"Maine"
"1360",18123632,3,"Gulf of Maine"
"1361",18123632,9,"New Hampshire"
"1362",18123632,2,"Georges Bank"
"1363",18123632,7,"Massachusetts-Gulf of Maine"
"1364",18123632,1,"Offshore"
"1365",18123632,8,"Massachusetts-Virginian"
"1366",18123632,11,"Rhode Island"
"1367",18123632,4,"Mid-Atlantic Bight"
"1368",18123632,5,"Connecticut"
"1369",18123632,10,"New York"
"1370",18123960,6,"Maine"
"1371",18123960,3,"Gulf of Maine"
"1372",18123960,9,"New Hampshire"
"1373",18123960,2,"Georges Bank"
"1374",18123960,7,"Massachusetts-Gulf of Maine"
"1375",18123960,1,"Offshore"
"1376",18123960,8,"Massachusetts-Virginian"
"1377",18123960,11,"Rhode Island"
"1378",18123960,4,"Mid-Atlantic Bight"
"1379",18123960,5,"Connecticut"
"1380",18123960,10,"New York"
"1381",18124015,6,"Maine"
"1382",18124015,3,"Gulf of Maine"
"1383",18124015,9,"New Hampshire"
"1384",18124015,2,"Georges Bank"
"1385",18124015,7,"Massachusetts-Gulf of Maine"
"1386",18124015,1,"Offshore"
"1387",18124015,8,"Massachusetts-Virginian"
"1388",18124015,11,"Rhode Island"
"1389",18124015,4,"Mid-Atlantic Bight"
"1390",18124015,5,"Connecticut"
"1391",18124015,10,"New York"
"1392",18125776,2,"Georges Bank"
"1393",18125776,1,"Offshore"
"1394",18125776,4,"Mid-Atlantic Bight"
"1395",18127741,2,"Georges Bank"
"1396",18127741,1,"Offshore"
"1397",18127741,4,"Mid-Atlantic Bight"
"1398",18127809,1,"Offshore"
"1399",18127809,2,"Georges Bank"
"1400",18127809,4,"Mid-Atlantic Bight"
"1401",18127836,2,"Georges Bank"
"1402",18127836,1,"Offshore"
"1403",18127840,6,"Maine"
"1404",18127840,3,"Gulf of Maine"
"1405",18127840,2,"Georges Bank"
"1406",18127840,1,"Offshore"
"1407",18127840,4,"Mid-Atlantic Bight"
"1408",18128749,1,"Offshore"
"1409",18128749,2,"Georges Bank"
"1410",18128749,4,"Mid-Atlantic Bight"
"1411",18128938,6,"Maine"
"1412",18128938,3,"Gulf of Maine"
"1413",18128938,9,"New Hampshire"
"1414",18128938,2,"Georges Bank"
"1415",18128938,7,"Massachusetts-Gulf of Maine"
"1416",18128938,1,"Offshore"
"1417",18128938,8,"Massachusetts-Virginian"
"1418",18128938,11,"Rhode Island"
"1419",18128938,4,"Mid-Atlantic Bight"
"1420",18128938,5,"Connecticut"
"1421",18128938,10,"New York"
"1422",18139045,2,"Georges Bank"
"1423",18139045,1,"Offshore"
"1424",18139045,4,"Mid-Atlantic Bight"
"1425",18139074,1,"Offshore"
"1426",18139074,2,"Georges Bank"
"1427",18139074,4,"Mid-Atlantic Bight"
"1428",18140291,1,"Offshore"
"1429",18140358,6,"Maine"
"1430",18140358,3,"Gulf of Maine"
"1431",18140358,9,"New Hampshire"
"1432",18140358,2,"Georges Bank"
"1433",18140358,7,"Massachusetts-Gulf of Maine"
"1434",18140358,1,"Offshore"
"1435",18140358,8,"Massachusetts-Virginian"
"1436",18140358,11,"Rhode Island"
"1437",18140358,4,"Mid-Atlantic Bight"
"1438",18140358,5,"Connecticut"
"1439",18140358,10,"New York"
"1440",18140736,2,"Georges Bank"
"1441",18140736,1,"Offshore"
"1442",18140736,4,"Mid-Atlantic Bight"
"1443",18155920,1,"Offshore"
"1444",18155946,1,"Offshore"
"1445",18155946,2,"Georges Bank"
"1446",18155949,6,"Maine"
"1447",18155949,3,"Gulf of Maine"
"1448",18155949,9,"New Hampshire"
"1449",18155949,2,"Georges Bank"
