"","state","status","species"
"1","CT","NNR","Squalus acanthias"
"2","RI","NNR","Squalus acanthias"
"3","USA","NNR","Squalus acanthias"
"4","CT","N3B","Caretta caretta"
"5","ME","N3B","Caretta caretta"
"6","MA","S1N","Caretta caretta"
"7","NY","S1N","Caretta caretta"
"8","RI","N3B","Caretta caretta"
"9","USA","N3B","Caretta caretta"
"10","CT","N5B,N5N","Fulica americana"
"11","ME","S2?B","Fulica americana"
"12","MA","SXB,S3N","Fulica americana"
"13","NH","N5B,N5N","Fulica americana"
"14","NY","S3","Fulica americana"
"15","RI","N5B,N5N","Fulica americana"
"16","USA","N5B,N5N","Fulica americana"
"17","CT","S2B","Rallus crepitans"
"18","ME","S1?N","Rallus crepitans"
"19","MA","S2B,S2N","Rallus crepitans"
"20","NY","S2S3","Rallus crepitans"
"21","RI","S1B,S2N","Rallus crepitans"
"22","USA","N5B,N5N","Rallus crepitans"
"23","USA","NNR","Larimus fasciatus"
"24","CT","N2B","Dermochelys coriacea"
"25","ME","N2B","Dermochelys coriacea"
"26","MA","S1S2N","Dermochelys coriacea"
"27","NH","N2B","Dermochelys coriacea"
"28","NY","S1N","Dermochelys coriacea"
"29","RI","N2B","Dermochelys coriacea"
"30","USA","N2B","Dermochelys coriacea"
"31","USA","N5N","Puffinus lherminieri"
"32","CT","S1B","Falco peregrinus"
"33","ME","S1S2N,S2B","Falco peregrinus"
"34","MA","S2B,S3N","Falco peregrinus"
"35","NH","N4B,N4N","Falco peregrinus"
"36","NY","S3B","Falco peregrinus"
"37","RI","S1B","Falco peregrinus"
"38","USA","N4B,N4N","Falco peregrinus"
"39","CT","N5B,N5N","Melanitta americana"
"40","ME","S3S4N","Melanitta americana"
"41","MA","S5N","Melanitta americana"
"42","NH","N5B,N5N","Melanitta americana"
"43","NY","N5B,N5N","Melanitta americana"
"44","RI","N5B,N5N","Melanitta americana"
"45","USA","N5B,N5N","Melanitta americana"
"46","CT","S5B","Geothlypis trichas"
"47","ME","S4S5B","Geothlypis trichas"
"48","MA","S5B","Geothlypis trichas"
"49","NH","S5B","Geothlypis trichas"
"50","NY","S5B","Geothlypis trichas"
"51","RI","S5B","Geothlypis trichas"
"52","USA","N5","Geothlypis trichas"
"53","CT","S5B","Melospiza melodia"
"54","ME","S4N,S4S5B","Melospiza melodia"
"55","MA","S5","Melospiza melodia"
"56","NH","S5","Melospiza melodia"
"57","NY","S5B","Melospiza melodia"
"58","RI","S5B","Melospiza melodia"
"59","USA","N5","Melospiza melodia"
"60","CT","N5B,N5N","Calcarius lapponicus"
"61","ME","S2S3N","Calcarius lapponicus"
"62","MA","S4N","Calcarius lapponicus"
"63","NH","N5B,N5N","Calcarius lapponicus"
"64","NY","N5B,N5N","Calcarius lapponicus"
"65","RI","N5B,N5N","Calcarius lapponicus"
"66","USA","N5B,N5N","Calcarius lapponicus"
"67","CT","N5B,N5N","Anthus rubescens"
"68","ME","S1B,S3N","Anthus rubescens"
"69","MA","S4N","Anthus rubescens"
"70","NH","S2B","Anthus rubescens"
"71","NY","N5B,N5N","Anthus rubescens"
"72","RI","N5B,N5N","Anthus rubescens"
"73","USA","N5B,N5N","Anthus rubescens"
"74","CT","S1B","Eremophila alpestris"
"75","ME","S3B,S3S4N","Eremophila alpestris"
"76","MA","S3B,S4N","Eremophila alpestris"
"77","NH","S3B","Eremophila alpestris"
"78","NY","S3S4B","Eremophila alpestris"
"79","RI","S1B","Eremophila alpestris"
"80","USA","N5B,N5N","Eremophila alpestris"
"81","CT","S4B","Cistothorus palustris"
"82","ME","S4B","Cistothorus palustris"
"83","MA","S2S3B","Cistothorus palustris"
"84","NH","S3B","Cistothorus palustris"
"85","NY","S5","Cistothorus palustris"
"86","RI","S2B,S3N","Cistothorus palustris"
"87","USA","N5B,N5N","Cistothorus palustris"
"88","CT","NNA","Sturnus vulgaris"
"89","ME","NNA","Sturnus vulgaris"
"90","MA","NNA","Sturnus vulgaris"
"91","NH","NNA","Sturnus vulgaris"
"92","NY","NNA","Sturnus vulgaris"
"93","RI","NNA","Sturnus vulgaris"
"94","USA","NNA","Sturnus vulgaris"
"95","ME","S5N","Oceanites oceanicus"
"96","MA","S5N","Oceanites oceanicus"
"97","NH","N5N","Oceanites oceanicus"
"98","NY","N5N","Oceanites oceanicus"
"99","RI","N5N","Oceanites oceanicus"
"100","USA","N5N","Oceanites oceanicus"
"101","ME","S3S4N","Puffinus puffinus"
"102","MA","SXB,S3S4N","Puffinus puffinus"
"103","NH","N1B","Puffinus puffinus"
"104","RI","N1B","Puffinus puffinus"
"105","USA","N1B","Puffinus puffinus"
"106","ME","S3S4N","Ardenna grisea"
"107","MA","S5N","Ardenna grisea"
"108","NH","N5N","Ardenna grisea"
"109","NY","N5N","Ardenna grisea"
"110","RI","N5N","Ardenna grisea"
"111","USA","N5N","Ardenna grisea"
"112","ME","S5N","Ardenna gravis"
"113","MA","S5N","Ardenna gravis"
"114","NH","N5N","Ardenna gravis"
"115","NY","N5N","Ardenna gravis"
"116","RI","N5N","Ardenna gravis"
"117","USA","N5N","Ardenna gravis"
"118","ME","S3S4N","Fulmarus glacialis"
"119","MA","S4N","Fulmarus glacialis"
"120","NH","N4N,N5B","Fulmarus glacialis"
"121","RI","N4N,N5B","Fulmarus glacialis"
"122","USA","N4N,N5B","Fulmarus glacialis"
"123","CT","S1B","Gavia immer"
"124","ME","S4S5B,S4S5N","Gavia immer"
"125","MA","S2B,S5N","Gavia immer"
"126","NH","S2B","Gavia immer"
"127","NY","S4","Gavia immer"
"128","RI","N4B,N5N","Gavia immer"
"129","USA","N4B,N5N","Gavia immer"
"130","CT","N5B,N5N","Gavia stellata"
"131","ME","S2S3N","Gavia stellata"
"132","MA","S4N","Gavia stellata"
"133","NH","N5B,N5N","Gavia stellata"
"134","NY","N5B,N5N","Gavia stellata"
"135","RI","N5B,N5N","Gavia stellata"
"136","USA","N5B,N5N","Gavia stellata"
"137","USA","N3","Mycteria americana"
"138","CT","S2B","Ixobrychus exilis"
"139","ME","S2B","Ixobrychus exilis"
"140","MA","S1S2B","Ixobrychus exilis"
"141","NH","S1B","Ixobrychus exilis"
"142","NY","S3B,S1N","Ixobrychus exilis"
"143","RI","S2B,S2N","Ixobrychus exilis"
"144","USA","N5B,N5N","Ixobrychus exilis"
"145","CT","S2B","Nycticorax nycticorax"
"146","ME","S2B","Nycticorax nycticorax"
"147","MA","S2B","Nycticorax nycticorax"
"148","NH","SHB","Nycticorax nycticorax"
"149","NY","S3","Nycticorax nycticorax"
"150","RI","S2B","Nycticorax nycticorax"
"151","USA","N5B,N5N","Nycticorax nycticorax"
"152","CT","S1B","Nyctanassa violacea"
"153","MA","S1B,S2N","Nyctanassa violacea"
"154","NY","S2","Nyctanassa violacea"
"155","RI","S1B,S1N","Nyctanassa violacea"
"156","USA","N5B,N5N","Nyctanassa violacea"
"157","CT","S2B","Ardea alba"
"158","ME","S1?B,S3N","Ardea alba"
"159","MA","S2B,S4N","Ardea alba"
"160","NH","N5B,N5N","Ardea alba"
"161","NY","S4","Ardea alba"
"162","RI","S1B","Ardea alba"
"163","USA","N5B,N5N","Ardea alba"
"164","CT","S4B","Ardea herodias"
"165","ME","S4B","Ardea herodias"
"166","MA","S4B,S5N","Ardea herodias"
"167","NH","S4B","Ardea herodias"
"168","NY","S5","Ardea herodias"
"169","RI","S2B","Ardea herodias"
"170","USA","N5B,N5N","Ardea herodias"
"171","CT","S1B","Egretta thula"
"172","ME","S3B","Egretta thula"
"173","MA","S2B,S4N","Egretta thula"
"174","NH","N5B,N5N","Egretta thula"
"175","NY","S2S3","Egretta thula"
"176","RI","S1B","Egretta thula"
"177","USA","N5B,N5N","Egretta thula"
"178","CT","S1B","Egretta caerulea"
"179","ME","S1B","Egretta caerulea"
"180","MA","S1B,S3N","Egretta caerulea"
"181","NH","N5B,N5N","Egretta caerulea"
"182","NY","S2","Egretta caerulea"
"183","RI","S1B,S2N","Egretta caerulea"
"184","USA","N5B,N5N","Egretta caerulea"
"185","CT","S1B","Egretta tricolor"
"186","ME","S1B","Egretta tricolor"
"187","MA","SXB,S2N","Egretta tricolor"
"188","NH","N5B,N5N","Egretta tricolor"
"189","NY","S2","Egretta tricolor"
"190","RI","S2N","Egretta tricolor"
"191","USA","N5B,N5N","Egretta tricolor"
"192","CT","N1B,N4N","Phalacrocorax carbo"
"193","ME","S3B,S3N","Phalacrocorax carbo"
"194","MA","S1B,S4N","Phalacrocorax carbo"
"195","NH","N1B,N4N","Phalacrocorax carbo"
"196","NY","N1B,N4N","Phalacrocorax carbo"
"197","RI","N1B,N4N","Phalacrocorax carbo"
"198","USA","N1B,N4N","Phalacrocorax carbo"
"199","CT","S3B,S4N","Phalacrocorax auritus"
"200","ME","S5B","Phalacrocorax auritus"
"201","MA","S3B,S5N","Phalacrocorax auritus"
"202","NH","S5","Phalacrocorax auritus"
"203","NY","S3","Phalacrocorax auritus"
"204","RI","S2B","Phalacrocorax auritus"
"205","USA","N5B,N5N","Phalacrocorax auritus"
"206","ME","S4S5N","Morus bassanus"
"207","MA","S5N","Morus bassanus"
"208","NH","NNA","Morus bassanus"
"209","NY","NNA","Morus bassanus"
"210","RI","NNA","Morus bassanus"
"211","USA","NNA","Morus bassanus"
"212","USA","NNA","Phaethon lepturus"
"213","CT","N5B,N5N","Podiceps grisegena"
"214","ME","S3S4N","Podiceps grisegena"
"215","MA","S4N","Podiceps grisegena"
"216","NH","N5B,N5N","Podiceps grisegena"
"217","NY","N5B,N5N","Podiceps grisegena"
"218","RI","N5B,N5N","Podiceps grisegena"
"219","USA","N5B,N5N","Podiceps grisegena"
"220","CT","N4B,N4N","Falco columbarius"
"221","ME","S3B","Falco columbarius"
"222","MA","S4N","Falco columbarius"
"223","NH","S3B","Falco columbarius"
"224","NY","S3?B","Falco columbarius"
"225","RI","N4B,N4N","Falco columbarius"
"226","USA","N4B,N4N","Falco columbarius"
"227","CT","S1B,S3N","Haliaeetus leucocephalus"
"228","ME","S4B,S4N","Haliaeetus leucocephalus"
"229","MA","S2B,S3N","Haliaeetus leucocephalus"
"230","NH","S2","Haliaeetus leucocephalus"
"231","NY","S2S3B,S2N","Haliaeetus leucocephalus"
"232","RI","S1B,S1N","Haliaeetus leucocephalus"
"233","USA","N5B,N5N","Haliaeetus leucocephalus"
"234","CT","S4B","Pandion haliaetus"
"235","ME","S5B","Pandion haliaetus"
"236","MA","S4B,S5M","Pandion haliaetus"
"237","NH","S3B","Pandion haliaetus"
"238","NY","S4B","Pandion haliaetus"
"239","RI","S2B,S2N","Pandion haliaetus"
"240","USA","N5B,N4N","Pandion haliaetus"
"241","ME","S2B","Fratercula arctica"
"242","MA","S2N","Fratercula arctica"
"243","NY","N1B","Fratercula arctica"
"244","USA","N1B","Fratercula arctica"
"245","ME","S4N,S5B","Cepphus grylle"
"246","MA","S4N","Cepphus grylle"
"247","NH","S3","Cepphus grylle"
"248","NY","N4","Cepphus grylle"
"249","RI","N4","Cepphus grylle"
"250","USA","N4","Cepphus grylle"
"251","ME","SXN","Pinguinus impennis"
"252","MA","SX","Pinguinus impennis"
"253","NH","SX","Pinguinus impennis"
"254","USA","NX","Pinguinus impennis"
"255","ME","S2B","Alca torda"
"256","MA","S4N","Alca torda"
"257","NH","N1B","Alca torda"
"258","NY","N1B","Alca torda"
"259","RI","N1B","Alca torda"
"260","USA","N1B","Alca torda"
"261","ME","S1N","Uria lomvia"
"262","MA","S2N","Uria lomvia"
"263","NH","N5B,N5N","Uria lomvia"
"264","NY","N5B,N5N","Uria lomvia"
"265","RI","N5B,N5N","Uria lomvia"
"266","USA","N5B,N5N","Uria lomvia"
"267","ME","SXB,S1N","Uria aalge"
"268","MA","S1N","Uria aalge"
"269","NH","N5B,N5N","Uria aalge"
"270","USA","N5B,N5N","Uria aalge"
"271","ME","S1N","Alle alle"
"272","MA","S3N","Alle alle"
"273","NH","N2B","Alle alle"
"274","NY","N2B","Alle alle"
"275","RI","N2B","Alle alle"
"276","USA","N2B","Alle alle"
"277","CT","N4B","Chlidonias niger"
"278","ME","S2B","Chlidonias niger"
"279","MA","S2N","Chlidonias niger"
"280","NH","N4B","Chlidonias niger"
"281","NY","S2B","Chlidonias niger"
"282","USA","N4B","Chlidonias niger"
"283","USA","NNR","Onychoprion fuscatus"
"284","USA","N1B,N3N","Onychoprion anaethetus"
"285","CT","S2B","Sternula antillarum"
"286","ME","S1B","Sternula antillarum"
"287","MA","S2B","Sternula antillarum"
"288","NH","SHB","Sternula antillarum"
"289","NY","S3B","Sternula antillarum"
"290","RI","S2B,S2N","Sternula antillarum"
"291","USA","N4B","Sternula antillarum"
"292","ME","S2B","Sterna paradisaea"
"293","MA","S1B,S1S2N","Sterna paradisaea"
"294","NH","S1B","Sterna paradisaea"
"295","NY","N5B","Sterna paradisaea"
"296","USA","N5B","Sterna paradisaea"
"297","CT","S3B","Sterna hirundo"
"298","ME","S4B","Sterna hirundo"
"299","MA","S3B,S4N","Sterna hirundo"
"300","NH","S2B","Sterna hirundo"
"301","NY","S3B","Sterna hirundo"
"302","RI","S3B","Sterna hirundo"
"303","USA","N5B","Sterna hirundo"
"304","CT","S1B","Sterna dougallii"
"305","ME","S2B","Sterna dougallii"
"306","MA","S2B,S3N","Sterna dougallii"
"307","NH","SHB","Sterna dougallii"
"308","NY","S1B","Sterna dougallii"
"309","RI","SHB,S1N","Sterna dougallii"
"310","USA","N2N,N3B","Sterna dougallii"
"311","MA","S1N","Thalasseus sandvicensis"
"312","USA","N4B,N4N","Thalasseus sandvicensis"
"313","CT","N5B,N5N","Thalasseus maximus"
"314","MA","S1N","Thalasseus maximus"
"315","NY","N5B,N5N","Thalasseus maximus"
"316","RI","S1N","Thalasseus maximus"
"317","USA","N5B,N5N","Thalasseus maximus"
"318","CT","N4N5B,N4N","Hydroprogne caspia"
"319","MA","S2N","Hydroprogne caspia"
"320","NY","S1","Hydroprogne caspia"
"321","RI","S1N","Hydroprogne caspia"
"322","USA","N4N5B,N4N","Hydroprogne caspia"
"323","ME","S4S5N","Rissa tridactyla"
"324","MA","S4N","Rissa tridactyla"
"325","NH","N5B,N5N","Rissa tridactyla"
"326","NY","N5B,N5N","Rissa tridactyla"
"327","RI","N5B,N5N","Rissa tridactyla"
"328","USA","N5B,N5N","Rissa tridactyla"
"329","MA","S1N","Xema sabini"
"330","NY","N5B","Xema sabini"
"331","USA","N5B","Xema sabini"
"332","CT","N1N2B,N2N3N","Hydrocoloeus minutus"
"333","ME","S1N","Hydrocoloeus minutus"
"334","MA","S1N","Hydrocoloeus minutus"
"335","NH","N1N2B,N2N3N","Hydrocoloeus minutus"
"336","NY","N1N2B,N2N3N","Hydrocoloeus minutus"
"337","USA","N1N2B,N2N3N","Hydrocoloeus minutus"
"338","CT","N5B,N5N","Larus atricilla"
"339","ME","S2S3B","Larus atricilla"
"340","MA","S2B","Larus atricilla"
"341","NH","N5B,N5N","Larus atricilla"
"342","NY","S1","Larus atricilla"
"343","RI","N5B,N5N","Larus atricilla"
"344","USA","N5B,N5N","Larus atricilla"
"345","CT","N5B,N5N","Larus philadelphia"
"346","ME","S4N","Larus philadelphia"
"347","MA","S4N","Larus philadelphia"
"348","NH","N5B,N5N","Larus philadelphia"
"349","NY","N5B,N5N","Larus philadelphia"
"350","RI","N5B,N5N","Larus philadelphia"
"351","USA","N5B,N5N","Larus philadelphia"
"352","CT","N3N","Larus ridibundus"
"353","ME","S1N","Larus ridibundus"
"354","MA","S1B,S2N","Larus ridibundus"
"355","NH","N3N","Larus ridibundus"
"356","NY","N3N","Larus ridibundus"
"357","RI","S1N","Larus ridibundus"
"358","USA","N3N","Larus ridibundus"
"359","CT","N2N3N","Larus fuscus"
"360","MA","S1N","Larus fuscus"
"361","NY","N2N3N","Larus fuscus"
"362","RI","S1N","Larus fuscus"
"363","USA","N2N3N","Larus fuscus"
"364","CT","N3N4N","Larus glaucoides"
"365","ME","S1N","Larus glaucoides"
"366","MA","S2N","Larus glaucoides"
"367","NH","N3N4N","Larus glaucoides"
"368","NY","N3N4N","Larus glaucoides"
"369","RI","S2N","Larus glaucoides"
"370","USA","N3N4N","Larus glaucoides"
"371","CT","N5B,N5N","Larus hyperboreus"
"372","ME","S1N","Larus hyperboreus"
"373","MA","S1N","Larus hyperboreus"
"374","NH","N5B,N5N","Larus hyperboreus"
"375","NY","N5B,N5N","Larus hyperboreus"
"376","RI","S2N","Larus hyperboreus"
"377","USA","N5B,N5N","Larus hyperboreus"
"378","CT","S5","Larus marinus"
"379","ME","S5B,S5N","Larus marinus"
"380","MA","S3S4B,S5N","Larus marinus"
"381","NH","S5","Larus marinus"
"382","NY","S4","Larus marinus"
"383","RI","S2B","Larus marinus"
"384","USA","N5B,N5N","Larus marinus"
"385","CT","N5B,N5N","Larus delawarensis"
"386","ME","S2B,S5N","Larus delawarensis"
"387","MA","S1B,S5N","Larus delawarensis"
"388","NH","N5B,N5N","Larus delawarensis"
"389","NY","S4","Larus delawarensis"
"390","RI","N5B,N5N","Larus delawarensis"
"391","USA","N5B,N5N","Larus delawarensis"
"392","ME","S2S3N","Stercorarius pomarinus"
