"","state","status","species"
"607","CT","N5B,N5N","Limnodromus griseus"
"608","ME","S4N","Limnodromus griseus"
"609","MA","S4N","Limnodromus griseus"
"610","NH","N5B,N5N","Limnodromus griseus"
"611","NY","N5B,N5N","Limnodromus griseus"
"612","RI","N5B,N5N","Limnodromus griseus"
"613","IUCN","LC - Least concern","Limnodromus griseus"
"614","USA","N5B,N5N","Limnodromus griseus"
"615","CT","N3N","Larus ridibundus"
"616","ME","S1N","Larus ridibundus"
"617","MA","S1B,S2N","Larus ridibundus"
"618","NH","N3N","Larus ridibundus"
"619","NY","N3N","Larus ridibundus"
"620","RI","S1N","Larus ridibundus"
"621","IUCN","LC - Least concern","Larus ridibundus"
"622","USA","N3N","Larus ridibundus"
"623","CT","N5B,N5N","Larus philadelphia"
"624","ME","S4N","Larus philadelphia"
"625","MA","S4N","Larus philadelphia"
"626","NH","N5B,N5N","Larus philadelphia"
"627","NY","N5B,N5N","Larus philadelphia"
"628","RI","N5B,N5N","Larus philadelphia"
"629","IUCN","LC - Least concern","Larus philadelphia"
"630","USA","N5B,N5N","Larus philadelphia"
"631","CT","S5","Larus marinus"
"632","ME","S5B,S5N","Larus marinus"
"633","MA","S3S4B,S5N","Larus marinus"
"634","NH","S5","Larus marinus"
"635","NY","S4","Larus marinus"
"636","RI","S2B","Larus marinus"
"637","IUCN","LC - Least concern","Larus marinus"
"638","USA","N5B,N5N","Larus marinus"
"639","CT","N3N4N","Larus glaucoides"
"640","ME","S1N","Larus glaucoides"
"641","MA","S2N","Larus glaucoides"
"642","NH","N3N4N","Larus glaucoides"
"643","NY","N3N4N","Larus glaucoides"
"644","RI","S2N","Larus glaucoides"
"645","IUCN","LC - Least concern","Larus glaucoides"
"646","USA","N3N4N","Larus glaucoides"
"647","CT","N2N3N","Larus fuscus"
"648","MA","S1N","Larus fuscus"
"649","NY","N2N3N","Larus fuscus"
"650","RI","S1N","Larus fuscus"
"651","IUCN","LC - Least concern","Larus fuscus"
"652","USA","N2N3N","Larus fuscus"
"653","CT","N5B,N5N","Larus delawarensis"
"654","ME","S2B,S5N","Larus delawarensis"
"655","MA","S1B,S5N","Larus delawarensis"
"656","NH","N5B,N5N","Larus delawarensis"
"657","NY","S4","Larus delawarensis"
"658","RI","N5B,N5N","Larus delawarensis"
"659","IUCN","LC - Least concern","Larus delawarensis"
"660","USA","N5B,N5N","Larus delawarensis"
"661","CT","N5B,N5N","Larus atricilla"
"662","ME","S2S3B","Larus atricilla"
"663","MA","S2B","Larus atricilla"
"664","NH","N5B,N5N","Larus atricilla"
"665","NY","S1","Larus atricilla"
"666","RI","N5B,N5N","Larus atricilla"
"667","IUCN","LC - Least concern","Larus atricilla"
"668","USA","N5B,N5N","Larus atricilla"
"669","CT","N3N","Mareca penelope"
"670","MA","S1N","Mareca penelope"
"671","NY","N3N","Mareca penelope"
"672","RI","S1N","Mareca penelope"
"673","IUCN","LC - Least concern","Mareca penelope"
"674","USA","N3N","Mareca penelope"
"675","CT","N5B,N5N","Mareca americana"
"676","ME","S1S2B,S3N","Mareca americana"
"677","MA","S1B,S4N","Mareca americana"
"678","NH","N5B,N5N","Mareca americana"
"679","NY","S3","Mareca americana"
"680","RI","N5B,N5N","Mareca americana"
"681","IUCN","LC - Least concern","Mareca americana"
"682","USA","N5B,N5N","Mareca americana"
"683","CT","S2B","Ixobrychus exilis"
"684","ME","S2B","Ixobrychus exilis"
"685","MA","S1S2B","Ixobrychus exilis"
"686","NH","S1B","Ixobrychus exilis"
"687","NY","S3B,S1N","Ixobrychus exilis"
"688","RI","S2B,S2N","Ixobrychus exilis"
"689","IUCN","LC - Least concern","Ixobrychus exilis"
"690","USA","N5B,N5N","Ixobrychus exilis"
"691","ME","S2S3N","Histrionicus histrionicus"
"692","MA","S2N","Histrionicus histrionicus"
"693","NY","S1N","Histrionicus histrionicus"
"694","RI","S1N","Histrionicus histrionicus"
"695","IUCN","LC - Least concern","Histrionicus histrionicus"
"696","USA","N4B,N4N","Histrionicus histrionicus"
"697","CT","S1B","Gavia immer"
"698","ME","S4S5B,S4S5N","Gavia immer"
"699","MA","S2B,S5N","Gavia immer"
"700","NH","S2B","Gavia immer"
"701","NY","S4","Gavia immer"
"702","RI","N4B,N5N","Gavia immer"
"703","IUCN","LC - Least concern","Gavia immer"
"704","USA","N4B,N5N","Gavia immer"
"705","CT","S1B","Falco peregrinus"
"706","ME","S1S2N,S2B","Falco peregrinus"
"707","MA","S2B,S3N","Falco peregrinus"
"708","NH","N4B,N4N","Falco peregrinus"
"709","NY","S3B","Falco peregrinus"
"710","RI","S1B","Falco peregrinus"
"711","IUCN","LC - Least concern","Falco peregrinus"
"712","USA","N4B,N4N","Falco peregrinus"
"713","CT","N4B,N4N","Falco columbarius"
"714","ME","S3B","Falco columbarius"
"715","MA","S4N","Falco columbarius"
"716","NH","S3B","Falco columbarius"
"717","NY","S3?B","Falco columbarius"
"718","RI","N4B,N4N","Falco columbarius"
"719","IUCN","LC - Least concern","Falco columbarius"
"720","USA","N4B,N4N","Falco columbarius"
"721","CT","S2B","Nycticorax nycticorax"
"722","ME","S2B","Nycticorax nycticorax"
"723","MA","S2B","Nycticorax nycticorax"
"724","NH","SHB","Nycticorax nycticorax"
"725","NY","S3","Nycticorax nycticorax"
"726","RI","S2B","Nycticorax nycticorax"
"727","IUCN","LC - Least concern","Nycticorax nycticorax"
"728","USA","N5B,N5N","Nycticorax nycticorax"
"729","CT","N5B,N5N","Gavia stellata"
"730","ME","S2S3N","Gavia stellata"
"731","MA","S4N","Gavia stellata"
"732","NH","N5B,N5N","Gavia stellata"
"733","NY","N5B,N5N","Gavia stellata"
"734","RI","N5B,N5N","Gavia stellata"
"735","IUCN","LC - Least concern","Gavia stellata"
"736","USA","N5B,N5N","Gavia stellata"
"737","CT","S1B","Egretta thula"
"738","ME","S3B","Egretta thula"
"739","MA","S2B,S4N","Egretta thula"
"740","NH","N5B,N5N","Egretta thula"
"741","NY","S2S3","Egretta thula"
"742","RI","S1B","Egretta thula"
"743","IUCN","LC - Least concern","Egretta thula"
"744","USA","N5B,N5N","Egretta thula"
"745","CT","N1N2B,N2N3N","Hydrocoloeus minutus"
"746","ME","S1N","Hydrocoloeus minutus"
"747","MA","S1N","Hydrocoloeus minutus"
"748","NH","N1N2B,N2N3N","Hydrocoloeus minutus"
"749","NY","N1N2B,N2N3N","Hydrocoloeus minutus"
"750","IUCN","LC - Least concern","Hydrocoloeus minutus"
"751","USA","N1N2B,N2N3N","Hydrocoloeus minutus"
"752","CT","N5B,N5N","Clangula hyemalis"
"753","ME","S5N","Clangula hyemalis"
"754","MA","S5N","Clangula hyemalis"
"755","NH","N5B,N5N","Clangula hyemalis"
"756","NY","N5B,N5N","Clangula hyemalis"
"757","RI","N5B,N5N","Clangula hyemalis"
"758","IUCN","VU - Vulnerable","Clangula hyemalis"
"759","USA","N5B,N5N","Clangula hyemalis"
"760","CT","S1B","Chordeiles minor"
"761","ME","S4B","Chordeiles minor"
"762","MA","S2B,S5M","Chordeiles minor"
"763","NH","S1B","Chordeiles minor"
"764","NY","S2S3B","Chordeiles minor"
"765","RI","S1B","Chordeiles minor"
"766","IUCN","LC - Least concern","Chordeiles minor"
"767","USA","N5B","Chordeiles minor"
"768","CT","N4B","Chlidonias niger"
"769","ME","S2B","Chlidonias niger"
"770","MA","S2N","Chlidonias niger"
"771","NH","N4B","Chlidonias niger"
"772","NY","S2B","Chlidonias niger"
"773","IUCN","LC - Least concern","Chlidonias niger"
"774","USA","N4B","Chlidonias niger"
"775","CT","S4B","Charadrius vociferus"
"776","ME","S3N,S5B","Charadrius vociferus"
"777","MA","S5B,S5N","Charadrius vociferus"
"778","NH","S5B","Charadrius vociferus"
"779","NY","S5","Charadrius vociferus"
"780","RI","S4B","Charadrius vociferus"
"781","IUCN","LC - Least concern","Charadrius vociferus"
"782","USA","N5B,N5N","Charadrius vociferus"
"783","CT","N5B,N5N","Fulica americana"
"784","ME","S2?B","Fulica americana"
"785","MA","SXB,S3N","Fulica americana"
"786","NH","N5B,N5N","Fulica americana"
"787","NY","S3","Fulica americana"
"788","RI","N5B,N5N","Fulica americana"
"789","IUCN","LC - Least concern","Fulica americana"
"790","USA","N5B,N5N","Fulica americana"
"791","CT","N5B,N5N","Charadrius semipalmatus"
"792","ME","S4S5N","Charadrius semipalmatus"
"793","MA","S4N","Charadrius semipalmatus"
"794","NH","N5B,N5N","Charadrius semipalmatus"
"795","NY","N5B,N5N","Charadrius semipalmatus"
"796","RI","N5B,N5N","Charadrius semipalmatus"
"797","IUCN","LC - Least concern","Charadrius semipalmatus"
"798","USA","N5B,N5N","Charadrius semipalmatus"
"799","CT","N5","Tautogolabrus adspersus"
"800","NY","N5","Tautogolabrus adspersus"
"801","RI","N5","Tautogolabrus adspersus"
"802","IUCN","LC - Least concern","Tautogolabrus adspersus"
"803","USA","N5","Tautogolabrus adspersus"
"804","CT","NNR","Tautoga onitis"
"805","NY","NNR","Tautoga onitis"
"806","RI","NNR","Tautoga onitis"
"807","IUCN","VU - Vulnerable","Tautoga onitis"
"808","USA","NNR","Tautoga onitis"
"809","RI","NNR","Katsuwonus pelamis"
"810","IUCN","LC - Least concern","Katsuwonus pelamis"
"811","USA","NNR","Katsuwonus pelamis"
"812","RI","NNR","Auxis thazard"
"813","IUCN","LC - Least concern","Auxis thazard"
"814","USA","NNR","Auxis thazard"
"815","RI","NNR","Scomberomorus regalis"
"816","IUCN","LC - Least concern","Scomberomorus regalis"
"817","USA","NNR","Scomberomorus regalis"
"818","CT","N5","Scomber scombrus"
"819","NY","N5","Scomber scombrus"
"820","RI","N5","Scomber scombrus"
"821","IUCN","LC - Least concern","Scomber scombrus"
"822","USA","N5","Scomber scombrus"
"823","RI","NNR","Euthynnus alletteratus"
"824","IUCN","LC - Least concern","Euthynnus alletteratus"
"825","USA","NNR","Euthynnus alletteratus"
"826","RI","N5","Scomberomorus maculatus"
"827","IUCN","LC - Least concern","Scomberomorus maculatus"
"828","USA","N5","Scomberomorus maculatus"
"829","IUCN","LC - Least concern","Scomberomorus cavalla"
"830","USA","NNR","Scomberomorus cavalla"
"831","RI","NNR","Sarda sarda"
"832","IUCN","LC - Least concern","Sarda sarda"
"833","USA","NNR","Sarda sarda"
"834","RI","NNR","Xiphias gladius"
"835","IUCN","LC - Least concern","Xiphias gladius"
"836","USA","NNR","Xiphias gladius"
"837","RI","NNR","Thunnus thynnus"
"838","IUCN","EN - Endangered","Thunnus thynnus"
"839","USA","NNR","Thunnus thynnus"
"840","RI","NNR","Thunnus alalunga"
"841","IUCN","NT - Near threatened","Thunnus alalunga"
"842","USA","NNR","Thunnus alalunga"
"843","CT","S5","Lontra canadensis"
"844","ME","S5","Lontra canadensis"
"845","MA","S4","Lontra canadensis"
"846","NH","S5","Lontra canadensis"
"847","NY","S5","Lontra canadensis"
"848","RI","S4","Lontra canadensis"
"849","IUCN","LC - Least concern","Lontra canadensis"
"850","USA","N5","Lontra canadensis"
"851","IUCN","N5","Sphyraena guachancho"
"852","USA","N5","Sphyraena guachancho"
"853","NY","NNR","Centropristis striata"
"854","RI","NNR","Centropristis striata"
"855","IUCN","NNR","Centropristis striata"
"856","USA","NNR","Centropristis striata"
"857","CT","N4N5","Zostera marina"
"858","ME","N4N5","Zostera marina"
"859","MA","N4N5","Zostera marina"
"860","NH","N4N5","Zostera marina"
"861","NY","S3","Zostera marina"
"862","RI","N4N5","Zostera marina"
"863","IUCN","N4N5","Zostera marina"
"864","USA","N4N5","Zostera marina"
"865","NY","NNR","Stenotomus chrysops"
"866","RI","NNR","Stenotomus chrysops"
"867","IUCN","NNR","Stenotomus chrysops"
"868","USA","NNR","Stenotomus chrysops"
"869","IUCN","N5","Lagodon rhomboides"
"870","USA","N5","Lagodon rhomboides"
"871","IUCN","N5","Archosargus probatocephalus"
"872","USA","N5","Archosargus probatocephalus"
"873","IUCN","NNR","Pogonias cromis"
"874","USA","NNR","Pogonias cromis"
"875","NY","N5","Micropogonias undulatus"
"876","IUCN","N5","Micropogonias undulatus"
"877","USA","N5","Micropogonias undulatus"
"878","IUCN","NNR","Menticirrhus americanus"
"879","USA","NNR","Menticirrhus americanus"
"880","IUCN","NNR","Larimus fasciatus"
"881","USA","NNR","Larimus fasciatus"
"882","IUCN","N5","Cynoscion nebulosus"
"883","USA","N5","Cynoscion nebulosus"
"884","NY","N5","Bairdiella chrysoura"
"885","IUCN","N5","Bairdiella chrysoura"
"886","USA","N5","Bairdiella chrysoura"
"887","CT","N3B","Caretta caretta"
"888","ME","N3B","Caretta caretta"
"889","MA","S1N","Caretta caretta"
"890","NY","S1N","Caretta caretta"
"891","RI","N3B","Caretta caretta"
"892","IUCN","EN - Endangered","Caretta caretta"
"893","USA","N3B","Caretta caretta"
"894","IUCN","VU - Vulnerable","Lepidochelys olivacea"
"895","USA","N1N","Lepidochelys olivacea"
"896","CT","N2B","Dermochelys coriacea"
"897","ME","N2B","Dermochelys coriacea"
"898","MA","S1S2N","Dermochelys coriacea"
"899","NH","N2B","Dermochelys coriacea"
"900","NY","S1N","Dermochelys coriacea"
"901","RI","N2B","Dermochelys coriacea"
"902","IUCN","CR - Critically endangered","Dermochelys coriacea"
"903","USA","N2B","Dermochelys coriacea"
"904","MA","S1N","Eretmochelys imbricata"
"905","RI","N1B","Eretmochelys imbricata"
"906","IUCN","CR - Critically endangered","Eretmochelys imbricata"
"907","USA","N1B","Eretmochelys imbricata"
"908","CT","N5","Sphoeroides maculatus"
"909","NY","N5","Sphoeroides maculatus"
"910","RI","N5","Sphoeroides maculatus"
"911","IUCN","N5","Sphoeroides maculatus"
"912","USA","N5","Sphoeroides maculatus"
"913","NY","N5","Pomatomus saltatrix"
"914","RI","N5","Pomatomus saltatrix"
"915","IUCN","N5","Pomatomus saltatrix"
"916","USA","N5","Pomatomus saltatrix"
"917","NY","N5","Mugil curema"
"918","RI","N5","Mugil curema"
"919","IUCN","N5","Mugil curema"
"920","USA","N5","Mugil curema"
"921","MA","S4","Mugil cephalus"
"922","NY","N5","Mugil cephalus"
"923","IUCN","LC - Least concern","Mugil cephalus"
"924","USA","N5","Mugil cephalus"
"925","CT","S3","Morone saxatilis"
"926","ME","S5","Morone saxatilis"
"927","MA","S5","Morone saxatilis"
"928","NH","S4","Morone saxatilis"
"929","NY","S4","Morone saxatilis"
"930","RI","N5","Morone saxatilis"
"931","IUCN","LC - Least concern","Morone saxatilis"
"932","USA","N5","Morone saxatilis"
"933","ME","N2","Balaenoptera borealis"
"934","MA","S1","Balaenoptera borealis"
"935","NY","N2","Balaenoptera borealis"
"936","RI","N2","Balaenoptera borealis"
"937","IUCN","EN - Endangered","Balaenoptera borealis"
"938","USA","N2","Balaenoptera borealis"
"939","NY","S4","Globicephala macrorhynchus"
"940","IUCN","DD - Data deficient","Globicephala macrorhynchus"
"941","USA","NU","Globicephala macrorhynchus"
"942","IUCN","DD - Data deficient","Stenella longirostris"
"943","USA","NU","Stenella longirostris"
"944","NY","NU","Stenella frontalis"
"945","IUCN","DD - Data deficient","Stenella frontalis"
"946","USA","NU","Stenella frontalis"
"947","IUCN","LC - Least concern","Stenella attenuata"
"948","USA","NU","Stenella attenuata"
"949","MA","S3","Grampus griseus"
"950","NY","NU","Grampus griseus"
"951","IUCN","LC - Least concern","Grampus griseus"
"952","USA","NU","Grampus griseus"
"953","ME","N2","Balaenoptera physalus"
"954","MA","S2","Balaenoptera physalus"
"955","NY","S1","Balaenoptera physalus"
"956","RI","N2","Balaenoptera physalus"
"957","IUCN","EN - Endangered","Balaenoptera physalus"
"958","USA","N2","Balaenoptera physalus"
"959","ME","N2","Balaenoptera acutorostrata"
"960","MA","S3","Balaenoptera acutorostrata"
"961","NY","N2","Balaenoptera acutorostrata"
"962","RI","N2","Balaenoptera acutorostrata"
"963","IUCN","LC - Least concern","Balaenoptera acutorostrata"
"964","USA","N2","Balaenoptera acutorostrata"
"965","IUCN","DD - Data deficient","Kogia sima"
"966","USA","NU","Kogia sima"
"967","MA","S2","Kogia breviceps"
"968","NY","NU","Kogia breviceps"
"969","IUCN","DD - Data deficient","Kogia breviceps"
"970","USA","NU","Kogia breviceps"
"971","NY","NU","Mesoplodon densirostris"
"972","IUCN","DD - Data deficient","Mesoplodon densirostris"
"973","USA","NU","Mesoplodon densirostris"
"974","ME","NU","Physeter macrocephalus"
"975","MA","S1","Physeter macrocephalus"
"976","NY","NU","Physeter macrocephalus"
"977","IUCN","VU - Vulnerable","Physeter macrocephalus"
"978","USA","NU","Physeter macrocephalus"
"979","ME","NU","Lagenorhynchus acutus"
"980","MA","S4","Lagenorhynchus acutus"
"981","NH","NU","Lagenorhynchus acutus"
"982","NY","NU","Lagenorhynchus acutus"
"983","RI","NU","Lagenorhynchus acutus"
"984","IUCN","LC - Least concern","Lagenorhynchus acutus"
"985","USA","NU","Lagenorhynchus acutus"
"986","ME","N3","Megaptera novaeangliae"
"987","MA","S2","Megaptera novaeangliae"
"988","NY","N3","Megaptera novaeangliae"
"989","RI","N3","Megaptera novaeangliae"
"990","IUCN","LC - Least concern","Megaptera novaeangliae"
"991","USA","N3","Megaptera novaeangliae"
"992","CT","S4N","Halichoerus grypus"
"993","ME","S1","Halichoerus grypus"
"994","MA","S4","Halichoerus grypus"
"995","NH","N1","Halichoerus grypus"
"996","NY","N1","Halichoerus grypus"
"997","IUCN","LC - Least concern","Halichoerus grypus"
"998","USA","N1","Halichoerus grypus"
"999","ME","N4","Orcinus orca"
"1000","MA","S1","Orcinus orca"
"1001","NY","N4","Orcinus orca"
"1002","IUCN","DD - Data deficient","Orcinus orca"
"1003","USA","N4","Orcinus orca"
"1004","NY","NNR","Mesoplodon mirus"
"1005","IUCN","DD - Data deficient","Mesoplodon mirus"
"1006","USA","NNR","Mesoplodon mirus"
"1007","IUCN","DD - Data deficient","Balaenoptera edeni"
"1008","USA","NU","Balaenoptera edeni"
"1009","ME","N1","Balaenoptera musculus"
"1010","MA","S1","Balaenoptera musculus"
"1011","NY","N1","Balaenoptera musculus"
"1012","RI","N1","Balaenoptera musculus"
"1013","IUCN","EN - Endangered","Balaenoptera musculus"
"1014","USA","N1","Balaenoptera musculus"
"1015","MA","S2","Stenella coeruleoalba"
"1016","NY","NU","Stenella coeruleoalba"
"1017","IUCN","LC - Least concern","Stenella coeruleoalba"
"1018","USA","NU","Stenella coeruleoalba"
"1019","CT","N5","Phoca vitulina"
"1020","ME","S5","Phoca vitulina"
"1021","MA","S4","Phoca vitulina"
"1022","NH","S4N","Phoca vitulina"
"1023","NY","S3","Phoca vitulina"
"1024","RI","N5","Phoca vitulina"
"1025","IUCN","LC - Least concern","Phoca vitulina"
"1026","USA","N5","Phoca vitulina"
"1027","NY","NU","Ziphius cavirostris"
"1028","IUCN","LC - Least concern","Ziphius cavirostris"
"1029","USA","NU","Ziphius cavirostris"
"1030","ME","N1","Eubalaena glacialis"
"1031","MA","S1","Eubalaena glacialis"
"1032","NY","N1","Eubalaena glacialis"
"1033","RI","N1","Eubalaena glacialis"
"1034","IUCN","EN - Endangered","Eubalaena glacialis"
"1035","USA","N1","Eubalaena glacialis"
"1036","ME","N4","Globicephala melas"
"1037","MA","S4","Globicephala melas"
"1038","NH","N4","Globicephala melas"
"1039","NY","N4","Globicephala melas"
"1040","RI","N4","Globicephala melas"
"1041","IUCN","DD - Data deficient","Globicephala melas"
"1042","USA","N4","Globicephala melas"
"1043","NY","N1N3","Mesoplodon europaeus"
"1044","IUCN","DD - Data deficient","Mesoplodon europaeus"
"1045","USA","N1N3","Mesoplodon europaeus"
"1046","ME","NU","Lagenorhynchus albirostris"
"1047","MA","S1","Lagenorhynchus albirostris"
"1048","NY","NU","Lagenorhynchus albirostris"
"1049","IUCN","LC - Least concern","Lagenorhynchus albirostris"
"1050","USA","NU","Lagenorhynchus albirostris"
"1051","IUCN","DD - Data deficient","Stenella clymene"
"1052","USA","NU","Stenella clymene"
"1053","CT","N4N5","Phocoena phocoena"
"1054","ME","N4N5","Phocoena phocoena"
"1055","MA","S4","Phocoena phocoena"
"1056","NY","S4","Phocoena phocoena"
"1057","IUCN","LC - Least concern","Phocoena phocoena"
"1058","USA","N4N5","Phocoena phocoena"
"1059","NY","N5","Lutjanus griseus"
"1060","IUCN","N5","Lutjanus griseus"
"1061","USA","N5","Lutjanus griseus"
"1062","RI","NNR","Histrio histrio"
"1063","IUCN","NNR","Histrio histrio"
"1064","USA","NNR","Histrio histrio"
"1065","IUCN","N5","Orthopristis chrysoptera"
"1066","USA","N5","Orthopristis chrysoptera"
"1067","NY","NNR","Gobiosoma ginsburgi"
"1068","RI","NNR","Gobiosoma ginsburgi"
"1069","IUCN","NNR","Gobiosoma ginsburgi"
"1070","USA","NNR","Gobiosoma ginsburgi"
"1071","NY","N5","Gobiosoma bosc"
"1072","RI","N5","Gobiosoma bosc"
"1073","IUCN","N5","Gobiosoma bosc"
"1074","USA","N5","Gobiosoma bosc"
"1075","IUCN","N5","Gobiesox strumosus"
"1076","USA","N5","Gobiesox strumosus"
"1077","ME","NNR","Gasterosteus wheatlandi"
"1078","NY","NNR","Gasterosteus wheatlandi"
"1079","RI","NNR","Gasterosteus wheatlandi"
"1080","IUCN","NNR","Gasterosteus wheatlandi"
"1081","USA","NNR","Gasterosteus wheatlandi"
"1082","CT","NNR","Merluccius bilinearis"
"1083","NY","NNR","Merluccius bilinearis"
"1084","RI","NNR","Merluccius bilinearis"
"1085","IUCN","NNR","Merluccius bilinearis"
"1086","USA","NNR","Merluccius bilinearis"
"1087","NY","NNR","Enchelyopus cimbrius"
"1088","RI","NNR","Enchelyopus cimbrius"
"1089","IUCN","NNR","Enchelyopus cimbrius"
"1090","USA","NNR","Enchelyopus cimbrius"
"1091","IUCN","N5","Chaetodipterus faber"
"1092","USA","N5","Chaetodipterus faber"
"1093","IUCN","NNR","Remora remora"
"1094","USA","NNR","Remora remora"
"1095","IUCN","NNR","Echeneis naucrates"
"1096","USA","NNR","Echeneis naucrates"
"1097","CT","N5","Lucania parva"
"1098","MA","S4","Lucania parva"
"1099","RI","N5","Lucania parva"
"1100","IUCN","LC - Least concern","Lucania parva"
"1101","USA","N5","Lucania parva"
"1102","CT","S5","Fundulus heteroclitus"
"1103","ME","N5","Fundulus heteroclitus"
"1104","MA","S5","Fundulus heteroclitus"
"1105","NH","S5","Fundulus heteroclitus"
"1106","NY","S3","Fundulus heteroclitus"
"1107","RI","S5","Fundulus heteroclitus"
"1108","IUCN","LC - Least concern","Fundulus heteroclitus"
"1109","USA","N5","Fundulus heteroclitus"
"1110","CT","N5","Cyprinodon variegatus"
"1111","MA","S4","Cyprinodon variegatus"
"1112","NY","N5","Cyprinodon variegatus"
"1113","RI","N5","Cyprinodon variegatus"
"1114","IUCN","LC - Least concern","Cyprinodon variegatus"
"1115","USA","N5","Cyprinodon variegatus"
"1116","IUCN","N5","Harengula jaguana"
"1117","USA","N5","Harengula jaguana"
"1118","CT","NNR","Clupea harengus"
"1119","NY","NNR","Clupea harengus"
"1120","RI","NNR","Clupea harengus"
"1121","IUCN","LC - Least concern","Clupea harengus"
"1122","USA","NNR","Clupea harengus"
"1123","CT","N5","Anchoa mitchilli"
"1124","ME","N5","Anchoa mitchilli"
"1125","MA","S4","Anchoa mitchilli"
"1126","NY","S3","Anchoa mitchilli"
"1127","RI","N5","Anchoa mitchilli"
"1128","IUCN","LC - Least concern","Anchoa mitchilli"
"1129","USA","N5","Anchoa mitchilli"
"1130","IUCN","NNR","Anchoa lyolepis"
"1131","USA","NNR","Anchoa lyolepis"
"1132","NY","NNR","Anchoa hepsetus"
"1133","RI","NNR","Anchoa hepsetus"
"1134","IUCN","NNR","Anchoa hepsetus"
"1135","USA","NNR","Anchoa hepsetus"
"1136","CT","S3","Alosa sapidissima"
"1137","ME","S5","Alosa sapidissima"
"1138","MA","S3S4","Alosa sapidissima"
"1139","NH","S3","Alosa sapidissima"
"1140","NY","S4","Alosa sapidissima"
"1141","RI","S1","Alosa sapidissima"
"1142","IUCN","LC - Least concern","Alosa sapidissima"
"1143","USA","N5","Alosa sapidissima"
"1144","CT","S3","Alosa pseudoharengus"
"1145","ME","S5","Alosa pseudoharengus"
"1146","MA","S3S4","Alosa pseudoharengus"
"1147","NH","S5","Alosa pseudoharengus"
"1148","NY","S5","Alosa pseudoharengus"
"1149","RI","S3","Alosa pseudoharengus"
"1150","IUCN","LC - Least concern","Alosa pseudoharengus"
"1151","USA","N5","Alosa pseudoharengus"
"1152","CT","S2","Alosa mediocris"
"1153","ME","S4","Alosa mediocris"
"1154","MA","N4","Alosa mediocris"
"1155","NH","N4","Alosa mediocris"
"1156","NY","S2","Alosa mediocris"
"1157","RI","N4","Alosa mediocris"
"1158","IUCN","LC - Least concern","Alosa mediocris"
"1159","USA","N4","Alosa mediocris"
"1160","CT","S5","Alosa aestivalis"
"1161","ME","S4","Alosa aestivalis"
"1162","MA","S3S4","Alosa aestivalis"
"1163","NH","S4","Alosa aestivalis"
"1164","NY","S3","Alosa aestivalis"
"1165","RI","S1","Alosa aestivalis"
"1166","IUCN","VU - Vulnerable","Alosa aestivalis"
"1167","USA","N3N4","Alosa aestivalis"
"1168","CT","NNR","Squalus acanthias"
"1169","RI","NNR","Squalus acanthias"
"1170","IUCN","VU - Vulnerable","Squalus acanthias"
"1171","USA","NNR","Squalus acanthias"
"1172","CT","NNR","Leucoraja ocellata"
"1173","RI","NNR","Leucoraja ocellata"
"1174","IUCN","EN - Endangered","Leucoraja ocellata"
"1175","USA","NNR","Leucoraja ocellata"
"1176","IUCN","LC - Least concern","Carcharhinus isodon"
"1177","USA","NNR","Carcharhinus isodon"
"1178","IUCN","LC - Least concern","Centroscyllium fabricii"
"1179","USA","NNR","Centroscyllium fabricii"
"1180","CT","NNR","Leucoraja erinacea"
"1181","RI","NNR","Leucoraja erinacea"
"1182","IUCN","NT - Near threatened","Leucoraja erinacea"
"1183","USA","NNR","Leucoraja erinacea"
"1184","RI","NNR","Squatina dumeril"
"1185","IUCN","DD - Data deficient","Squatina dumeril"
"1186","USA","NNR","Squatina dumeril"
"1187","IUCN","VU - Vulnerable","Isurus paucus"
"1188","USA","NNR","Isurus paucus"
"1189","IUCN","VU - Vulnerable","Carcharhinus signatus"
"1190","USA","NNR","Carcharhinus signatus"
"1191","RI","NNR","Dipturus laevis"
"1192","IUCN","EN - Endangered","Dipturus laevis"
"1193","USA","NNR","Dipturus laevis"
"1194","IUCN","EN - Endangered","Sphyrna mokarran"
"1195","USA","NNR","Sphyrna mokarran"
"1196","RI","NNR","Sphyrna lewini"
"1197","IUCN","EN - Endangered","Sphyrna lewini"
"1198","USA","NNR","Sphyrna lewini"
"1199","IUCN","LC - Least concern","Rhizoprionodon terraenovae"
"1200","USA","NNR","Rhizoprionodon terraenovae"
"1201","IUCN","NT - Near threatened","Negaprion brevirostris"
"1202","USA","NNR","Negaprion brevirostris"
"1203","IUCN","NT - Near threatened","Galeocerdo cuvier"
"1204","USA","NNR","Galeocerdo cuvier"
"1205","IUCN","NT - Near threatened","Carcharhinus leucas"
"1206","USA","N5","Carcharhinus leucas"
"1207","IUCN","NT - Near threatened","Carcharhinus falciformis"
"1208","USA","NNR","Carcharhinus falciformis"
"1209","IUCN","VU - Vulnerable","Rhincodon typus"
"1210","USA","NNR","Rhincodon typus"
"1211","IUCN","VU - Vulnerable","Lamna nasus"
"1212","USA","NNR","Lamna nasus"
"1213","IUCN","NT - Near threatened","Dalatias licha"
"1214","USA","NNR","Dalatias licha"
"1215","IUCN","VU - Vulnerable","Cetorhinus maximus"
"1216","USA","NNR","Cetorhinus maximus"
"1217","IUCN","VU - Vulnerable","Carcharodon carcharias"
"1218","USA","NNR","Carcharodon carcharias"
"1219","CT","NNR","Carcharhinus plumbeus"
