"","Year","rgn_id","rgn_name","Employment","Sector"
"536",2008,8,"Massachusetts-South",1025,"Living Resources"
"537",2008,7,"Massachusetts-North",106,"Minerals"
"538",2008,8,"Massachusetts-South",57,"Minerals"
"539",2008,7,"Massachusetts-North",38.5,"Ship & Boat Building"
"540",2008,8,"Massachusetts-South",38.5,"Ship & Boat Building"
"541",2008,7,"Massachusetts-North",45331,"Tourism & Recreation"
"542",2008,8,"Massachusetts-South",15737,"Tourism & Recreation"
"543",2008,7,"Massachusetts-North",1920.5,"Transportation"
"544",2008,8,"Massachusetts-South",3187.5,"Transportation"
"545",2008,7,"Massachusetts-North",49842,"All Ocean Sectors"
"546",2008,8,"Massachusetts-South",20145,"All Ocean Sectors"
"547",2007,7,"Massachusetts-North",633,"Construction"
"548",2007,8,"Massachusetts-South",84,"Construction"
"549",2007,7,"Massachusetts-North",1695,"Living Resources"
"550",2007,8,"Massachusetts-South",2456,"Living Resources"
"551",2007,7,"Massachusetts-North",164.5,"Minerals"
"552",2007,8,"Massachusetts-South",99.5,"Minerals"
"553",2007,7,"Massachusetts-North",25.5,"Ship & Boat Building"
"554",2007,8,"Massachusetts-South",247.5,"Ship & Boat Building"
"555",2007,7,"Massachusetts-North",44790.5,"Tourism & Recreation"
"556",2007,8,"Massachusetts-South",15640.5,"Tourism & Recreation"
"557",2007,7,"Massachusetts-North",1997,"Transportation"
"558",2007,8,"Massachusetts-South",3021,"Transportation"
"559",2007,7,"Massachusetts-North",49305.5,"All Ocean Sectors"
"560",2007,8,"Massachusetts-South",21548.5,"All Ocean Sectors"
"561",2006,7,"Massachusetts-North",343.5,"Construction"
"562",2006,8,"Massachusetts-South",92.5,"Construction"
"563",2006,7,"Massachusetts-North",1486.5,"Living Resources"
"564",2006,8,"Massachusetts-South",1190.5,"Living Resources"
"565",2006,7,"Massachusetts-North",94,"Minerals"
"566",2006,8,"Massachusetts-South",NA,"Minerals"
"567",2006,7,"Massachusetts-North",24,"Ship & Boat Building"
"568",2006,8,"Massachusetts-South",233,"Ship & Boat Building"
"569",2006,7,"Massachusetts-North",41999,"Tourism & Recreation"
"570",2006,8,"Massachusetts-South",14147,"Tourism & Recreation"
"571",2006,7,"Massachusetts-North",2506,"Transportation"
"572",2006,8,"Massachusetts-South",2827,"Transportation"
"573",2006,7,"Massachusetts-North",46453,"All Ocean Sectors"
"574",2006,8,"Massachusetts-South",18490,"All Ocean Sectors"
"575",2005,7,"Massachusetts-North",579,"Construction"
"576",2005,8,"Massachusetts-South",104,"Construction"
"577",2005,7,"Massachusetts-North",1387.5,"Living Resources"
"578",2005,8,"Massachusetts-South",2199.5,"Living Resources"
"579",2005,7,"Massachusetts-North",106,"Minerals"
"580",2005,8,"Massachusetts-South",NA,"Minerals"
"581",2005,7,"Massachusetts-North",NA,"Ship & Boat Building"
"582",2005,8,"Massachusetts-South",191,"Ship & Boat Building"
"583",2005,7,"Massachusetts-North",43439.5,"Tourism & Recreation"
"584",2005,8,"Massachusetts-South",14275.5,"Tourism & Recreation"
"585",2005,7,"Massachusetts-North",1878.5,"Transportation"
"586",2005,8,"Massachusetts-South",1634.5,"Transportation"
"587",2005,7,"Massachusetts-North",47390.5,"All Ocean Sectors"
"588",2005,8,"Massachusetts-South",18404.5,"All Ocean Sectors"
