"","rgn_id","common","sciname","rgn_name","score","present","status_abb","Status","icun_score","av_score","id"
"272",8,"Roseate tern","sterna dougallii","Massachusetts-South",0.4,TRUE,"EN","Endangered",0.6,0.38,25
"273",9,"Roseate tern","sterna dougallii","New Hampshire",0,TRUE,"EX","Extinct",1,0.38,25
"274",10,"Roseate tern","sterna dougallii","New York",0.2,TRUE,"CR","Critically Endangered",0.8,0.38,25
"275",11,"Roseate tern","sterna dougallii","Rhode Island",0,TRUE,"EX","Extinct",1,0.38,25
"276",1,"Atlantic puffin","fratercula arctica","Offshore",0.2,TRUE,"CR","Critically Endangered",0.8,0.26,26
"277",2,"Atlantic puffin","fratercula arctica","Georges Bank",0.2,TRUE,"CR","Critically Endangered",0.8,0.26,26
"278",3,"Atlantic puffin","fratercula arctica","Gulf of Maine",0.2,TRUE,"CR","Critically Endangered",0.8,0.26,26
"279",4,"Atlantic puffin","fratercula arctica","Mid-Atlantic Bight",0.2,TRUE,"CR","Critically Endangered",0.8,0.26,26
"280",5,"Atlantic puffin","fratercula arctica","Connecticut",NA,FALSE,NA,NA,NA,0.26,26
"281",6,"Atlantic puffin","fratercula arctica","Maine",0.4,TRUE,"EN","Endangered",0.6,0.26,26
"282",7,"Atlantic puffin","fratercula arctica","Massachusetts-North",0.4,TRUE,"EN","Endangered",0.6,0.26,26
"283",8,"Atlantic puffin","fratercula arctica","Massachusetts-South",0.4,TRUE,"EN","Endangered",0.6,0.26,26
"284",9,"Atlantic puffin","fratercula arctica","New Hampshire",0.2,TRUE,"CR","Critically Endangered",0.8,0.26,26
"285",10,"Atlantic puffin","fratercula arctica","New York",0.2,TRUE,"CR","Critically Endangered",0.8,0.26,26
"286",11,"Atlantic puffin","fratercula arctica","Rhode Island",0.2,TRUE,"CR","Critically Endangered",0.8,0.26,26
"287",1,"North atlantic right whale","eubalaena glacialis","Offshore",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"288",2,"North atlantic right whale","eubalaena glacialis","Georges Bank",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"289",3,"North atlantic right whale","eubalaena glacialis","Gulf of Maine",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"290",4,"North atlantic right whale","eubalaena glacialis","Mid-Atlantic Bight",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"291",5,"North atlantic right whale","eubalaena glacialis","Connecticut",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"292",6,"North atlantic right whale","eubalaena glacialis","Maine",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"293",7,"North atlantic right whale","eubalaena glacialis","Massachusetts-North",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"294",8,"North atlantic right whale","eubalaena glacialis","Massachusetts-South",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"295",9,"North atlantic right whale","eubalaena glacialis","New Hampshire",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"296",10,"North atlantic right whale","eubalaena glacialis","New York",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"297",11,"North atlantic right whale","eubalaena glacialis","Rhode Island",0.2,TRUE,"CR","Critically Endangered",0.8,0.2,27
"298",1,"Atlantic salmon","Salmo salar","Offshore",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"299",2,"Atlantic salmon","Salmo salar","Georges Bank",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"300",3,"Atlantic salmon","Salmo salar","Gulf of Maine",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"301",4,"Atlantic salmon","Salmo salar","Mid-Atlantic Bight",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"302",5,"Atlantic salmon","Salmo salar","Connecticut",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"303",6,"Atlantic salmon","Salmo salar","Maine",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"304",7,"Atlantic salmon","Salmo salar","Massachusetts-North",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"305",8,"Atlantic salmon","Salmo salar","Massachusetts-South",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"306",9,"Atlantic salmon","Salmo salar","New Hampshire",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"307",10,"Atlantic salmon","Salmo salar","New York",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
"308",11,"Atlantic salmon","Salmo salar","Rhode Island",0.146999999880791,TRUE,NA,NA,NA,0.146999999880791,28
