FMP,stock,location,Jurisdiction,FSSI,year,rgn_id,source,stock_location,rgn_name
Northeast Skate Complex,barndoor skate,Georges Bank / Southern New England,NEFMC,3,2008,10,NMFS,barndoor skate Georges Bank / Southern New England,New York
Northeast Skate Complex,barndoor skate,Georges Bank / Southern New England,NEFMC,3,2008,11,NMFS,barndoor skate Georges Bank / Southern New England,Rhode Island
Northeast Skate Complex,barndoor skate,Georges Bank / Southern New England,NEFMC,3,2008,12,NMFS,barndoor skate Georges Bank / Southern New England,Northeast
Northeast Skate Complex,clearnose skate,Southern New England / Mid-Atlantic,NEFMC,4,2008,2,NMFS,clearnose skate Southern New England / Mid-Atlantic,Georges Bank
Northeast Skate Complex,clearnose skate,Southern New England / Mid-Atlantic,NEFMC,4,2008,4,NMFS,clearnose skate Southern New England / Mid-Atlantic,Mid-Atlantic Bight
Northeast Skate Complex,clearnose skate,Southern New England / Mid-Atlantic,NEFMC,4,2008,5,NMFS,clearnose skate Southern New England / Mid-Atlantic,Connecticut
Northeast Skate Complex,clearnose skate,Southern New England / Mid-Atlantic,NEFMC,4,2008,8,NMFS,clearnose skate Southern New England / Mid-Atlantic,Massachusetts-South
Northeast Skate Complex,clearnose skate,Southern New England / Mid-Atlantic,NEFMC,4,2008,10,NMFS,clearnose skate Southern New England / Mid-Atlantic,New York
Northeast Skate Complex,clearnose skate,Southern New England / Mid-Atlantic,NEFMC,4,2008,11,NMFS,clearnose skate Southern New England / Mid-Atlantic,Rhode Island
Northeast Skate Complex,clearnose skate,Southern New England / Mid-Atlantic,NEFMC,4,2008,12,NMFS,clearnose skate Southern New England / Mid-Atlantic,Northeast
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,1,NMFS,little skate Georges Bank / Southern New England,Offshore
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,2,NMFS,little skate Georges Bank / Southern New England,Georges Bank
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,3,NMFS,little skate Georges Bank / Southern New England,Gulf of Maine
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,4,NMFS,little skate Georges Bank / Southern New England,Mid-Atlantic Bight
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,5,NMFS,little skate Georges Bank / Southern New England,Connecticut
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,7,NMFS,little skate Georges Bank / Southern New England,Massachusetts-North
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,8,NMFS,little skate Georges Bank / Southern New England,Massachusetts-South
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,10,NMFS,little skate Georges Bank / Southern New England,New York
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,11,NMFS,little skate Georges Bank / Southern New England,Rhode Island
Northeast Skate Complex,little skate,Georges Bank / Southern New England,NEFMC,3,2008,12,NMFS,little skate Georges Bank / Southern New England,Northeast
Northeast Skate Complex,smooth skate,Gulf of Maine,NEFMC,2,2008,3,NMFS,smooth skate Gulf of Maine,Gulf of Maine
Northeast Skate Complex,smooth skate,Gulf of Maine,NEFMC,2,2008,4,NMFS,smooth skate Gulf of Maine,Mid-Atlantic Bight
Northeast Skate Complex,smooth skate,Gulf of Maine,NEFMC,2,2008,7,NMFS,smooth skate Gulf of Maine,Massachusetts-North
Northeast Skate Complex,smooth skate,Gulf of Maine,NEFMC,2,2008,10,NMFS,smooth skate Gulf of Maine,New York
Northeast Skate Complex,smooth skate,Gulf of Maine,NEFMC,2,2008,12,NMFS,smooth skate Gulf of Maine,Northeast
Northeast Skate Complex,thorny skate,Gulf of Maine,NEFMC,1,2008,2,NMFS,thorny skate Gulf of Maine,Georges Bank
Northeast Skate Complex,thorny skate,Gulf of Maine,NEFMC,1,2008,3,NMFS,thorny skate Gulf of Maine,Gulf of Maine
Northeast Skate Complex,thorny skate,Gulf of Maine,NEFMC,1,2008,6,NMFS,thorny skate Gulf of Maine,Maine
Northeast Skate Complex,thorny skate,Gulf of Maine,NEFMC,1,2008,7,NMFS,thorny skate Gulf of Maine,Massachusetts-North
Northeast Skate Complex,thorny skate,Gulf of Maine,NEFMC,1,2008,8,NMFS,thorny skate Gulf of Maine,Massachusetts-South
Northeast Skate Complex,thorny skate,Gulf of Maine,NEFMC,1,2008,9,NMFS,thorny skate Gulf of Maine,New Hampshire
Northeast Skate Complex,thorny skate,Gulf of Maine,NEFMC,1,2008,12,NMFS,thorny skate Gulf of Maine,Northeast
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,1,NMFS,winter skate Georges Bank / Southern New England,Offshore
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,2,NMFS,winter skate Georges Bank / Southern New England,Georges Bank
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,3,NMFS,winter skate Georges Bank / Southern New England,Gulf of Maine
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,4,NMFS,winter skate Georges Bank / Southern New England,Mid-Atlantic Bight
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,5,NMFS,winter skate Georges Bank / Southern New England,Connecticut
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,6,NMFS,winter skate Georges Bank / Southern New England,Maine
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,7,NMFS,winter skate Georges Bank / Southern New England,Massachusetts-North
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,8,NMFS,winter skate Georges Bank / Southern New England,Massachusetts-South
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,9,NMFS,winter skate Georges Bank / Southern New England,New Hampshire
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,10,NMFS,winter skate Georges Bank / Southern New England,New York
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,11,NMFS,winter skate Georges Bank / Southern New England,Rhode Island
Northeast Skate Complex,winter skate,Georges Bank / Southern New England,NEFMC,2,2008,12,NMFS,winter skate Georges Bank / Southern New England,Northeast
Monkfish,goosefish,Gulf of Maine / Northern Georges Bank,NEFMC / MAFMC,4,2008,2,NMFS,goosefish Gulf of Maine / Northern Georges Bank,Georges Bank
Monkfish,goosefish,Gulf of Maine / Northern Georges Bank,NEFMC / MAFMC,4,2008,3,NMFS,goosefish Gulf of Maine / Northern Georges Bank,Gulf of Maine
Monkfish,goosefish,Gulf of Maine / Northern Georges Bank,NEFMC / MAFMC,4,2008,6,NMFS,goosefish Gulf of Maine / Northern Georges Bank,Maine
Monkfish,goosefish,Gulf of Maine / Northern Georges Bank,NEFMC / MAFMC,4,2008,7,NMFS,goosefish Gulf of Maine / Northern Georges Bank,Massachusetts-North
Monkfish,goosefish,Gulf of Maine / Northern Georges Bank,NEFMC / MAFMC,4,2008,8,NMFS,goosefish Gulf of Maine / Northern Georges Bank,Massachusetts-South
Monkfish,goosefish,Gulf of Maine / Northern Georges Bank,NEFMC / MAFMC,4,2008,9,NMFS,goosefish Gulf of Maine / Northern Georges Bank,New Hampshire
Monkfish,goosefish,Gulf of Maine / Northern Georges Bank,NEFMC / MAFMC,4,2008,12,NMFS,goosefish Gulf of Maine / Northern Georges Bank,Northeast
Monkfish,goosefish,Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,4,2008,1,NMFS,goosefish Southern Georges Bank / Mid-Atlantic,Offshore
Monkfish,goosefish,Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,4,2008,2,NMFS,goosefish Southern Georges Bank / Mid-Atlantic,Georges Bank
Monkfish,goosefish,Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,4,2008,4,NMFS,goosefish Southern Georges Bank / Mid-Atlantic,Mid-Atlantic Bight
Monkfish,goosefish,Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,4,2008,5,NMFS,goosefish Southern Georges Bank / Mid-Atlantic,Connecticut
Monkfish,goosefish,Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,4,2008,8,NMFS,goosefish Southern Georges Bank / Mid-Atlantic,Massachusetts-South
Monkfish,goosefish,Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,4,2008,10,NMFS,goosefish Southern Georges Bank / Mid-Atlantic,New York
Monkfish,goosefish,Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,4,2008,11,NMFS,goosefish Southern Georges Bank / Mid-Atlantic,Rhode Island
Monkfish,goosefish,Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,4,2008,12,NMFS,goosefish Southern Georges Bank / Mid-Atlantic,Northeast
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,1,NMFS,spiny dogfish Atlantic Coast,Offshore
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,2,NMFS,spiny dogfish Atlantic Coast,Georges Bank
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,3,NMFS,spiny dogfish Atlantic Coast,Gulf of Maine
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,4,NMFS,spiny dogfish Atlantic Coast,Mid-Atlantic Bight
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,5,NMFS,spiny dogfish Atlantic Coast,Connecticut
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,6,NMFS,spiny dogfish Atlantic Coast,Maine
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,7,NMFS,spiny dogfish Atlantic Coast,Massachusetts-North
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,8,NMFS,spiny dogfish Atlantic Coast,Massachusetts-South
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,9,NMFS,spiny dogfish Atlantic Coast,New Hampshire
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,10,NMFS,spiny dogfish Atlantic Coast,New York
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,11,NMFS,spiny dogfish Atlantic Coast,Rhode Island
Spiny Dogfish,spiny dogfish,Atlantic Coast,NEFMC / MAFMC,3,2008,12,NMFS,spiny dogfish Atlantic Coast,Northeast
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,1,NMFS,atlantic herring Northwestern Atlantic Coast,Offshore
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,2,NMFS,atlantic herring Northwestern Atlantic Coast,Georges Bank
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,3,NMFS,atlantic herring Northwestern Atlantic Coast,Gulf of Maine
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,4,NMFS,atlantic herring Northwestern Atlantic Coast,Mid-Atlantic Bight
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,5,NMFS,atlantic herring Northwestern Atlantic Coast,Connecticut
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,6,NMFS,atlantic herring Northwestern Atlantic Coast,Maine
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,7,NMFS,atlantic herring Northwestern Atlantic Coast,Massachusetts-North
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,8,NMFS,atlantic herring Northwestern Atlantic Coast,Massachusetts-South
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,9,NMFS,atlantic herring Northwestern Atlantic Coast,New Hampshire
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,10,NMFS,atlantic herring Northwestern Atlantic Coast,New York
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,11,NMFS,atlantic herring Northwestern Atlantic Coast,Rhode Island
Atlantic Herring,atlantic herring,Northwestern Atlantic Coast,NEFMC,4,2009,12,NMFS,atlantic herring Northwestern Atlantic Coast,Northeast
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,1,NMFS,sea scallop Northwestern Atlantic Coast,Offshore
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,2,NMFS,sea scallop Northwestern Atlantic Coast,Georges Bank
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,3,NMFS,sea scallop Northwestern Atlantic Coast,Gulf of Maine
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,4,NMFS,sea scallop Northwestern Atlantic Coast,Mid-Atlantic Bight
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,5,NMFS,sea scallop Northwestern Atlantic Coast,Connecticut
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,6,NMFS,sea scallop Northwestern Atlantic Coast,Maine
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,7,NMFS,sea scallop Northwestern Atlantic Coast,Massachusetts-North
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,8,NMFS,sea scallop Northwestern Atlantic Coast,Massachusetts-South
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,9,NMFS,sea scallop Northwestern Atlantic Coast,New Hampshire
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,10,NMFS,sea scallop Northwestern Atlantic Coast,New York
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,11,NMFS,sea scallop Northwestern Atlantic Coast,Rhode Island
Atlantic Sea Scallop,sea scallop,Northwestern Atlantic Coast,NEFMC,4,2009,12,NMFS,sea scallop Northwestern Atlantic Coast,Northeast
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,1,NMFS,red deepsea crab Northwestern Atlantic,Offshore
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,2,NMFS,red deepsea crab Northwestern Atlantic,Georges Bank
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,3,NMFS,red deepsea crab Northwestern Atlantic,Gulf of Maine
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,4,NMFS,red deepsea crab Northwestern Atlantic,Mid-Atlantic Bight
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,6,NMFS,red deepsea crab Northwestern Atlantic,Maine
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,7,NMFS,red deepsea crab Northwestern Atlantic,Massachusetts-North
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,8,NMFS,red deepsea crab Northwestern Atlantic,Massachusetts-South
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,9,NMFS,red deepsea crab Northwestern Atlantic,New Hampshire
Deep-Sea Red Crab,red deepsea crab,Northwestern Atlantic,NEFMC,1.5,2009,12,NMFS,red deepsea crab Northwestern Atlantic,Northeast
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,1,NMFS,acadian redfish Gulf of Maine / Georges Bank,Offshore
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,2,NMFS,acadian redfish Gulf of Maine / Georges Bank,Georges Bank
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,3,NMFS,acadian redfish Gulf of Maine / Georges Bank,Gulf of Maine
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,4,NMFS,acadian redfish Gulf of Maine / Georges Bank,Mid-Atlantic Bight
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,5,NMFS,acadian redfish Gulf of Maine / Georges Bank,Connecticut
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,6,NMFS,acadian redfish Gulf of Maine / Georges Bank,Maine
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,7,NMFS,acadian redfish Gulf of Maine / Georges Bank,Massachusetts-North
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,8,NMFS,acadian redfish Gulf of Maine / Georges Bank,Massachusetts-South
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,9,NMFS,acadian redfish Gulf of Maine / Georges Bank,New Hampshire
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,10,NMFS,acadian redfish Gulf of Maine / Georges Bank,New York
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,11,NMFS,acadian redfish Gulf of Maine / Georges Bank,Rhode Island
Northeast Multispecies,acadian redfish,Gulf of Maine / Georges Bank,NEFMC,3,2009,12,NMFS,acadian redfish Gulf of Maine / Georges Bank,Northeast
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,1,NMFS,american plaice Gulf of Maine / Georges Bank,Offshore
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,2,NMFS,american plaice Gulf of Maine / Georges Bank,Georges Bank
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,3,NMFS,american plaice Gulf of Maine / Georges Bank,Gulf of Maine
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,4,NMFS,american plaice Gulf of Maine / Georges Bank,Mid-Atlantic Bight
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,5,NMFS,american plaice Gulf of Maine / Georges Bank,Connecticut
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,6,NMFS,american plaice Gulf of Maine / Georges Bank,Maine
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,7,NMFS,american plaice Gulf of Maine / Georges Bank,Massachusetts-North
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,8,NMFS,american plaice Gulf of Maine / Georges Bank,Massachusetts-South
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,9,NMFS,american plaice Gulf of Maine / Georges Bank,New Hampshire
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,10,NMFS,american plaice Gulf of Maine / Georges Bank,New York
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,11,NMFS,american plaice Gulf of Maine / Georges Bank,Rhode Island
Northeast Multispecies,american plaice,Gulf of Maine / Georges Bank,NEFMC,2,2009,12,NMFS,american plaice Gulf of Maine / Georges Bank,Northeast
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,1,NMFS,atlantic cod Georges Bank,Offshore
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,2,NMFS,atlantic cod Georges Bank,Georges Bank
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,3,NMFS,atlantic cod Georges Bank,Gulf of Maine
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,4,NMFS,atlantic cod Georges Bank,Mid-Atlantic Bight
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,5,NMFS,atlantic cod Georges Bank,Connecticut
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,7,NMFS,atlantic cod Georges Bank,Massachusetts-North
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,8,NMFS,atlantic cod Georges Bank,Massachusetts-South
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,10,NMFS,atlantic cod Georges Bank,New York
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,11,NMFS,atlantic cod Georges Bank,Rhode Island
Northeast Multispecies,atlantic cod,Georges Bank,NEFMC,1,2009,12,NMFS,atlantic cod Georges Bank,Northeast
Northeast Multispecies,atlantic cod,Gulf of Maine,NEFMC,1,2009,3,NMFS,atlantic cod Gulf of Maine,Gulf of Maine
Northeast Multispecies,atlantic cod,Gulf of Maine,NEFMC,1,2009,6,NMFS,atlantic cod Gulf of Maine,Maine
Northeast Multispecies,atlantic cod,Gulf of Maine,NEFMC,1,2009,7,NMFS,atlantic cod Gulf of Maine,Massachusetts-North
Northeast Multispecies,atlantic cod,Gulf of Maine,NEFMC,1,2009,9,NMFS,atlantic cod Gulf of Maine,New Hampshire
Northeast Multispecies,atlantic cod,Gulf of Maine,NEFMC,1,2009,12,NMFS,atlantic cod Gulf of Maine,Northeast
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,1,NMFS,atlantic halibut Northwestern Atlantic Coast,Offshore
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,2,NMFS,atlantic halibut Northwestern Atlantic Coast,Georges Bank
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,3,NMFS,atlantic halibut Northwestern Atlantic Coast,Gulf of Maine
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,4,NMFS,atlantic halibut Northwestern Atlantic Coast,Mid-Atlantic Bight
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,5,NMFS,atlantic halibut Northwestern Atlantic Coast,Connecticut
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,6,NMFS,atlantic halibut Northwestern Atlantic Coast,Maine
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,7,NMFS,atlantic halibut Northwestern Atlantic Coast,Massachusetts-North
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,8,NMFS,atlantic halibut Northwestern Atlantic Coast,Massachusetts-South
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,9,NMFS,atlantic halibut Northwestern Atlantic Coast,New Hampshire
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,10,NMFS,atlantic halibut Northwestern Atlantic Coast,New York
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,11,NMFS,atlantic halibut Northwestern Atlantic Coast,Rhode Island
Northeast Multispecies,atlantic halibut,Northwestern Atlantic Coast,NEFMC,0.5,2009,12,NMFS,atlantic halibut Northwestern Atlantic Coast,Northeast
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,1,NMFS,haddock Georges Bank,Offshore
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,2,NMFS,haddock Georges Bank,Georges Bank
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,3,NMFS,haddock Georges Bank,Gulf of Maine
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,4,NMFS,haddock Georges Bank,Mid-Atlantic Bight
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,7,NMFS,haddock Georges Bank,Massachusetts-North
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,8,NMFS,haddock Georges Bank,Massachusetts-South
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,10,NMFS,haddock Georges Bank,New York
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,11,NMFS,haddock Georges Bank,Rhode Island
Northeast Multispecies,haddock,Georges Bank,NEFMC,2,2009,12,NMFS,haddock Georges Bank,Northeast
Northeast Multispecies,haddock,Gulf of Maine,NEFMC,2,2009,3,NMFS,haddock Gulf of Maine,Gulf of Maine
Northeast Multispecies,haddock,Gulf of Maine,NEFMC,2,2009,6,NMFS,haddock Gulf of Maine,Maine
Northeast Multispecies,haddock,Gulf of Maine,NEFMC,2,2009,7,NMFS,haddock Gulf of Maine,Massachusetts-North
Northeast Multispecies,haddock,Gulf of Maine,NEFMC,2,2009,9,NMFS,haddock Gulf of Maine,New Hampshire
Northeast Multispecies,haddock,Gulf of Maine,NEFMC,2,2009,12,NMFS,haddock Gulf of Maine,Northeast
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,1,NMFS,ocean pout Northwestern Atlantic Coast,Offshore
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,2,NMFS,ocean pout Northwestern Atlantic Coast,Georges Bank
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,3,NMFS,ocean pout Northwestern Atlantic Coast,Gulf of Maine
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,4,NMFS,ocean pout Northwestern Atlantic Coast,Mid-Atlantic Bight
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,5,NMFS,ocean pout Northwestern Atlantic Coast,Connecticut
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,6,NMFS,ocean pout Northwestern Atlantic Coast,Maine
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,7,NMFS,ocean pout Northwestern Atlantic Coast,Massachusetts-North
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,8,NMFS,ocean pout Northwestern Atlantic Coast,Massachusetts-South
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,9,NMFS,ocean pout Northwestern Atlantic Coast,New Hampshire
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,10,NMFS,ocean pout Northwestern Atlantic Coast,New York
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,11,NMFS,ocean pout Northwestern Atlantic Coast,Rhode Island
Northeast Multispecies,ocean pout,Northwestern Atlantic Coast,NEFMC,2,2009,12,NMFS,ocean pout Northwestern Atlantic Coast,Northeast
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,1,NMFS,pollock Gulf of Maine / Georges Bank,Offshore
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,2,NMFS,pollock Gulf of Maine / Georges Bank,Georges Bank
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,3,NMFS,pollock Gulf of Maine / Georges Bank,Gulf of Maine
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,4,NMFS,pollock Gulf of Maine / Georges Bank,Mid-Atlantic Bight
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,5,NMFS,pollock Gulf of Maine / Georges Bank,Connecticut
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,6,NMFS,pollock Gulf of Maine / Georges Bank,Maine
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,7,NMFS,pollock Gulf of Maine / Georges Bank,Massachusetts-North
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,8,NMFS,pollock Gulf of Maine / Georges Bank,Massachusetts-South
Northeast Multispecies,pollock,Gulf of Maine / Georges Bank,NEFMC,3,2009,9,NMFS,pollock Gulf of Maine / Georges Bank,New Hampshire
