Common Name,Scientific,Region
Horned lantern fish,Centrophryne spinulosa,Mid-Atlantic Bight
Horned lantern fish,Centrophryne spinulosa,Connecticut
Horned lantern fish,Centrophryne spinulosa,Maine
Horned lantern fish,Centrophryne spinulosa,Massachusetts-North
Horned lantern fish,Centrophryne spinulosa,Massachusetts-South
Horned lantern fish,Centrophryne spinulosa,New Hampshire
Horned lantern fish,Centrophryne spinulosa,New York
Horned lantern fish,Centrophryne spinulosa,Rhode Island
Horned lantern fish,Centrophryne spinulosa,NA
Horned lanternfish,Diaphus splendidus,Offshore
Horned lanternfish,Diaphus splendidus,Georges Bank
Horned lanternfish,Diaphus splendidus,Gulf of Maine
Horned lanternfish,Diaphus splendidus,Mid-Atlantic Bight
Horned lanternfish,Diaphus splendidus,Connecticut
Horned lanternfish,Diaphus splendidus,Maine
Horned lanternfish,Diaphus splendidus,Massachusetts-North
Horned lanternfish,Diaphus splendidus,Massachusetts-South
Horned lanternfish,Diaphus splendidus,New Hampshire
Horned lanternfish,Diaphus splendidus,New York
Horned lanternfish,Diaphus splendidus,Rhode Island
Horned lanternfish,Diaphus splendidus,NA
Horned lark,Eremophila alpestris,Offshore
Horned lark,Eremophila alpestris,Georges Bank
Horned lark,Eremophila alpestris,Gulf of Maine
Horned lark,Eremophila alpestris,Mid-Atlantic Bight
Horned lark,Eremophila alpestris,Connecticut
Horned lark,Eremophila alpestris,Maine
Horned lark,Eremophila alpestris,Massachusetts-North
Horned lark,Eremophila alpestris,Massachusetts-South
Horned lark,Eremophila alpestris,New Hampshire
Horned lark,Eremophila alpestris,New York
Horned lark,Eremophila alpestris,Rhode Island
Horned lark,Eremophila alpestris,NA
Horse mackerel,Trachurus lathami,Offshore
Horse mackerel,Trachurus lathami,Georges Bank
Horse mackerel,Trachurus lathami,Gulf of Maine
Horse mackerel,Trachurus lathami,Mid-Atlantic Bight
Horse mackerel,Trachurus lathami,Connecticut
Horse mackerel,Trachurus lathami,Maine
Horse mackerel,Trachurus lathami,Massachusetts-North
Horse mackerel,Trachurus lathami,Massachusetts-South
Horse mackerel,Trachurus lathami,New Hampshire
Horse mackerel,Trachurus lathami,New York
Horse mackerel,Trachurus lathami,Rhode Island
Horse mackerel,Trachurus lathami,NA
Horse-eye jack,Caranx latus,Offshore
Horse-eye jack,Caranx latus,Georges Bank
Horse-eye jack,Caranx latus,Gulf of Maine
Horse-eye jack,Caranx latus,Mid-Atlantic Bight
Horse-eye jack,Caranx latus,Connecticut
Horse-eye jack,Caranx latus,Maine
Horse-eye jack,Caranx latus,Massachusetts-North
Horse-eye jack,Caranx latus,Massachusetts-South
Horse-eye jack,Caranx latus,New Hampshire
Horse-eye jack,Caranx latus,New York
Horse-eye jack,Caranx latus,Rhode Island
Horse-eye jack,Caranx latus,NA
Horseshoe crab,Limulus polyphemus,Offshore
Horseshoe crab,Limulus polyphemus,Georges Bank
Horseshoe crab,Limulus polyphemus,Gulf of Maine
Horseshoe crab,Limulus polyphemus,Mid-Atlantic Bight
Horseshoe crab,Limulus polyphemus,Connecticut
Horseshoe crab,Limulus polyphemus,Maine
Horseshoe crab,Limulus polyphemus,Massachusetts-North
Horseshoe crab,Limulus polyphemus,Massachusetts-South
Horseshoe crab,Limulus polyphemus,New Hampshire
Horseshoe crab,Limulus polyphemus,New York
Horseshoe crab,Limulus polyphemus,Rhode Island
Horseshoe crab,Limulus polyphemus,NA
Hudsonian godwit,Limosa haemastica,Offshore
Hudsonian godwit,Limosa haemastica,Georges Bank
Hudsonian godwit,Limosa haemastica,Gulf of Maine
Hudsonian godwit,Limosa haemastica,Mid-Atlantic Bight
Hudsonian godwit,Limosa haemastica,Connecticut
Hudsonian godwit,Limosa haemastica,Maine
Hudsonian godwit,Limosa haemastica,Massachusetts-North
Hudsonian godwit,Limosa haemastica,Massachusetts-South
Hudsonian godwit,Limosa haemastica,New Hampshire
Hudsonian godwit,Limosa haemastica,New York
Hudsonian godwit,Limosa haemastica,Rhode Island
Hudsonian godwit,Limosa haemastica,NA
Humpback anglerfish,Melanocetus johnsonii,Offshore
Humpback anglerfish,Melanocetus johnsonii,Georges Bank
Humpback anglerfish,Melanocetus johnsonii,Gulf of Maine
Humpback anglerfish,Melanocetus johnsonii,Mid-Atlantic Bight
Humpback anglerfish,Melanocetus johnsonii,Connecticut
Humpback anglerfish,Melanocetus johnsonii,Maine
Humpback anglerfish,Melanocetus johnsonii,Massachusetts-North
Humpback anglerfish,Melanocetus johnsonii,Massachusetts-South
Humpback anglerfish,Melanocetus johnsonii,New Hampshire
Humpback anglerfish,Melanocetus johnsonii,New York
Humpback anglerfish,Melanocetus johnsonii,Rhode Island
Humpback anglerfish,Melanocetus johnsonii,NA
Humpback whale,Megaptera novaeangliae,Offshore
Humpback whale,Megaptera novaeangliae,Georges Bank
Humpback whale,Megaptera novaeangliae,Gulf of Maine
Humpback whale,Megaptera novaeangliae,Mid-Atlantic Bight
Humpback whale,Megaptera novaeangliae,Connecticut
Humpback whale,Megaptera novaeangliae,Maine
Humpback whale,Megaptera novaeangliae,Massachusetts-North
Humpback whale,Megaptera novaeangliae,Massachusetts-South
Humpback whale,Megaptera novaeangliae,New Hampshire
Humpback whale,Megaptera novaeangliae,New York
Humpback whale,Megaptera novaeangliae,Rhode Island
Humpback whale,Megaptera novaeangliae,NA
Iceland gull,Larus glaucoides,Offshore
Iceland gull,Larus glaucoides,Georges Bank
Iceland gull,Larus glaucoides,Gulf of Maine
Iceland gull,Larus glaucoides,Mid-Atlantic Bight
Iceland gull,Larus glaucoides,Connecticut
Iceland gull,Larus glaucoides,Maine
Iceland gull,Larus glaucoides,Massachusetts-North
Iceland gull,Larus glaucoides,Massachusetts-South
Iceland gull,Larus glaucoides,New Hampshire
Iceland gull,Larus glaucoides,New York
Iceland gull,Larus glaucoides,Rhode Island
Iceland gull,Larus glaucoides,NA
Icelandic catshark,Apristurus laurussonii,Offshore
Icelandic catshark,Apristurus laurussonii,Georges Bank
Icelandic catshark,Apristurus laurussonii,Gulf of Maine
Icelandic catshark,Apristurus laurussonii,Mid-Atlantic Bight
Icelandic catshark,Apristurus laurussonii,Connecticut
Icelandic catshark,Apristurus laurussonii,Maine
Icelandic catshark,Apristurus laurussonii,Massachusetts-North
Icelandic catshark,Apristurus laurussonii,Massachusetts-South
Icelandic catshark,Apristurus laurussonii,New Hampshire
Icelandic catshark,Apristurus laurussonii,New York
Icelandic catshark,Apristurus laurussonii,Rhode Island
Icelandic catshark,Apristurus laurussonii,NA
Inshore lizardfish,Synodus foetens,Offshore
Inshore lizardfish,Synodus foetens,Georges Bank
Inshore lizardfish,Synodus foetens,Gulf of Maine
Inshore lizardfish,Synodus foetens,Mid-Atlantic Bight
Inshore lizardfish,Synodus foetens,Connecticut
Inshore lizardfish,Synodus foetens,Maine
Inshore lizardfish,Synodus foetens,Massachusetts-North
Inshore lizardfish,Synodus foetens,Massachusetts-South
Inshore lizardfish,Synodus foetens,New Hampshire
Inshore lizardfish,Synodus foetens,New York
Inshore lizardfish,Synodus foetens,Rhode Island
Inshore lizardfish,Synodus foetens,NA
Jensen's skate,Amblyraja jenseni,Offshore
Jensen's skate,Amblyraja jenseni,Georges Bank
Jensen's skate,Amblyraja jenseni,Gulf of Maine
Jensen's skate,Amblyraja jenseni,Mid-Atlantic Bight
Jensen's skate,Amblyraja jenseni,Connecticut
Jensen's skate,Amblyraja jenseni,Maine
Jensen's skate,Amblyraja jenseni,Massachusetts-North
Jensen's skate,Amblyraja jenseni,Massachusetts-South
Jensen's skate,Amblyraja jenseni,New Hampshire
Jensen's skate,Amblyraja jenseni,New York
Jensen's skate,Amblyraja jenseni,Rhode Island
Jensen's skate,Amblyraja jenseni,NA
Jewel lanternfish,Lampanyctus crocodilus,Offshore
Jewel lanternfish,Lampanyctus crocodilus,Georges Bank
Jewel lanternfish,Lampanyctus crocodilus,Gulf of Maine
Jewel lanternfish,Lampanyctus crocodilus,Mid-Atlantic Bight
Jewel lanternfish,Lampanyctus crocodilus,Connecticut
Jewel lanternfish,Lampanyctus crocodilus,Maine
Jewel lanternfish,Lampanyctus crocodilus,Massachusetts-North
Jewel lanternfish,Lampanyctus crocodilus,Massachusetts-South
Jewel lanternfish,Lampanyctus crocodilus,New Hampshire
Jewel lanternfish,Lampanyctus crocodilus,New York
Jewel lanternfish,Lampanyctus crocodilus,Rhode Island
Jewel lanternfish,Lampanyctus crocodilus,NA
Jolthead porgy,Calamus bajonado,Offshore
Jolthead porgy,Calamus bajonado,Georges Bank
Jolthead porgy,Calamus bajonado,Gulf of Maine
Jolthead porgy,Calamus bajonado,Mid-Atlantic Bight
Jolthead porgy,Calamus bajonado,Connecticut
Jolthead porgy,Calamus bajonado,Maine
Jolthead porgy,Calamus bajonado,Massachusetts-North
Jolthead porgy,Calamus bajonado,Massachusetts-South
Jolthead porgy,Calamus bajonado,New Hampshire
Jolthead porgy,Calamus bajonado,New York
Jolthead porgy,Calamus bajonado,Rhode Island
Jolthead porgy,Calamus bajonado,NA
Jonah crab,Cancer borealis,Offshore
Jonah crab,Cancer borealis,Georges Bank
Jonah crab,Cancer borealis,Gulf of Maine
Jonah crab,Cancer borealis,Mid-Atlantic Bight
Jonah crab,Cancer borealis,Connecticut
Jonah crab,Cancer borealis,Maine
Jonah crab,Cancer borealis,Massachusetts-North
Jonah crab,Cancer borealis,Massachusetts-South
Jonah crab,Cancer borealis,New Hampshire
Jonah crab,Cancer borealis,New York
Jonah crab,Cancer borealis,Rhode Island
Jonah crab,Cancer borealis,NA
Killdeer,Charadrius vociferus,Offshore
Killdeer,Charadrius vociferus,Georges Bank
Killdeer,Charadrius vociferus,Gulf of Maine
Killdeer,Charadrius vociferus,Mid-Atlantic Bight
Killdeer,Charadrius vociferus,Connecticut
Killdeer,Charadrius vociferus,Maine
Killdeer,Charadrius vociferus,Massachusetts-North
Killdeer,Charadrius vociferus,Massachusetts-South
Killdeer,Charadrius vociferus,New Hampshire
Killdeer,Charadrius vociferus,New York
Killdeer,Charadrius vociferus,Rhode Island
Killdeer,Charadrius vociferus,NA
Killer whale,Orcinus orca,Offshore
Killer whale,Orcinus orca,Georges Bank
Killer whale,Orcinus orca,Gulf of Maine
Killer whale,Orcinus orca,Mid-Atlantic Bight
Killer whale,Orcinus orca,Connecticut
Killer whale,Orcinus orca,Maine
Killer whale,Orcinus orca,Massachusetts-North
Killer whale,Orcinus orca,Massachusetts-South
Killer whale,Orcinus orca,New Hampshire
Killer whale,Orcinus orca,New York
Killer whale,Orcinus orca,Rhode Island
Killer whale,Orcinus orca,NA
King eider,Somateria spectabilis,Offshore
King eider,Somateria spectabilis,Georges Bank
King eider,Somateria spectabilis,Gulf of Maine
King eider,Somateria spectabilis,Mid-Atlantic Bight
King eider,Somateria spectabilis,Connecticut
King eider,Somateria spectabilis,Maine
King eider,Somateria spectabilis,Massachusetts-North
King eider,Somateria spectabilis,Massachusetts-South
King eider,Somateria spectabilis,New Hampshire
King eider,Somateria spectabilis,New York
King eider,Somateria spectabilis,Rhode Island
King eider,Somateria spectabilis,NA
King mackerel,Scomberomorus cavalla,Offshore
King mackerel,Scomberomorus cavalla,Georges Bank
King mackerel,Scomberomorus cavalla,Gulf of Maine
King mackerel,Scomberomorus cavalla,Mid-Atlantic Bight
King mackerel,Scomberomorus cavalla,Connecticut
King mackerel,Scomberomorus cavalla,Maine
King mackerel,Scomberomorus cavalla,Massachusetts-North
King mackerel,Scomberomorus cavalla,Massachusetts-South
King mackerel,Scomberomorus cavalla,New Hampshire
King mackerel,Scomberomorus cavalla,New York
King mackerel,Scomberomorus cavalla,Rhode Island
King mackerel,Scomberomorus cavalla,NA
Kitefin shark,Dalatias licha,Offshore
Kitefin shark,Dalatias licha,Georges Bank
Kitefin shark,Dalatias licha,Gulf of Maine
Kitefin shark,Dalatias licha,Mid-Atlantic Bight
Kitefin shark,Dalatias licha,Connecticut
Kitefin shark,Dalatias licha,Maine
Kitefin shark,Dalatias licha,Massachusetts-North
Kitefin shark,Dalatias licha,Massachusetts-South
Kitefin shark,Dalatias licha,New Hampshire
Kitefin shark,Dalatias licha,New York
Kitefin shark,Dalatias licha,Rhode Island
Kitefin shark,Dalatias licha,NA
Koefoed's smooth-head,Bathytroctes macrolepis,Offshore
Koefoed's smooth-head,Bathytroctes macrolepis,Georges Bank
Koefoed's smooth-head,Bathytroctes macrolepis,Gulf of Maine
Koefoed's smooth-head,Bathytroctes macrolepis,Mid-Atlantic Bight
Koefoed's smooth-head,Bathytroctes macrolepis,Connecticut
Koefoed's smooth-head,Bathytroctes macrolepis,Maine
Koefoed's smooth-head,Bathytroctes macrolepis,Massachusetts-North
Koefoed's smooth-head,Bathytroctes macrolepis,Massachusetts-South
Koefoed's smooth-head,Bathytroctes macrolepis,New Hampshire
Koefoed's smooth-head,Bathytroctes macrolepis,New York
Koefoed's smooth-head,Bathytroctes macrolepis,Rhode Island
Koefoed's smooth-head,Bathytroctes macrolepis,NA
Labrador duck,Camptorhynchus labradorius,Offshore
Labrador duck,Camptorhynchus labradorius,Georges Bank
Labrador duck,Camptorhynchus labradorius,Gulf of Maine
Labrador duck,Camptorhynchus labradorius,Mid-Atlantic Bight
Labrador duck,Camptorhynchus labradorius,Connecticut
Labrador duck,Camptorhynchus labradorius,Maine
Labrador duck,Camptorhynchus labradorius,Massachusetts-North
Labrador duck,Camptorhynchus labradorius,Massachusetts-South
Labrador duck,Camptorhynchus labradorius,New Hampshire
Labrador duck,Camptorhynchus labradorius,New York
Labrador duck,Camptorhynchus labradorius,Rhode Island
Labrador duck,Camptorhynchus labradorius,NA
Lantern fish,Diaphus dumerilii,Offshore
Lantern fish,Diaphus dumerilii,Georges Bank
Lantern fish,Diaphus dumerilii,Gulf of Maine
Lantern fish,Diaphus dumerilii,Mid-Atlantic Bight
Lantern fish,Diaphus dumerilii,Connecticut
Lantern fish,Diaphus dumerilii,Maine
Lantern fish,Diaphus dumerilii,Massachusetts-North
Lantern fish,Diaphus dumerilii,Massachusetts-South
Lantern fish,Diaphus dumerilii,New Hampshire
Lantern fish,Diaphus dumerilii,New York
Lantern fish,Diaphus dumerilii,Rhode Island
Lantern fish,Diaphus dumerilii,NA
Lanternfish,Bolinichthys indicus,Offshore
Lanternfish,Bolinichthys indicus,Georges Bank
Lanternfish,Bolinichthys indicus,Gulf of Maine
Lanternfish,Bolinichthys indicus,Mid-Atlantic Bight
Lanternfish,Bolinichthys indicus,Connecticut
Lanternfish,Bolinichthys indicus,Maine
Lanternfish,Bolinichthys indicus,Massachusetts-North
Lanternfish,Bolinichthys indicus,Massachusetts-South
Lanternfish,Bolinichthys indicus,New Hampshire
Lanternfish,Bolinichthys indicus,New York
Lanternfish,Bolinichthys indicus,Rhode Island
Lanternfish,Bolinichthys indicus,NA
Lanternfish,Nannobrachium lineatum,Offshore
Lanternfish,Nannobrachium lineatum,Georges Bank
Lanternfish,Nannobrachium lineatum,Gulf of Maine
Lanternfish,Nannobrachium lineatum,Mid-Atlantic Bight
Lanternfish,Nannobrachium lineatum,Connecticut
Lanternfish,Nannobrachium lineatum,Maine
Lanternfish,Nannobrachium lineatum,Massachusetts-North
Lanternfish,Nannobrachium lineatum,Massachusetts-South
Lanternfish,Nannobrachium lineatum,New Hampshire
Lanternfish,Nannobrachium lineatum,New York
Lanternfish,Nannobrachium lineatum,Rhode Island
Lanternfish,Nannobrachium lineatum,NA
Lanternfish,Notoscopelus bolini,Offshore
Lanternfish,Notoscopelus bolini,Georges Bank
Lanternfish,Notoscopelus bolini,Gulf of Maine
Lanternfish,Notoscopelus bolini,Mid-Atlantic Bight
Lanternfish,Notoscopelus bolini,Connecticut
Lanternfish,Notoscopelus bolini,Maine
Lanternfish,Notoscopelus bolini,Massachusetts-North
Lanternfish,Notoscopelus bolini,Massachusetts-South
Lanternfish,Notoscopelus bolini,New Hampshire
Lanternfish,Notoscopelus bolini,New York
Lanternfish,Notoscopelus bolini,Rhode Island
Lanternfish,Notoscopelus bolini,NA
Lapland longspur,Calcarius lapponicus,Offshore
Lapland longspur,Calcarius lapponicus,Georges Bank
Lapland longspur,Calcarius lapponicus,Gulf of Maine
Lapland longspur,Calcarius lapponicus,Mid-Atlantic Bight
Lapland longspur,Calcarius lapponicus,Connecticut
Lapland longspur,Calcarius lapponicus,Maine
Lapland longspur,Calcarius lapponicus,Massachusetts-North
Lapland longspur,Calcarius lapponicus,Massachusetts-South
Lapland longspur,Calcarius lapponicus,New Hampshire
Lapland longspur,Calcarius lapponicus,New York
Lapland longspur,Calcarius lapponicus,Rhode Island
Lapland longspur,Calcarius lapponicus,NA
Large-finned lanternfish,Hygophum macrochir,Offshore
Large-finned lanternfish,Hygophum macrochir,Georges Bank
Large-finned lanternfish,Hygophum macrochir,Gulf of Maine
Large-finned lanternfish,Hygophum macrochir,Mid-Atlantic Bight
Large-finned lanternfish,Hygophum macrochir,Connecticut
Large-finned lanternfish,Hygophum macrochir,Maine
Large-finned lanternfish,Hygophum macrochir,Massachusetts-North
Large-finned lanternfish,Hygophum macrochir,Massachusetts-South
Large-finned lanternfish,Hygophum macrochir,New Hampshire
Large-finned lanternfish,Hygophum macrochir,New York
Large-finned lanternfish,Hygophum macrochir,Rhode Island
Large-finned lanternfish,Hygophum macrochir,NA
Large-scale lantern fish,Symbolophorus veranyi,Offshore
Large-scale lantern fish,Symbolophorus veranyi,Georges Bank
Large-scale lantern fish,Symbolophorus veranyi,Gulf of Maine
Large-scale lantern fish,Symbolophorus veranyi,Mid-Atlantic Bight
Large-scale lantern fish,Symbolophorus veranyi,Connecticut
Large-scale lantern fish,Symbolophorus veranyi,Maine
Large-scale lantern fish,Symbolophorus veranyi,Massachusetts-North
Large-scale lantern fish,Symbolophorus veranyi,Massachusetts-South
Large-scale lantern fish,Symbolophorus veranyi,New Hampshire
Large-scale lantern fish,Symbolophorus veranyi,New York
Large-scale lantern fish,Symbolophorus veranyi,Rhode Island
Large-scale lantern fish,Symbolophorus veranyi,NA
Laughing gull,Leucophaeus atricilla,Offshore
Laughing gull,Leucophaeus atricilla,Georges Bank
Laughing gull,Leucophaeus atricilla,Gulf of Maine
Laughing gull,Leucophaeus atricilla,Mid-Atlantic Bight
Laughing gull,Leucophaeus atricilla,Connecticut
Laughing gull,Leucophaeus atricilla,Maine
Laughing gull,Leucophaeus atricilla,Massachusetts-North
Laughing gull,Leucophaeus atricilla,Massachusetts-South
Laughing gull,Leucophaeus atricilla,New Hampshire
Laughing gull,Leucophaeus atricilla,New York
Laughing gull,Leucophaeus atricilla,Rhode Island
Laughing gull,Leucophaeus atricilla,NA
Leach's storm-petrel,Hydrobates leucorhous,Offshore
Leach's storm-petrel,Hydrobates leucorhous,Georges Bank
Leach's storm-petrel,Hydrobates leucorhous,Gulf of Maine
Leach's storm-petrel,Hydrobates leucorhous,Mid-Atlantic Bight
Leach's storm-petrel,Hydrobates leucorhous,Connecticut
Leach's storm-petrel,Hydrobates leucorhous,Maine
Leach's storm-petrel,Hydrobates leucorhous,Massachusetts-North
Leach's storm-petrel,Hydrobates leucorhous,Massachusetts-South
Leach's storm-petrel,Hydrobates leucorhous,New Hampshire
Leach's storm-petrel,Hydrobates leucorhous,New York
Leach's storm-petrel,Hydrobates leucorhous,Rhode Island
Leach's storm-petrel,Hydrobates leucorhous,NA
Leachs storm petrel,Oceanodroma leucorhoa,Offshore
Leachs storm petrel,Oceanodroma leucorhoa,Georges Bank
Leachs storm petrel,Oceanodroma leucorhoa,Gulf of Maine
Leachs storm petrel,Oceanodroma leucorhoa,Mid-Atlantic Bight
Leachs storm petrel,Oceanodroma leucorhoa,Connecticut
Leachs storm petrel,Oceanodroma leucorhoa,Maine
Leachs storm petrel,Oceanodroma leucorhoa,Massachusetts-North
Leachs storm petrel,Oceanodroma leucorhoa,Massachusetts-South
Leachs storm petrel,Oceanodroma leucorhoa,New Hampshire
Leachs storm petrel,Oceanodroma leucorhoa,New York
Leachs storm petrel,Oceanodroma leucorhoa,Rhode Island
Leachs storm petrel,Oceanodroma leucorhoa,NA
Least bittern,Ixobrychus exilis,Offshore
Least bittern,Ixobrychus exilis,Georges Bank
Least bittern,Ixobrychus exilis,Gulf of Maine
Least bittern,Ixobrychus exilis,Mid-Atlantic Bight
Least bittern,Ixobrychus exilis,Connecticut
Least bittern,Ixobrychus exilis,Maine
Least bittern,Ixobrychus exilis,Massachusetts-North
Least bittern,Ixobrychus exilis,Massachusetts-South
Least bittern,Ixobrychus exilis,New Hampshire
Least bittern,Ixobrychus exilis,New York
Least bittern,Ixobrychus exilis,Rhode Island
Least bittern,Ixobrychus exilis,NA
Least sandpiper,Calidris minutilla,Offshore
Least sandpiper,Calidris minutilla,Georges Bank
Least sandpiper,Calidris minutilla,Gulf of Maine
Least sandpiper,Calidris minutilla,Mid-Atlantic Bight
Least sandpiper,Calidris minutilla,Connecticut
Least sandpiper,Calidris minutilla,Maine
Least sandpiper,Calidris minutilla,Massachusetts-North
Least sandpiper,Calidris minutilla,Massachusetts-South
Least sandpiper,Calidris minutilla,New Hampshire
Least sandpiper,Calidris minutilla,New York
Least sandpiper,Calidris minutilla,Rhode Island
Least sandpiper,Calidris minutilla,NA
Least tern,Sternula antillarum,Offshore
Least tern,Sternula antillarum,Georges Bank
Least tern,Sternula antillarum,Gulf of Maine
Least tern,Sternula antillarum,Mid-Atlantic Bight
Least tern,Sternula antillarum,Connecticut
Least tern,Sternula antillarum,Maine
Least tern,Sternula antillarum,Massachusetts-North
Least tern,Sternula antillarum,Massachusetts-South
Least tern,Sternula antillarum,New Hampshire
Least tern,Sternula antillarum,New York
Least tern,Sternula antillarum,Rhode Island
Least tern,Sternula antillarum,NA
Leatherback,Dermochelys coriacea,Offshore
Leatherback,Dermochelys coriacea,Georges Bank
Leatherback,Dermochelys coriacea,Gulf of Maine
Leatherback,Dermochelys coriacea,Mid-Atlantic Bight
Leatherback,Dermochelys coriacea,Connecticut
Leatherback,Dermochelys coriacea,Maine
Leatherback,Dermochelys coriacea,Massachusetts-North
Leatherback,Dermochelys coriacea,Massachusetts-South
Leatherback,Dermochelys coriacea,New Hampshire
Leatherback,Dermochelys coriacea,New York
Leatherback,Dermochelys coriacea,Rhode Island
Leatherback,Dermochelys coriacea,NA
Lemon shark,Negaprion brevirostris,Offshore
Lemon shark,Negaprion brevirostris,Georges Bank
Lemon shark,Negaprion brevirostris,Gulf of Maine
Lemon shark,Negaprion brevirostris,Mid-Atlantic Bight
Lemon shark,Negaprion brevirostris,Connecticut
Lemon shark,Negaprion brevirostris,Maine
Lemon shark,Negaprion brevirostris,Massachusetts-North
Lemon shark,Negaprion brevirostris,Massachusetts-South
Lemon shark,Negaprion brevirostris,New Hampshire
Lemon shark,Negaprion brevirostris,New York
Lemon shark,Negaprion brevirostris,Rhode Island
Lemon shark,Negaprion brevirostris,NA
Lesser amberjack,Seriola fasciata,Offshore
Lesser amberjack,Seriola fasciata,Georges Bank
Lesser amberjack,Seriola fasciata,Gulf of Maine
Lesser amberjack,Seriola fasciata,Mid-Atlantic Bight
Lesser amberjack,Seriola fasciata,Connecticut
Lesser amberjack,Seriola fasciata,Maine
Lesser amberjack,Seriola fasciata,Massachusetts-North
Lesser amberjack,Seriola fasciata,Massachusetts-South
Lesser amberjack,Seriola fasciata,New Hampshire
Lesser amberjack,Seriola fasciata,New York
Lesser amberjack,Seriola fasciata,Rhode Island
Lesser amberjack,Seriola fasciata,NA
Lesser black-backed gull,Larus fuscus,Offshore
Lesser black-backed gull,Larus fuscus,Georges Bank
Lesser black-backed gull,Larus fuscus,Gulf of Maine
Lesser black-backed gull,Larus fuscus,Mid-Atlantic Bight
Lesser black-backed gull,Larus fuscus,Connecticut
Lesser black-backed gull,Larus fuscus,Maine
Lesser black-backed gull,Larus fuscus,Massachusetts-North
Lesser black-backed gull,Larus fuscus,Massachusetts-South
Lesser black-backed gull,Larus fuscus,New Hampshire
Lesser black-backed gull,Larus fuscus,New York
Lesser black-backed gull,Larus fuscus,Rhode Island
Lesser black-backed gull,Larus fuscus,NA
Lesser scaup,Aythya affinis,Offshore
Lesser scaup,Aythya affinis,Georges Bank
Lesser scaup,Aythya affinis,Gulf of Maine
Lesser scaup,Aythya affinis,Mid-Atlantic Bight
Lesser scaup,Aythya affinis,Connecticut
Lesser scaup,Aythya affinis,Maine
Lesser scaup,Aythya affinis,Massachusetts-North
Lesser scaup,Aythya affinis,Massachusetts-South
Lesser scaup,Aythya affinis,New Hampshire
Lesser scaup,Aythya affinis,New York
Lesser scaup,Aythya affinis,Rhode Island
Lesser scaup,Aythya affinis,NA
Little blue heron,Egretta caerulea,Offshore
Little blue heron,Egretta caerulea,Georges Bank
Little blue heron,Egretta caerulea,Gulf of Maine
Little blue heron,Egretta caerulea,Mid-Atlantic Bight
Little blue heron,Egretta caerulea,Connecticut
Little blue heron,Egretta caerulea,Maine
Little blue heron,Egretta caerulea,Massachusetts-North
Little blue heron,Egretta caerulea,Massachusetts-South
Little blue heron,Egretta caerulea,New Hampshire
Little blue heron,Egretta caerulea,New York
Little blue heron,Egretta caerulea,Rhode Island
Little blue heron,Egretta caerulea,NA
Little gull,Hydrocoloeus minutus,Offshore
Little gull,Hydrocoloeus minutus,Georges Bank
Little gull,Hydrocoloeus minutus,Gulf of Maine
Little gull,Hydrocoloeus minutus,Mid-Atlantic Bight
Little gull,Hydrocoloeus minutus,Connecticut
Little gull,Hydrocoloeus minutus,Maine
Little gull,Hydrocoloeus minutus,Massachusetts-North
Little gull,Hydrocoloeus minutus,Massachusetts-South
Little gull,Hydrocoloeus minutus,New Hampshire
Little gull,Hydrocoloeus minutus,New York
Little gull,Hydrocoloeus minutus,Rhode Island
Little gull,Hydrocoloeus minutus,NA
Little skate,Leucoraja erinacea,Offshore
Little skate,Leucoraja erinacea,Georges Bank
Little skate,Leucoraja erinacea,Gulf of Maine
Little skate,Leucoraja erinacea,Mid-Atlantic Bight
Little skate,Leucoraja erinacea,Connecticut
Little skate,Leucoraja erinacea,Maine
Little skate,Leucoraja erinacea,Massachusetts-North
Little skate,Leucoraja erinacea,Massachusetts-South
Little skate,Leucoraja erinacea,New Hampshire
Little skate,Leucoraja erinacea,New York
Little skate,Leucoraja erinacea,Rhode Island
Little skate,Leucoraja erinacea,NA
Little tunny,Euthynnus alletteratus,Offshore
Little tunny,Euthynnus alletteratus,Georges Bank
Little tunny,Euthynnus alletteratus,Gulf of Maine
Little tunny,Euthynnus alletteratus,Mid-Atlantic Bight
Little tunny,Euthynnus alletteratus,Connecticut
Little tunny,Euthynnus alletteratus,Maine
Little tunny,Euthynnus alletteratus,Massachusetts-North
Little tunny,Euthynnus alletteratus,Massachusetts-South
Little tunny,Euthynnus alletteratus,New Hampshire
Little tunny,Euthynnus alletteratus,New York
Little tunny,Euthynnus alletteratus,Rhode Island
Little tunny,Euthynnus alletteratus,NA
Live sharksucker,Echeneis naucrates,Offshore
Live sharksucker,Echeneis naucrates,Georges Bank
Live sharksucker,Echeneis naucrates,Gulf of Maine
Live sharksucker,Echeneis naucrates,Mid-Atlantic Bight
Live sharksucker,Echeneis naucrates,Connecticut
Live sharksucker,Echeneis naucrates,Maine
Live sharksucker,Echeneis naucrates,Massachusetts-North
Live sharksucker,Echeneis naucrates,Massachusetts-South
Live sharksucker,Echeneis naucrates,New Hampshire
Live sharksucker,Echeneis naucrates,New York
Live sharksucker,Echeneis naucrates,Rhode Island
Live sharksucker,Echeneis naucrates,NA
Lobed dreamer,Dolopichthys pullatus,Offshore
Lobed dreamer,Dolopichthys pullatus,Georges Bank
Lobed dreamer,Dolopichthys pullatus,Gulf of Maine
Lobed dreamer,Dolopichthys pullatus,Mid-Atlantic Bight
Lobed dreamer,Dolopichthys pullatus,Connecticut
Lobed dreamer,Dolopichthys pullatus,Maine
