"","common","sciname","status_scale","status","score","rgn_id","rgn_name","iucn_sid"
"4676","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,9,"New Hampshire",39388
"4677","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,2,"Georges Bank",39388
"4678","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",39388
"4679","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,1,"Offshore",39388
"4680","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,8,"Massachusetts-Virginian",39388
"4681","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,11,"Rhode Island",39388
"4682","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,4,"Mid-Atlantic Bight",39388
"4683","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,5,"Connecticut",39388
"4684","smooth hammerhead","Sphyrna zygaena",NA,NA,0.4,10,"New York",39388
"4685",NA,"Pagophilus groenlandicus",NA,NA,0,6,"Maine",41671
"4686",NA,"Pagophilus groenlandicus",NA,NA,0,3,"Gulf of Maine",41671
"4687","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,6,"Maine",41747
"4688","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,3,"Gulf of Maine",41747
"4689","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,9,"New Hampshire",41747
"4690","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,2,"Georges Bank",41747
"4691","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,7,"Massachusetts-Gulf of Maine",41747
"4692","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,1,"Offshore",41747
"4693","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,8,"Massachusetts-Virginian",41747
"4694","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,11,"Rhode Island",41747
"4695","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,4,"Mid-Atlantic Bight",41747
"4696","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,5,"Connecticut",41747
"4697","portuguese dogfish","Centroscymnus coelolepis",NA,NA,0.2,10,"New York",41747
"4698","bramble shark","Echinorhinus brucus",NA,NA,NA,6,"Maine",41801
"4699","bramble shark","Echinorhinus brucus",NA,NA,NA,3,"Gulf of Maine",41801
"4700","bramble shark","Echinorhinus brucus",NA,NA,NA,9,"New Hampshire",41801
"4701","bramble shark","Echinorhinus brucus",NA,NA,NA,7,"Massachusetts-Gulf of Maine",41801
"4702","bramble shark","Echinorhinus brucus",NA,NA,NA,2,"Georges Bank",41801
"4703","bramble shark","Echinorhinus brucus",NA,NA,NA,8,"Massachusetts-Virginian",41801
"4704","bramble shark","Echinorhinus brucus",NA,NA,NA,11,"Rhode Island",41801
"4705","bramble shark","Echinorhinus brucus",NA,NA,NA,4,"Mid-Atlantic Bight",41801
"4706","bramble shark","Echinorhinus brucus",NA,NA,NA,5,"Connecticut",41801
"4707","bramble shark","Echinorhinus brucus",NA,NA,NA,10,"New York",41801
"4708","bramble shark","Echinorhinus brucus",NA,NA,NA,1,"Offshore",41801
"4709","black roughscale catshark","Apristurus melanoasper",NA,NA,0,6,"Maine",42700
"4710","black roughscale catshark","Apristurus melanoasper",NA,NA,0,3,"Gulf of Maine",42700
"4711","black roughscale catshark","Apristurus melanoasper",NA,NA,0,9,"New Hampshire",42700
"4712","black roughscale catshark","Apristurus melanoasper",NA,NA,0,2,"Georges Bank",42700
"4713","black roughscale catshark","Apristurus melanoasper",NA,NA,0,7,"Massachusetts-Gulf of Maine",42700
"4714","black roughscale catshark","Apristurus melanoasper",NA,NA,0,1,"Offshore",42700
"4715","black roughscale catshark","Apristurus melanoasper",NA,NA,0,8,"Massachusetts-Virginian",42700
"4716","black roughscale catshark","Apristurus melanoasper",NA,NA,0,11,"Rhode Island",42700
"4717","black roughscale catshark","Apristurus melanoasper",NA,NA,0,4,"Mid-Atlantic Bight",42700
"4718","black roughscale catshark","Apristurus melanoasper",NA,NA,0,5,"Connecticut",42700
"4719","black roughscale catshark","Apristurus melanoasper",NA,NA,0,10,"New York",42700
"4720","blackmouth splitfin","Synagrops japonicus",NA,NA,0,6,"Maine",42830204
"4721","blackmouth splitfin","Synagrops japonicus",NA,NA,0,3,"Gulf of Maine",42830204
"4722","blackmouth splitfin","Synagrops japonicus",NA,NA,0,9,"New Hampshire",42830204
"4723","blackmouth splitfin","Synagrops japonicus",NA,NA,0,2,"Georges Bank",42830204
"4724","blackmouth splitfin","Synagrops japonicus",NA,NA,0,7,"Massachusetts-Gulf of Maine",42830204
"4725","blackmouth splitfin","Synagrops japonicus",NA,NA,0,1,"Offshore",42830204
"4726","blackmouth splitfin","Synagrops japonicus",NA,NA,0,8,"Massachusetts-Virginian",42830204
"4727","blackmouth splitfin","Synagrops japonicus",NA,NA,0,11,"Rhode Island",42830204
"4728","blackmouth splitfin","Synagrops japonicus",NA,NA,0,4,"Mid-Atlantic Bight",42830204
"4729","blackmouth splitfin","Synagrops japonicus",NA,NA,0,5,"Connecticut",42830204
"4730","blackmouth splitfin","Synagrops japonicus",NA,NA,0,10,"New York",42830204
"4731",NA,"Chaenophryne ramifera",NA,NA,0,3,"Gulf of Maine",42830251
"4732",NA,"Chaenophryne ramifera",NA,NA,0,1,"Offshore",42830251
"4733",NA,"Chaenophryne ramifera",NA,NA,0,2,"Georges Bank",42830251
"4734",NA,"Chaenophryne ramifera",NA,NA,0,4,"Mid-Atlantic Bight",42830251
"4735",NA,"Dolopichthys allector",NA,NA,0,3,"Gulf of Maine",42830260
"4736",NA,"Dolopichthys allector",NA,NA,0,1,"Offshore",42830260
"4737",NA,"Dolopichthys allector",NA,NA,0,2,"Georges Bank",42830260
"4738",NA,"Dolopichthys allector",NA,NA,0,4,"Mid-Atlantic Bight",42830260
"4739","short-rod anglerfish","Microlophichthys microlophus",NA,NA,0,3,"Gulf of Maine",42830277
"4740","short-rod anglerfish","Microlophichthys microlophus",NA,NA,0,1,"Offshore",42830277
"4741","short-rod anglerfish","Microlophichthys microlophus",NA,NA,0,2,"Georges Bank",42830277
"4742","short-rod anglerfish","Microlophichthys microlophus",NA,NA,0,4,"Mid-Atlantic Bight",42830277
"4743","basking shark","Cetorhinus maximus",NA,NA,0.4,6,"Maine",4292
"4744","basking shark","Cetorhinus maximus",NA,NA,0.4,3,"Gulf of Maine",4292
"4745","basking shark","Cetorhinus maximus",NA,NA,0.4,9,"New Hampshire",4292
"4746","basking shark","Cetorhinus maximus",NA,NA,0.4,2,"Georges Bank",4292
"4747","basking shark","Cetorhinus maximus",NA,NA,0.4,7,"Massachusetts-Gulf of Maine",4292
"4748","basking shark","Cetorhinus maximus",NA,NA,0.4,1,"Offshore",4292
"4749","basking shark","Cetorhinus maximus",NA,NA,0.4,8,"Massachusetts-Virginian",4292
"4750","basking shark","Cetorhinus maximus",NA,NA,0.4,11,"Rhode Island",4292
"4751","basking shark","Cetorhinus maximus",NA,NA,0.4,4,"Mid-Atlantic Bight",4292
"4752","basking shark","Cetorhinus maximus",NA,NA,0.4,5,"Connecticut",4292
"4753","basking shark","Cetorhinus maximus",NA,NA,0.4,10,"New York",4292
"4754","wreckfish","Polyprion americanus",NA,NA,NA,6,"Maine",43972
"4755","wreckfish","Polyprion americanus",NA,NA,NA,3,"Gulf of Maine",43972
"4756","wreckfish","Polyprion americanus",NA,NA,NA,9,"New Hampshire",43972
"4757","wreckfish","Polyprion americanus",NA,NA,NA,2,"Georges Bank",43972
"4758","wreckfish","Polyprion americanus",NA,NA,NA,7,"Massachusetts-Gulf of Maine",43972
"4759","wreckfish","Polyprion americanus",NA,NA,NA,1,"Offshore",43972
"4760","wreckfish","Polyprion americanus",NA,NA,NA,8,"Massachusetts-Virginian",43972
"4761","wreckfish","Polyprion americanus",NA,NA,NA,11,"Rhode Island",43972
"4762","wreckfish","Polyprion americanus",NA,NA,NA,4,"Mid-Atlantic Bight",43972
"4763","wreckfish","Polyprion americanus",NA,NA,NA,5,"Connecticut",43972
"4764","wreckfish","Polyprion americanus",NA,NA,NA,10,"New York",43972
"4765","iceland catshark","Apristurus laurussonii",NA,NA,NA,1,"Offshore",44216
"4766","iceland catshark","Apristurus laurussonii",NA,NA,NA,2,"Georges Bank",44216
"4767","iceland catshark","Apristurus laurussonii",NA,NA,NA,4,"Mid-Atlantic Bight",44216
"4768","deep-water catshark","Apristurus profundorum",NA,NA,NA,7,"Massachusetts-Gulf of Maine",44224
"4769","deep-water catshark","Apristurus profundorum",NA,NA,NA,3,"Gulf of Maine",44224
"4770","deep-water catshark","Apristurus profundorum",NA,NA,NA,2,"Georges Bank",44224
"4771","deep-water catshark","Apristurus profundorum",NA,NA,NA,8,"Massachusetts-Virginian",44224
"4772","deep-water catshark","Apristurus profundorum",NA,NA,NA,11,"Rhode Island",44224
"4773","deep-water catshark","Apristurus profundorum",NA,NA,NA,4,"Mid-Atlantic Bight",44224
"4774","deep-water catshark","Apristurus profundorum",NA,NA,NA,5,"Connecticut",44224
"4775","deep-water catshark","Apristurus profundorum",NA,NA,NA,10,"New York",44224
"4776","deep-water catshark","Apristurus profundorum",NA,NA,NA,1,"Offshore",44224
"4777","false catshark","Pseudotriakis microdon",NA,NA,0,6,"Maine",44566
"4778","false catshark","Pseudotriakis microdon",NA,NA,0,3,"Gulf of Maine",44566
"4779","false catshark","Pseudotriakis microdon",NA,NA,0,9,"New Hampshire",44566
"4780","false catshark","Pseudotriakis microdon",NA,NA,0,2,"Georges Bank",44566
"4781","false catshark","Pseudotriakis microdon",NA,NA,0,7,"Massachusetts-Gulf of Maine",44566
"4782","false catshark","Pseudotriakis microdon",NA,NA,0,1,"Offshore",44566
"4783","false catshark","Pseudotriakis microdon",NA,NA,0,8,"Massachusetts-Virginian",44566
"4784","false catshark","Pseudotriakis microdon",NA,NA,0,11,"Rhode Island",44566
"4785","false catshark","Pseudotriakis microdon",NA,NA,0,4,"Mid-Atlantic Bight",44566
"4786","false catshark","Pseudotriakis microdon",NA,NA,0,5,"Connecticut",44566
"4787","false catshark","Pseudotriakis microdon",NA,NA,0,10,"New York",44566
"4788","ghost catshark","Apristurus manis",NA,NA,0,6,"Maine",44599
"4789","ghost catshark","Apristurus manis",NA,NA,0,3,"Gulf of Maine",44599
"4790","ghost catshark","Apristurus manis",NA,NA,0,9,"New Hampshire",44599
"4791","ghost catshark","Apristurus manis",NA,NA,0,2,"Georges Bank",44599
"4792","ghost catshark","Apristurus manis",NA,NA,0,7,"Massachusetts-Gulf of Maine",44599
"4793","ghost catshark","Apristurus manis",NA,NA,0,8,"Massachusetts-Virginian",44599
"4794","ghost catshark","Apristurus manis",NA,NA,0,11,"Rhode Island",44599
"4795","ghost catshark","Apristurus manis",NA,NA,0,4,"Mid-Atlantic Bight",44599
"4796","ghost catshark","Apristurus manis",NA,NA,0,5,"Connecticut",44599
"4797","ghost catshark","Apristurus manis",NA,NA,0,10,"New York",44599
"4798","ghost catshark","Apristurus manis",NA,NA,0,1,"Offshore",44599
"4799","smalleye catshark","Apristurus microps",NA,NA,0,2,"Georges Bank",44657
"4800","smalleye catshark","Apristurus microps",NA,NA,0,4,"Mid-Atlantic Bight",44657
"4801","smalleye catshark","Apristurus microps",NA,NA,0,1,"Offshore",44657
"4802",NA,"Falco peregrinus","ME","S1S2N,S2B",0.6,6,"Maine",45354964
"4803",NA,"Falco peregrinus","MA","S2B,S3N",0.6,7,"Massachusetts-Gulf of Maine",45354964
"4804",NA,"Falco peregrinus","MA","S2B,S3N",0.6,8,"Massachusetts-Virginian",45354964
"4805",NA,"Falco peregrinus","RI","S1B",0.8,11,"Rhode Island",45354964
"4806",NA,"Falco peregrinus","CT","S1B",0.8,5,"Connecticut",45354964
"4807",NA,"Falco peregrinus","NY","S3B",0.4,10,"New York",45354964
"4808",NA,"Falco peregrinus",NA,NA,0.2,4,"Mid-Atlantic Bight",45354964
"4809","feather blenny","Hypsoblennius hentz",NA,NA,0,6,"Maine",46104064
"4810","feather blenny","Hypsoblennius hentz",NA,NA,0,3,"Gulf of Maine",46104064
"4811","feather blenny","Hypsoblennius hentz",NA,NA,0,9,"New Hampshire",46104064
"4812","feather blenny","Hypsoblennius hentz",NA,NA,0,2,"Georges Bank",46104064
"4813","feather blenny","Hypsoblennius hentz",NA,NA,0,7,"Massachusetts-Gulf of Maine",46104064
"4814","feather blenny","Hypsoblennius hentz",NA,NA,0,1,"Offshore",46104064
"4815","feather blenny","Hypsoblennius hentz",NA,NA,0,8,"Massachusetts-Virginian",46104064
"4816","feather blenny","Hypsoblennius hentz",NA,NA,0,11,"Rhode Island",46104064
"4817","feather blenny","Hypsoblennius hentz",NA,NA,0,4,"Mid-Atlantic Bight",46104064
"4818","feather blenny","Hypsoblennius hentz",NA,NA,0,5,"Connecticut",46104064
"4819","feather blenny","Hypsoblennius hentz",NA,NA,0,10,"New York",46104064
"4820",NA,"Chelonia mydas",NA,NA,0.6,3,"Gulf of Maine",4615
"4821",NA,"Chelonia mydas",NA,NA,0.6,2,"Georges Bank",4615
"4822",NA,"Chelonia mydas","MA","S1N",0.8,7,"Massachusetts-Gulf of Maine",4615
"4823",NA,"Chelonia mydas",NA,NA,0.6,1,"Offshore",4615
"4824",NA,"Chelonia mydas","MA","S1N",0.8,8,"Massachusetts-Virginian",4615
"4825",NA,"Chelonia mydas","RI","N3B,N3N",0.6,11,"Rhode Island",4615
"4826",NA,"Chelonia mydas",NA,NA,0.6,4,"Mid-Atlantic Bight",4615
"4827",NA,"Chelonia mydas","CT","N3B,N3N",0.6,5,"Connecticut",4615
"4828",NA,"Chelonia mydas","NY","S1N",0.8,10,"New York",4615
"4829",NA,"Dermochelys coriacea","ME","N2B",0.6,6,"Maine",46967827
"4830",NA,"Dermochelys coriacea",NA,NA,0.6,3,"Gulf of Maine",46967827
"4831",NA,"Dermochelys coriacea","NH","N2B",0.6,9,"New Hampshire",46967827
"4832",NA,"Dermochelys coriacea",NA,NA,0.6,2,"Georges Bank",46967827
"4833",NA,"Dermochelys coriacea","MA","S1S2N",0.7,7,"Massachusetts-Gulf of Maine",46967827
"4834",NA,"Dermochelys coriacea",NA,NA,0.6,1,"Offshore",46967827
"4835",NA,"Dermochelys coriacea","MA","S1S2N",0.7,8,"Massachusetts-Virginian",46967827
"4836",NA,"Dermochelys coriacea","RI","N2B",0.6,11,"Rhode Island",46967827
"4837",NA,"Dermochelys coriacea",NA,NA,0.6,4,"Mid-Atlantic Bight",46967827
"4838",NA,"Dermochelys coriacea","CT","N2B",0.6,5,"Connecticut",46967827
"4839",NA,"Dermochelys coriacea","NY","S1N",0.8,10,"New York",46967827
"4840","northern stargazer","Astroscopus guttatus",NA,NA,0,10,"New York",47153800
"4841","northern stargazer","Astroscopus guttatus",NA,NA,0,4,"Mid-Atlantic Bight",47153800
"4842","northern stargazer","Astroscopus guttatus",NA,NA,0,1,"Offshore",47153800
"4843","atlantic sabretooth","Coccorella atlantica",NA,NA,0,2,"Georges Bank",47164926
"4844","atlantic sabretooth","Coccorella atlantica",NA,NA,0,1,"Offshore",47164926
"4845","atlantic sabretooth","Coccorella atlantica",NA,NA,0,3,"Gulf of Maine",47164926
"4846","atlantic sabretooth","Coccorella atlantica",NA,NA,0,8,"Massachusetts-Virginian",47164926
"4847","atlantic sabretooth","Coccorella atlantica",NA,NA,0,11,"Rhode Island",47164926
"4848","atlantic sabretooth","Coccorella atlantica",NA,NA,0,4,"Mid-Atlantic Bight",47164926
"4849","atlantic sabretooth","Coccorella atlantica",NA,NA,0,5,"Connecticut",47164926
"4850","atlantic sabretooth","Coccorella atlantica",NA,NA,0,10,"New York",47164926
"4851","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,3,"Gulf of Maine",47165067
"4852","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,2,"Georges Bank",47165067
"4853","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,7,"Massachusetts-Gulf of Maine",47165067
"4854","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,1,"Offshore",47165067
"4855","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,8,"Massachusetts-Virginian",47165067
"4856","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,11,"Rhode Island",47165067
"4857","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,4,"Mid-Atlantic Bight",47165067
"4858","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,5,"Connecticut",47165067
"4859","luetken's lanternfish","Diaphus luetkeni",NA,NA,0,10,"New York",47165067
"4860",NA,"Eustomias bibulbosus",NA,NA,0,3,"Gulf of Maine",47165104
"4861",NA,"Eustomias bibulbosus",NA,NA,0,6,"Maine",47165104
"4862",NA,"Eustomias bibulbosus",NA,NA,0,2,"Georges Bank",47165104
"4863",NA,"Eustomias bibulbosus",NA,NA,0,7,"Massachusetts-Gulf of Maine",47165104
"4864",NA,"Eustomias bibulbosus",NA,NA,0,1,"Offshore",47165104
"4865",NA,"Eustomias bibulbosus",NA,NA,0,8,"Massachusetts-Virginian",47165104
"4866",NA,"Eustomias bibulbosus",NA,NA,0,11,"Rhode Island",47165104
"4867",NA,"Eustomias bibulbosus",NA,NA,0,4,"Mid-Atlantic Bight",47165104
"4868",NA,"Eustomias bibulbosus",NA,NA,0,5,"Connecticut",47165104
"4869",NA,"Eustomias bibulbosus",NA,NA,0,10,"New York",47165104
"4870",NA,"Eustomias bigelowi",NA,NA,0,4,"Mid-Atlantic Bight",47165158
"4871",NA,"Eustomias bigelowi",NA,NA,0,1,"Offshore",47165158
"4872","yellowstem dragonfish","Eustomias macrurus",NA,NA,0,2,"Georges Bank",47165363
"4873","yellowstem dragonfish","Eustomias macrurus",NA,NA,0,1,"Offshore",47165363
"4874","yellowstem dragonfish","Eustomias macrurus",NA,NA,0,4,"Mid-Atlantic Bight",47165363
"4875","fierce pike smelt","Sudis atrox",NA,NA,0,6,"Maine",47165538
"4876","fierce pike smelt","Sudis atrox",NA,NA,0,3,"Gulf of Maine",47165538
"4877","fierce pike smelt","Sudis atrox",NA,NA,0,9,"New Hampshire",47165538
"4878","fierce pike smelt","Sudis atrox",NA,NA,0,2,"Georges Bank",47165538
"4879","fierce pike smelt","Sudis atrox",NA,NA,0,7,"Massachusetts-Gulf of Maine",47165538
"4880","fierce pike smelt","Sudis atrox",NA,NA,0,1,"Offshore",47165538
"4881","fierce pike smelt","Sudis atrox",NA,NA,0,8,"Massachusetts-Virginian",47165538
"4882","fierce pike smelt","Sudis atrox",NA,NA,0,11,"Rhode Island",47165538
"4883","fierce pike smelt","Sudis atrox",NA,NA,0,4,"Mid-Atlantic Bight",47165538
"4884","fierce pike smelt","Sudis atrox",NA,NA,0,5,"Connecticut",47165538
"4885","fierce pike smelt","Sudis atrox",NA,NA,0,10,"New York",47165538
"4886",NA,"Bathyonus laticeps",NA,NA,NA,1,"Offshore",57693936
"4887","toothless smooth-head","Einara edentula",NA,NA,0,1,"Offshore",57825241
"4888","cownose ray","Rhinoptera bonasus",NA,NA,0.2,3,"Gulf of Maine",60128
"4889","cownose ray","Rhinoptera bonasus",NA,NA,0.2,7,"Massachusetts-Gulf of Maine",60128
"4890","cownose ray","Rhinoptera bonasus",NA,NA,0.2,2,"Georges Bank",60128
"4891","cownose ray","Rhinoptera bonasus",NA,NA,0.2,8,"Massachusetts-Virginian",60128
"4892","cownose ray","Rhinoptera bonasus",NA,NA,0.2,11,"Rhode Island",60128
"4893","cownose ray","Rhinoptera bonasus",NA,NA,0.2,4,"Mid-Atlantic Bight",60128
"4894","cownose ray","Rhinoptera bonasus",NA,NA,0.2,5,"Connecticut",60128
"4895","cownose ray","Rhinoptera bonasus",NA,NA,0.2,10,"New York",60128
"4896","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,6,"Maine",60140
"4897","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,3,"Gulf of Maine",60140
"4898","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,9,"New Hampshire",60140
"4899","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,2,"Georges Bank",60140
"4900","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,7,"Massachusetts-Gulf of Maine",60140
"4901","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,1,"Offshore",60140
"4902","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,8,"Massachusetts-Virginian",60140
"4903","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,11,"Rhode Island",60140
"4904","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,4,"Mid-Atlantic Bight",60140
"4905","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,5,"Connecticut",60140
"4906","pacific longnose chimaera","Harriotta raleighana",NA,NA,0,10,"New York",60140
"4907","straightnose rabbitfish","Rhinochimaera atlantica",NA,NA,0,3,"Gulf of Maine",60145
"4908","straightnose rabbitfish","Rhinochimaera atlantica",NA,NA,0,2,"Georges Bank",60145
"4909","straightnose rabbitfish","Rhinochimaera atlantica",NA,NA,0,1,"Offshore",60145
"4910","straightnose rabbitfish","Rhinochimaera atlantica",NA,NA,0,4,"Mid-Atlantic Bight",60145
"4911",NA,"Hypanus say",NA,NA,0,8,"Massachusetts-Virginian",60159
"4912",NA,"Hypanus say",NA,NA,0,2,"Georges Bank",60159
"4913",NA,"Hypanus say",NA,NA,0,11,"Rhode Island",60159
"4914",NA,"Hypanus say",NA,NA,0,4,"Mid-Atlantic Bight",60159
"4915",NA,"Hypanus say",NA,NA,0,5,"Connecticut",60159
"4916",NA,"Hypanus say",NA,NA,0,10,"New York",60159
"4917",NA,"Hypanus say",NA,NA,0,1,"Offshore",60159
"4918","greenland shark","Somniosus microcephalus",NA,NA,0.2,6,"Maine",60213
"4919","greenland shark","Somniosus microcephalus",NA,NA,0.2,3,"Gulf of Maine",60213
"4920","greenland shark","Somniosus microcephalus",NA,NA,0.2,9,"New Hampshire",60213
"4921","greenland shark","Somniosus microcephalus",NA,NA,0.2,2,"Georges Bank",60213
"4922","greenland shark","Somniosus microcephalus",NA,NA,0.2,7,"Massachusetts-Gulf of Maine",60213
"4923","greenland shark","Somniosus microcephalus",NA,NA,0.2,1,"Offshore",60213
"4924","greenland shark","Somniosus microcephalus",NA,NA,0.2,8,"Massachusetts-Virginian",60213
"4925","greenland shark","Somniosus microcephalus",NA,NA,0.2,11,"Rhode Island",60213
"4926","greenland shark","Somniosus microcephalus",NA,NA,0.2,4,"Mid-Atlantic Bight",60213
"4927","greenland shark","Somniosus microcephalus",NA,NA,0.2,5,"Connecticut",60213
"4928","greenland shark","Somniosus microcephalus",NA,NA,0.2,10,"New York",60213
"4929","night shark","Carcharhinus signatus",NA,NA,0.4,8,"Massachusetts-Virginian",60219
"4930","night shark","Carcharhinus signatus",NA,NA,0.4,2,"Georges Bank",60219
"4931","night shark","Carcharhinus signatus",NA,NA,0.4,11,"Rhode Island",60219
"4932","night shark","Carcharhinus signatus",NA,NA,0.4,4,"Mid-Atlantic Bight",60219
"4933","night shark","Carcharhinus signatus",NA,NA,0.4,5,"Connecticut",60219
"4934","night shark","Carcharhinus signatus",NA,NA,0.4,10,"New York",60219
"4935","night shark","Carcharhinus signatus",NA,NA,0.4,1,"Offshore",60219
"4936","nurse shark","Ginglymostoma cirratum",NA,NA,NA,6,"Maine",60223
"4937","nurse shark","Ginglymostoma cirratum",NA,NA,NA,3,"Gulf of Maine",60223
"4938","nurse shark","Ginglymostoma cirratum",NA,NA,NA,9,"New Hampshire",60223
"4939","nurse shark","Ginglymostoma cirratum",NA,NA,NA,7,"Massachusetts-Gulf of Maine",60223
"4940","nurse shark","Ginglymostoma cirratum",NA,NA,NA,2,"Georges Bank",60223
"4941","nurse shark","Ginglymostoma cirratum",NA,NA,NA,8,"Massachusetts-Virginian",60223
"4942","nurse shark","Ginglymostoma cirratum",NA,NA,NA,11,"Rhode Island",60223
"4943","nurse shark","Ginglymostoma cirratum",NA,NA,NA,4,"Mid-Atlantic Bight",60223
