"","state","status","species"
"613","ME","S1B","Sternula antillarum"
"614","MA","S2B","Sternula antillarum"
"615","NH","SHB","Sternula antillarum"
"616","NY","S3B","Sternula antillarum"
"617","RI","S2B,S2N","Sternula antillarum"
"618","IUCN","LC - Least concern","Sternula antillarum"
"619","USA","N4B","Sternula antillarum"
"620","CT","S3B","Sterna hirundo"
"621","ME","S4B","Sterna hirundo"
"622","MA","S3B,S4N","Sterna hirundo"
"623","NH","S2B","Sterna hirundo"
"624","NY","S3B","Sterna hirundo"
"625","RI","S3B","Sterna hirundo"
"626","IUCN","LC - Least concern","Sterna hirundo"
"627","USA","N5B","Sterna hirundo"
"628","ME","S2S3N","Stercorarius pomarinus"
"629","MA","S3N","Stercorarius pomarinus"
"630","NH","N5B","Stercorarius pomarinus"
"631","NY","N5B","Stercorarius pomarinus"
"632","RI","N5B","Stercorarius pomarinus"
"633","IUCN","LC - Least concern","Stercorarius pomarinus"
"634","USA","N5B","Stercorarius pomarinus"
"635","CT","SHB","Spatula discors"
"636","ME","S4S5B","Spatula discors"
"637","MA","S2B,S5M","Spatula discors"
"638","NH","S3B","Spatula discors"
"639","NY","S2S3B,SNRN","Spatula discors"
"640","RI","S1B","Spatula discors"
"641","IUCN","LC - Least concern","Spatula discors"
"642","USA","N5B,N5N","Spatula discors"
"643","CT","N5B,N5N","Spatula clypeata"
"644","ME","S1B","Spatula clypeata"
"645","MA","S1B,S4M","Spatula clypeata"
"646","NH","N5B,N5N","Spatula clypeata"
"647","NY","S2","Spatula clypeata"
"648","RI","S2N","Spatula clypeata"
"649","IUCN","LC - Least concern","Spatula clypeata"
"650","USA","N5B,N5N","Spatula clypeata"
"651","CT","N4B,N4N","Somateria spectabilis"
"652","ME","S1S2N","Somateria spectabilis"
"653","MA","S1N","Somateria spectabilis"
"654","NY","N4B,N4N","Somateria spectabilis"
"655","IUCN","LC - Least concern","Somateria spectabilis"
"656","USA","N4B,N4N","Somateria spectabilis"
"657","ME","S5B,S5N","Somateria mollissima"
"658","MA","S2B,S5N","Somateria mollissima"
"659","NH","S5","Somateria mollissima"
"660","NY","S1B,S3?N","Somateria mollissima"
"661","RI","N5B,N5N","Somateria mollissima"
"662","IUCN","LC - Least concern","Somateria mollissima"
"663","USA","N5B,N5N","Somateria mollissima"
"664","ME","S2B","Sterna paradisaea"
"665","MA","S1B,S1S2N","Sterna paradisaea"
"666","NH","S1B","Sterna paradisaea"
"667","NY","N5B","Sterna paradisaea"
"668","IUCN","LC - Least concern","Sterna paradisaea"
"669","USA","N5B","Sterna paradisaea"
"670","CT","S2B","Rallus crepitans"
"671","ME","S1?N","Rallus crepitans"
"672","MA","S2B,S2N","Rallus crepitans"
"673","NY","S2S3","Rallus crepitans"
"674","RI","S1B,S2N","Rallus crepitans"
"675","IUCN","LC - Least concern","Rallus crepitans"
"676","USA","N5B,N5N","Rallus crepitans"
"677","CT","N5B","Pluvialis dominica"
"678","ME","S2N","Pluvialis dominica"
"679","MA","S2N","Pluvialis dominica"
"680","NH","N5B","Pluvialis dominica"
"681","NY","N5B","Pluvialis dominica"
"682","RI","S2N","Pluvialis dominica"
"683","IUCN","LC - Least concern","Pluvialis dominica"
"684","USA","N5B","Pluvialis dominica"
"685","ME","SXN","Pinguinus impennis"
"686","MA","SX","Pinguinus impennis"
"687","NH","SX","Pinguinus impennis"
"688","IUCN","EX - Extinct","Pinguinus impennis"
"689","USA","NX","Pinguinus impennis"
"690","CT","N5B,N5N","Pluvialis squatarola"
"691","ME","S4S5N","Pluvialis squatarola"
"692","MA","S4N","Pluvialis squatarola"
"693","NH","N5B,N5N","Pluvialis squatarola"
"694","NY","N5B,N5N","Pluvialis squatarola"
"695","RI","N5B,N5N","Pluvialis squatarola"
"696","IUCN","LC - Least concern","Pluvialis squatarola"
"697","USA","N5B,N5N","Pluvialis squatarola"
"698","CT","S3B,S4N","Phalacrocorax auritus"
"699","ME","S5B","Phalacrocorax auritus"
"700","MA","S3B,S5N","Phalacrocorax auritus"
"701","NH","S5","Phalacrocorax auritus"
"702","NY","S3","Phalacrocorax auritus"
"703","RI","S2B","Phalacrocorax auritus"
"704","IUCN","LC - Least concern","Phalacrocorax auritus"
"705","USA","N5B,N5N","Phalacrocorax auritus"
"706","CT","S4B","Pandion haliaetus"
"707","ME","S5B","Pandion haliaetus"
"708","MA","S4B,S5M","Pandion haliaetus"
"709","NH","S3B","Pandion haliaetus"
"710","NY","S4B","Pandion haliaetus"
"711","RI","S2B,S2N","Pandion haliaetus"
"712","IUCN","LC - Least concern","Pandion haliaetus"
"713","USA","N5B,N4N","Pandion haliaetus"
"714","IUCN","LC - Least concern","Onychoprion anaethetus"
"715","USA","N1B,N3N","Onychoprion anaethetus"
"716","CT","S1B","Nyctanassa violacea"
"717","MA","S1B,S2N","Nyctanassa violacea"
"718","NY","S2","Nyctanassa violacea"
"719","RI","S1B,S1N","Nyctanassa violacea"
"720","IUCN","LC - Least concern","Nyctanassa violacea"
"721","USA","N5B,N5N","Nyctanassa violacea"
"722","CT","N5B,N5N","Numenius phaeopus"
"723","ME","S2N","Numenius phaeopus"
"724","MA","S3N","Numenius phaeopus"
"725","NH","N5B,N5N","Numenius phaeopus"
"726","NY","N5B,N5N","Numenius phaeopus"
"727","RI","S3N","Numenius phaeopus"
"728","IUCN","LC - Least concern","Numenius phaeopus"
"729","USA","N5B,N5N","Numenius phaeopus"
"730","CT","N1B,N4N","Phalacrocorax carbo"
"731","ME","S3B,S3N","Phalacrocorax carbo"
"732","MA","S1B,S4N","Phalacrocorax carbo"
"733","NH","N1B,N4N","Phalacrocorax carbo"
"734","NY","N1B,N4N","Phalacrocorax carbo"
"735","RI","N1B,N4N","Phalacrocorax carbo"
"736","IUCN","LC - Least concern","Phalacrocorax carbo"
"737","USA","N1B,N4N","Phalacrocorax carbo"
"738","IUCN","LC - Least concern","Mycteria americana"
"739","USA","N3","Mycteria americana"
"740","CT","N5B,N5N","Mergus serrator"
"741","ME","S3B,S5N","Mergus serrator"
"742","MA","S1B,S5N","Mergus serrator"
"743","NH","N5B,N5N","Mergus serrator"
"744","NY","S3","Mergus serrator"
"745","RI","N5B,N5N","Mergus serrator"
"746","IUCN","LC - Least concern","Mergus serrator"
"747","USA","N5B,N5N","Mergus serrator"
"748","CT","S3B","Mergus merganser"
"749","ME","S5","Mergus merganser"
"750","MA","S2B,S5N","Mergus merganser"
"751","NH","S4","Mergus merganser"
"752","NY","S5","Mergus merganser"
"753","RI","N5B,N5N","Mergus merganser"
"754","IUCN","LC - Least concern","Mergus merganser"
"755","USA","N5B,N5N","Mergus merganser"
"756","CT","N5B,N5N","Melanitta perspicillata"
"757","ME","S3S4N","Melanitta perspicillata"
"758","MA","S5N","Melanitta perspicillata"
"759","NH","N5B,N5N","Melanitta perspicillata"
"760","NY","N5B,N5N","Melanitta perspicillata"
"761","RI","N5B,N5N","Melanitta perspicillata"
"762","IUCN","LC - Least concern","Melanitta perspicillata"
"763","USA","N5B,N5N","Melanitta perspicillata"
"764","CT","S3B","Lophodytes cucullatus"
"765","ME","S5","Lophodytes cucullatus"
"766","MA","S4B,S5N","Lophodytes cucullatus"
"767","NH","S5","Lophodytes cucullatus"
"768","NY","S4","Lophodytes cucullatus"
"769","RI","S1B","Lophodytes cucullatus"
"770","IUCN","LC - Least concern","Lophodytes cucullatus"
"771","USA","N5B,N5N","Lophodytes cucullatus"
"772","CT","N3?B","Limosa haemastica"
"773","ME","S2N","Limosa haemastica"
"774","MA","S3N","Limosa haemastica"
"775","NH","N3?B","Limosa haemastica"
"776","NY","N3?B","Limosa haemastica"
"777","RI","S2N","Limosa haemastica"
"778","IUCN","LC - Least concern","Limosa haemastica"
"779","USA","N3?B","Limosa haemastica"
"780","ME","S5N","Oceanites oceanicus"
"781","MA","S5N","Oceanites oceanicus"
"782","NH","N5N","Oceanites oceanicus"
"783","NY","N5N","Oceanites oceanicus"
"784","RI","N5N","Oceanites oceanicus"
"785","IUCN","LC - Least concern","Oceanites oceanicus"
"786","USA","N5N","Oceanites oceanicus"
"787","CT","N5B,N5N","Limnodromus griseus"
"788","ME","S4N","Limnodromus griseus"
"789","MA","S4N","Limnodromus griseus"
"790","NH","N5B,N5N","Limnodromus griseus"
"791","NY","N5B,N5N","Limnodromus griseus"
"792","RI","N5B,N5N","Limnodromus griseus"
"793","IUCN","LC - Least concern","Limnodromus griseus"
"794","USA","N5B,N5N","Limnodromus griseus"
"795","CT","N3N","Larus ridibundus"
"796","ME","S1N","Larus ridibundus"
"797","MA","S1B,S2N","Larus ridibundus"
"798","NH","N3N","Larus ridibundus"
"799","NY","N3N","Larus ridibundus"
"800","RI","S1N","Larus ridibundus"
"801","IUCN","LC - Least concern","Larus ridibundus"
"802","USA","N3N","Larus ridibundus"
"803","CT","N5B,N5N","Larus philadelphia"
"804","ME","S4N","Larus philadelphia"
"805","MA","S4N","Larus philadelphia"
"806","NH","N5B,N5N","Larus philadelphia"
"807","NY","N5B,N5N","Larus philadelphia"
"808","RI","N5B,N5N","Larus philadelphia"
"809","IUCN","LC - Least concern","Larus philadelphia"
"810","USA","N5B,N5N","Larus philadelphia"
"811","CT","S5","Larus marinus"
"812","ME","S5B,S5N","Larus marinus"
"813","MA","S3S4B,S5N","Larus marinus"
"814","NH","S5","Larus marinus"
"815","NY","S4","Larus marinus"
"816","RI","S2B","Larus marinus"
"817","IUCN","LC - Least concern","Larus marinus"
"818","USA","N5B,N5N","Larus marinus"
"819","CT","N3N4N","Larus glaucoides"
"820","ME","S1N","Larus glaucoides"
"821","MA","S2N","Larus glaucoides"
"822","NH","N3N4N","Larus glaucoides"
"823","NY","N3N4N","Larus glaucoides"
"824","RI","S2N","Larus glaucoides"
"825","IUCN","LC - Least concern","Larus glaucoides"
"826","USA","N3N4N","Larus glaucoides"
"827","CT","N2N3N","Larus fuscus"
"828","MA","S1N","Larus fuscus"
"829","NY","N2N3N","Larus fuscus"
"830","RI","S1N","Larus fuscus"
"831","IUCN","LC - Least concern","Larus fuscus"
"832","USA","N2N3N","Larus fuscus"
"833","CT","N5B,N5N","Larus delawarensis"
"834","ME","S2B,S5N","Larus delawarensis"
"835","MA","S1B,S5N","Larus delawarensis"
"836","NH","N5B,N5N","Larus delawarensis"
"837","NY","S4","Larus delawarensis"
"838","RI","N5B,N5N","Larus delawarensis"
"839","IUCN","LC - Least concern","Larus delawarensis"
"840","USA","N5B,N5N","Larus delawarensis"
"841","CT","N5B,N5N","Larus atricilla"
"842","ME","S2S3B","Larus atricilla"
"843","MA","S2B","Larus atricilla"
"844","NH","N5B,N5N","Larus atricilla"
"845","NY","S1","Larus atricilla"
"846","RI","N5B,N5N","Larus atricilla"
"847","IUCN","LC - Least concern","Larus atricilla"
"848","USA","N5B,N5N","Larus atricilla"
"849","CT","N3N","Mareca penelope"
"850","MA","S1N","Mareca penelope"
"851","NY","N3N","Mareca penelope"
"852","RI","S1N","Mareca penelope"
"853","IUCN","LC - Least concern","Mareca penelope"
"854","USA","N3N","Mareca penelope"
"855","CT","N5B,N5N","Mareca americana"
"856","ME","S1S2B,S3N","Mareca americana"
"857","MA","S1B,S4N","Mareca americana"
"858","NH","N5B,N5N","Mareca americana"
"859","NY","S3","Mareca americana"
"860","RI","N5B,N5N","Mareca americana"
"861","IUCN","LC - Least concern","Mareca americana"
"862","USA","N5B,N5N","Mareca americana"
"863","CT","N3B,N5N","Ammospiza nelsoni"
"864","ME","S3S4B","Ammospiza nelsoni"
"865","MA","S2N","Ammospiza nelsoni"
"866","NH","S3B","Ammospiza nelsoni"
"867","NY","N3B,N5N","Ammospiza nelsoni"
"868","RI","N3B,N5N","Ammospiza nelsoni"
"869","IUCN","LC - Least concern","Ammospiza nelsoni"
"870","USA","N3B,N5N","Ammospiza nelsoni"
"871","CT","S3B","Ammospiza maritima"
"872","ME","S1?B","Ammospiza maritima"
"873","MA","S2B","Ammospiza maritima"
"874","NH","S1B","Ammospiza maritima"
"875","NY","S2S3B","Ammospiza maritima"
"876","RI","S2B","Ammospiza maritima"
"877","IUCN","LC - Least concern","Ammospiza maritima"
"878","USA","N4","Ammospiza maritima"
"879","CT","S2B","Ixobrychus exilis"
"880","ME","S2B","Ixobrychus exilis"
"881","MA","S1S2B","Ixobrychus exilis"
"882","NH","S1B","Ixobrychus exilis"
"883","NY","S3B,S1N","Ixobrychus exilis"
"884","RI","S2B,S2N","Ixobrychus exilis"
"885","IUCN","LC - Least concern","Ixobrychus exilis"
"886","USA","N5B,N5N","Ixobrychus exilis"
"887","ME","S2S3N","Histrionicus histrionicus"
"888","MA","S2N","Histrionicus histrionicus"
"889","NY","S1N","Histrionicus histrionicus"
"890","RI","S1N","Histrionicus histrionicus"
"891","IUCN","LC - Least concern","Histrionicus histrionicus"
"892","USA","N4B,N4N","Histrionicus histrionicus"
"893","CT","S1B","Gavia immer"
"894","ME","S4S5B,S4S5N","Gavia immer"
"895","MA","S2B,S5N","Gavia immer"
"896","NH","S2B","Gavia immer"
"897","NY","S4","Gavia immer"
"898","RI","N4B,N5N","Gavia immer"
"899","IUCN","LC - Least concern","Gavia immer"
"900","USA","N4B,N5N","Gavia immer"
"901","CT","S1B","Falco peregrinus"
"902","ME","S1S2N,S2B","Falco peregrinus"
"903","MA","S2B,S3N","Falco peregrinus"
"904","NH","N4B,N4N","Falco peregrinus"
"905","NY","S3B","Falco peregrinus"
"906","RI","S1B","Falco peregrinus"
"907","IUCN","LC - Least concern","Falco peregrinus"
"908","USA","N4B,N4N","Falco peregrinus"
"909","CT","N4B,N4N","Falco columbarius"
"910","ME","S3B","Falco columbarius"
"911","MA","S4N","Falco columbarius"
"912","NH","S3B","Falco columbarius"
"913","NY","S3?B","Falco columbarius"
"914","RI","N4B,N4N","Falco columbarius"
"915","IUCN","LC - Least concern","Falco columbarius"
"916","USA","N4B,N4N","Falco columbarius"
"917","CT","S2B","Nycticorax nycticorax"
"918","ME","S2B","Nycticorax nycticorax"
"919","MA","S2B","Nycticorax nycticorax"
"920","NH","SHB","Nycticorax nycticorax"
"921","NY","S3","Nycticorax nycticorax"
"922","RI","S2B","Nycticorax nycticorax"
"923","IUCN","LC - Least concern","Nycticorax nycticorax"
"924","USA","N5B,N5N","Nycticorax nycticorax"
"925","CT","N5B,N5N","Gavia stellata"
"926","ME","S2S3N","Gavia stellata"
"927","MA","S4N","Gavia stellata"
"928","NH","N5B,N5N","Gavia stellata"
"929","NY","N5B,N5N","Gavia stellata"
"930","RI","N5B,N5N","Gavia stellata"
"931","IUCN","LC - Least concern","Gavia stellata"
"932","USA","N5B,N5N","Gavia stellata"
"933","CT","S1B","Egretta thula"
"934","ME","S3B","Egretta thula"
"935","MA","S2B,S4N","Egretta thula"
"936","NH","N5B,N5N","Egretta thula"
"937","NY","S2S3","Egretta thula"
"938","RI","S1B","Egretta thula"
"939","IUCN","LC - Least concern","Egretta thula"
"940","USA","N5B,N5N","Egretta thula"
"941","CT","N1N2B,N2N3N","Hydrocoloeus minutus"
"942","ME","S1N","Hydrocoloeus minutus"
"943","MA","S1N","Hydrocoloeus minutus"
"944","NH","N1N2B,N2N3N","Hydrocoloeus minutus"
"945","NY","N1N2B,N2N3N","Hydrocoloeus minutus"
"946","IUCN","LC - Least concern","Hydrocoloeus minutus"
"947","USA","N1N2B,N2N3N","Hydrocoloeus minutus"
"948","CT","N5B,N5N","Clangula hyemalis"
"949","ME","S5N","Clangula hyemalis"
"950","MA","S5N","Clangula hyemalis"
"951","NH","N5B,N5N","Clangula hyemalis"
"952","NY","N5B,N5N","Clangula hyemalis"
"953","RI","N5B,N5N","Clangula hyemalis"
"954","IUCN","VU - Vulnerable","Clangula hyemalis"
"955","USA","N5B,N5N","Clangula hyemalis"
"956","CT","S1B","Chordeiles minor"
"957","ME","S4B","Chordeiles minor"
"958","MA","S2B,S5M","Chordeiles minor"
"959","NH","S1B","Chordeiles minor"
"960","NY","S2S3B","Chordeiles minor"
"961","RI","S1B","Chordeiles minor"
"962","IUCN","LC - Least concern","Chordeiles minor"
"963","USA","N5B","Chordeiles minor"
"964","CT","N4B","Chlidonias niger"
"965","ME","S2B","Chlidonias niger"
"966","MA","S2N","Chlidonias niger"
"967","NH","N4B","Chlidonias niger"
"968","NY","S2B","Chlidonias niger"
"969","IUCN","LC - Least concern","Chlidonias niger"
"970","USA","N4B","Chlidonias niger"
"971","CT","S4B","Charadrius vociferus"
"972","ME","S3N,S5B","Charadrius vociferus"
"973","MA","S5B,S5N","Charadrius vociferus"
"974","NH","S5B","Charadrius vociferus"
"975","NY","S5","Charadrius vociferus"
"976","RI","S4B","Charadrius vociferus"
"977","IUCN","LC - Least concern","Charadrius vociferus"
"978","USA","N5B,N5N","Charadrius vociferus"
"979","CT","N5B,N5N","Fulica americana"
"980","ME","S2?B","Fulica americana"
"981","MA","SXB,S3N","Fulica americana"
"982","NH","N5B,N5N","Fulica americana"
"983","NY","S3","Fulica americana"
"984","RI","N5B,N5N","Fulica americana"
"985","IUCN","LC - Least concern","Fulica americana"
"986","USA","N5B,N5N","Fulica americana"
"987","CT","N5B,N5N","Charadrius semipalmatus"
"988","ME","S4S5N","Charadrius semipalmatus"
"989","MA","S4N","Charadrius semipalmatus"
"990","NH","N5B,N5N","Charadrius semipalmatus"
"991","NY","N5B,N5N","Charadrius semipalmatus"
"992","RI","N5B,N5N","Charadrius semipalmatus"
"993","IUCN","LC - Least concern","Charadrius semipalmatus"
"994","USA","N5B,N5N","Charadrius semipalmatus"
"995","CT","N5","Tautogolabrus adspersus"
"996","NY","N5","Tautogolabrus adspersus"
"997","RI","N5","Tautogolabrus adspersus"
"998","IUCN","LC - Least concern","Tautogolabrus adspersus"
"999","USA","N5","Tautogolabrus adspersus"
"1000","CT","NNR","Tautoga onitis"
"1001","NY","NNR","Tautoga onitis"
"1002","RI","NNR","Tautoga onitis"
"1003","IUCN","VU - Vulnerable","Tautoga onitis"
"1004","USA","NNR","Tautoga onitis"
"1005",NA,NA,"Astroscopus guttatus"
"1006","IUCN",NA,"Astroscopus guttatus"
"1007","USA","NNR","Astroscopus guttatus"
"1008","RI","NNR","Katsuwonus pelamis"
"1009","IUCN","LC - Least concern","Katsuwonus pelamis"
"1010","USA","NNR","Katsuwonus pelamis"
"1011","RI","NNR","Auxis thazard"
"1012","IUCN","LC - Least concern","Auxis thazard"
"1013","USA","NNR","Auxis thazard"
"1014","RI","NNR","Scomberomorus regalis"
"1015","IUCN","LC - Least concern","Scomberomorus regalis"
"1016","USA","NNR","Scomberomorus regalis"
"1017","RI","NNR","Kajikia albida"
"1018","IUCN","VU - Vulnerable","Kajikia albida"
"1019","USA","NNR","Kajikia albida"
"1020","CT","N5","Scomber scombrus"
"1021","NY","N5","Scomber scombrus"
"1022","RI","N5","Scomber scombrus"
"1023","IUCN","LC - Least concern","Scomber scombrus"
"1024","USA","N5","Scomber scombrus"
"1025","RI","NNR","Euthynnus alletteratus"
"1026","IUCN","LC - Least concern","Euthynnus alletteratus"
"1027","USA","NNR","Euthynnus alletteratus"
"1028","RI","N5","Scomberomorus maculatus"
"1029","IUCN","LC - Least concern","Scomberomorus maculatus"
"1030","USA","N5","Scomberomorus maculatus"
"1031","IUCN","LC - Least concern","Scomberomorus cavalla"
"1032","USA","NNR","Scomberomorus cavalla"
"1033","RI","NNR","Sarda sarda"
"1034","IUCN","LC - Least concern","Sarda sarda"
"1035","USA","NNR","Sarda sarda"
"1036","RI","NNR","Xiphias gladius"
"1037","IUCN","LC - Least concern","Xiphias gladius"
"1038","USA","NNR","Xiphias gladius"
"1039","RI","NNR","Makaira nigricans"
"1040","IUCN","VU - Vulnerable","Makaira nigricans"
"1041","USA","NNR","Makaira nigricans"
"1042","RI","NNR","Thunnus thynnus"
"1043","IUCN","EN - Endangered","Thunnus thynnus"
"1044","USA","NNR","Thunnus thynnus"
"1045","RI","NNR","Thunnus obesus"
"1046","IUCN","VU - Vulnerable","Thunnus obesus"
"1047","USA","NNR","Thunnus obesus"
"1048","RI","NNR","Thunnus albacares"
"1049","IUCN","NT - Near threatened","Thunnus albacares"
"1050","USA","NNR","Thunnus albacares"
"1051","RI","NNR","Thunnus alalunga"
"1052","IUCN","NT - Near threatened","Thunnus alalunga"
"1053","USA","NNR","Thunnus alalunga"
"1054","CT","S5","Lontra canadensis"
"1055","ME","S5","Lontra canadensis"
"1056","MA","S4","Lontra canadensis"
"1057","NH","S5","Lontra canadensis"
"1058","NY","S5","Lontra canadensis"
"1059","RI","S4","Lontra canadensis"
"1060","IUCN","LC - Least concern","Lontra canadensis"
"1061","USA","N5","Lontra canadensis"
"1062","IUCN","LC - Least concern","Peprilus paru"
"1063","USA","N5","Peprilus paru"
"1064","IUCN",NA,"Sphyraena guachancho"
"1065","USA","N5","Sphyraena guachancho"
"1066","NY","NNR","Centropristis striata"
"1067","RI","NNR","Centropristis striata"
"1068","IUCN",NA,"Centropristis striata"
"1069","USA","NNR","Centropristis striata"
"1070","CT","N4N5","Zostera marina"
"1071","ME","N4N5","Zostera marina"
"1072","MA","N4N5","Zostera marina"
"1073","NH","N4N5","Zostera marina"
"1074","NY","S3","Zostera marina"
"1075","RI","N4N5","Zostera marina"
"1076","IUCN",NA,"Zostera marina"
"1077","USA","N4N5","Zostera marina"
"1078","NY","NNR","Stenotomus chrysops"
"1079","RI","NNR","Stenotomus chrysops"
"1080","IUCN","NT - Near threatened","Stenotomus chrysops"
"1081","USA","NNR","Stenotomus chrysops"
"1082","IUCN",NA,"Lagodon rhomboides"
"1083","USA","N5","Lagodon rhomboides"
"1084","IUCN",NA,"Archosargus probatocephalus"
"1085","USA","N5","Archosargus probatocephalus"
"1086","IUCN",NA,"Pogonias cromis"
"1087","USA","NNR","Pogonias cromis"
"1088","NY","N5","Micropogonias undulatus"
"1089","IUCN",NA,"Micropogonias undulatus"
"1090","USA","N5","Micropogonias undulatus"
"1091","RI","NNR","Menticirrhus saxatilis"
"1092","IUCN",NA,"Menticirrhus saxatilis"
"1093","USA","NNR","Menticirrhus saxatilis"
"1094","IUCN",NA,"Menticirrhus americanus"
"1095","USA","NNR","Menticirrhus americanus"
"1096","NY","N5","Leiostomus xanthurus"
"1097","IUCN",NA,"Leiostomus xanthurus"
"1098","USA","N5","Leiostomus xanthurus"
"1099","IUCN",NA,"Larimus fasciatus"
"1100","USA","NNR","Larimus fasciatus"
"1101","IUCN",NA,"Cynoscion nebulosus"
"1102","USA","N5","Cynoscion nebulosus"
"1103","NY","N5","Bairdiella chrysoura"
"1104","IUCN",NA,"Bairdiella chrysoura"
"1105","USA","N5","Bairdiella chrysoura"
"1106","CT","N3B","Caretta caretta"
"1107","ME","N3B","Caretta caretta"
"1108","MA","S1N","Caretta caretta"
"1109","NY","S1N","Caretta caretta"
"1110","RI","N3B","Caretta caretta"
"1111","IUCN","EN - Endangered","Caretta caretta"
"1112","USA","N3B","Caretta caretta"
"1113","IUCN","VU - Vulnerable","Lepidochelys olivacea"
"1114","USA","N1N","Lepidochelys olivacea"
"1115","CT","N3B,N3N","Chelonia mydas"
"1116","ME","N3B,N3N","Chelonia mydas"
"1117","MA","S1N","Chelonia mydas"
"1118","NY","S1N","Chelonia mydas"
"1119","RI","N3B,N3N","Chelonia mydas"
"1120","IUCN","EN - Endangered","Chelonia mydas"
"1121","USA","N3B,N3N","Chelonia mydas"
"1122","CT","N2B","Dermochelys coriacea"
"1123","ME","N2B","Dermochelys coriacea"
"1124","MA","S1S2N","Dermochelys coriacea"
"1125","NH","N2B","Dermochelys coriacea"
"1126","NY","S1N","Dermochelys coriacea"
"1127","RI","N2B","Dermochelys coriacea"
"1128","IUCN","VU - Vulnerable","Dermochelys coriacea"
"1129","USA","N2B","Dermochelys coriacea"
"1130","MA","S1N","Eretmochelys imbricata"
"1131","RI","N1B","Eretmochelys imbricata"
"1132","IUCN","CR - Critically endangered","Eretmochelys imbricata"
"1133","USA","N1B","Eretmochelys imbricata"
"1134",NA,NA,"Rachycentron canadum"
"1135","IUCN",NA,"Rachycentron canadum"
"1136","USA","NNR","Rachycentron canadum"
"1137","CT","N5","Sphoeroides maculatus"
"1138","NY","N5","Sphoeroides maculatus"
"1139","RI","N5","Sphoeroides maculatus"
"1140","IUCN",NA,"Sphoeroides maculatus"
"1141","USA","N5","Sphoeroides maculatus"
"1142","NY","N5","Pomatomus saltatrix"
"1143","RI","N5","Pomatomus saltatrix"
"1144","IUCN","VU - Vulnerable","Pomatomus saltatrix"
"1145","USA","N5","Pomatomus saltatrix"
"1146","NY","NNR","Ophidion marginatum"
"1147","IUCN",NA,"Ophidion marginatum"
"1148","USA","NNR","Ophidion marginatum"
"1149","RI","NNR","Lepophidium profundorum"
"1150","IUCN",NA,"Lepophidium profundorum"
"1151","USA","NNR","Lepophidium profundorum"
"1152",NA,NA,"Myctophum affine"
"1153","IUCN",NA,"Myctophum affine"
"1154","USA","NNR","Myctophum affine"
"1155",NA,NA,"Lampadena speculigera"
"1156","IUCN",NA,"Lampadena speculigera"
"1157","USA","NNR","Lampadena speculigera"
"1158","NY","N5","Mugil curema"
"1159","RI","N5","Mugil curema"
"1160","IUCN",NA,"Mugil curema"
"1161","USA","N5","Mugil curema"
"1162","MA","S4","Mugil cephalus"
"1163","NY","N5","Mugil cephalus"
"1164","IUCN","LC - Least concern","Mugil cephalus"
"1165","USA","N5","Mugil cephalus"
"1166","CT","S3","Morone saxatilis"
"1167","ME","S5","Morone saxatilis"
"1168","MA","S5","Morone saxatilis"
"1169","NH","S4","Morone saxatilis"
"1170","NY","S4","Morone saxatilis"
"1171","RI","N5","Morone saxatilis"
"1172","IUCN","LC - Least concern","Morone saxatilis"
"1173","USA","N5","Morone saxatilis"
"1174",NA,NA,"Hyperoodon ampullatus"
"1175","IUCN","DD - Data deficient","Hyperoodon ampullatus"
"1176","USA","NU","Hyperoodon ampullatus"
"1177","ME","N2","Balaenoptera borealis"
"1178","MA","S1","Balaenoptera borealis"
"1179","NY","N2","Balaenoptera borealis"
"1180","RI","N2","Balaenoptera borealis"
"1181","IUCN","EN - Endangered","Balaenoptera borealis"
"1182","USA","N2","Balaenoptera borealis"
"1183","MA","S4","Delphinus delphis"
"1184","NY","S4","Delphinus delphis"
"1185","IUCN","LC - Least concern","Delphinus delphis"
"1186","USA","NNA","Delphinus delphis"
"1187","NY","S4","Globicephala macrorhynchus"
"1188","IUCN","LC - Least concern","Globicephala macrorhynchus"
"1189","USA","NU","Globicephala macrorhynchus"
"1190","IUCN","DD - Data deficient","Stenella longirostris"
"1191","USA","NU","Stenella longirostris"
"1192","NY","NU","Stenella frontalis"
"1193","IUCN","DD - Data deficient","Stenella frontalis"
"1194","USA","NU","Stenella frontalis"
"1195","IUCN","LC - Least concern","Stenella attenuata"
"1196","USA","NU","Stenella attenuata"
"1197","MA","S3","Grampus griseus"
"1198","NY","NU","Grampus griseus"
"1199","IUCN","LC - Least concern","Grampus griseus"
"1200","USA","NU","Grampus griseus"
"1201","ME","N2","Balaenoptera physalus"
"1202","MA","S2","Balaenoptera physalus"
"1203","NY","S1","Balaenoptera physalus"
"1204","RI","N2","Balaenoptera physalus"
"1205","IUCN","VU - Vulnerable","Balaenoptera physalus"
"1206","USA","N2","Balaenoptera physalus"
"1207","ME","N2","Balaenoptera acutorostrata"
"1208","MA","S3","Balaenoptera acutorostrata"
"1209","NY","N2","Balaenoptera acutorostrata"
"1210","RI","N2","Balaenoptera acutorostrata"
"1211","IUCN","LC - Least concern","Balaenoptera acutorostrata"
"1212","USA","N2","Balaenoptera acutorostrata"
"1213","IUCN","DD - Data deficient","Kogia sima"
"1214","USA","NU","Kogia sima"
"1215","MA","S2","Kogia breviceps"
"1216","NY","NU","Kogia breviceps"
"1217","IUCN","DD - Data deficient","Kogia breviceps"
"1218","USA","NU","Kogia breviceps"
