"","common","sciname","source","iucn_sid","state","status","trend","status_scale"
"614","tautog","Tautoga onitis","dataportal",NA,"USA","NNR",NA,"USA"
"615","thick billed murre","Uria lomvia","dataportal",NA,"ME","S1N",NA,"ME"
"616","thick billed murre","Uria lomvia","dataportal",NA,"MA","S2N",NA,"MA"
"617","thick billed murre","Uria lomvia","dataportal",NA,"NH","N5B,N5N",NA,"NH"
"618","thick billed murre","Uria lomvia","dataportal",NA,"NY","N5B,N5N",NA,"NY"
"619","thick billed murre","Uria lomvia","dataportal",NA,"RI","N5B,N5N",NA,"RI"
"620","thick billed murre","Uria lomvia","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"621","thick billed murre","Uria lomvia","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"622","thorny skate","Amblyraja radiata","dataportal",NA,"IUCN","VU - Vulnerable",NA,"IUCN"
"623","thorny skate","Amblyraja radiata","dataportal",NA,"USA","NNR",NA,"USA"
"624","tilefish","Lopholatilus chamaeleonticeps","dataportal",NA,"RI","NNR",NA,"RI"
"625","tilefish","Lopholatilus chamaeleonticeps","dataportal",NA,"IUCN","EN - Endangered",NA,"IUCN"
"626","tilefish","Lopholatilus chamaeleonticeps","dataportal",NA,"USA","NNR",NA,"USA"
"627","trues beaked whale","Mesoplodon mirus","dataportal",NA,"NY","NNR",NA,"NY"
"628","trues beaked whale","Mesoplodon mirus","dataportal",NA,"IUCN","DD - Data deficient",NA,"IUCN"
"629","trues beaked whale","Mesoplodon mirus","dataportal",NA,"USA","NNR",NA,"USA"
"630","weakfish","Cynoscion regalis","dataportal",NA,"CT","SNRB",NA,"CT"
"631","weakfish","Cynoscion regalis","dataportal",NA,"NY","NNR",NA,"NY"
"632","weakfish","Cynoscion regalis","dataportal",NA,"RI","NNR",NA,"RI"
"633","weakfish","Cynoscion regalis","dataportal",NA,"IUCN",NA,NA,"IUCN"
"634","weakfish","Cynoscion regalis","dataportal",NA,"USA","NNR",NA,"USA"
"635","white hake","Urophycis tenuis","dataportal",NA,"RI","NNR",NA,"RI"
"636","white hake","Urophycis tenuis","dataportal",NA,"IUCN",NA,NA,"IUCN"
"637","white hake","Urophycis tenuis","dataportal",NA,"USA","NNR",NA,"USA"
"638","white winged scoter","Melanitta fusca","dataportal",NA,"CT","N5B,N5N",NA,"CT"
"639","white winged scoter","Melanitta fusca","dataportal",NA,"ME","S4S5N",NA,"ME"
"640","white winged scoter","Melanitta fusca","dataportal",NA,"MA","S5N",NA,"MA"
"641","white winged scoter","Melanitta fusca","dataportal",NA,"NH","N5B,N5N",NA,"NH"
"642","white winged scoter","Melanitta fusca","dataportal",NA,"NY","N5B,N5N",NA,"NY"
"643","white winged scoter","Melanitta fusca","dataportal",NA,"RI","N5B,N5N",NA,"RI"
"644","white winged scoter","Melanitta fusca","dataportal",NA,"IUCN",NA,NA,"IUCN"
"645","white winged scoter","Melanitta fusca","dataportal",NA,"USA","N5B,N5N",NA,"USA"
"646","wilsons storm petrel","Oceanites oceanicus","dataportal",NA,"ME","S5N",NA,"ME"
"647","wilsons storm petrel","Oceanites oceanicus","dataportal",NA,"MA","S5N",NA,"MA"
"648","wilsons storm petrel","Oceanites oceanicus","dataportal",NA,"NH","N5N",NA,"NH"
"649","wilsons storm petrel","Oceanites oceanicus","dataportal",NA,"NY","N5N",NA,"NY"
"650","wilsons storm petrel","Oceanites oceanicus","dataportal",NA,"RI","N5N",NA,"RI"
"651","wilsons storm petrel","Oceanites oceanicus","dataportal",NA,"IUCN","LC - Least concern",NA,"IUCN"
"652","wilsons storm petrel","Oceanites oceanicus","dataportal",NA,"USA","N5N",NA,"USA"
"653","windowpane","Scophthalmus aquosus","dataportal",NA,"CT","N5",NA,"CT"
"654","windowpane","Scophthalmus aquosus","dataportal",NA,"NY","N5",NA,"NY"
"655","windowpane","Scophthalmus aquosus","dataportal",NA,"RI","N5",NA,"RI"
"656","windowpane","Scophthalmus aquosus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"657","windowpane","Scophthalmus aquosus","dataportal",NA,"USA","N5",NA,"USA"
"658","winter flounder","Pseudopleuronectes americanus","dataportal",NA,"CT","N5",NA,"CT"
"659","winter flounder","Pseudopleuronectes americanus","dataportal",NA,"NY","S3?",NA,"NY"
"660","winter flounder","Pseudopleuronectes americanus","dataportal",NA,"RI","N5",NA,"RI"
"661","winter flounder","Pseudopleuronectes americanus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"662","winter flounder","Pseudopleuronectes americanus","dataportal",NA,"USA","N5",NA,"USA"
"663","winter skate","Leucoraja ocellata","dataportal",NA,"CT","NNR",NA,"CT"
"664","winter skate","Leucoraja ocellata","dataportal",NA,"RI","NNR",NA,"RI"
"665","winter skate","Leucoraja ocellata","dataportal",NA,"IUCN","EN - Endangered",NA,"IUCN"
"666","winter skate","Leucoraja ocellata","dataportal",NA,"USA","NNR",NA,"USA"
"667","witch flounder","Glyptocephalus cynoglossus","dataportal",NA,"RI","NNR",NA,"RI"
"668","witch flounder","Glyptocephalus cynoglossus","dataportal",NA,"IUCN",NA,NA,"IUCN"
"669","witch flounder","Glyptocephalus cynoglossus","dataportal",NA,"USA","NNR",NA,"USA"
"670","yellowtail flounder","Pleuronectes ferruginea","dataportal",NA,NA,NA,NA,NA
"671","shortnose sturgeon","Acipenser brevirostrum","IUCN",222,"CT","S1",NA,"CT"
"672","shortnose sturgeon","Acipenser brevirostrum","IUCN",222,"ME","S3",NA,"ME"
"673","shortnose sturgeon","Acipenser brevirostrum","IUCN",222,"MA","S1",NA,"MA"
"674","shortnose sturgeon","Acipenser brevirostrum","IUCN",222,"NH","S1",NA,"NH"
"675","shortnose sturgeon","Acipenser brevirostrum","IUCN",222,"NY","S1",NA,"NY"
"676","shortnose sturgeon","Acipenser brevirostrum","IUCN",222,"RI","SH",NA,"RI"
"677","shortnose sturgeon","Acipenser brevirostrum","IUCN",222,"IUCN","VU - Vulnerable",NA,"IUCN"
"678","shortnose sturgeon","Acipenser brevirostrum","IUCN",222,"USA","N3",NA,"USA"
"679","blackmouth bass","Synagrops bellus","IUCN",13458323,NA,"LC","Unknown","IUCN"
"680","blackmouth splitfin","Synagrops japonicus","IUCN",42830204,NA,"LC","Stable","IUCN"
"681","bigtooth cardinalfish","Paroncheilus affinis","IUCN",185924,NA,"LC","Unknown","IUCN"
"682","silver-rag driftfish","Ariomma bondi","IUCN",16407630,NA,"LC","Unknown","IUCN"
"683","brown driftfish","Ariomma melanum","IUCN",190252,NA,"LC","Unknown","IUCN"
"684","rough silverside","Membras martinica","IUCN",154767,"NY","NNR",NA,"NY"
"685","rough silverside","Membras martinica","IUCN",154767,"IUCN","LC - Least concern",NA,"IUCN"
"686","rough silverside","Membras martinica","IUCN",154767,"USA","NNR",NA,"USA"
"687","atlantic silverside","Menidia menidia","IUCN",16441575,"CT","N5","Stable","CT"
"688","atlantic silverside","Menidia menidia","IUCN",16441575,"MA","S5","Stable","MA"
"689","atlantic silverside","Menidia menidia","IUCN",16441575,"NY","S2S3","Stable","NY"
"690","atlantic silverside","Menidia menidia","IUCN",16441575,"RI","N5","Stable","RI"
"691","atlantic silverside","Menidia menidia","IUCN",16441575,"IUCN","LC","Stable","IUCN"
"692","atlantic silverside","Menidia menidia","IUCN",16441575,"USA","N5","Stable","USA"
"693","inshore lizardfish","Synodus foetens","IUCN",16441698,"NY","N5","Unknown","NY"
"694","inshore lizardfish","Synodus foetens","IUCN",16441698,"IUCN","LC","Unknown","IUCN"
"695","inshore lizardfish","Synodus foetens","IUCN",16441698,"USA","N5","Unknown","USA"
"696","snakefish","Trachinocephalus myops","IUCN",13486199,NA,"LC","Unknown","IUCN"
"697","zugmayer's pearleye","Benthalbella infans","IUCN",13485675,NA,"LC","Unknown","IUCN"
"698","blackbelly pearleye","Scopelarchus analis","IUCN",190316,NA,"LC","Unknown","IUCN"
"699","spotted barracudina","Arctozenus risso","IUCN",194997,NA,"LC","Unknown","IUCN"
"700","barracudina","Lestidiops affinis","IUCN",13485398,NA,"LC","Unknown","IUCN"
"701","pacific barracudina","Lestidiops jayakari","IUCN",189818,NA,"LC","Unknown","IUCN"
"702","atlantic barracudina","Lestidium atlanticum","IUCN",190099,NA,"LC","Unknown","IUCN"
"703","barracudina antifaz","Lestrolepis intermedia","IUCN",13485622,NA,"LC","Unknown","IUCN"
"704",NA,"Macroparalepis affinis","IUCN",13485631,NA,"LC","Unknown","IUCN"
"705",NA,"Macroparalepis brevis","IUCN",68064267,NA,"LC","Unknown","IUCN"
"706","duckbill barracudina","Magnisudis atlantica","IUCN",13485635,NA,"LC","Unknown","IUCN"
"707","barracudina","Paralepis elongata","IUCN",20885933,NA,"LC","Unknown","IUCN"
"708",NA,"Stemonosudis intermedia","IUCN",190146,NA,"LC","Unknown","IUCN"
"709","fierce pike smelt","Sudis atrox","IUCN",47165538,NA,"LC","Unknown","IUCN"
"710","barracudina","Sudis hyalina","IUCN",190101,NA,"DD","Unknown","IUCN"
"711","hammerjaw","Omosudis lowii","IUCN",13485312,NA,"LC","Unknown","IUCN"
"712",NA,"Ahliesaurus berryi","IUCN",13485141,NA,"LC","Unknown","IUCN"
"713","waryfish","Scopelosaurus argenteus","IUCN",13485167,NA,"LC","Unknown","IUCN"
"714","blackfin waryfish","Scopelosaurus lepidus","IUCN",190389,NA,"LC","Unknown","IUCN"
"715",NA,"Scopelosaurus smithii","IUCN",67966271,NA,"LC","Unknown","IUCN"
"716","mediterranean spiderfish","Bathypterois dubius","IUCN",13462751,NA,"LC","Unknown","IUCN"
"717","tripod spiderfish","Bathypterois grallator","IUCN",194992,NA,"LC","Unknown","IUCN"
"718","abyssal spiderfish","Bathypterois longipes","IUCN",190243,NA,"LC","Unknown","IUCN"
"719","blackfin spiderfish","Bathypterois phenax","IUCN",13462757,NA,"LC","Unknown","IUCN"
"720","atlantic sabretooth","Coccorella atlantica","IUCN",47164926,NA,"LC","Unknown","IUCN"
"721","balbo sabretooth","Evermannella balbo","IUCN",194995,NA,"LC","Unknown","IUCN"
"722","undistinguished sabretooth","Odontostomops normalops","IUCN",13462731,NA,"LC","Unknown","IUCN"
"723","agassiz's thread-sail fish","Chlorophthalmus agassizi","IUCN",194993,NA,"LC","Unknown","IUCN"
"724","longnose greeneye","Parasudis truculenta","IUCN",20661580,NA,"LC","Unknown","IUCN"
"725","deep-sea lizardfish","Bathysaurus ferox","IUCN",13462491,NA,"LC","Unknown","IUCN"
"726","highfin lizardfish","Bathysaurus mollis","IUCN",195001,NA,"LC","Unknown","IUCN"
"727","daggertooth","Anotopterus pharao","IUCN",18123632,NA,"LC","Unknown","IUCN"
"728","short snouted lancetfish","Alepisaurus brevirostris","IUCN",60469186,NA,"LC","Unknown","IUCN"
"729","long snouted lancetfish","Alepisaurus ferox","IUCN",154820,NA,"LC","Unknown","IUCN"
"730","oyster toadfish","Opsanus tau","IUCN",16441738,"CT","NNR","Unknown","CT"
"731","oyster toadfish","Opsanus tau","IUCN",16441738,"RI","NNR","Unknown","RI"
"732","oyster toadfish","Opsanus tau","IUCN",16441738,"IUCN","LC","Unknown","IUCN"
"733","oyster toadfish","Opsanus tau","IUCN",16441738,"USA","NNR","Unknown","USA"
"734","atlantic saury","Scomberesox saurus","IUCN",190211,NA,"LC","Unknown","IUCN"
"735","flying halfbeak","Euleptorhamphus velox","IUCN",15521852,NA,"LC","Unknown","IUCN"
"736","balao","Hemiramphus balao","IUCN",15521875,NA,"LC","Unknown","IUCN"
"737","ballyhoo","Hemiramphus brasiliensis","IUCN",15521927,"RI","NNR","Unknown","RI"
"738","ballyhoo","Hemiramphus brasiliensis","IUCN",15521927,"IUCN","LC","Unknown","IUCN"
"739","ballyhoo","Hemiramphus brasiliensis","IUCN",15521927,"USA","NNR","Unknown","USA"
"740","meek's halfbeak","Hyporhamphus meeki","IUCN",191197,NA,"LC","Unknown","IUCN"
"741","false halfbeak","Oxyporhamphus similis","IUCN",15521934,NA,"LC","Unknown","IUCN"
"742","margined flyingfish","Cheilopogon cyanopterus","IUCN",190123,NA,"LC","Unknown","IUCN"
"743","bandwing flyingfish","Cheilopogon exsiliens","IUCN",198575,NA,"LC","Unknown","IUCN"
"744","spotfin flyingfish","Cheilopogon furcatus","IUCN",190391,NA,"LC","Unknown","IUCN"
"745","atlantic flyingfish","Cheilopogon melanurus","IUCN",190276,NA,"LC","Unknown","IUCN"
"746","blacksail flyingfish","Cheilopogon nigricans","IUCN",13487700,NA,"LC","Unknown","IUCN"
"747","oceanic two-wing flyingfish","Exocoetus obtusirostris","IUCN",190163,"RI","NNR","Unknown","RI"
"748","oceanic two-wing flyingfish","Exocoetus obtusirostris","IUCN",190163,"IUCN","LC","Unknown","IUCN"
"749","oceanic two-wing flyingfish","Exocoetus obtusirostris","IUCN",190163,"USA","NNR","Unknown","USA"
"750","tropical two-wing flyingfish","Exocoetus volitans","IUCN",198566,NA,"LC","Unknown","IUCN"
"751","mirrorwing flyingfish","Hirundichthys speculiger","IUCN",190292,NA,"LC","Unknown","IUCN"
"752","atlantic blackwing flyingfish","Hirundichthys volador","IUCN",68308810,NA,"LC","Unknown","IUCN"
"753","gyre flyingfish","Prognichthys glaphyrae","IUCN",20885921,NA,"LC","Unknown","IUCN"
"754","flat needlefish","Ablennes hians","IUCN",13486514,NA,"LC","Unknown","IUCN"
"755","atlantic needlefish","Strongylura marina","IUCN",155259,"ME","N5",NA,"ME"
"756","atlantic needlefish","Strongylura marina","IUCN",155259,"MA","S4",NA,"MA"
"757","atlantic needlefish","Strongylura marina","IUCN",155259,"NY","S2S3",NA,"NY"
"758","atlantic needlefish","Strongylura marina","IUCN",155259,"RI","N5",NA,"RI"
"759","atlantic needlefish","Strongylura marina","IUCN",155259,"IUCN","LC - Least concern",NA,"IUCN"
"760","atlantic needlefish","Strongylura marina","IUCN",155259,"USA","N5",NA,"USA"
"761","big roughy","Gephyroberyx darwinii","IUCN",16449531,NA,"LC","Unknown","IUCN"
"762","big roughy","Gephyroberyx darwinii","IUCN",16449531,"IUCN","LC","Unknown","IUCN"
"763","big roughy","Gephyroberyx darwinii","IUCN",16449531,"USA","NNR","Unknown","USA"
"764","silver roughy","Hoplostethus mediterraneus","IUCN",198579,NA,"LC","Unknown","IUCN"
"765","parin's spinyfish","Diretmichthys parini","IUCN",190137,NA,"LC","Unknown","IUCN"
"766","silver spinyfin","Diretmus argenteus","IUCN",18124015,NA,"LC","Unknown","IUCN"
"767","alfonsino","Beryx decadactylus","IUCN",198578,NA,"LC","Unknown","IUCN"
"768","alfonsino","Beryx decadactylus","IUCN",198578,"IUCN","LC","Unknown","IUCN"
"769","alfonsino","Beryx decadactylus","IUCN",198578,"USA","NNR","Unknown","USA"
"770","splendid alfonsino","Beryx splendens","IUCN",16425354,NA,"LC","Unknown","IUCN"
"771","common fangtooth","Anoplogaster cornuta","IUCN",18123960,NA,"LC","Unknown","IUCN"
"772","big-eye soldierfish","Ostichthys trachypoma","IUCN",16443217,NA,"LC","Unknown","IUCN"
"773","atlantic pomfret","Brama brama","IUCN",195091,NA,"LC","Unknown","IUCN"
"774","atlantic fanfish","Pterycombus brama","IUCN",190330,NA,"LC","Unknown","IUCN"
"775","big-scale pomfret","Taractichthys longipinnis","IUCN",190394,NA,"LC","Unknown","IUCN"
"776","spotfin butterflyfish","Chaetodon ocellatus","IUCN",165611,NA,"LC","Stable","IUCN"
"777","foureye butterflyfish","Chaetodon capistratus","IUCN",165695,NA,"LC","Stable","IUCN"
"778","spotfin dragonet","Foetorepus agassizii","IUCN",16506725,NA,"LC","Unknown","IUCN"
"779","palefin dragonet","Foetorepus goodenbeani","IUCN",190066,NA,"LC","Unknown","IUCN"
"780","deepbody boarfish","Antigonia capros","IUCN",16407132,NA,"LC","Stable","IUCN"
"781","shortspine boarfish","Antigonia combatia","IUCN",154928,NA,"LC","Unknown","IUCN"
"782","african pompano","Alectis ciliaris","IUCN",155014,NA,"LC","Unknown","IUCN"
"783","yellow jack","Caranx bartholomaei","IUCN",16431725,"RI","NNR","Stable","RI"
"784","yellow jack","Caranx bartholomaei","IUCN",16431725,"IUCN","LC","Stable","IUCN"
"785","yellow jack","Caranx bartholomaei","IUCN",16431725,"USA","NNR","Stable","USA"
"786","blue runner","Caranx crysos","IUCN",154807,"RI","NNR",NA,"RI"
"787","blue runner","Caranx crysos","IUCN",154807,"IUCN","LC - Least concern",NA,"IUCN"
"788","blue runner","Caranx crysos","IUCN",154807,"USA","NNR",NA,"USA"
"789","crevalle jack","Caranx hippos","IUCN",190458,"MA","S4","Stable","MA"
"790","crevalle jack","Caranx hippos","IUCN",190458,"NY","N5","Stable","NY"
"791","crevalle jack","Caranx hippos","IUCN",190458,"RI","N5","Stable","RI"
"792","crevalle jack","Caranx hippos","IUCN",190458,"IUCN","LC","Stable","IUCN"
"793","crevalle jack","Caranx hippos","IUCN",190458,"USA","N5","Stable","USA"
"794","horse-eye jack","Caranx latus","IUCN",191829,NA,"LC","Stable","IUCN"
"795","bar jack","Caranx ruber","IUCN",16431737,NA,"LC","Unknown","IUCN"
"796","atlantic bumper","Chloroscombrus chrysurus","IUCN",16437187,"IUCN","LC","Stable","IUCN"
"797","atlantic bumper","Chloroscombrus chrysurus","IUCN",16437187,"USA","N5","Stable","USA"
"798","mackerel scad","Decapterus macarellus","IUCN",190117,NA,"LC","Unknown","IUCN"
"799","round scad","Decapterus punctatus","IUCN",16439848,NA,"LC","Stable","IUCN"
"800","rainbow runner","Elagatis bipinnulata","IUCN",16440027,NA,"LC","Stable","IUCN"
"801","pilotfish","Naucrates ductor","IUCN",190452,NA,"LC","Stable","IUCN"
"802","bigeye scad","Selar crumenophthalmus","IUCN",190388,NA,"LC","Stable","IUCN"
"803","atlantic moonfish","Selene setapinnis","IUCN",16506931,"IUCN","LC","Stable","IUCN"
"804","atlantic moonfish","Selene setapinnis","IUCN",16506931,"USA","N5","Stable","USA"
"805","atlantic lookdown","Selene vomer","IUCN",16507307,"IUCN","LC","Stable","IUCN"
"806","atlantic lookdown","Selene vomer","IUCN",16507307,"USA","N5","Stable","USA"
"807","greater amberjack","Seriola dumerili","IUCN",198643,NA,"LC","Unknown","IUCN"
"808","lesser amberjack","Seriola fasciata","IUCN",190139,NA,"LC","Unknown","IUCN"
"809","longfin yellowtail","Seriola rivoliana","IUCN",16507347,NA,"LC","Stable","IUCN"
"810","banded rudderfish","Seriola zonata","IUCN",16507442,NA,"LC","Stable","IUCN"
"811","florida pompano","Trachinotus carolinus","IUCN",16507646,"IUCN","LC","Unknown","IUCN"
"812","florida pompano","Trachinotus carolinus","IUCN",16507646,"USA","N5","Unknown","USA"
"813","permit","Trachinotus falcatus","IUCN",190407,NA,"LC","Stable","IUCN"
"814","palometa","Trachinotus goodei","IUCN",154970,NA,"LC","Unknown","IUCN"
"815","horse mackerel","Trachurus lathami","IUCN",195098,NA,"LC","Stable","IUCN"
"816","cueriduro, zapatero","Oligoplites saurus","IUCN",183364,"IUCN","LC","Unknown","IUCN"
"817","cueriduro, zapatero","Oligoplites saurus","IUCN",183364,"USA","N5","Unknown","USA"
"818","rudderfish","Centrolophus niger","IUCN",198571,NA,"LC","Unknown","IUCN"
"819","barrelfish","Hyperoglyphe perciformis","IUCN",155081,NA,"LC","Unknown","IUCN"
"820","redvelvet whalefish","Barbourisia rufa","IUCN",21110276,NA,"LC","Unknown","IUCN"
"821",NA,"Cetomimus gillii","IUCN",190349,NA,"DD","Unknown","IUCN"
"822","pink flabby whalefish","Cetostoma regani","IUCN",190260,NA,"DD","Unknown","IUCN"
"823","doublekeeled whalefish","Ditropichthys storeri","IUCN",190414,NA,"DD","Unknown","IUCN"
"824","myers whalefish","Gyrinomimus myersi","IUCN",190331,NA,"DD","Unknown","IUCN"
"825","redmouth whalefish","Rondeletia loricata","IUCN",60483273,NA,"LC","Unknown","IUCN"
"826","black swallower","Chiasmodon niger","IUCN",190310,NA,"LC","Unknown","IUCN"
"827",NA,"Dysalotus alcocki","IUCN",21113900,NA,"LC","Unknown","IUCN"
"828",NA,"Dysalotus oligoscolus","IUCN",60470373,NA,"LC","Unknown","IUCN"
"829",NA,"Kali indica","IUCN",21113904,NA,"LC","Unknown","IUCN"
"830",NA,"Kali kerberti","IUCN",60471792,NA,"LC","Unknown","IUCN"
"831",NA,"Kali macrura","IUCN",60471825,NA,"LC","Unknown","IUCN"
"832",NA,"Kali parri","IUCN",21113907,NA,"LC","Unknown","IUCN"
"833",NA,"Pseudoscopelus altipinnis","IUCN",60483083,NA,"LC","Unknown","IUCN"
"834",NA,"Pseudoscopelus scriptus","IUCN",190433,NA,"LC","Unknown","IUCN"
"835",NA,"Pseudoscopelus scutatus","IUCN",60483092,NA,"LC","Unknown","IUCN"
"836","blacktip shark","Carcharhinus limbatus","IUCN",3851,"IUCN","NT - Near threatened",NA,"IUCN"
"837","blacktip shark","Carcharhinus limbatus","IUCN",3851,"USA","NNR",NA,"USA"
"838","dusky shark","Carcharhinus obscurus","IUCN",3852,"IUCN","VU - Vulnerable",NA,"IUCN"
"839","dusky shark","Carcharhinus obscurus","IUCN",3852,"USA","NNR",NA,"USA"
"840","sandbar shark","Carcharhinus plumbeus","IUCN",3853,"CT","NNR",NA,"CT"
"841","sandbar shark","Carcharhinus plumbeus","IUCN",3853,"IUCN","VU - Vulnerable",NA,"IUCN"
"842","sandbar shark","Carcharhinus plumbeus","IUCN",3853,"USA","NNR",NA,"USA"
"843","great white shark","Carcharodon carcharias","IUCN",3855,"IUCN","VU - Vulnerable",NA,"IUCN"
"844","great white shark","Carcharodon carcharias","IUCN",3855,"USA","NNR",NA,"USA"
"845","basking shark","Cetorhinus maximus","IUCN",4292,"IUCN","VU - Vulnerable",NA,"IUCN"
"846","basking shark","Cetorhinus maximus","IUCN",4292,"USA","NNR",NA,"USA"
"847","kitefin shark","Dalatias licha","IUCN",6229,"IUCN","NT - Near threatened",NA,"IUCN"
"848","kitefin shark","Dalatias licha","IUCN",6229,"USA","NNR",NA,"USA"
"849","porbeagle","Lamna nasus","IUCN",11200,"IUCN","VU - Vulnerable",NA,"IUCN"
"850","porbeagle","Lamna nasus","IUCN",11200,"USA","NNR",NA,"USA"
"851","whale shark","Rhincodon typus","IUCN",19488,"IUCN","VU - Vulnerable",NA,"IUCN"
"852","whale shark","Rhincodon typus","IUCN",19488,"USA","NNR",NA,"USA"
"853","bigeye sand tiger","Odontaspis noronhai","IUCN",39336,NA,"LC","Unknown","IUCN"
"854","bigeye sand tiger","Odontaspis noronhai","IUCN",39336,"IUCN","DD - Data deficient","Unknown","IUCN"
"855","bigeye sand tiger","Odontaspis noronhai","IUCN",39336,"USA","NNR","Unknown","USA"
"856","common thresher shark","Alopias vulpinus","IUCN",39339,NA,"VU","Decreasing","IUCN"
"857","shortfin mako","Isurus oxyrinchus","IUCN",39341,NA,"EN","Decreasing","IUCN"
"858","spinner shark","Carcharhinus brevipinna","IUCN",39368,NA,"NT","Unknown","IUCN"
"859","silky shark","Carcharhinus falciformis","IUCN",39370,"IUCN","NT - Near threatened",NA,"IUCN"
"860","silky shark","Carcharhinus falciformis","IUCN",39370,"USA","NNR",NA,"USA"
"861","bull shark","Carcharhinus leucas","IUCN",39372,"IUCN","NT - Near threatened",NA,"IUCN"
"862","bull shark","Carcharhinus leucas","IUCN",39372,"USA","N5",NA,"USA"
"863","oceanic whitetip shark","Carcharhinus longimanus","IUCN",39374,NA,"VU","Decreasing","IUCN"
"864","tiger shark","Galeocerdo cuvier","IUCN",39378,"IUCN","NT - Near threatened",NA,"IUCN"
"865","tiger shark","Galeocerdo cuvier","IUCN",39378,"USA","NNR",NA,"USA"
"866","lemon shark","Negaprion brevirostris","IUCN",39380,"IUCN","NT - Near threatened",NA,"IUCN"
"867","lemon shark","Negaprion brevirostris","IUCN",39380,"USA","NNR",NA,"USA"
"868","blue shark","Prionace glauca","IUCN",39381,NA,"NT","Unknown","IUCN"
"869","scalloped hammerhead","Sphyrna lewini","IUCN",39385,"RI","NNR",NA,"RI"
"870","scalloped hammerhead","Sphyrna lewini","IUCN",39385,"IUCN","EN - Endangered",NA,"IUCN"
"871","scalloped hammerhead","Sphyrna lewini","IUCN",39385,"USA","NNR",NA,"USA"
"872","great hammerhead","Sphyrna mokarran","IUCN",39386,"IUCN","EN - Endangered",NA,"IUCN"
"873","great hammerhead","Sphyrna mokarran","IUCN",39386,"USA","NNR",NA,"USA"
"874","bonnethead shark","Sphyrna tiburo","IUCN",39387,"IUCN","LC - Least concern",NA,"IUCN"
"875","bonnethead shark","Sphyrna tiburo","IUCN",39387,"USA","NNR",NA,"USA"
"876","smooth hammerhead","Sphyrna zygaena","IUCN",39388,"IUCN","VU - Vulnerable",NA,"IUCN"
"877","smooth hammerhead","Sphyrna zygaena","IUCN",39388,"USA","NNR",NA,"USA"
"878","portuguese dogfish","Centroscymnus coelolepis","IUCN",41747,"IUCN","NT - Near threatened",NA,"IUCN"
"879","portuguese dogfish","Centroscymnus coelolepis","IUCN",41747,"USA","NNR",NA,"USA"
"880","bramble shark","Echinorhinus brucus","IUCN",41801,"IUCN","DD - Data deficient",NA,"IUCN"
"881","bramble shark","Echinorhinus brucus","IUCN",41801,"USA","NNR",NA,"USA"
"882","fleshynose catshark","Apristurus melanoasper","IUCN",42700,NA,"LC","Unknown","IUCN"
"883","icelandic catshark","Apristurus laurussonii","IUCN",44216,NA,"DD","Unknown","IUCN"
"884","deepwater catshark","Apristurus profundorum","IUCN",44224,NA,"DD","Unknown","IUCN"
"885","false catshark","Pseudotriakis microdon","IUCN",44566,NA,"LC","Unknown","IUCN"
"886","ghost catshark","Apristurus manis","IUCN",44599,NA,"LC","Unknown","IUCN"
"887","smalleye catshark","Apristurus microps","IUCN",44657,NA,"LC","Unknown","IUCN"
"888","cownose ray","Rhinoptera bonasus","IUCN",60128,"IUCN","NT - Near threatened",NA,"IUCN"
"889","cownose ray","Rhinoptera bonasus","IUCN",60128,"USA","NNR",NA,"USA"
"890","narrownose chimaera","Harriotta raleighana","IUCN",60140,NA,"LC","Stable","IUCN"
"891","atlantic longnose chimaera","Rhinochimaera atlantica","IUCN",60145,NA,"LC","Unknown","IUCN"
"892","bluntnose stingray","Dasyatis say","IUCN",60159,"IUCN","LC - Least concern",NA,"IUCN"
"893","bluntnose stingray","Dasyatis say","IUCN",60159,"USA","N5",NA,"USA"
"894","greenland shark","Somniosus microcephalus","IUCN",60213,NA,"NT","Unknown","IUCN"
"895","greenland shark","Somniosus microcephalus","IUCN",60213,"IUCN","NT - Near threatened","Unknown","IUCN"
"896","greenland shark","Somniosus microcephalus","IUCN",60213,"USA","NNR","Unknown","USA"
"897","night shark","Carcharhinus signatus","IUCN",60219,"IUCN","VU - Vulnerable",NA,"IUCN"
"898","night shark","Carcharhinus signatus","IUCN",60219,"USA","NNR",NA,"USA"
"899","nurse shark","Ginglymostoma cirratum","IUCN",60223,NA,"DD","Unknown","IUCN"
"900","longfin mako","Isurus paucus","IUCN",60225,"IUCN","VU - Vulnerable",NA,"IUCN"
"901","longfin mako","Isurus paucus","IUCN",60225,"USA","NNR",NA,"USA"
"902","chain catshark","Scyliorhinus retifer","IUCN",60233,NA,"LC","Increasing","IUCN"
"903","great lanternshark","Etmopterus princeps","IUCN",60242,NA,"DD","Unknown","IUCN"
"904","atlantic angel shark","Squatina dumeril","IUCN",60248,"RI","NNR",NA,"RI"
"905","atlantic angel shark","Squatina dumeril","IUCN",60248,"IUCN","DD - Data deficient",NA,"IUCN"
"906","atlantic angel shark","Squatina dumeril","IUCN",60248,"USA","NNR",NA,"USA"
"907","smalleyed rabbitfish","Hydrolagus affinis","IUCN",63123,NA,"LC","Unknown","IUCN"
"908","richardson’s skate","Bathyraja richardsoni","IUCN",63127,NA,"LC","Unknown","IUCN"
