"","shp_iucn_sid","iucn_sid","sciname","presence","subpop","dbf_file","max_depth","comp_assessed"
"156",60128,60128,"Rhinoptera bonasus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"157",60140,60140,"Harriotta raleighana",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","deep oceanic",TRUE
"158",60145,60145,"Rhinochimaera atlantica",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"159",60159,60159,"Hypanus say",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"160",60213,60213,"Somniosus microcephalus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"161",60219,60219,"Carcharhinus signatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"162",60223,60223,"Ginglymostoma cirratum",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"163",60225,60225,"Isurus paucus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"164",60233,60233,"Scyliorhinus retifer",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"165",60242,60242,"Etmopterus princeps",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"166",60248,60248,"Squatina dumeril",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"167",63123,63123,"Hydrolagus affinis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","deep oceanic",TRUE
"168",63127,63127,"Bathyraja richardsoni",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","deep oceanic",TRUE
"169",63152,63152,"Bathytoshia centroura",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"170",63153,63153,"Gymnura altavela",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"171",161366,161366,"Bathyraja spinicauda",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"172",161371,161371,"Rajella bigelowi",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","deep oceanic",TRUE
"173",161418,161418,"Leucoraja erinacea",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"174",161419,161419,"Leucoraja garmani",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"175",161477,161477,"Malacoraja senta",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"176",161491,161491,"Amblyraja jenseni",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","unknown",TRUE
"177",161521,161521,"Centroscyllium fabricii",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","unknown",TRUE
"178",161524,161524,"Carcharhinus isodon",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"179",161542,161542,"Amblyraja radiata",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","deep oceanic",TRUE
"180",161568,161568,"Myliobatis freminvillii",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"181",161580,161580,"Tetronarce nobiliana",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"182",161587,161587,"Rajella fyllae",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","unknown",TRUE
"183",161631,161631,"Leucoraja ocellata",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"184",161658,161658,"Raja eglanteria",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"185",161696,161696,"Alopias superciliosus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"186",161731,161731,"Pteroplatytrygon violacea",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","< 200 m",TRUE
"187",198921,198921,"Mobula birostris",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"188",91209505,91209505,"Squalus acanthias",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CHONDRICHTHYES.dbf","200 m +",TRUE
"189",201946,201946,"Alosa aestivalis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","200 m +",FALSE
"190",201947,201947,"Alosa mediocris",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","200 m +",FALSE
"191",201948,201948,"Alosa pseudoharengus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","200 m +",FALSE
"192",191206,191206,"Alosa sapidissima",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","200 m +",FALSE
"193",16406327,16406327,"Anchoa hepsetus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","< 200 m",FALSE
"194",191214,191214,"Anchoa lyolepis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","< 200 m",FALSE
"195",190222,190222,"Anchoa mitchilli",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","< 200 m",FALSE
"196",190134,190134,"Brevoortia tyrannus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","< 200 m",FALSE
"197",155123,155123,"Clupea harengus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","200 m +",FALSE
"198",16440016,16440016,"Engraulis eurystole",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","< 200 m",FALSE
"199",82626288,82626288,"Etrumeus sadina",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","200 m +",FALSE
"200",190478,190478,"Harengula jaguana",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","< 200 m",FALSE
"201",16466100,16466100,"Opisthonema oglinum",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","< 200 m",FALSE
"202",198581,198581,"Sardinella aurita",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/clupeiformes.dbf","< 200 m",FALSE
"203",46104064,46104064,"Hypsoblennius hentz",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf","< 200 m",TRUE
"204",133446,133446,"Astrangia poculata",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/CORALS_PART_2.dbf","< 200 m",TRUE
"205",170350,170350,"Coryphaena equiselis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/coryphaenidae.dbf","200 m +",FALSE
"206",154712,154712,"Coryphaena hippurus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/coryphaenidae.dbf","200 m +",FALSE
"207",189823,189823,"Cyprinodon variegatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/cyprinodontiformes.dbf","< 200 m",FALSE
"208",189824,189824,"Fundulus heteroclitus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/cyprinodontiformes.dbf","< 200 m",FALSE
"209",20662958,20662958,"Fundulus majalis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/cyprinodontiformes.dbf","< 200 m",FALSE
"210",191368,191368,"Lucania parva",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/cyprinodontiformes.dbf","< 200 m",FALSE
"211",190393,190393,"Echeneis naucrates",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/echeneidae.dbf","200 m +",FALSE
"212",16440083,16440083,"Echeneis neucratoides",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/echeneidae.dbf","200 m +",FALSE
"213",190461,190461,"Phtheirichthys lineatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/echeneidae.dbf","200 m +",FALSE
"214",155075,155075,"Remora albescens",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/echeneidae.dbf","200 m +",FALSE
"215",198650,198650,"Remora australis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/echeneidae.dbf","200 m +",FALSE
"216",155068,155068,"Remora brachyptera",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/echeneidae.dbf","200 m +",FALSE
"217",190080,190080,"Remora osteochir",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/echeneidae.dbf","200 m +",FALSE
"218",198651,198651,"Remora remora",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/echeneidae.dbf","200 m +",FALSE
"219",16435530,16435530,"Chaetodipterus faber",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/ephippidae.dbf","< 200 m",FALSE
"220",198652,198652,"Epigonus denticulatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/epigonidae.dbf","deep oceanic",FALSE
"221",15601962,15601962,"Epigonus pandionis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/epigonidae.dbf","200 m +",FALSE
"222",15522054,15522054,"Enchelyopus cimbrius",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"223",198775,198775,"Coelorinchus caelorhincus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","unknown",FALSE
"224",18125776,18125776,"Coryphaenoides armatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","deep oceanic",FALSE
"225",198594,198594,"Coryphaenoides guentheri",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"226",15522140,15522140,"Coryphaenoides leptolepis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","deep oceanic",FALSE
"227",198595,198595,"Coryphaenoides mediterraneus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","deep oceanic",FALSE
"228",15522149,15522149,"Coryphaenoides rupestris",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","deep oceanic",FALSE
"229",198596,198596,"Hymenocephalus italicus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","deep oceanic",FALSE
"230",155265,155265,"Malacocephalus occidentalis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","unknown",FALSE
"231",198597,198597,"Nezumia aequalis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"232",198598,198598,"Nezumia sclerorhynchus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"233",15522213,15522213,"Melanonus zugmayeri",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"234",16466377,16466377,"Merluccius albidus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"235",16466393,16466393,"Merluccius bilinearis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"236",190385,190385,"Antimora rostrata",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"237",190069,190069,"Gadella imberbis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"238",190091,190091,"Physiculus fulvus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","200 m +",FALSE
"239",47145877,47145877,"Urophycis regia",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gadiformes.dbf","< 200 m",FALSE
"240",16781113,16781113,"Fistularia petimba",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gasterosteiformes.dbf","< 200 m",FALSE
"241",16781124,16781124,"Fistularia tabacaria",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gasterosteiformes.dbf","< 200 m",FALSE
"242",19922686,19922686,"Gasterosteus wheatlandi",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gasterosteiformes.dbf","200 m +",FALSE
"243",20665551,20665551,"Diplospinus multistriatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gempylidae.dbf","200 m +",FALSE
"244",16509126,16509126,"Gempylus serpens",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gempylidae.dbf","200 m +",FALSE
"245",190287,190287,"Lepidocybium flavobrunneum",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gempylidae.dbf","200 m +",FALSE
"246",16509242,16509242,"Nealotus tripes",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gempylidae.dbf","200 m +",FALSE
"247",18158583,18158583,"Nesiarchus nasutus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gempylidae.dbf","200 m +",FALSE
"248",16509297,16509297,"Promethichthys prometheus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gempylidae.dbf","200 m +",FALSE
"249",190432,190432,"Ruvettus pretiosus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gempylidae.dbf","200 m +",FALSE
"250",186005,186005,"Gobiesox strumosus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiesociformes.dbf","< 20 m",FALSE
"251",186012,186012,"Gobiosoma bosc",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf","< 200 m",FALSE
"252",186010,186010,"Gobiosoma ginsburgi",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf","< 200 m",FALSE
"253",192937,192937,"Orthopristis chrysoptera",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/haemulidae.dbf","< 200 m",FALSE
"254",198561,198561,"Kyphosus sectatrix",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/kyphosidae.dbf","< 200 m",FALSE
"255",195038,195038,"Lampris guttatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lampriformes.dbf","200 m +",FALSE
"256",190378,190378,"Regalecus glesne",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lampriformes.dbf","200 m +",FALSE
"257",21112669,21112669,"Stylephorus chordatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lampriformes.dbf","200 m +",FALSE
"258",190073,190073,"Desmodema polystictum",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lampriformes.dbf","200 m +",FALSE
"259",190346,190346,"Zu cristatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lampriformes.dbf","200 m +",FALSE
"260",170009,170009,"Homarus americanus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/LOBSTERS.dbf","200 m +",TRUE
"261",185012,185012,"Stereomastis sculpta",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/LOBSTERS.dbf","200 m +",TRUE
"262",169958,169958,"Nephropsis aculeata",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/LOBSTERS.dbf","deep oceanic",TRUE
"263",169976,169976,"Panulirus argus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/LOBSTERS.dbf","< 200 m",TRUE
"264",185000,185000,"Stereomastis nana",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/LOBSTERS.dbf","deep oceanic",TRUE
"265",185015,185015,"Cardus crucifer",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/LOBSTERS.dbf","unknown",TRUE
"266",185026,185026,"Polycheles typhlops",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/LOBSTERS.dbf","deep oceanic",TRUE
"267",16467178,16467178,"Fowlerichthys radiosus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","< 200 m",FALSE
"268",190183,190183,"Histrio histrio",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"269",190447,190447,"Caulophryne jordani",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"270",21112867,21112867,"Caulophryne polynema",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"271",60469670,60469670,"Centrophryne spinulosa",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"272",18127741,18127741,"Ceratias holboelli",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"273",21112879,21112879,"Ceratias uranoscopus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"274",190067,190067,"Cryptopsaras couesii",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"275",18127809,18127809,"Bufoceratias wedli",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"276",190089,190089,"Diceratias pileatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"277",60470485,60470485,"Gigantactis gibbsi",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"278",60470680,60470680,"Gigantactis ios",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"279",60470683,60470683,"Gigantactis longicirra",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"280",60470687,60470687,"Gigantactis vanhoeffeni",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"281",60470792,60470792,"Himantolophus albinares",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"282",60470817,60470817,"Himantolophus brevirostris",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"283",18127836,18127836,"Himantolophus groenlandicus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"284",60470918,60470918,"Himantolophus rostratus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"285",60470770,60470770,"Haplophryne mollis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"286",21112898,21112898,"Linophryne pennibarbata",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"287",18127840,18127840,"Melanocetus johnsonii",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"288",60481914,60481914,"Neoceratias spinifer",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"289",20663855,20663855,"Dibranchus atlanticus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"290",20663917,20663917,"Dibranchus tremendus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","< 200 m",FALSE
"291",60469804,60469804,"Chaenophryne draco",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"292",154916,154916,"Chaenophryne longiceps",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"293",42830251,42830251,"Chaenophryne ramifera",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"294",42830260,42830260,"Dolopichthys allector",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"295",61934241,61934241,"Dolopichthys danae",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"296",190278,190278,"Dolopichthys longicornis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"297",60470361,60470361,"Dolopichthys pullatus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"298",60471934,60471934,"Leptacanthichthys gracilispinis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"299",190157,190157,"Lophodolos acanthognathus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"300",42830277,42830277,"Microlophichthys microlophus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"301",18128749,18128749,"Oneirodes eschrichtii",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"302",60482102,60482102,"Oneirodes macrosteus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","200 m +",FALSE
"303",60482374,60482374,"Pentherichthys atratus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"304",60482553,60482553,"Phyllorhinichthys balushkini",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"305",190402,190402,"Spiniphryne gladisfenae",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lophiiformes.dbf","deep oceanic",FALSE
"306",12417,12417,"Lutjanus cyanopterus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lutjanidae.dbf","< 200 m",FALSE
"307",192941,192941,"Lutjanus griseus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lutjanidae.dbf","< 200 m",FALSE
"308",190221,190221,"Lutjanus jocu",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lutjanidae.dbf","< 200 m",FALSE
"309",194341,194341,"Ocyurus chrysurus",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/lutjanidae.dbf","unknown",FALSE
"310",190116,190116,"Luvarus imperialis",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/luvaridae.dbf","200 m +",FALSE
"311",16545046,16545046,"Lopholatilus chamaeleonticeps",1,NA,"/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/malacanthidae.dbf","< 200 m",FALSE
