Layer,Description,Target,Source
Gross Domestic Product,National Ocean Economics Program (NOEP) Ocean Economy data for average GDP associated with jobs that directly or indirectly depend upon the ocean,Annual growth in ocean related sectors’ GDP is at least 3%,"<a href=""http://www.oceaneconomics.org/"" target = ""_blank"">National Ocean Economics Program</a>"
