species,stock_id,stock,rgn_id,year,rgn_name,catch,display_name
ALEWIFE,NA,NA,3,1998,Gulf of Maine,2626.916275785557,ALEWIFE
ALEWIFE,NA,NA,3,1999,Gulf of Maine,43.393538969844016,ALEWIFE
ALEWIFE,NA,NA,3,2000,Gulf of Maine,241.0752164991334,ALEWIFE
ALEWIFE,NA,NA,3,2003,Gulf of Maine,46.60787518983246,ALEWIFE
ALEWIFE,NA,NA,3,2006,Gulf of Maine,0,ALEWIFE
ALEWIFE,NA,NA,3,2007,Gulf of Maine,0,ALEWIFE
ALEWIFE,NA,NA,4,2012,Mid-Atlantic Bight,562.2098480077689,ALEWIFE
ALEWIFE,NA,NA,4,2013,Mid-Atlantic Bight,5806.03887600197,ALEWIFE
ALEWIFE,NA,NA,4,2014,Mid-Atlantic Bight,0,ALEWIFE
ALEWIFE,NA,NA,4,2015,Mid-Atlantic Bight,0,ALEWIFE
ALEWIFE,NA,NA,4,2016,Mid-Atlantic Bight,0,ALEWIFE
ALEWIFE,NA,NA,4,2017,Mid-Atlantic Bight,0,ALEWIFE
ALEWIFE,NA,NA,5,2013,Connecticut,0,ALEWIFE
ALEWIFE,NA,NA,5,2014,Connecticut,0,ALEWIFE
ALEWIFE,NA,NA,5,2016,Connecticut,0,ALEWIFE
ALEWIFE,NA,NA,5,2017,Connecticut,0,ALEWIFE
ALEWIFE,NA,NA,6,1998,Maine,563.4689671764719,ALEWIFE
ALEWIFE,NA,NA,6,1999,Maine,9.307838552318593,ALEWIFE
ALEWIFE,NA,NA,6,2000,Maine,51.71021417954774,ALEWIFE
ALEWIFE,NA,NA,6,2003,Maine,9.997308074712564,ALEWIFE
ALEWIFE,NA,NA,6,2006,Maine,0,ALEWIFE
ALEWIFE,NA,NA,6,2007,Maine,0,ALEWIFE
ALEWIFE,NA,NA,7,1998,Massachusetts-North,7.093885265091566,ALEWIFE
ALEWIFE,NA,NA,7,1999,Massachusetts-North,0.1171825647950274,ALEWIFE
ALEWIFE,NA,NA,7,2000,Massachusetts-North,0.6510142488612634,ALEWIFE
ALEWIFE,NA,NA,7,2003,Massachusetts-North,0.12586275477984424,ALEWIFE
ALEWIFE,NA,NA,7,2006,Massachusetts-North,0,ALEWIFE
ALEWIFE,NA,NA,7,2007,Massachusetts-North,0,ALEWIFE
ALEWIFE,NA,NA,8,2012,Massachusetts-South,2.3543697157521926e-4,ALEWIFE
ALEWIFE,NA,NA,8,2013,Massachusetts-South,0.002431398551017563,ALEWIFE
ALEWIFE,NA,NA,8,2014,Massachusetts-South,0,ALEWIFE
ALEWIFE,NA,NA,8,2015,Massachusetts-South,0,ALEWIFE
ALEWIFE,NA,NA,8,2016,Massachusetts-South,0,ALEWIFE
ALEWIFE,NA,NA,8,2017,Massachusetts-South,0,ALEWIFE
ALEWIFE,NA,NA,9,1998,New Hampshire,57.287057322158866,ALEWIFE
ALEWIFE,NA,NA,9,1999,New Hampshire,0.9463141925348971,ALEWIFE
ALEWIFE,NA,NA,9,2000,New Hampshire,5.257301069638317,ALEWIFE
ALEWIFE,NA,NA,9,2003,New Hampshire,1.0164115401300746,ALEWIFE
ALEWIFE,NA,NA,9,2006,New Hampshire,0,ALEWIFE
ALEWIFE,NA,NA,9,2007,New Hampshire,0,ALEWIFE
ALEWIFE,NA,NA,10,2013,New York,0,ALEWIFE
ALEWIFE,NA,NA,10,2014,New York,0,ALEWIFE
ALEWIFE,NA,NA,10,2016,New York,0,ALEWIFE
ALEWIFE,NA,NA,10,2017,New York,0,ALEWIFE
ALEWIFE,NA,NA,11,2012,Rhode Island,355.9916821481429,ALEWIFE
ALEWIFE,NA,NA,11,2013,Rhode Island,3676.388013140767,ALEWIFE
ALEWIFE,NA,NA,11,2014,Rhode Island,0,ALEWIFE
ALEWIFE,NA,NA,11,2015,Rhode Island,0,ALEWIFE
ALEWIFE,NA,NA,11,2016,Rhode Island,0,ALEWIFE
ALEWIFE,NA,NA,11,2017,Rhode Island,0,ALEWIFE
"AMBERJACK, SPECIES NOT SPECIFIED",NA,NA,4,1998,Mid-Atlantic Bight,163.36792567656488,"AMBERJACK, SPECIES NOT SPECIFIED"
"AMBERJACK, SPECIES NOT SPECIFIED",NA,NA,5,1998,Connecticut,246.45769180214626,"AMBERJACK, SPECIES NOT SPECIFIED"
"AMBERJACK, SPECIES NOT SPECIFIED",NA,NA,8,1998,Massachusetts-South,1.8681411874990222e-5,"AMBERJACK, SPECIES NOT SPECIFIED"
"AMBERJACK, SPECIES NOT SPECIFIED",NA,NA,10,1998,New York,495.48697637310914,"AMBERJACK, SPECIES NOT SPECIFIED"
"AMBERJACK, SPECIES NOT SPECIFIED",NA,NA,11,1998,Rhode Island,53.121244977125784,"AMBERJACK, SPECIES NOT SPECIFIED"
BLACK SEA BASS,NA,NA,1,1996,Offshore,29471.171601276048,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,1997,Offshore,24347.581417518733,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,1998,Offshore,19639.084397726216,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,1999,Offshore,23511.276111405186,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2000,Offshore,26995.716324187,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2001,Offshore,58392.66973160369,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2002,Offshore,49798.280894757365,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2003,Offshore,14413.875801739729,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2004,Offshore,30639.16964523409,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2005,Offshore,19167.404904538562,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2006,Offshore,26758.102923229395,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2007,Offshore,33113.51132609688,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2008,Offshore,18355.422427235313,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2009,Offshore,6022.525768967805,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2010,Offshore,9051.69180687028,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2011,Offshore,10666.188247381202,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2012,Offshore,5088.233790381262,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2013,Offshore,7873.068695373604,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2014,Offshore,8258.176427998298,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2015,Offshore,7718.823282975358,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2016,Offshore,11082.612666076593,BLACK SEA BASS
BLACK SEA BASS,NA,NA,1,2017,Offshore,25893.846279872378,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,1996,Georges Bank,31587.221169119657,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,1997,Georges Bank,34143.69193188102,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,1998,Georges Bank,44693.24066222934,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,1999,Georges Bank,106773.09456974348,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2000,Georges Bank,102330.1101768779,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2001,Georges Bank,67397.54998241755,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2002,Georges Bank,96615.97289611609,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2003,Georges Bank,49514.67427309979,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2004,Georges Bank,51511.44152166087,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2005,Georges Bank,58914.6908802013,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2006,Georges Bank,56176.56656809971,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2007,Georges Bank,46788.82487297968,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2008,Georges Bank,22224.201364418142,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2009,Georges Bank,11337.203765539669,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2010,Georges Bank,20161.19987344953,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2011,Georges Bank,17712.578528338632,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2012,Georges Bank,19674.14651356673,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2013,Georges Bank,24469.113389284037,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2014,Georges Bank,26292.711184111402,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2015,Georges Bank,21982.755327680446,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2016,Georges Bank,23182.401679763156,BLACK SEA BASS
BLACK SEA BASS,NA,NA,2,2017,Georges Bank,41826.97497027829,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,1996,Gulf of Maine,38612.74340998027,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,1997,Gulf of Maine,17658.0700297153,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,1998,Gulf of Maine,16292.930607332473,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,1999,Gulf of Maine,15331.959814032592,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2000,Gulf of Maine,23298.542710959955,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2001,Gulf of Maine,29387.141718790772,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2002,Gulf of Maine,28135.058408122815,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2003,Gulf of Maine,6244.143685411866,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2004,Gulf of Maine,3684.966539566041,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2005,Gulf of Maine,9213.972472730042,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2006,Gulf of Maine,13622.440261214346,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2007,Gulf of Maine,10390.564607806677,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2008,Gulf of Maine,9525.66364564705,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2009,Gulf of Maine,920.7063225271619,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2010,Gulf of Maine,3658.047920903933,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2011,Gulf of Maine,1957.765641857207,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2012,Gulf of Maine,761.3533051666915,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2013,Gulf of Maine,5454.617948660523,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2014,Gulf of Maine,283.9266063287745,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2015,Gulf of Maine,2834.2072373397937,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2016,Gulf of Maine,4521.378791310738,BLACK SEA BASS
BLACK SEA BASS,NA,NA,3,2017,Gulf of Maine,3194.326292450029,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,1996,Mid-Atlantic Bight,182418.06767103242,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,1997,Mid-Atlantic Bight,195329.77789782707,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,1998,Mid-Atlantic Bight,173320.53297906223,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,1999,Mid-Atlantic Bight,239802.43063966904,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2000,Mid-Atlantic Bight,174772.03131199096,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2001,Mid-Atlantic Bight,289586.2902496103,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2002,Mid-Atlantic Bight,353715.1705281931,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2003,Mid-Atlantic Bight,210097.2335771462,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2004,Mid-Atlantic Bight,295787.4049866575,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2005,Mid-Atlantic Bight,242140.53306624034,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2006,Mid-Atlantic Bight,296159.8136175809,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2007,Mid-Atlantic Bight,271264.8019808217,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2008,Mid-Atlantic Bight,173253.651156141,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2009,Mid-Atlantic Bight,94036.17193418977,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2010,Mid-Atlantic Bight,154549.7733811804,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2011,Mid-Atlantic Bight,149654.05438506117,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2012,Mid-Atlantic Bight,146022.54437477214,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2013,Mid-Atlantic Bight,169570.19609716604,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2014,Mid-Atlantic Bight,175262.50241629762,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2015,Mid-Atlantic Bight,125435.59815747595,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2016,Mid-Atlantic Bight,170254.5561248716,BLACK SEA BASS
BLACK SEA BASS,NA,NA,4,2017,Mid-Atlantic Bight,254866.41162385236,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,1996,Connecticut,6465.466746984772,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,1997,Connecticut,5987.242880288392,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,1998,Connecticut,7111.293837181636,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,1999,Connecticut,10875.920088115638,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2000,Connecticut,8076.136723093202,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2001,Connecticut,7793.999633086122,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2002,Connecticut,11914.220558566773,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2003,Connecticut,26641.11703780986,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2004,Connecticut,20617.894932440864,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2005,Connecticut,27884.199264344774,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2006,Connecticut,27656.93049258562,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2007,Connecticut,24373.226550229043,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2008,Connecticut,6936.494768665029,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2009,Connecticut,5498.824899819176,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2010,Connecticut,14612.66243961217,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2011,Connecticut,13602.245868598504,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2012,Connecticut,11226.717532651539,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2013,Connecticut,15025.823874287786,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2014,Connecticut,18234.571097726435,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2015,Connecticut,14506.823552500055,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2016,Connecticut,21872.070753375632,BLACK SEA BASS
BLACK SEA BASS,NA,NA,5,2017,Connecticut,30930.140494293686,BLACK SEA BASS
BLACK SEA BASS,NA,NA,6,1996,Maine,1283.4475159363749,BLACK SEA BASS
BLACK SEA BASS,NA,NA,6,1997,Maine,27.061678753963317,BLACK SEA BASS
BLACK SEA BASS,NA,NA,6,1999,Maine,221.4194224844694,BLACK SEA BASS
BLACK SEA BASS,NA,NA,6,2000,Maine,689.9866245357654,BLACK SEA BASS
BLACK SEA BASS,NA,NA,6,2001,Maine,909.5826674182447,BLACK SEA BASS
BLACK SEA BASS,NA,NA,6,2003,Maine,13.27228830608392,BLACK SEA BASS
BLACK SEA BASS,NA,NA,6,2004,Maine,20.85645305241759,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,1996,Massachusetts-North,10092.10667828149,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,1997,Massachusetts-North,4002.98843028191,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,1998,Massachusetts-North,2534.674887366662,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,1999,Massachusetts-North,1608.6133174467877,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2000,Massachusetts-North,7025.501480892121,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2001,Massachusetts-North,11310.116075386682,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2002,Massachusetts-North,9474.163485261359,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2003,Massachusetts-North,2045.78709587873,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2004,Massachusetts-North,1790.4918343910495,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2005,Massachusetts-North,3810.531201608401,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2006,Massachusetts-North,6403.266763016403,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2007,Massachusetts-North,4445.819008852204,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2008,Massachusetts-North,4993.27969097918,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2009,Massachusetts-North,530.6462006186462,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2010,Massachusetts-North,2080.1520656097,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2011,Massachusetts-North,1128.3520859308576,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2012,Massachusetts-North,438.8035889731113,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2013,Massachusetts-North,2824.4708575953305,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2014,Massachusetts-North,163.64020884462371,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2015,Massachusetts-North,1633.4864499812995,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2016,Massachusetts-North,2252.818543519611,BLACK SEA BASS
BLACK SEA BASS,NA,NA,7,2017,Massachusetts-North,102.87900854087637,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,1996,Massachusetts-South,31734.39737728669,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,1997,Massachusetts-South,49247.14077374205,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,1998,Massachusetts-South,69554.66614216597,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,1999,Massachusetts-South,235647.50788081286,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2000,Massachusetts-South,181497.6744444211,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2001,Massachusetts-South,121335.28061769826,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2002,Massachusetts-South,185348.84378945397,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2003,Massachusetts-South,122497.45591803444,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2004,Massachusetts-South,125069.49087852515,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2005,Massachusetts-South,149544.21936250752,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2006,Massachusetts-South,130498.79364688821,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2007,Massachusetts-South,100943.26630674105,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2008,Massachusetts-South,41854.037016173774,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2009,Massachusetts-South,24263.448106253047,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2010,Massachusetts-South,48613.53322523238,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2011,Massachusetts-South,38340.80959123397,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2012,Massachusetts-South,32698.23719675486,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2013,Massachusetts-South,43968.83460468968,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2014,Massachusetts-South,50755.389880973475,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2015,Massachusetts-South,38726.346972567284,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2016,Massachusetts-South,34836.76568028651,BLACK SEA BASS
BLACK SEA BASS,NA,NA,8,2017,Massachusetts-South,72669.21269561753,BLACK SEA BASS
BLACK SEA BASS,NA,NA,9,1996,New Hampshire,130.48621254842303,BLACK SEA BASS
BLACK SEA BASS,NA,NA,9,1997,New Hampshire,2.7513208931107194,BLACK SEA BASS
BLACK SEA BASS,NA,NA,9,1999,New Hampshire,6.501528989452719,BLACK SEA BASS
BLACK SEA BASS,NA,NA,9,2000,New Hampshire,70.14992060587394,BLACK SEA BASS
BLACK SEA BASS,NA,NA,9,2001,New Hampshire,92.47592581493801,BLACK SEA BASS
BLACK SEA BASS,NA,NA,9,2003,New Hampshire,1.3493739412071681,BLACK SEA BASS
BLACK SEA BASS,NA,NA,9,2004,New Hampshire,2.1204447647541214,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,1996,New York,23907.409935097203,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,1997,New York,18978.67702901418,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,1998,New York,18074.119058267286,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,1999,New York,28360.39259577257,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2000,New York,20359.84953954015,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2001,New York,23755.995040109672,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2002,New York,33663.380475225786,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2003,New York,60932.5958292353,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2004,New York,51683.40876648531,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2005,New York,63643.55097117159,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2006,New York,68052.23657204077,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2007,New York,58555.69185276999,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2008,New York,20078.702923793233,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2009,New York,15783.406972681174,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2010,New York,38584.54858076684,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2011,New York,32788.494350221576,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2012,New York,26818.929765658675,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2013,New York,33864.78878203593,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2014,New York,41860.746182624265,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2015,New York,31641.66047430772,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2016,New York,47726.353022832176,BLACK SEA BASS
BLACK SEA BASS,NA,NA,10,2017,New York,66992.00698599216,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,1996,Rhode Island,23332.69507234781,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,1997,Rhode Island,15504.640582749935,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,1998,Rhode Island,19962.634230015192,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,1999,Rhode Island,23769.400182720095,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2000,Rhode Island,14083.093531179098,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2001,Rhode Island,23280.318477505265,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2002,Rhode Island,24146.846558991507,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2003,Rhode Island,38379.55915114114,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2004,Rhode Island,43560.78184090204,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2005,Rhode Island,42092.91885657236,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2006,Rhode Island,33607.69775252857,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2007,Rhode Island,36839.8073690026,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2008,Rhode Island,17443.172872083225,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2009,Rhode Island,11834.256253364192,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2010,Rhode Island,25777.99019953299,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2011,Rhode Island,30224.324932668707,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2012,Rhode Island,29564.88011717344,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2013,Rhode Island,36167.144831998026,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2014,Rhode Island,29203.342488245282,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2015,Rhode Island,19255.39138830775,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2016,Rhode Island,25399.264504129882,BLACK SEA BASS
BLACK SEA BASS,NA,NA,11,2017,Rhode Island,40663.45834602032,BLACK SEA BASS
BLUEFISH,NA,NA,1,1996,Offshore,24998.867709187107,BLUEFISH
BLUEFISH,NA,NA,1,1997,Offshore,20774.547264969373,BLUEFISH
BLUEFISH,NA,NA,1,1998,Offshore,14967.12015252926,BLUEFISH
BLUEFISH,NA,NA,1,1999,Offshore,28049.596703957268,BLUEFISH
BLUEFISH,NA,NA,1,2000,Offshore,21327.45510572735,BLUEFISH
BLUEFISH,NA,NA,1,2001,Offshore,16525.78850835236,BLUEFISH
BLUEFISH,NA,NA,1,2002,Offshore,20039.34309405483,BLUEFISH
BLUEFISH,NA,NA,1,2003,Offshore,8581.574834999232,BLUEFISH
BLUEFISH,NA,NA,1,2004,Offshore,27078.894676036656,BLUEFISH
BLUEFISH,NA,NA,1,2005,Offshore,23379.67456273842,BLUEFISH
BLUEFISH,NA,NA,1,2006,Offshore,28695.90418609579,BLUEFISH
BLUEFISH,NA,NA,1,2007,Offshore,9788.736735073167,BLUEFISH
BLUEFISH,NA,NA,1,2008,Offshore,10149.044689919665,BLUEFISH
BLUEFISH,NA,NA,1,2009,Offshore,29538.83754994084,BLUEFISH
BLUEFISH,NA,NA,1,2010,Offshore,9460.685808441747,BLUEFISH
BLUEFISH,NA,NA,1,2011,Offshore,10881.271573116554,BLUEFISH
BLUEFISH,NA,NA,1,2012,Offshore,25269.744949172047,BLUEFISH
BLUEFISH,NA,NA,1,2013,Offshore,7404.235797381101,BLUEFISH
BLUEFISH,NA,NA,1,2014,Offshore,4611.394116487797,BLUEFISH
BLUEFISH,NA,NA,1,2015,Offshore,4859.196803262667,BLUEFISH
BLUEFISH,NA,NA,1,2016,Offshore,10627.934199061161,BLUEFISH
BLUEFISH,NA,NA,1,2017,Offshore,5702.735786276103,BLUEFISH
BLUEFISH,NA,NA,2,1996,Georges Bank,113548.83691528132,BLUEFISH
BLUEFISH,NA,NA,2,1997,Georges Bank,77366.59057558492,BLUEFISH
BLUEFISH,NA,NA,2,1998,Georges Bank,63426.61618629995,BLUEFISH
BLUEFISH,NA,NA,2,1999,Georges Bank,54555.38345158374,BLUEFISH
BLUEFISH,NA,NA,2,2000,Georges Bank,28187.156504988277,BLUEFISH
BLUEFISH,NA,NA,2,2001,Georges Bank,46264.17934402895,BLUEFISH
BLUEFISH,NA,NA,2,2002,Georges Bank,51274.81724370784,BLUEFISH
BLUEFISH,NA,NA,2,2003,Georges Bank,50465.63661425103,BLUEFISH
BLUEFISH,NA,NA,2,2004,Georges Bank,68450.82987254267,BLUEFISH
BLUEFISH,NA,NA,2,2005,Georges Bank,59260.63154244774,BLUEFISH
