nmfs_original_species,stock_assessment_species_name,stock_assessment_species_location,stockid,source,stock,rgn_id,rgn_name
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,9,New Hampshire
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,10,New York
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,11,Rhode Island
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,12,Northeast
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,1,Offshore
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,2,Georges Bank
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,3,Gulf of Maine
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,4,Mid-Atlantic Bight
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,5,Connecticut
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,6,Maine
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,7,Massachusetts-North
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,8,Massachusetts-South
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,9,New Hampshire
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,10,New York
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,11,Rhode Island
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,12,Northeast
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,1,Offshore
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,2,Georges Bank
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,4,Mid-Atlantic Bight
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,8,Massachusetts-South
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,10,New York
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,12,Northeast
NA,blue marlin,Atlantic Ocean,BMARLINATL,RAM,NA,NA,NA
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,GOM/GB Lobster,2,Georges Bank
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,GOM/GB Lobster,3,Gulf of Maine
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,GOM/GB Lobster,6,Maine
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,GOM/GB Lobster,7,Massachusetts-North
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,GOM/GB Lobster,9,New Hampshire
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,GOM/GB Lobster,12,Northeast
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,1,Offshore
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,2,Georges Bank
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,3,Gulf of Maine
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,4,Mid-Atlantic Bight
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,5,Connecticut
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,6,Maine
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,7,Massachusetts-North
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,8,Massachusetts-South
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,9,New Hampshire
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,10,New York
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,11,Rhode Island
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,12,Northeast
NA,sailfish,Western Atlantic,SAILWATL,RAM,NA,NA,NA
"TUNA, SKIPJACK",skipjack tuna,Western Atlantic,SKJWATL,RAM,NA,1,Offshore
"TUNA, SKIPJACK",skipjack tuna,Western Atlantic,SKJWATL,RAM,NA,2,Georges Bank
"TUNA, SKIPJACK",skipjack tuna,Western Atlantic,SKJWATL,RAM,NA,4,Mid-Atlantic Bight
"TUNA, SKIPJACK",skipjack tuna,Western Atlantic,SKJWATL,RAM,NA,5,Connecticut
"TUNA, SKIPJACK",skipjack tuna,Western Atlantic,SKJWATL,RAM,NA,8,Massachusetts-South
"TUNA, SKIPJACK",skipjack tuna,Western Atlantic,SKJWATL,RAM,NA,10,New York
"TUNA, SKIPJACK",skipjack tuna,Western Atlantic,SKJWATL,RAM,NA,11,Rhode Island
"TUNA, SKIPJACK",skipjack tuna,Western Atlantic,SKJWATL,RAM,NA,12,Northeast
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,1,Offshore
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,2,Georges Bank
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,3,Gulf of Maine
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,4,Mid-Atlantic Bight
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,5,Connecticut
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,6,Maine
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,7,Massachusetts-North
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,8,Massachusetts-South
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,9,New Hampshire
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,10,New York
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,11,Rhode Island
STRIPED BASS,striped bass,Gulf of Maine / Cape Hatteras,STRIPEDBASSGOMCHATT,RAM,NA,12,Northeast
SWORDFISH,swordfish,Northern Atlantic,SWORDNATL,RAM,NA,1,Offshore
SWORDFISH,swordfish,Northern Atlantic,SWORDNATL,RAM,NA,2,Georges Bank
SWORDFISH,swordfish,Northern Atlantic,SWORDNATL,RAM,NA,4,Mid-Atlantic Bight
SWORDFISH,swordfish,Northern Atlantic,SWORDNATL,RAM,NA,8,Massachusetts-South
SWORDFISH,swordfish,Northern Atlantic,SWORDNATL,RAM,NA,12,Northeast
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,1,Offshore
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,2,Georges Bank
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,3,Gulf of Maine
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,4,Mid-Atlantic Bight
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,5,Connecticut
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,6,Maine
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,7,Massachusetts-North
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,8,Massachusetts-South
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,9,New Hampshire
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,10,New York
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,11,Rhode Island
WEAKFISH / SQUETEAGUE / GRAY SEA TROUT,weakfish,Atlantic Coast,WEAKFISHATLC,RAM,NA,12,Northeast
NA,white marlin,Atlantic Ocean,WMARLINATL,RAM,NA,NA,NA
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,1,Offshore
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,2,Georges Bank
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,3,Gulf of Maine
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,4,Mid-Atlantic Bight
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,5,Connecticut
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,7,Massachusetts-North
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,8,Massachusetts-South
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,10,New York
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,11,Rhode Island
"TUNA, YELLOWFIN",yellowfin tuna,Atlantic Ocean,YFINATL,RAM,NA,12,Northeast
"LOBSTER, AMERICAN",american lobster,Southern New England,LOBSTERSNE,RAM,SNE Lobster,1,Offshore
"LOBSTER, AMERICAN",american lobster,Southern New England,LOBSTERSNE,RAM,SNE Lobster,4,Mid-Atlantic Bight
"LOBSTER, AMERICAN",american lobster,Southern New England,LOBSTERSNE,RAM,SNE Lobster,5,Connecticut
"LOBSTER, AMERICAN",american lobster,Southern New England,LOBSTERSNE,RAM,SNE Lobster,8,Massachusetts-South
"LOBSTER, AMERICAN",american lobster,Southern New England,LOBSTERSNE,RAM,SNE Lobster,10,New York
"LOBSTER, AMERICAN",american lobster,Southern New England,LOBSTERSNE,RAM,SNE Lobster,11,Rhode Island
"LOBSTER, AMERICAN",american lobster,Southern New England,LOBSTERSNE,RAM,SNE Lobster,12,Northeast
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,1,Offshore
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,2,Georges Bank
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,3,Gulf of Maine
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,5,Connecticut
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,7,Massachusetts-North
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,8,Massachusetts-South
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,10,New York
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,11,Rhode Island
"SKATE WINGS, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,12,Northeast
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,1,Offshore
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,2,Georges Bank
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,3,Gulf of Maine
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,5,Connecticut
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,6,Maine
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,7,Massachusetts-North
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,8,Massachusetts-South
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,9,New Hampshire
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,10,New York
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,11,Rhode Island
"SKATE WINGS, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,12,Northeast
MONK HEADS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,2,Georges Bank
MONK HEADS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,3,Gulf of Maine
MONK HEADS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,6,Maine
MONK HEADS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,7,Massachusetts-North
MONK HEADS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,8,Massachusetts-South
MONK HEADS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,9,New Hampshire
MONK HEADS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,12,Northeast
MONK LIVERS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,2,Georges Bank
MONK LIVERS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,3,Gulf of Maine
MONK LIVERS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,6,Maine
MONK LIVERS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,7,Massachusetts-North
MONK LIVERS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,8,Massachusetts-South
MONK LIVERS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,9,New Hampshire
MONK LIVERS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,12,Northeast
MONK TAILS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,2,Georges Bank
MONK TAILS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,3,Gulf of Maine
MONK TAILS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,6,Maine
MONK TAILS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,7,Massachusetts-North
MONK TAILS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,8,Massachusetts-South
MONK TAILS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,9,New Hampshire
MONK TAILS,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,12,Northeast
MONK HEADS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,1,Offshore
MONK HEADS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,2,Georges Bank
MONK HEADS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,4,Mid-Atlantic Bight
MONK HEADS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,5,Connecticut
MONK HEADS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,8,Massachusetts-South
MONK HEADS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,10,New York
MONK HEADS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,11,Rhode Island
MONK HEADS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,12,Northeast
MONK LIVERS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,1,Offshore
MONK LIVERS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,2,Georges Bank
MONK LIVERS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,4,Mid-Atlantic Bight
MONK LIVERS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,5,Connecticut
MONK LIVERS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,8,Massachusetts-South
MONK LIVERS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,10,New York
MONK LIVERS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,11,Rhode Island
MONK LIVERS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,12,Northeast
MONK TAILS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,1,Offshore
MONK TAILS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,2,Georges Bank
MONK TAILS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,4,Mid-Atlantic Bight
MONK TAILS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,5,Connecticut
MONK TAILS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,8,Massachusetts-South
MONK TAILS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,10,New York
MONK TAILS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,11,Rhode Island
MONK TAILS,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,12,Northeast
"TILEFISH, BLUELINE",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
"TILEFISH, BLUELINE",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
"TILEFISH, BLUELINE",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
"TILEFISH, BLUELINE",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
"TILEFISH, BLUELINE",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,12,Northeast
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,5,Connecticut
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
"TILEFISH, GOLDEN",tilefish,Mid-Atlantic Coast,NA,NMFS,NA,12,Northeast
