"","year","stock","score","bPrime","fPrime","b_bmsy","f_fmsy","basis"
"221",2014,"Goosefish - Gulf of Maine / Northern Georges Bank",0.453718279358809,0.95291668176651,0.476136359075705,1.31299996376038,0.198999995986621,"F_Fmsy, B_Bmsy"
"222",2015,"Goosefish - Gulf of Maine / Northern Georges Bank",0.435309661987096,0.95291668176651,0.456818177618764,1.31299996376038,0.181999996304512,"F_Fmsy, B_Bmsy"
"223",2016,"Goosefish - Gulf of Maine / Northern Georges Bank",0.435309661987096,0.95291668176651,0.456818177618764,1.31299996376038,0.181999996304512,"F_Fmsy, B_Bmsy"
"224",2017,"Goosefish - Gulf of Maine / Northern Georges Bank",0.435309661987096,0.95291668176651,0.456818177618764,1.31299996376038,0.181999996304512,"F_Fmsy, B_Bmsy"
"225",2018,"Goosefish - Gulf of Maine / Northern Georges Bank",0.435309661987096,0.95291668176651,0.456818177618764,1.31299996376038,0.181999996304512,"F_Fmsy, B_Bmsy"
"226",2005,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.628750026226044,0.628750026226044,NA,0.503000020980835,NA,"B_Bmsy only"
"227",2006,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.524999983608723,0.524999983608723,NA,0.419999986886978,NA,"B_Bmsy only"
"228",2007,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.590909104455601,1,0.590909104455601,1.11000001430511,0.300000011920929,"F_Fmsy, B_Bmsy"
"229",2008,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.590909104455601,1,0.590909104455601,1.11000001430511,0.300000011920929,"F_Fmsy, B_Bmsy"
"230",2009,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.590909104455601,1,0.590909104455601,1.11000001430511,0.300000011920929,"F_Fmsy, B_Bmsy"
"231",2010,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.409604811341812,0.765833348035812,0.534848492028135,1.76199996471405,0.250666672984759,"F_Fmsy, B_Bmsy"
"232",2011,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.366671724833548,0.765833348035812,0.478787879600669,1.76199996471405,0.201333334048589,"F_Fmsy, B_Bmsy"
"233",2012,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.323738638325284,0.765833348035812,0.422727267173204,1.76199996471405,0.151999995112419,"F_Fmsy, B_Bmsy"
"234",2013,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.407994005921287,0.854166686534882,0.47765150801702,1.54999995231628,0.200333327054977,"F_Fmsy, B_Bmsy"
"235",2014,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.454908462733294,0.854166686534882,0.532575748860836,1.54999995231628,0.248666658997536,"F_Fmsy, B_Bmsy"
"236",2015,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.5018229195453,0.854166686534882,0.587499989704652,1.54999995231628,0.296999990940094,"F_Fmsy, B_Bmsy"
"237",2016,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.5018229195453,0.854166686534882,0.587499989704652,1.54999995231628,0.296999990940094,"F_Fmsy, B_Bmsy"
"238",2017,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.5018229195453,0.854166686534882,0.587499989704652,1.54999995231628,0.296999990940094,"F_Fmsy, B_Bmsy"
"239",2018,"Goosefish - Southern Georges Bank / Mid-Atlantic",0.5018229195453,0.854166686534882,0.587499989704652,1.54999995231628,0.296999990940094,"F_Fmsy, B_Bmsy"
"240",2005,"Haddock - Georges Bank",0.583750009536743,0.583750009536743,NA,0.467000007629395,NA,"B_Bmsy only"
"241",2006,"Haddock - Georges Bank",0.583750009536743,0.583750009536743,NA,0.467000007629395,NA,"B_Bmsy only"
"242",2007,"Haddock - Georges Bank",0,0.583750009536743,0,0.467000007629395,0.912999987602234,"F_Fmsy, B_Bmsy"
"243",2008,"Haddock - Georges Bank",0.671250015497208,0.671250015497208,1,1.9889999628067,0.827666660149892,"F_Fmsy, B_Bmsy"
"244",2009,"Haddock - Georges Bank",0.671250015497208,0.671250015497208,1,1.9889999628067,0.74233333269755,"F_Fmsy, B_Bmsy"
"245",2010,"Haddock - Georges Bank",0.668961667172611,0.671250015497208,0.996590915051374,1.9889999628067,0.657000005245209,"F_Fmsy, B_Bmsy"
"246",2011,"Haddock - Georges Bank",0.668961667172611,0.671250015497208,0.996590915051374,1.9889999628067,0.657000005245209,"F_Fmsy, B_Bmsy"
"247",2012,"Haddock - Georges Bank",0.869285998149352,0.942083338896434,0.922727281397039,1.33899998664856,0.592000007629395,"F_Fmsy, B_Bmsy"
"248",2013,"Haddock - Georges Bank",0.799700299533253,0.942083338896434,0.848863647742705,1.33899998664856,0.52700001001358,"F_Fmsy, B_Bmsy"
"249",2014,"Haddock - Georges Bank",0.730114600917155,0.942083338896434,0.775000014088371,1.33899998664856,0.462000012397766,"F_Fmsy, B_Bmsy"
"250",2015,"Haddock - Georges Bank",0.768756328419303,0.920833339293798,0.834848496046933,1.38999998569489,0.514666676521301,"F_Fmsy, B_Bmsy"
"251",2016,"Haddock - Georges Bank",0.82386680591287,0.920833339293798,0.894696978005496,1.38999998569489,0.567333340644836,"F_Fmsy, B_Bmsy"
"252",2017,"Haddock - Georges Bank",0.340416669845581,0.340416669845581,1,2.78299999237061,0.707666675249735,"F_Fmsy, B_Bmsy"
"253",2018,"Haddock - Georges Bank",0.340416669845581,0.340416669845581,1,2.78299999237061,0.795333345731099,"F_Fmsy, B_Bmsy"
"254",2005,"Haddock - Gulf of Maine",0.337500013411045,0.337500013411045,NA,0.270000010728836,NA,"B_Bmsy only"
"255",2006,"Haddock - Gulf of Maine",0.337500013411045,0.337500013411045,NA,0.270000010728836,NA,"B_Bmsy only"
"256",2007,"Haddock - Gulf of Maine",0,0.337500013411045,0,0.270000010728836,0.782999992370605,"F_Fmsy, B_Bmsy"
"257",2008,"Haddock - Gulf of Maine",1,1,1,0.991999983787537,0.793333331743876,"F_Fmsy, B_Bmsy"
"258",2009,"Haddock - Gulf of Maine",1,1,1,0.991999983787537,0.803666671117147,"F_Fmsy, B_Bmsy"
"259",2010,"Haddock - Gulf of Maine",1,1,1,0.991999983787537,0.814000010490417,"F_Fmsy, B_Bmsy"
"260",2011,"Haddock - Gulf of Maine",1,1,1,0.991999983787537,0.814000010490417,"F_Fmsy, B_Bmsy"
"261",2012,"Haddock - Gulf of Maine",0.133757738146933,0.73124997317791,0.182916571696599,0.584999978542328,1.13700000445048,"F_Fmsy, B_Bmsy"
"262",2013,"Haddock - Gulf of Maine",0,0.73124997317791,0,0.584999978542328,1.45999999841054,"F_Fmsy, B_Bmsy"
"263",2014,"Haddock - Gulf of Maine",0.661250005165736,1,0.661250005165736,1.00999999046326,1.47099999586741,"F_Fmsy, B_Bmsy"
"264",2015,"Haddock - Gulf of Maine",0.570833325386047,0.570833325386047,1,2.23000001907349,1.06000000238419,"F_Fmsy, B_Bmsy"
"265",2016,"Haddock - Gulf of Maine",0.563697914592545,0.570833325386047,0.987500010114728,2.23000001907349,0.64900000890096,"F_Fmsy, B_Bmsy"
"266",2017,"Haddock - Gulf of Maine",0,0,0.779545466556694,7.06500005722046,0.46600001056989,"F_Fmsy, B_Bmsy"
"267",2018,"Haddock - Gulf of Maine",0,0,0.684090919566877,7.06500005722046,0.382000009218852,"F_Fmsy, B_Bmsy"
"268",2005,"Little skate - Georges Bank / Southern New England",0.877500027418137,0.877500027418137,NA,0.702000021934509,NA,"B_Bmsy only"
"269",2006,"Little skate - Georges Bank / Southern New England",0.877500027418137,0.877500027418137,NA,0.702000021934509,NA,"B_Bmsy only"
"270",2007,"Little skate - Georges Bank / Southern New England",0.877500027418137,0.877500027418137,NA,0.702000021934509,NA,"B_Bmsy only"
"271",2008,"Little skate - Georges Bank / Southern New England",0.896250009536743,0.896250009536743,NA,0.717000007629395,NA,"B_Bmsy only"
"272",2009,"Little skate - Georges Bank / Southern New England",0.896250009536743,0.896250009536743,NA,0.717000007629395,NA,"B_Bmsy only"
"273",2010,"Little skate - Georges Bank / Southern New England",0.896250009536743,0.896250009536743,NA,0.717000007629395,NA,"B_Bmsy only"
"274",2011,"Little skate - Georges Bank / Southern New England",1,1,NA,1.15900003910065,NA,"B_Bmsy only"
"275",2012,"Little skate - Georges Bank / Southern New England",0.934166649977366,0.934166649977366,NA,1.35800004005432,NA,"B_Bmsy only"
"276",2013,"Little skate - Georges Bank / Southern New England",1,1,NA,1.15600001811981,NA,"B_Bmsy only"
"277",2014,"Little skate - Georges Bank / Southern New England",1,1,NA,1.13699996471405,NA,"B_Bmsy only"
"278",2015,"Little skate - Georges Bank / Southern New England",1,1,NA,1.09800004959106,NA,"B_Bmsy only"
"279",2016,"Little skate - Georges Bank / Southern New England",1,1,NA,0.910000026226044,NA,"B_Bmsy only"
"280",2017,"Little skate - Georges Bank / Southern New England",1,1,NA,0.910000026226044,NA,"B_Bmsy only"
"281",2018,"Little skate - Georges Bank / Southern New England",0.953750014305115,0.953750014305115,NA,0.763000011444092,NA,"B_Bmsy only"
"282",2005,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"283",2006,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"284",2007,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"285",2008,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"286",2009,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"287",2010,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"288",2011,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"289",2012,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"290",2013,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"291",2014,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"292",2015,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"293",2016,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.964999983708064,0.964999983708064,NA,1.28400003910065,NA,"B_Bmsy only"
"294",2017,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.775416682163874,0.775416682163874,NA,1.7389999628067,NA,"B_Bmsy only"
"295",2018,"Longfin inshore squid - Georges Bank / Cape Hatteras",0.775416682163874,0.775416682163874,NA,1.7389999628067,NA,"B_Bmsy only"
"296",2005,"Ocean pout - Northwestern Atlantic Coast",0.453750006854534,0.453750006854534,NA,0.363000005483627,NA,"B_Bmsy only"
"297",2006,"Ocean pout - Northwestern Atlantic Coast",0.453750006854534,0.453750006854534,NA,0.363000005483627,NA,"B_Bmsy only"
"298",2007,"Ocean pout - Northwestern Atlantic Coast",0.290021888886594,0.453750006854534,0.639166687615216,0.363000005483627,0.0320000015199184,"F_Fmsy, B_Bmsy"
"299",2008,"Ocean pout - Northwestern Atlantic Coast",0,0.121250003576279,0,0.0970000028610229,0.188000001013279,"F_Fmsy, B_Bmsy"
"300",2009,"Ocean pout - Northwestern Atlantic Coast",0,0.121250003576279,0,0.0970000028610229,0.344000000506639,"F_Fmsy, B_Bmsy"
"301",2010,"Ocean pout - Northwestern Atlantic Coast",0,0.121250003576279,0,0.0970000028610229,0.5,"F_Fmsy, B_Bmsy"
"302",2011,"Ocean pout - Northwestern Atlantic Coast",0,0.121250003576279,0,0.0970000028610229,0.5,"F_Fmsy, B_Bmsy"
"303",2012,"Ocean pout - Northwestern Atlantic Coast",0,0.103749996051192,0,0.0829999968409538,0.469333330790202,"F_Fmsy, B_Bmsy"
"304",2013,"Ocean pout - Northwestern Atlantic Coast",0,0.103749996051192,0,0.0829999968409538,0.438666661580404,"F_Fmsy, B_Bmsy"
"305",2014,"Ocean pout - Northwestern Atlantic Coast",0,0.103749996051192,0,0.0829999968409538,0.407999992370605,"F_Fmsy, B_Bmsy"
"306",2015,"Ocean pout - Northwestern Atlantic Coast",0,0.0737500004470348,0,0.0590000003576279,0.390333324670792,"F_Fmsy, B_Bmsy"
"307",2016,"Ocean pout - Northwestern Atlantic Coast",0,0.0737500004470348,0,0.0590000003576279,0.372666656970978,"F_Fmsy, B_Bmsy"
"308",2017,"Ocean pout - Northwestern Atlantic Coast",0,0.0562500022351742,0,0.0450000017881393,0.333666662375132,"F_Fmsy, B_Bmsy"
"309",2018,"Ocean pout - Northwestern Atlantic Coast",0,0.0562500022351742,0,0.0450000017881393,0.312333335479101,"F_Fmsy, B_Bmsy"
"310",2005,"Ocean quahog - Atlantic Coast",0.862500011920929,0.862500011920929,NA,1.52999997138977,NA,"B_Bmsy only"
"311",2006,"Ocean quahog - Atlantic Coast",0.862500011920929,0.862500011920929,NA,1.52999997138977,NA,"B_Bmsy only"
"312",2007,"Ocean quahog - Atlantic Coast",0.862500011920929,0.862500011920929,NA,1.52999997138977,NA,"B_Bmsy only"
"313",2008,"Ocean quahog - Atlantic Coast",0.862500011920929,0.862500011920929,NA,1.52999997138977,NA,"B_Bmsy only"
"314",2009,"Ocean quahog - Atlantic Coast",0.823749989271164,0.823749989271164,NA,1.62300002574921,NA,"B_Bmsy only"
"315",2010,"Ocean quahog - Atlantic Coast",0.823749989271164,0.823749989271164,NA,1.62300002574921,NA,"B_Bmsy only"
"316",2011,"Ocean quahog - Atlantic Coast",0.823749989271164,0.823749989271164,NA,1.62300002574921,NA,"B_Bmsy only"
"317",2012,"Ocean quahog - Atlantic Coast",0.823749989271164,0.823749989271164,NA,1.62300002574921,NA,"B_Bmsy only"
"318",2013,"Ocean quahog - Atlantic Coast",0.786666661500931,0.786666661500931,NA,1.71200001239777,NA,"B_Bmsy only"
"319",2014,"Ocean quahog - Atlantic Coast",0.786666661500931,0.786666661500931,NA,1.71200001239777,NA,"B_Bmsy only"
"320",2015,"Ocean quahog - Atlantic Coast",0.786666661500931,0.786666661500931,NA,1.71200001239777,NA,"B_Bmsy only"
"321",2016,"Ocean quahog - Atlantic Coast",0.786666661500931,0.786666661500931,NA,1.71200001239777,NA,"B_Bmsy only"
"322",2017,"Ocean quahog - Atlantic Coast",0.81958332657814,0.81958332657814,NA,1.63300001621246,NA,"B_Bmsy only"
"323",2018,"Ocean quahog - Atlantic Coast",0.786666661500931,0.786666661500931,NA,1.71200001239777,NA,"B_Bmsy only"
"324",2005,"Pollock - Gulf of Maine / Georges Bank",0.828749984502792,0.828749984502792,NA,0.662999987602234,NA,"B_Bmsy only"
"325",2006,"Pollock - Gulf of Maine / Georges Bank",0.828749984502792,0.828749984502792,NA,0.662999987602234,NA,"B_Bmsy only"
"326",2007,"Pollock - Gulf of Maine / Georges Bank",0.828749984502792,0.828749984502792,1,0.662999987602234,0.597000002861023,"F_Fmsy, B_Bmsy"
"327",2008,"Pollock - Gulf of Maine / Georges Bank",0,0.471250005066395,0,0.377000004053116,1.04433333873749,"F_Fmsy, B_Bmsy"
"328",2009,"Pollock - Gulf of Maine / Georges Bank",0,0.471250005066395,0,0.377000004053116,1.49166667461395,"F_Fmsy, B_Bmsy"
"329",2010,"Pollock - Gulf of Maine / Georges Bank",0.462418730404725,0.602499981721242,0.76749999076128,2.15400004386902,1.38600000739098,"F_Fmsy, B_Bmsy"
"330",2011,"Pollock - Gulf of Maine / Georges Bank",0.602499981721242,0.602499981721242,1,2.15400004386902,0.833000004291534,"F_Fmsy, B_Bmsy"
"331",2012,"Pollock - Gulf of Maine / Georges Bank",0.342329535885065,0.602499981721242,0.568181819536469,2.15400004386902,0.280000001192093,"F_Fmsy, B_Bmsy"
"332",2013,"Pollock - Gulf of Maine / Georges Bank",0.342329535885065,0.602499981721242,0.568181819536469,2.15400004386902,0.280000001192093,"F_Fmsy, B_Bmsy"
"333",2014,"Pollock - Gulf of Maine / Georges Bank",0.492357953888449,0.817499995231628,0.602272729982029,1.63800001144409,0.310000002384186,"F_Fmsy, B_Bmsy"
"334",2015,"Pollock - Gulf of Maine / Georges Bank",0.524431813141387,0.887499988079071,0.590909093166843,1.47000002861023,0.300000001986821,"F_Fmsy, B_Bmsy"
"335",2016,"Pollock - Gulf of Maine / Georges Bank",0.514346585603374,0.887499988079071,0.579545456351656,1.47000002861023,0.290000001589457,"F_Fmsy, B_Bmsy"
"336",2017,"Pollock - Gulf of Maine / Georges Bank",0.380427076068246,0.773749987284343,0.491666665357171,1.74300003051758,0.21266666551431,"F_Fmsy, B_Bmsy"
"337",2018,"Pollock - Gulf of Maine / Georges Bank",0.347601318018718,0.773749987284343,0.449242421623432,1.74300003051758,0.17533333102862,"F_Fmsy, B_Bmsy"
"338",2005,"Red hake - Gulf of Maine / Northern Georges Bank",1,1,NA,0.953000009059906,NA,"B_Bmsy only"
"339",2006,"Red hake - Gulf of Maine / Northern Georges Bank",1,1,NA,0.953000009059906,NA,"B_Bmsy only"
"340",2007,"Red hake - Gulf of Maine / Northern Georges Bank",0.968181851235303,1,0.968181851235303,0.953000009059906,0.632000029087067,"F_Fmsy, B_Bmsy"
"341",2008,"Red hake - Gulf of Maine / Northern Georges Bank",0.968181851235303,1,0.968181851235303,0.953000009059906,0.632000029087067,"F_Fmsy, B_Bmsy"
"342",2009,"Red hake - Gulf of Maine / Northern Georges Bank",0.968181851235303,1,0.968181851235303,0.953000009059906,0.632000029087067,"F_Fmsy, B_Bmsy"
"343",2010,"Red hake - Gulf of Maine / Northern Georges Bank",0.968181851235303,1,0.968181851235303,0.953000009059906,0.632000029087067,"F_Fmsy, B_Bmsy"
"344",2011,"Red hake - Gulf of Maine / Northern Georges Bank",0.968181851235303,1,0.968181851235303,0.953000009059906,0.632000029087067,"F_Fmsy, B_Bmsy"
"345",2012,"Red hake - Gulf of Maine / Northern Georges Bank",0.968181851235303,1,0.968181851235303,0.953000009059906,0.632000029087067,"F_Fmsy, B_Bmsy"
"346",2013,"Red hake - Gulf of Maine / Northern Georges Bank",0.968181851235303,1,0.968181851235303,0.953000009059906,0.632000029087067,"F_Fmsy, B_Bmsy"
"347",2014,"Red hake - Gulf of Maine / Northern Georges Bank",0.998750030994415,0.998750030994415,1,0.799000024795532,0.769000013669332,"F_Fmsy, B_Bmsy"
"348",2015,"Red hake - Gulf of Maine / Northern Georges Bank",0.917499999205271,0.917499999205271,1,1.39800000190735,0.74233333269755,"F_Fmsy, B_Bmsy"
"349",2016,"Red hake - Gulf of Maine / Northern Georges Bank",0.917499999205271,0.917499999205271,1,1.39800000190735,0.715666651725769,"F_Fmsy, B_Bmsy"
"350",2017,"Red hake - Gulf of Maine / Northern Georges Bank",0.577537875414798,0.658333341280619,0.877272711558775,2.01999998092651,0.551999986171722,"F_Fmsy, B_Bmsy"
"351",2018,"Red hake - Gulf of Maine / Northern Georges Bank",0.577537875414798,0.658333341280619,0.877272711558775,2.01999998092651,0.551999986171722,"F_Fmsy, B_Bmsy"
"352",2005,"Red hake - Southern Georges Bank / Mid-Atlantic",1,1,NA,0.930999994277954,NA,"B_Bmsy only"
"353",2006,"Red hake - Southern Georges Bank / Mid-Atlantic",1,1,NA,0.930999994277954,NA,"B_Bmsy only"
"354",2007,"Red hake - Southern Georges Bank / Mid-Atlantic",0.680681827393445,1,0.680681827393445,0.930999994277954,0.379000008106232,"F_Fmsy, B_Bmsy"
"355",2008,"Red hake - Southern Georges Bank / Mid-Atlantic",0.680681827393445,1,0.680681827393445,0.930999994277954,0.379000008106232,"F_Fmsy, B_Bmsy"
"356",2009,"Red hake - Southern Georges Bank / Mid-Atlantic",0.680681827393445,1,0.680681827393445,0.930999994277954,0.379000008106232,"F_Fmsy, B_Bmsy"
"357",2010,"Red hake - Southern Georges Bank / Mid-Atlantic",0.680681827393445,1,0.680681827393445,0.930999994277954,0.379000008106232,"F_Fmsy, B_Bmsy"
"358",2011,"Red hake - Southern Georges Bank / Mid-Atlantic",0.680681827393445,1,0.680681827393445,0.930999994277954,0.379000008106232,"F_Fmsy, B_Bmsy"
"359",2012,"Red hake - Southern Georges Bank / Mid-Atlantic",0.680681827393445,1,0.680681827393445,0.930999994277954,0.379000008106232,"F_Fmsy, B_Bmsy"
"360",2013,"Red hake - Southern Georges Bank / Mid-Atlantic",0.680681827393445,1,0.680681827393445,0.930999994277954,0.379000008106232,"F_Fmsy, B_Bmsy"
"361",2014,"Red hake - Southern Georges Bank / Mid-Atlantic",0.701515152147322,1,0.701515152147322,1.13699996471405,0.397333333889643,"F_Fmsy, B_Bmsy"
"362",2015,"Red hake - Southern Georges Bank / Mid-Atlantic",0.759999975562096,0.759999975562096,1,0.607999980449677,0.480666667222977,"F_Fmsy, B_Bmsy"
"363",2016,"Red hake - Southern Georges Bank / Mid-Atlantic",0.756199913246435,0.759999975562096,0.994999917844931,0.607999980449677,0.56400000055631,"F_Fmsy, B_Bmsy"
"364",2017,"Red hake - Southern Georges Bank / Mid-Atlantic",0,0.466249994933605,0,0.372999995946884,0.872333327929179,"F_Fmsy, B_Bmsy"
"365",2018,"Red hake - Southern Georges Bank / Mid-Atlantic",0,0.466249994933605,0,0.372999995946884,1.11566664775213,"F_Fmsy, B_Bmsy"
"366",2005,"Rosette skate - Southern New England / Mid-Atlantic",0.458333333333333,0.458333333333333,NA,2.5,NA,"B_Bmsy only"
"367",2006,"Rosette skate - Southern New England / Mid-Atlantic",0.458333333333333,0.458333333333333,NA,2.5,NA,"B_Bmsy only"
"368",2007,"Rosette skate - Southern New England / Mid-Atlantic",0.458333333333333,0.458333333333333,NA,2.5,NA,"B_Bmsy only"
"369",2008,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,1.08299994468689,NA,"B_Bmsy only"
"370",2009,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,1.08299994468689,NA,"B_Bmsy only"
"371",2010,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,1.08299994468689,NA,"B_Bmsy only"
"372",2011,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,0.833000004291534,NA,"B_Bmsy only"
"373",2012,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,0.875,NA,"B_Bmsy only"
"374",2013,"Rosette skate - Southern New England / Mid-Atlantic",0.860000029206276,0.860000029206276,NA,0.688000023365021,NA,"B_Bmsy only"
"375",2014,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,0.875,NA,"B_Bmsy only"
"376",2015,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,1,NA,"B_Bmsy only"
"377",2016,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,1.05999994277954,NA,"B_Bmsy only"
"378",2017,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,1.05999994277954,NA,"B_Bmsy only"
"379",2018,"Rosette skate - Southern New England / Mid-Atlantic",1,1,NA,1.05999994277954,NA,"B_Bmsy only"
"380",2005,"Scup - Atlantic Coast",0.3125,0.3125,NA,0.25,NA,"B_Bmsy only"
"381",2006,"Scup - Atlantic Coast",0.3125,0.3125,NA,0.25,NA,"B_Bmsy only"
"382",2007,"Scup - Atlantic Coast",0,0.3125,0,0.25,0.270999997854233,"F_Fmsy, B_Bmsy"
"383",2008,"Scup - Atlantic Coast",0,0.3125,0,0.25,0.270999997854233,"F_Fmsy, B_Bmsy"
"384",2009,"Scup - Atlantic Coast",0.361973013772545,0.648750007152557,0.557954543016174,2.04299998283386,0.270999997854233,"F_Fmsy, B_Bmsy"
"385",2010,"Scup - Atlantic Coast",0.438106844095758,0.800416658322016,0.547348483493834,1.67900002002716,0.261666665474574,"F_Fmsy, B_Bmsy"
"386",2011,"Scup - Atlantic Coast",0.34823233749153,0.656666696071625,0.530303028271054,2.0239999294281,0.246666664878527,"F_Fmsy, B_Bmsy"
"387",2012,"Scup - Atlantic Coast",0.31919996686688,0.637916664282481,0.500378787291772,2.06900000572205,0.22033333281676,"F_Fmsy, B_Bmsy"
"388",2013,"Scup - Atlantic Coast",0.306876576991865,0.637916664282481,0.481060605834831,2.06900000572205,0.203333333134651,"F_Fmsy, B_Bmsy"
"389",2014,"Scup - Atlantic Coast",0.298660984942069,0.637916664282481,0.46818182007833,2.06900000572205,0.19200000166893,"F_Fmsy, B_Bmsy"
"390",2015,"Scup - Atlantic Coast",0.385038666612647,0.627083321412404,0.614015161088019,2.09500002861023,0.320333341757456,"F_Fmsy, B_Bmsy"
"391",2016,"Scup - Atlantic Coast",0.476488322465671,0.627083321412404,0.759848502097708,2.09500002861023,0.448666681845983,"F_Fmsy, B_Bmsy"
"392",2017,"Scup - Atlantic Coast",0.594127816659256,0.64124995470047,0.926515179150032,2.06100010871887,0.595333357652028,"F_Fmsy, B_Bmsy"
"393",2018,"Scup - Atlantic Coast",0.607487192452856,0.64124995470047,0.947348515192668,2.06100010871887,0.613666693369547,"F_Fmsy, B_Bmsy"
"394",2004,"Sea scallop - Northwestern Atlantic Coast",0.936666667461395,0.936666667461395,NA,1.35199999809265,NA,"B_Bmsy only"
"395",2005,"Sea scallop - Northwestern Atlantic Coast",0.862500011920929,0.862500011920929,NA,1.52999997138977,NA,"B_Bmsy only"
"396",2006,"Sea scallop - Northwestern Atlantic Coast",0.862500011920929,0.862500011920929,NA,1.52999997138977,NA,"B_Bmsy only"
"397",2007,"Sea scallop - Northwestern Atlantic Coast",0.862500011920929,0.862500011920929,1,1.52999997138977,0.995000004768372,"F_Fmsy, B_Bmsy"
"398",2008,"Sea scallop - Northwestern Atlantic Coast",0.862500011920929,0.862500011920929,1,1.52999997138977,0.995000004768372,"F_Fmsy, B_Bmsy"
"399",2009,"Sea scallop - Northwestern Atlantic Coast",0.862500011920929,0.862500011920929,1,1.52999997138977,0.995000004768372,"F_Fmsy, B_Bmsy"
"400",2010,"Sea scallop - Northwestern Atlantic Coast",1,1,1,1.0349999666214,0.995000004768372,"F_Fmsy, B_Bmsy"
"401",2011,"Sea scallop - Northwestern Atlantic Coast",1,1,1,1.0349999666214,0.995000004768372,"F_Fmsy, B_Bmsy"
"402",2012,"Sea scallop - Northwestern Atlantic Coast",1,1,1,1.0349999666214,0.995000004768372,"F_Fmsy, B_Bmsy"
"403",2013,"Sea scallop - Northwestern Atlantic Coast",1,1,1,1.0349999666214,0.995000004768372,"F_Fmsy, B_Bmsy"
"404",2014,"Sea scallop - Northwestern Atlantic Coast",0.927500019470851,0.927500019470851,1,1.37399995326996,0.88566666841507,"F_Fmsy, B_Bmsy"
"405",2015,"Sea scallop - Northwestern Atlantic Coast",0.650416652361552,0.650416652361552,1,2.03900003433228,0.852666676044464,"F_Fmsy, B_Bmsy"
"406",2016,"Sea scallop - Northwestern Atlantic Coast",0.650416652361552,0.650416652361552,1,2.03900003433228,0.819666683673859,"F_Fmsy, B_Bmsy"
"407",2017,"Sea scallop - Northwestern Atlantic Coast",0.650416652361552,0.650416652361552,1,2.03900003433228,0.896000027656555,"F_Fmsy, B_Bmsy"
"408",2018,"Sea scallop - Northwestern Atlantic Coast",0.367500027020772,0.367500027020772,1,2.71799993515015,0.660000016291936,"F_Fmsy, B_Bmsy"
"409",2005,"Silver hake - Gulf of Maine / Northern Georges Bank",1,1,NA,1.01400005817413,NA,"B_Bmsy only"
"410",2006,"Silver hake - Gulf of Maine / Northern Georges Bank",1,1,NA,1.01400005817413,NA,"B_Bmsy only"
