year,state,species,market,prop
2015,ME,"MACKEREL, ATLANTIC",FOOD,0.003098039006277957
2015,ME,"MACKEREL, ATLANTIC",BAIT,0.9969019609937221
2015,ME,"QUAHOG, OCEAN","KEPT, DISPOSITION UNKNOWN",1
2015,NH,HADDOCK,FOOD,1
2015,NH,"HAKE, SILVER",FOOD,1
2015,NH,LOBSTER,FOOD,1
2015,NY,BUTTERFISH,FOOD,1
2015,NY,"CRAB, HORSESHOE",BAIT,1
2015,NY,DOGFISH SMOOTH,FOOD,1
2015,NY,"FLOUNDER, SUMMER",FOOD,1
2015,NY,"HAKE, SILVER",FOOD,1
2015,NY,"HERRING, ATLANTIC",FOOD,1
2015,NY,LOBSTER,FOOD,1
2015,NY,"MACKEREL, ATLANTIC",FOOD,1
2015,NY,MENHADEN,BAIT,1
2015,NY,SEA ROBINS,FOOD,1
2015,NY,SKATES,FOOD,1
2015,RI,BUTTERFISH,FOOD,1
2015,RI,DOGFISH SMOOTH,FOOD,1
2015,RI,"FLOUNDER, SUMMER",FOOD,1
2015,RI,HADDOCK,FOOD,1
2015,RI,"HAKE, SILVER",FOOD,1
2015,RI,"HERRING, ATLANTIC",FOOD,0.7641768875088817
2015,RI,"HERRING, ATLANTIC",BAIT,0.2358231124911183
2015,RI,LOBSTER,FOOD,1
2015,RI,"MACKEREL, ATLANTIC",FOOD,1
2015,RI,MENHADEN,FOOD,0.08147861973101092
2015,RI,MENHADEN,BAIT,0.9185213802689891
2015,RI,SEA ROBINS,FOOD,1
2015,RI,"SKATE, LITTLE",BAIT,1
2015,RI,SKATES,FOOD,0.09149844231150168
2015,RI,SKATES,BAIT,0.9085015576884983
2016,CT,BUTTERFISH,FOOD,1
2016,CT,DOGFISH SMOOTH,FOOD,1
2016,CT,"FLOUNDER, SUMMER",FOOD,1
2016,CT,"HAKE, SILVER",FOOD,1
2016,CT,"HERRING, ATLANTIC",FOOD,1
2016,CT,"MACKEREL, ATLANTIC",FOOD,1
2016,CT,SEA ROBINS,FOOD,1
2016,MA,BUTTERFISH,FOOD,1
2016,MA,"CLAM, SURF",FOOD,0.030881004546407218
2016,MA,"CLAM, SURF","KEPT, DISPOSITION UNKNOWN",0.9691189954535928
2016,MA,"CRAB, HORSESHOE",BAIT,0.992095746629667
2016,MA,"CRAB, HORSESHOE",FOOD,0.00790425337033293
2016,MA,"FLOUNDER, SUMMER",FOOD,1
2016,MA,HADDOCK,FOOD,1
2016,MA,"HAKE, SILVER",BAIT,0.003984418211390381
2016,MA,"HAKE, SILVER",FOOD,0.9960155817886096
2016,MA,"HERRING, ATLANTIC",BAIT,0.857420691009666
2016,MA,"HERRING, ATLANTIC",FOOD,0.14257930899033397
2016,MA,LOBSTER,FOOD,1
2016,MA,"MACKEREL, ATLANTIC",FOOD,0.2655285362397424
2016,MA,"MACKEREL, ATLANTIC",BAIT,0.7344714637602576
2016,MA,"SKATE, LITTLE",FOOD,1
2016,MA,SKATES,FOOD,1
2016,ME,HADDOCK,FOOD,1
2016,ME,"HAKE, SILVER",FOOD,1
2016,ME,"HERRING, ATLANTIC",BAIT,0.9762489865466182
2016,ME,"HERRING, ATLANTIC",FOOD,0.023751013453381858
2016,ME,LOBSTER,FOOD,1
2016,ME,MENHADEN,BAIT,1
2016,ME,"QUAHOG, OCEAN","KEPT, DISPOSITION UNKNOWN",1
2016,NH,HADDOCK,FOOD,1
2016,NH,"HAKE, SILVER",FOOD,1
2016,NH,LOBSTER,FOOD,1
2016,NY,BUTTERFISH,FOOD,1
2016,NY,"CRAB, HORSESHOE",BAIT,1
2016,NY,DOGFISH SMOOTH,FOOD,1
2016,NY,"FLOUNDER, SUMMER",FOOD,1
2016,NY,"HAKE, SILVER",FOOD,1
2016,NY,"HERRING, ATLANTIC",FOOD,1
2016,NY,LOBSTER,FOOD,1
2016,NY,"MACKEREL, ATLANTIC",FOOD,1
2016,NY,MENHADEN,FOOD,0.008546987971143585
2016,NY,MENHADEN,BAIT,0.9914530120288564
2016,NY,SEA ROBINS,FOOD,1
2016,NY,SKATES,FOOD,1
2016,RI,BUTTERFISH,FOOD,1
2016,RI,DOGFISH SMOOTH,FOOD,1
2016,RI,"FLOUNDER, SUMMER",FOOD,1
2016,RI,HADDOCK,FOOD,1
2016,RI,"HAKE, SILVER",FOOD,1
2016,RI,"HERRING, ATLANTIC",BAIT,0.1889449203834759
2016,RI,"HERRING, ATLANTIC",FOOD,0.8110550796165241
2016,RI,LOBSTER,FOOD,1
2016,RI,"MACKEREL, ATLANTIC",FOOD,1
2016,RI,MENHADEN,BAIT,1
2016,RI,SEA ROBINS,FOOD,1
2016,RI,"SKATE, LITTLE",BAIT,1
2016,RI,SKATES,FOOD,1
2017,CT,BUTTERFISH,FOOD,1
2017,CT,DOGFISH SMOOTH,FOOD,1
2017,CT,"FLOUNDER, SUMMER",FOOD,1
2017,CT,"HAKE, SILVER",FOOD,1
2017,CT,"HERRING, ATLANTIC",FOOD,0.039535238482660426
2017,CT,"HERRING, ATLANTIC",BAIT,0.9604647615173396
2017,CT,LOBSTER,FOOD,1
2017,CT,"MACKEREL, ATLANTIC",BAIT,0.5190066508023674
2017,CT,"MACKEREL, ATLANTIC",FOOD,0.48099334919763254
2017,CT,SEA ROBINS,FOOD,1
2017,MA,BUTTERFISH,FOOD,1
2017,MA,"CLAM, SURF",FOOD,1
2017,MA,"CRAB, HORSESHOE",BAIT,1
2017,MA,DOGFISH SMOOTH,FOOD,1
2017,MA,"FLOUNDER, SUMMER",FOOD,1
2017,MA,HADDOCK,FOOD,1
2017,MA,"HAKE, SILVER",FOOD,1
2017,MA,"HERRING, ATLANTIC",BAIT,1
2017,MA,LOBSTER,FOOD,1
2017,MA,"MACKEREL, ATLANTIC",BAIT,0.9164780582417227
2017,MA,"MACKEREL, ATLANTIC",FOOD,0.08352194175827735
2017,MA,MENHADEN,BAIT,1
2017,MA,"QUAHOG, OCEAN",FOOD,1
2017,MA,SEA ROBINS,FOOD,1
2017,MA,"SKATE, LITTLE",FOOD,1
2017,MA,SKATES,FOOD,1
2017,ME,HADDOCK,FOOD,1
2017,ME,"HERRING, ATLANTIC",BAIT,1
2017,ME,LOBSTER,"KEPT, DISPOSITION UNKNOWN",1.6861115297101653e-5
2017,ME,LOBSTER,UNKNOWN,1.2429152823671648e-5
2017,ME,LOBSTER,FOOD,0.9999707097318792
2017,ME,"MACKEREL, ATLANTIC",FOOD,0.05270244006861373
2017,ME,"MACKEREL, ATLANTIC",BAIT,0.9472975599313863
2017,ME,MENHADEN,BAIT,1
2017,ME,"QUAHOG, OCEAN",FOOD,1
2017,NH,HADDOCK,FOOD,1
2017,NH,"HAKE, SILVER",FOOD,1
2017,NH,"HERRING, ATLANTIC",BAIT,1
2017,NH,LOBSTER,FOOD,1
2017,NY,BUTTERFISH,FOOD,1
2017,NY,"CLAM, SURF",FOOD,1
2017,NY,"CRAB, HORSESHOE",BAIT,1
2017,NY,DOGFISH SMOOTH,FOOD,1
2017,NY,"FLOUNDER, SUMMER",FOOD,1
2017,NY,"HAKE, SILVER",FOOD,1
2017,NY,"HERRING, ATLANTIC",FOOD,0.5444544712302867
2017,NY,"HERRING, ATLANTIC",BAIT,0.4555455287697134
2017,NY,LOBSTER,FOOD,1
2017,NY,"MACKEREL, ATLANTIC",FOOD,0.7787952442861719
2017,NY,"MACKEREL, ATLANTIC",BAIT,0.2212047557138281
2017,NY,MENHADEN,BAIT,1
2017,NY,SEA ROBINS,FOOD,1
2017,NY,SKATES,FOOD,1
2017,RI,BUTTERFISH,FOOD,1
2017,RI,"CRAB, HORSESHOE",BAIT,1
2017,RI,DOGFISH SMOOTH,FOOD,1
2017,RI,"FLOUNDER, SUMMER",FOOD,1
2017,RI,"HAKE, SILVER",FOOD,1
2017,RI,"HERRING, ATLANTIC",BAIT,0.952066298298685
2017,RI,"HERRING, ATLANTIC",FOOD,0.047933701701315
2017,RI,LOBSTER,FOOD,1
2017,RI,"MACKEREL, ATLANTIC",BAIT,0.30813321133228594
2017,RI,"MACKEREL, ATLANTIC",FOOD,0.691866788667714
2017,RI,MENHADEN,BAIT,1
2017,RI,SEA ROBINS,BAIT,0.7291372581582662
2017,RI,SEA ROBINS,FOOD,0.2708627418417338
2017,RI,"SKATE, LITTLE",BAIT,1
2017,RI,SKATES,FOOD,1
